"Step","visionary-plant-6 - step_crash","visionary-plant-6 - step_crash__MIN","visionary-plant-6 - step_crash__MAX"
"28998","0","0","0"
"29005","0","0","0"
"29012","0","0","0"
"29019","0","0","0"
"29026","0","0","0"
"29033","0","0","0"
"29040","1","1","1"
"29047","0","0","0"
"29054","0","0","0"
"29061","0","0","0"
"29068","0","0","0"
"29075","0","0","0"
"29082","0","0","0"
"29089","1","1","1"
"29096","0","0","0"
"29103","0","0","0"
"29110","0","0","0"
"29117","0","0","0"
"29124","0","0","0"
"29131","0","0","0"
"29138","0","0","0"
"29145","1","1","1"
"29152","0","0","0"
"29159","0","0","0"
"29166","0","0","0"
"29173","0","0","0"
"29180","0","0","0"
"29187","0","0","0"
"29194","1","1","1"
"29201","1","1","1"
"29208","0","0","0"
"29215","0","0","0"
"29222","0","0","0"
"29229","0","0","0"
"29236","0","0","0"
"29243","0","0","0"
"29250","0","0","0"
"29257","0","0","0"
"29264","0","0","0"
"29271","0","0","0"
"29278","0","0","0"
"29285","0","0","0"
"29292","0","0","0"
"29299","0","0","0"
"29306","0","0","0"
"29313","0","0","0"
"29320","0","0","0"
"29327","0","0","0"
"29334","0","0","0"
"29341","0","0","0"
"29348","0","0","0"
"29355","0","0","0"
"29362","0","0","0"
"29369","0","0","0"
"29376","0","0","0"
"29383","0","0","0"
"29390","0","0","0"
"29397","0","0","0"
"29404","0","0","0"
"29411","0","0","0"
"29418","0","0","0"
"29425","0","0","0"
"29432","0","0","0"
"29439","0","0","0"
"29446","0","0","0"
"29453","0","0","0"
"29460","1","1","1"
"29467","1","1","1"
"29474","0","0","0"
"29481","0","0","0"
"29488","0","0","0"
"29495","0","0","0"
"29502","0","0","0"
"29509","0","0","0"
"29516","0","0","0"
"29523","0","0","0"
"29530","0","0","0"
"29537","0","0","0"
"29544","0","0","0"
"29551","0","0","0"
"29558","0","0","0"
"29565","0","0","0"
"29572","0","0","0"
"29579","0","0","0"
"29586","0","0","0"
"29593","0","0","0"
"29600","0","0","0"
"29607","1","1","1"
"29614","0","0","0"
"29621","0","0","0"
"29628","0","0","0"
"29635","0","0","0"
"29642","0","0","0"
"29649","0","0","0"
"29656","0","0","0"
"29663","0","0","0"
"29670","0","0","0"
"29677","0","0","0"
"29684","0","0","0"
"29691","0","0","0"
"29698","0","0","0"
"29705","1","1","1"
"29712","0","0","0"
"29719","0","0","0"
"29726","0","0","0"
"29733","0","0","0"
"29740","0","0","0"
"29747","0","0","0"
"29754","0","0","0"
"29761","0","0","0"
"29768","0","0","0"
"29775","0","0","0"
"29782","0","0","0"
"29789","0","0","0"
"29796","0","0","0"
"29803","0","0","0"
"29810","0","0","0"
"29817","0","0","0"
"29824","0","0","0"
"29831","0","0","0"
"29838","1","1","1"
"29845","0","0","0"
"29860","0","0","0"
"29871","0","0","0"
"29878","0","0","0"
"29885","0","0","0"
"29892","0","0","0"
"29899","0","0","0"
"29906","0","0","0"
"29913","0","0","0"
"29920","0","0","0"
"29927","0","0","0"
"29934","0","0","0"
"29941","0","0","0"
"29948","0","0","0"
"29955","0","0","0"
"29962","0","0","0"
"29969","0","0","0"
"29976","0","0","0"
"29983","0","0","0"
"29990","0","0","0"
"29997","0","0","0"
"30004","0","0","0"
"30011","0","0","0"
"30018","0","0","0"
"30025","0","0","0"
"30032","0","0","0"
"30039","0","0","0"
"30046","0","0","0"
"30053","1","1","1"
"30060","0","0","0"
"30067","0","0","0"
"30074","0","0","0"
"30081","0","0","0"
"30088","0","0","0"
"30095","0","0","0"
"30102","0","0","0"
"30109","0","0","0"
"30116","1","1","1"
"30123","0","0","0"
"30130","0","0","0"
"30137","0","0","0"
"30144","0","0","0"
"30151","0","0","0"
"30158","0","0","0"
"30165","0","0","0"
"30172","1","1","1"
"30179","0","0","0"
"30186","0","0","0"
"30193","0","0","0"
"30200","0","0","0"
"30207","0","0","0"
"30214","0","0","0"
"30221","0","0","0"
"30228","0","0","0"
"30235","0","0","0"
"30242","0","0","0"
"30249","0","0","0"
"30256","0","0","0"
"30263","0","0","0"
"30270","0","0","0"
"30277","0","0","0"
"30284","0","0","0"
"30291","0","0","0"
"30298","0","0","0"
"30305","0","0","0"
"30312","0","0","0"
"30319","0","0","0"
"30326","0","0","0"
"30333","0","0","0"
"30340","0","0","0"
"30347","0","0","0"
"30354","0","0","0"
"30361","0","0","0"
"30368","0","0","0"
"30375","0","0","0"
"30382","0","0","0"
"30389","0","0","0"
"30396","1","1","1"
"30403","0","0","0"
"30410","0","0","0"
"30417","0","0","0"
"30424","0","0","0"
"30431","0","0","0"
"30438","0","0","0"
"30445","0","0","0"
"30452","0","0","0"
"30459","1","1","1"
"30466","0","0","0"
"30473","0","0","0"
"30480","0","0","0"
"30487","0","0","0"
"30494","0","0","0"
"30501","0","0","0"
"30508","0","0","0"
"30515","0","0","0"
"30522","0","0","0"
"30529","0","0","0"
"30536","0","0","0"
"30543","0","0","0"
"30550","0","0","0"
"30557","0","0","0"
"30564","0","0","0"
"30571","0","0","0"
"30578","0","0","0"
"30585","0","0","0"
"30592","0","0","0"
"30599","0","0","0"
"30606","0","0","0"
"30613","0","0","0"
"30620","0","0","0"
"30627","0","0","0"
"30634","0","0","0"
"30641","0","0","0"
"30648","0","0","0"
"30655","0","0","0"
"30662","0","0","0"
"30669","0","0","0"
"30676","1","1","1"
"30683","0","0","0"
"30690","0","0","0"
"30697","0","0","0"
"30704","0","0","0"
"30711","0","0","0"
"30718","0","0","0"
"30725","1","1","1"
"30732","0","0","0"
"30739","0","0","0"
"30746","0","0","0"
"30753","0","0","0"
"30760","0","0","0"
"30767","0","0","0"
"30774","0","0","0"
"30781","0","0","0"
"30788","0","0","0"
"30795","0","0","0"
"30802","0","0","0"
"30809","0","0","0"
"30816","0","0","0"
"30823","0","0","0"
"30830","0","0","0"
"30837","0","0","0"
"30844","0","0","0"
"30851","0","0","0"
"30858","0","0","0"
"30865","0","0","0"
"30872","0","0","0"
"30879","0","0","0"
"30886","0","0","0"
"30893","0","0","0"
"30900","0","0","0"
"30907","0","0","0"
"30914","0","0","0"
"30921","0","0","0"
"30928","0","0","0"
"30935","0","0","0"
"30942","0","0","0"
"30949","0","0","0"
"30956","0","0","0"
"30971","0","0","0"
"30978","0","0","0"
"30985","0","0","0"
"30992","0","0","0"
"30999","0","0","0"
"31006","0","0","0"
"31013","0","0","0"
"31020","0","0","0"
"31027","0","0","0"
"31034","0","0","0"
"31041","0","0","0"
"31048","0","0","0"
"31055","0","0","0"
"31062","0","0","0"
"31069","0","0","0"
"31076","0","0","0"
"31083","0","0","0"
"31090","0","0","0"
"31097","0","0","0"
"31104","0","0","0"
"31111","0","0","0"
"31118","0","0","0"
"31125","0","0","0"
"31132","0","0","0"
"31139","0","0","0"
"31146","0","0","0"
"31153","0","0","0"
"31160","0","0","0"
"31167","0","0","0"
"31174","0","0","0"
"31181","0","0","0"
"31188","0","0","0"
"31195","0","0","0"
"31202","0","0","0"
"31209","0","0","0"
"31216","0","0","0"
"31223","0","0","0"
"31230","0","0","0"
"31237","0","0","0"
"31244","0","0","0"
"31251","0","0","0"
"31258","0","0","0"
"31265","1","1","1"
"31272","0","0","0"
"31279","0","0","0"
"31286","0","0","0"
"31293","0","0","0"
"31300","0","0","0"
"31307","0","0","0"
"31314","0","0","0"
"31321","0","0","0"
"31328","0","0","0"
"31335","0","0","0"
"31342","0","0","0"
"31349","0","0","0"
"31356","0","0","0"
"31363","0","0","0"
"31370","0","0","0"
"31377","0","0","0"
"31384","0","0","0"
"31391","0","0","0"
"31398","0","0","0"
"31405","0","0","0"
"31412","0","0","0"
"31419","0","0","0"
"31426","0","0","0"
"31433","0","0","0"
"31440","0","0","0"
"31447","0","0","0"
"31454","0","0","0"
"31461","0","0","0"
"31468","0","0","0"
"31475","0","0","0"
"31482","0","0","0"
"31489","0","0","0"
"31496","0","0","0"
"31503","0","0","0"
"31510","0","0","0"
"31517","0","0","0"
"31524","0","0","0"
"31531","0","0","0"
"31538","0","0","0"
"31545","0","0","0"
"31552","0","0","0"
"31559","1","1","1"
"31566","0","0","0"
"31573","0","0","0"
"31580","0","0","0"
"31587","0","0","0"
"31594","0","0","0"
"31601","0","0","0"
"31608","0","0","0"
"31615","0","0","0"
"31622","0","0","0"
"31629","0","0","0"
"31636","0","0","0"
"31643","0","0","0"
"31650","0","0","0"
"31657","0","0","0"
"31664","0","0","0"
"31671","0","0","0"
"31678","0","0","0"
"31685","0","0","0"
"31692","0","0","0"
"31699","0","0","0"
"31706","0","0","0"
"31713","0","0","0"
"31720","0","0","0"
"31727","0","0","0"
"31734","0","0","0"
"31741","0","0","0"
"31748","0","0","0"
"31755","0","0","0"
"31762","0","0","0"
"31769","0","0","0"
"31776","0","0","0"
"31783","0","0","0"
"31790","0","0","0"
"31797","0","0","0"
"31804","0","0","0"
"31811","0","0","0"
"31818","0","0","0"
"31825","0","0","0"
"31832","0","0","0"
"31839","0","0","0"
"31846","0","0","0"
"31853","0","0","0"
"31860","0","0","0"
"31867","0","0","0"
"31874","0","0","0"
"31881","0","0","0"
"31888","0","0","0"
"31895","0","0","0"
"31902","0","0","0"
"31909","0","0","0"
"31916","0","0","0"
"31923","1","1","1"
"31930","0","0","0"
"31937","0","0","0"
"31944","0","0","0"
"31951","0","0","0"
"31958","0","0","0"
"31965","0","0","0"
"31972","0","0","0"
"31979","0","0","0"
"31986","0","0","0"
"31993","0","0","0"
"32000","0","0","0"
"32007","0","0","0"
"32014","0","0","0"
"32021","0","0","0"
"32028","0","0","0"
"32035","0","0","0"
"32042","0","0","0"
"32049","0","0","0"
"32056","0","0","0"
"32071","0","0","0"
"32078","0","0","0"
"32085","0","0","0"
"32092","0","0","0"
"32099","0","0","0"
"32106","0","0","0"
"32113","0","0","0"
"32120","0","0","0"
"32127","0","0","0"
"32134","0","0","0"
"32141","1","1","1"
"32148","0","0","0"
"32155","0","0","0"
"32162","0","0","0"
"32169","0","0","0"
"32176","0","0","0"
"32183","0","0","0"
"32190","0","0","0"
"32197","0","0","0"
"32204","0","0","0"
"32211","0","0","0"
"32218","0","0","0"
"32225","0","0","0"
"32232","0","0","0"
"32239","0","0","0"
"32246","0","0","0"
"32253","0","0","0"
"32260","0","0","0"
"32267","0","0","0"
"32274","0","0","0"
"32281","0","0","0"
"32288","0","0","0"
"32299","0","0","0"
"32306","0","0","0"
"32313","0","0","0"
"32320","0","0","0"
"32327","0","0","0"
"32334","0","0","0"
"32341","0","0","0"
"32348","0","0","0"
"32355","0","0","0"
"32362","0","0","0"
"32369","0","0","0"
"32376","0","0","0"
"32383","0","0","0"
"32390","0","0","0"
"32397","0","0","0"
"32404","0","0","0"
"32411","0","0","0"
"32418","0","0","0"
"32425","0","0","0"
"32432","0","0","0"
"32439","0","0","0"
"32446","0","0","0"
"32453","0","0","0"
"32460","0","0","0"
"32467","0","0","0"
"32474","0","0","0"
"32481","0","0","0"
"32488","0","0","0"
"32495","0","0","0"
"32502","0","0","0"
"32509","0","0","0"
"32516","0","0","0"
"32523","0","0","0"
"32530","0","0","0"
"32537","0","0","0"
"32544","0","0","0"
"32551","0","0","0"
"32558","0","0","0"
"32565","0","0","0"
"32572","0","0","0"
"32579","0","0","0"
"32586","0","0","0"
"32593","0","0","0"
"32600","0","0","0"
"32607","0","0","0"
"32614","0","0","0"
"32621","0","0","0"
"32628","0","0","0"
"32635","0","0","0"
"32642","0","0","0"
"32649","0","0","0"
"32656","0","0","0"
"32663","0","0","0"
"32670","0","0","0"
"32677","0","0","0"
"32684","0","0","0"
"32691","0","0","0"
"32698","0","0","0"
"32705","0","0","0"
"32712","0","0","0"
"32719","0","0","0"
"32726","0","0","0"
"32733","0","0","0"
"32740","0","0","0"
"32747","0","0","0"
"32754","1","1","1"
"32761","0","0","0"
"32768","0","0","0"
"32775","0","0","0"
"32782","0","0","0"
"32789","0","0","0"
"32796","0","0","0"
"32803","0","0","0"
"32810","0","0","0"
"32817","0","0","0"
"32824","0","0","0"
"32831","0","0","0"
"32838","0","0","0"
"32845","0","0","0"
"32852","0","0","0"
"32859","0","0","0"
"32866","0","0","0"
"32873","0","0","0"
"32880","0","0","0"
"32887","0","0","0"
"32894","0","0","0"
"32901","0","0","0"
"32908","0","0","0"
"32915","0","0","0"
"32922","0","0","0"
"32929","0","0","0"
"32936","0","0","0"
"32943","0","0","0"
"32950","0","0","0"
"32957","0","0","0"
"32964","0","0","0"
"32971","0","0","0"
"32978","0","0","0"
"32985","0","0","0"
"32992","0","0","0"
"32999","0","0","0"
"33006","0","0","0"
"33021","0","0","0"
"33028","0","0","0"
"33035","0","0","0"
"33042","0","0","0"
"33049","0","0","0"
"33056","0","0","0"
"33063","0","0","0"
"33070","0","0","0"
"33077","0","0","0"
"33084","0","0","0"
"33091","1","1","1"
"33098","0","0","0"
"33105","0","0","0"
"33112","0","0","0"
"33119","0","0","0"
"33126","0","0","0"
"33133","0","0","0"
"33140","0","0","0"
"33147","0","0","0"
"33154","0","0","0"
"33161","0","0","0"
"33168","0","0","0"
"33175","0","0","0"
"33186","0","0","0"
"33193","0","0","0"
"33200","0","0","0"
"33207","0","0","0"
"33214","0","0","0"
"33221","0","0","0"
"33228","0","0","0"
"33235","0","0","0"
"33242","0","0","0"
"33249","0","0","0"
"33256","0","0","0"
"33263","0","0","0"
"33270","0","0","0"
"33277","0","0","0"
"33284","0","0","0"
"33291","0","0","0"
"33298","0","0","0"
"33305","0","0","0"
"33312","0","0","0"
"33319","0","0","0"
"33326","0","0","0"
"33333","0","0","0"
"33340","0","0","0"
"33347","0","0","0"
"33354","0","0","0"
"33361","0","0","0"
"33368","0","0","0"
"33375","0","0","0"
"33382","0","0","0"
"33389","0","0","0"
"33396","0","0","0"
"33403","0","0","0"
"33410","0","0","0"
"33417","0","0","0"
"33424","0","0","0"
"33431","0","0","0"
"33438","0","0","0"
"33445","0","0","0"
"33452","0","0","0"
"33459","0","0","0"
"33466","0","0","0"
"33473","0","0","0"
"33480","0","0","0"
"33487","0","0","0"
"33494","0","0","0"
"33501","0","0","0"
"33508","0","0","0"
"33515","0","0","0"
"33522","0","0","0"
"33529","0","0","0"
"33536","0","0","0"
"33543","0","0","0"
"33550","0","0","0"
"33557","0","0","0"
"33564","0","0","0"
"33571","0","0","0"
"33578","0","0","0"
"33585","0","0","0"
"33592","0","0","0"
"33599","0","0","0"
"33606","0","0","0"
"33613","0","0","0"
"33620","0","0","0"
"33627","0","0","0"
"33634","0","0","0"
"33641","0","0","0"
"33648","0","0","0"
"33655","0","0","0"
"33662","0","0","0"
"33669","0","0","0"
"33676","0","0","0"
"33683","0","0","0"
"33690","0","0","0"
"33697","0","0","0"
"33704","0","0","0"
"33711","0","0","0"
"33718","0","0","0"
"33725","0","0","0"
"33732","0","0","0"
"33739","0","0","0"
"33746","0","0","0"
"33753","0","0","0"
"33760","0","0","0"
"33767","0","0","0"
"33774","0","0","0"
"33781","0","0","0"
"33788","0","0","0"
"33795","0","0","0"
"33802","1","1","1"
"33809","0","0","0"
"33816","1","1","1"
"33823","0","0","0"
"33830","0","0","0"
"33837","0","0","0"
"33844","0","0","0"
"33851","0","0","0"
"33858","0","0","0"
"33865","0","0","0"
"33872","0","0","0"
"33879","0","0","0"
"33886","0","0","0"
"33893","0","0","0"
"33900","0","0","0"
"33907","0","0","0"
"33914","0","0","0"
"33921","0","0","0"
"33928","0","0","0"
"33935","0","0","0"
"33942","0","0","0"
"33949","0","0","0"
"33956","0","0","0"
"33963","0","0","0"
"33970","0","0","0"
"33977","0","0","0"
"33984","0","0","0"
"33991","0","0","0"
"33998","0","0","0"
"34005","0","0","0"
"34012","0","0","0"
"34019","0","0","0"
"34026","0","0","0"
"34033","0","0","0"
"34040","0","0","0"
"34047","0","0","0"
"34054","0","0","0"
"34061","0","0","0"
"34068","0","0","0"
"34075","0","0","0"
"34082","0","0","0"
"34089","0","0","0"
"34096","0","0","0"
"34103","0","0","0"
"34110","0","0","0"
"34117","1","1","1"
"34124","0","0","0"
"34131","0","0","0"
"34138","1","1","1"
"34145","0","0","0"
"34152","0","0","0"
"34159","0","0","0"
"34166","0","0","0"
"34173","0","0","0"
"34180","0","0","0"
"34187","0","0","0"
"34194","0","0","0"
"34201","0","0","0"
"34208","0","0","0"
"34215","0","0","0"
"34222","0","0","0"
"34229","0","0","0"
"34236","0","0","0"
"34243","0","0","0"
"34250","0","0","0"
"34257","0","0","0"
"34264","0","0","0"
"34271","0","0","0"
"34278","0","0","0"
"34293","1","1","1"
"34300","0","0","0"
"34307","0","0","0"
"34314","0","0","0"
"34321","1","1","1"
"34328","0","0","0"
"34335","0","0","0"
"34342","0","0","0"
"34349","0","0","0"
"34356","0","0","0"
"34363","0","0","0"
"34370","0","0","0"
"34377","0","0","0"
"34384","0","0","0"
"34391","0","0","0"
"34398","0","0","0"
"34405","0","0","0"
"34412","0","0","0"
"34419","0","0","0"
"34426","0","0","0"
"34433","0","0","0"
"34440","1","1","1"
"34447","0","0","0"
"34454","0","0","0"
"34461","0","0","0"
"34468","0","0","0"
"34475","0","0","0"
"34482","0","0","0"
"34489","0","0","0"
"34496","0","0","0"
"34503","0","0","0"
"34510","0","0","0"
"34517","0","0","0"
"34524","0","0","0"
"34531","0","0","0"
"34538","0","0","0"
"34545","0","0","0"
"34552","0","0","0"
"34559","0","0","0"
"34566","1","1","1"
"34573","0","0","0"
"34580","0","0","0"
"34587","0","0","0"
"34594","0","0","0"
"34601","0","0","0"
"34608","0","0","0"
"34615","0","0","0"
"34622","1","1","1"
"34629","0","0","0"
"34636","0","0","0"
"34643","0","0","0"
"34650","0","0","0"
"34657","0","0","0"
"34664","0","0","0"
"34671","0","0","0"
"34678","0","0","0"
"34685","0","0","0"
"34692","0","0","0"
"34699","0","0","0"
"34706","0","0","0"
"34713","0","0","0"
"34720","0","0","0"
"34727","0","0","0"
"34734","0","0","0"
"34741","1","1","1"
"34748","0","0","0"
"34755","0","0","0"
"34762","0","0","0"
"34769","0","0","0"
"34776","0","0","0"
"34783","0","0","0"
"34790","0","0","0"
"34797","0","0","0"
"34804","0","0","0"
"34811","0","0","0"
"34818","0","0","0"
"34825","0","0","0"
"34832","0","0","0"
"34839","0","0","0"
"34846","0","0","0"
"34853","0","0","0"
"34860","0","0","0"
"34867","0","0","0"
"34874","0","0","0"
"34881","0","0","0"
"34888","0","0","0"
"34895","0","0","0"
"34902","0","0","0"
"34909","0","0","0"
"34916","0","0","0"
"34923","0","0","0"
"34930","0","0","0"
"34937","0","0","0"
"34944","0","0","0"
"34951","0","0","0"
"34958","0","0","0"
"34965","0","0","0"
"34972","0","0","0"
"34979","0","0","0"
"34986","0","0","0"
"34993","0","0","0"
"35000","0","0","0"
"35007","0","0","0"
"35014","0","0","0"
"35021","0","0","0"
"35028","0","0","0"
"35035","0","0","0"
"35042","0","0","0"
"35049","0","0","0"
"35056","0","0","0"
"35063","0","0","0"
"35070","0","0","0"
"35077","0","0","0"
"35084","0","0","0"
"35091","0","0","0"
"35098","0","0","0"
"35105","0","0","0"
"35112","0","0","0"
"35119","0","0","0"
"35126","0","0","0"
"35133","0","0","0"
"35140","0","0","0"
"35147","0","0","0"
"35154","0","0","0"
"35161","0","0","0"
"35168","0","0","0"
"35175","0","0","0"
"35182","0","0","0"
"35189","1","1","1"
"35196","0","0","0"
"35203","0","0","0"
"35210","0","0","0"
"35217","0","0","0"
"35224","0","0","0"
"35231","0","0","0"
"35238","0","0","0"
"35245","0","0","0"
"35252","0","0","0"
"35259","0","0","0"
"35266","0","0","0"
"35273","0","0","0"
"35288","0","0","0"
"35295","0","0","0"
"35302","0","0","0"
"35309","0","0","0"
"35316","0","0","0"
"35323","1","1","1"
"35330","0","0","0"
"35337","0","0","0"
"35344","0","0","0"
"35351","0","0","0"
"35358","0","0","0"
"35365","0","0","0"
"35372","0","0","0"
"35379","1","1","1"
"35386","0","0","0"
"35393","0","0","0"
"35404","0","0","0"
"35411","0","0","0"
"35418","0","0","0"
"35425","0","0","0"
"35432","0","0","0"
"35439","0","0","0"
"35446","0","0","0"
"35453","0","0","0"
"35460","0","0","0"
"35467","0","0","0"
"35474","0","0","0"
"35481","0","0","0"
"35488","0","0","0"
"35495","0","0","0"
"35502","0","0","0"
"35509","0","0","0"
"35516","0","0","0"
"35523","0","0","0"
"35530","0","0","0"
"35537","0","0","0"
"35544","0","0","0"
"35551","0","0","0"
"35558","0","0","0"
"35565","0","0","0"
"35572","0","0","0"
"35579","0","0","0"
"35586","0","0","0"
"35593","0","0","0"
"35600","0","0","0"
"35607","0","0","0"
"35614","0","0","0"
"35621","0","0","0"
"35628","0","0","0"
"35635","0","0","0"
"35642","0","0","0"
"35649","0","0","0"
"35656","0","0","0"
"35663","0","0","0"
"35670","0","0","0"
"35677","0","0","0"
"35684","0","0","0"
"35691","0","0","0"
"35698","0","0","0"
"35705","0","0","0"
"35712","0","0","0"
"35719","0","0","0"
"35726","0","0","0"
"35733","0","0","0"
"35740","0","0","0"
"35747","0","0","0"
"35754","0","0","0"
"35761","1","1","1"
"35768","0","0","0"
"35775","0","0","0"
"35782","0","0","0"
"35789","0","0","0"
"35796","0","0","0"
"35803","0","0","0"
"35810","0","0","0"
"35817","0","0","0"
"35824","0","0","0"
"35831","0","0","0"
"35838","0","0","0"
"35845","0","0","0"
"35852","0","0","0"
"35859","0","0","0"
"35866","0","0","0"
"35873","0","0","0"
"35880","0","0","0"
"35887","0","0","0"
"35894","0","0","0"
"35901","0","0","0"
"35908","0","0","0"
"35915","0","0","0"
"35922","1","1","1"
"35929","0","0","0"
"35936","0","0","0"
