"Step","eager-universe-7 - Smallest CBF constraint(unfiltered)","eager-universe-7 - Smallest CBF constraint(unfiltered)__MIN","eager-universe-7 - Smallest CBF constraint(unfiltered)__MAX"
"6489","-0.38840171694755554","-0.38840171694755554","-0.38840171694755554"
"6491","-0.10858219861984253","-0.10858219861984253","-0.10858219861984253"
"6493","-0.6105732917785645","-0.6105732917785645","-0.6105732917785645"
"6495","-0.10329356789588928","-0.10329356789588928","-0.10329356789588928"
"6497","-0.4947417974472046","-0.4947417974472046","-0.4947417974472046"
"6499","-0.04389265179634094","-0.04389265179634094","-0.04389265179634094"
"6501","-0.1815299391746521","-0.1815299391746521","-0.1815299391746521"
"6503","-1.1010475158691406","-1.1010475158691406","-1.1010475158691406"
"6505","-0.3787462115287781","-0.3787462115287781","-0.3787462115287781"
"6507","-0.35259494185447693","-0.35259494185447693","-0.35259494185447693"
"6509","-0.14857998490333557","-0.14857998490333557","-0.14857998490333557"
"6511","-0.14085227251052856","-0.14085227251052856","-0.14085227251052856"
"6513","-0.19968284666538239","-0.19968284666538239","-0.19968284666538239"
"6515","-0.41768303513526917","-0.41768303513526917","-0.41768303513526917"
"6517","-0.18691086769104004","-0.18691086769104004","-0.18691086769104004"
"6519","-0.3897034525871277","-0.3897034525871277","-0.3897034525871277"
"6521","-0.5502317547798157","-0.5502317547798157","-0.5502317547798157"
"6523","-0.9663326144218445","-0.9663326144218445","-0.9663326144218445"
"6525","-0.21599599719047546","-0.21599599719047546","-0.21599599719047546"
"6527","-0.3416585326194763","-0.3416585326194763","-0.3416585326194763"
"6529","-0.11441996693611145","-0.11441996693611145","-0.11441996693611145"
"6531","-0.7625925540924072","-0.7625925540924072","-0.7625925540924072"
"6533","-0.1569059193134308","-0.1569059193134308","-0.1569059193134308"
"6535","-0.04741337150335312","-0.04741337150335312","-0.04741337150335312"
"6537","-0.7460153102874756","-0.7460153102874756","-0.7460153102874756"
"6539","-0.34883564710617065","-0.34883564710617065","-0.34883564710617065"
"6541","-0.05360984802246094","-0.05360984802246094","-0.05360984802246094"
"6543","-0.03420437499880791","-0.03420437499880791","-0.03420437499880791"
"6545","0","0","0"
"6547","-0.2924041152000427","-0.2924041152000427","-0.2924041152000427"
"6549","-0.09885385632514954","-0.09885385632514954","-0.09885385632514954"
"6551","-0.10349249839782715","-0.10349249839782715","-0.10349249839782715"
"6553","0","0","0"
"6555","-0.3961118161678314","-0.3961118161678314","-0.3961118161678314"
"6557","-0.005690034478902817","-0.005690034478902817","-0.005690034478902817"
"6559","-0.3051649332046509","-0.3051649332046509","-0.3051649332046509"
"6561","-1.2119355201721191","-1.2119355201721191","-1.2119355201721191"
"6563","-0.312776118516922","-0.312776118516922","-0.312776118516922"
"6565","-0.1671924591064453","-0.1671924591064453","-0.1671924591064453"
"6567","-0.05272775888442993","-0.05272775888442993","-0.05272775888442993"
"6569","-0.11975603550672531","-0.11975603550672531","-0.11975603550672531"
"6571","-0.06400527060031891","-0.06400527060031891","-0.06400527060031891"
"6573","-0.21690583229064941","-0.21690583229064941","-0.21690583229064941"
"6575","-0.6407226324081421","-0.6407226324081421","-0.6407226324081421"
"6577","0","0","0"
"6579","-1.229422688484192","-1.229422688484192","-1.229422688484192"
"6581","-1.09036386013031","-1.09036386013031","-1.09036386013031"
"6583","-0.6039121150970459","-0.6039121150970459","-0.6039121150970459"
"6585","-0.4792950451374054","-0.4792950451374054","-0.4792950451374054"
"6587","-0.24458837509155273","-0.24458837509155273","-0.24458837509155273"
"6589","-0.14954203367233276","-0.14954203367233276","-0.14954203367233276"
"6591","0","0","0"
"6593","-0.11165344715118408","-0.11165344715118408","-0.11165344715118408"
"6595","-0.10127343982458115","-0.10127343982458115","-0.10127343982458115"
"6597","0","0","0"
"6599","0","0","0"
"6601","-0.18511998653411865","-0.18511998653411865","-0.18511998653411865"
"6603","0","0","0"
"6605","-0.7423508763313293","-0.7423508763313293","-0.7423508763313293"
"6607","-0.2179192453622818","-0.2179192453622818","-0.2179192453622818"
"6609","-0.12561547756195068","-0.12561547756195068","-0.12561547756195068"
"6611","-0.6829416751861572","-0.6829416751861572","-0.6829416751861572"
"6613","-0.45281296968460083","-0.45281296968460083","-0.45281296968460083"
"6615","-0.4002789855003357","-0.4002789855003357","-0.4002789855003357"
"6617","-0.08077085018157959","-0.08077085018157959","-0.08077085018157959"
"6619","-0.21148422360420227","-0.21148422360420227","-0.21148422360420227"
"6621","-0.37186935544013977","-0.37186935544013977","-0.37186935544013977"
"6623","-0.5342294573783875","-0.5342294573783875","-0.5342294573783875"
"6625","-0.3320334255695343","-0.3320334255695343","-0.3320334255695343"
"6627","-0.21903033554553986","-0.21903033554553986","-0.21903033554553986"
"6629","-0.31211569905281067","-0.31211569905281067","-0.31211569905281067"
"6631","-0.3609137535095215","-0.3609137535095215","-0.3609137535095215"
"6633","-0.018721342086791992","-0.018721342086791992","-0.018721342086791992"
"6635","-0.13034886121749878","-0.13034886121749878","-0.13034886121749878"
"6637","-0.5530846118927002","-0.5530846118927002","-0.5530846118927002"
"6639","-1.6925162076950073","-1.6925162076950073","-1.6925162076950073"
"6641","-0.5820778012275696","-0.5820778012275696","-0.5820778012275696"
"6643","-0.015088707208633423","-0.015088707208633423","-0.015088707208633423"
"6645","-0.1444520354270935","-0.1444520354270935","-0.1444520354270935"
"6647","-0.4764476418495178","-0.4764476418495178","-0.4764476418495178"
"6649","-1.1248112916946411","-1.1248112916946411","-1.1248112916946411"
"6651","-0.563721776008606","-0.563721776008606","-0.563721776008606"
"6653","-0.20680594444274902","-0.20680594444274902","-0.20680594444274902"
"6655","-0.05772748589515686","-0.05772748589515686","-0.05772748589515686"
"6657","-0.03359609842300415","-0.03359609842300415","-0.03359609842300415"
"6659","-0.1745806336402893","-0.1745806336402893","-0.1745806336402893"
"6661","-0.33643990755081177","-0.33643990755081177","-0.33643990755081177"
"6663","-0.3560468852519989","-0.3560468852519989","-0.3560468852519989"
"6665","-0.28795886039733887","-0.28795886039733887","-0.28795886039733887"
"6667","-0.2848673462867737","-0.2848673462867737","-0.2848673462867737"
"6669","-0.47417762875556946","-0.47417762875556946","-0.47417762875556946"
"6671","-0.0344085693359375","-0.0344085693359375","-0.0344085693359375"
"6673","-0.02533555030822754","-0.02533555030822754","-0.02533555030822754"
"6675","-0.11723802238702774","-0.11723802238702774","-0.11723802238702774"
"6677","-0.14500072598457336","-0.14500072598457336","-0.14500072598457336"
"6679","-0.9539246559143066","-0.9539246559143066","-0.9539246559143066"
"6681","-0.33512425422668457","-0.33512425422668457","-0.33512425422668457"
"6683","-0.18779237568378448","-0.18779237568378448","-0.18779237568378448"
"6685","-0.7654711008071899","-0.7654711008071899","-0.7654711008071899"
"6687","-0.2864227294921875","-0.2864227294921875","-0.2864227294921875"
"6689","-0.5946041345596313","-0.5946041345596313","-0.5946041345596313"
"6691","-1.159162163734436","-1.159162163734436","-1.159162163734436"
"6693","-0.592761754989624","-0.592761754989624","-0.592761754989624"
"6695","-1.795091152191162","-1.795091152191162","-1.795091152191162"
"6697","-0.4524064064025879","-0.4524064064025879","-0.4524064064025879"
"6699","-0.20102046430110931","-0.20102046430110931","-0.20102046430110931"
"6701","-0.6137840151786804","-0.6137840151786804","-0.6137840151786804"
"6703","-0.5642627477645874","-0.5642627477645874","-0.5642627477645874"
"6705","0","0","0"
"6707","-0.011940781958401203","-0.011940781958401203","-0.011940781958401203"
"6709","-0.26857835054397583","-0.26857835054397583","-0.26857835054397583"
"6711","-0.12128537893295288","-0.12128537893295288","-0.12128537893295288"
"6713","-0.5764390230178833","-0.5764390230178833","-0.5764390230178833"
"6715","-0.34143054485321045","-0.34143054485321045","-0.34143054485321045"
"6717","-0.7394002079963684","-0.7394002079963684","-0.7394002079963684"
"6719","-0.3782375752925873","-0.3782375752925873","-0.3782375752925873"
"6721","-0.807241678237915","-0.807241678237915","-0.807241678237915"
"6723","-0.5533379316329956","-0.5533379316329956","-0.5533379316329956"
"6725","-0.6012537479400635","-0.6012537479400635","-0.6012537479400635"
"6727","-0.2172727882862091","-0.2172727882862091","-0.2172727882862091"
"6729","-0.6391274929046631","-0.6391274929046631","-0.6391274929046631"
"6731","-0.7720805406570435","-0.7720805406570435","-0.7720805406570435"
"6733","-0.04652899503707886","-0.04652899503707886","-0.04652899503707886"
"6735","-0.4009076952934265","-0.4009076952934265","-0.4009076952934265"
"6745","-0.37441176176071167","-0.37441176176071167","-0.37441176176071167"
"6747","-0.1796104460954666","-0.1796104460954666","-0.1796104460954666"
"6749","-0.6234117150306702","-0.6234117150306702","-0.6234117150306702"
"6751","-0.09204800426959991","-0.09204800426959991","-0.09204800426959991"
"6753","-0.3676183819770813","-0.3676183819770813","-0.3676183819770813"
"6755","0","0","0"
"6757","-0.43834009766578674","-0.43834009766578674","-0.43834009766578674"
"6759","-0.42573174834251404","-0.42573174834251404","-0.42573174834251404"
"6761","-0.7758685946464539","-0.7758685946464539","-0.7758685946464539"
"6763","-0.198622465133667","-0.198622465133667","-0.198622465133667"
"6765","-0.13793408870697021","-0.13793408870697021","-0.13793408870697021"
"6771","-0.5122364163398743","-0.5122364163398743","-0.5122364163398743"
"6773","-0.42077645659446716","-0.42077645659446716","-0.42077645659446716"
"6775","-0.24227455258369446","-0.24227455258369446","-0.24227455258369446"
"6777","-0.775420606136322","-0.775420606136322","-0.775420606136322"
"6779","-0.7668461799621582","-0.7668461799621582","-0.7668461799621582"
"6781","-0.9382578730583191","-0.9382578730583191","-0.9382578730583191"
"6783","-0.4111177921295166","-0.4111177921295166","-0.4111177921295166"
"6785","-0.21301424503326416","-0.21301424503326416","-0.21301424503326416"
"6787","-1.0951900482177734","-1.0951900482177734","-1.0951900482177734"
"6789","-0.5987119078636169","-0.5987119078636169","-0.5987119078636169"
"6791","-0.48314350843429565","-0.48314350843429565","-0.48314350843429565"
"6793","-0.13314485549926758","-0.13314485549926758","-0.13314485549926758"
"6795","-0.3295551836490631","-0.3295551836490631","-0.3295551836490631"
"6797","-0.706328272819519","-0.706328272819519","-0.706328272819519"
"6799","-0.2431260645389557","-0.2431260645389557","-0.2431260645389557"
"6801","-0.2092025876045227","-0.2092025876045227","-0.2092025876045227"
"6803","-0.12282902002334595","-0.12282902002334595","-0.12282902002334595"
"6805","-0.31800827383995056","-0.31800827383995056","-0.31800827383995056"
"6807","0","0","0"
"6809","-0.31867077946662903","-0.31867077946662903","-0.31867077946662903"
"6811","-0.38354986906051636","-0.38354986906051636","-0.38354986906051636"
"6813","0","0","0"
"6815","-0.22294935584068298","-0.22294935584068298","-0.22294935584068298"
"6817","-0.244963139295578","-0.244963139295578","-0.244963139295578"
"6819","0","0","0"
"6821","-0.2527933716773987","-0.2527933716773987","-0.2527933716773987"
"6823","-0.8202047944068909","-0.8202047944068909","-0.8202047944068909"
"6825","-0.35198524594306946","-0.35198524594306946","-0.35198524594306946"
"6827","-0.8374098539352417","-0.8374098539352417","-0.8374098539352417"
"6829","-0.3727073073387146","-0.3727073073387146","-0.3727073073387146"
"6831","-0.14999467134475708","-0.14999467134475708","-0.14999467134475708"
"6833","-0.05406178534030914","-0.05406178534030914","-0.05406178534030914"
"6835","-0.006170632317662239","-0.006170632317662239","-0.006170632317662239"
"6837","-0.4356330633163452","-0.4356330633163452","-0.4356330633163452"
"6839","-0.667236328125","-0.667236328125","-0.667236328125"
"6841","-0.3584255278110504","-0.3584255278110504","-0.3584255278110504"
"6843","-0.4636531174182892","-0.4636531174182892","-0.4636531174182892"
"6845","-0.6386865973472595","-0.6386865973472595","-0.6386865973472595"
"6847","-0.3033115267753601","-0.3033115267753601","-0.3033115267753601"
"6849","-1.5089796781539917","-1.5089796781539917","-1.5089796781539917"
"6851","-0.2274695634841919","-0.2274695634841919","-0.2274695634841919"
"6853","0","0","0"
"6855","-0.10253135859966278","-0.10253135859966278","-0.10253135859966278"
"6857","-1.1111482381820679","-1.1111482381820679","-1.1111482381820679"
"6859","-0.8231183290481567","-0.8231183290481567","-0.8231183290481567"
"6861","-0.18661819398403168","-0.18661819398403168","-0.18661819398403168"
"6863","-0.3162287473678589","-0.3162287473678589","-0.3162287473678589"
"6865","-0.30546605587005615","-0.30546605587005615","-0.30546605587005615"
"6867","-1.0037647485733032","-1.0037647485733032","-1.0037647485733032"
"6869","-0.2666924297809601","-0.2666924297809601","-0.2666924297809601"
"6871","-1.4651477336883545","-1.4651477336883545","-1.4651477336883545"
"6873","-0.6365073919296265","-0.6365073919296265","-0.6365073919296265"
"6875","-0.5517759919166565","-0.5517759919166565","-0.5517759919166565"
"6877","-0.13042040169239044","-0.13042040169239044","-0.13042040169239044"
"6879","-0.3616417348384857","-0.3616417348384857","-0.3616417348384857"
"6881","-0.4894111156463623","-0.4894111156463623","-0.4894111156463623"
"6883","-0.10239693522453308","-0.10239693522453308","-0.10239693522453308"
"6885","-0.42783278226852417","-0.42783278226852417","-0.42783278226852417"
"6887","-0.2712680399417877","-0.2712680399417877","-0.2712680399417877"
"6889","-0.34407442808151245","-0.34407442808151245","-0.34407442808151245"
"6891","-0.703277051448822","-0.703277051448822","-0.703277051448822"
"6893","-0.8150330781936646","-0.8150330781936646","-0.8150330781936646"
"6895","-0.3171931505203247","-0.3171931505203247","-0.3171931505203247"
"6897","-0.12544405460357666","-0.12544405460357666","-0.12544405460357666"
"6899","-0.548474907875061","-0.548474907875061","-0.548474907875061"
"6901","-0.3405483365058899","-0.3405483365058899","-0.3405483365058899"
"6903","-0.25547125935554504","-0.25547125935554504","-0.25547125935554504"
"6905","-0.21460413932800293","-0.21460413932800293","-0.21460413932800293"
"6907","-0.733386754989624","-0.733386754989624","-0.733386754989624"
"6909","-0.1561216115951538","-0.1561216115951538","-0.1561216115951538"
"6911","0","0","0"
"6913","-0.1231946051120758","-0.1231946051120758","-0.1231946051120758"
"6915","-0.9307842254638672","-0.9307842254638672","-0.9307842254638672"
"6917","-0.6424250602722168","-0.6424250602722168","-0.6424250602722168"
"6919","-0.7809444665908813","-0.7809444665908813","-0.7809444665908813"
"6921","-0.6580387949943542","-0.6580387949943542","-0.6580387949943542"
"6923","-0.8308285474777222","-0.8308285474777222","-0.8308285474777222"
"6925","-1.487587809562683","-1.487587809562683","-1.487587809562683"
"6927","-0.1524132341146469","-0.1524132341146469","-0.1524132341146469"
"6929","-0.46214812994003296","-0.46214812994003296","-0.46214812994003296"
"6931","-0.527940034866333","-0.527940034866333","-0.527940034866333"
"6933","-0.2131178081035614","-0.2131178081035614","-0.2131178081035614"
"6935","-0.352159708738327","-0.352159708738327","-0.352159708738327"
"6937","-1.0364668369293213","-1.0364668369293213","-1.0364668369293213"
"6939","-0.7847251892089844","-0.7847251892089844","-0.7847251892089844"
"6941","-0.5328367948532104","-0.5328367948532104","-0.5328367948532104"
"6943","0","0","0"
"6945","-0.2310357689857483","-0.2310357689857483","-0.2310357689857483"
"6947","0","0","0"
"6949","-0.1463761329650879","-0.1463761329650879","-0.1463761329650879"
"6951","-0.11788919568061829","-0.11788919568061829","-0.11788919568061829"
"6953","-0.35068750381469727","-0.35068750381469727","-0.35068750381469727"
"6955","-0.2679498791694641","-0.2679498791694641","-0.2679498791694641"
"6957","-0.04666447639465332","-0.04666447639465332","-0.04666447639465332"
"6959","-0.5799938440322876","-0.5799938440322876","-0.5799938440322876"
"6961","-0.7379502058029175","-0.7379502058029175","-0.7379502058029175"
"6963","-0.3598499596118927","-0.3598499596118927","-0.3598499596118927"
"6965","-0.04536980390548706","-0.04536980390548706","-0.04536980390548706"
"6967","-0.047609832137823105","-0.047609832137823105","-0.047609832137823105"
"6969","-0.021850861608982086","-0.021850861608982086","-0.021850861608982086"
"6971","-0.4261201024055481","-0.4261201024055481","-0.4261201024055481"
"6973","-0.5122813582420349","-0.5122813582420349","-0.5122813582420349"
"6975","-0.34516066312789917","-0.34516066312789917","-0.34516066312789917"
"6977","0","0","0"
"6979","-0.20052117109298706","-0.20052117109298706","-0.20052117109298706"
"6981","-1.6030560731887817","-1.6030560731887817","-1.6030560731887817"
"6983","-0.304745614528656","-0.304745614528656","-0.304745614528656"
"6985","-0.3277782201766968","-0.3277782201766968","-0.3277782201766968"
"6987","-1.0532983541488647","-1.0532983541488647","-1.0532983541488647"
"6989","-0.25935301184654236","-0.25935301184654236","-0.25935301184654236"
"6991","-0.17808029055595398","-0.17808029055595398","-0.17808029055595398"
"6993","-0.18795228004455566","-0.18795228004455566","-0.18795228004455566"
"6995","-0.7098180055618286","-0.7098180055618286","-0.7098180055618286"
"6997","-0.30832818150520325","-0.30832818150520325","-0.30832818150520325"
"6999","-0.060147762298583984","-0.060147762298583984","-0.060147762298583984"
"7001","-0.594747006893158","-0.594747006893158","-0.594747006893158"
"7003","-0.3764079511165619","-0.3764079511165619","-0.3764079511165619"
"7005","-0.8741201162338257","-0.8741201162338257","-0.8741201162338257"
"7007","-0.6159127950668335","-0.6159127950668335","-0.6159127950668335"
"7009","-0.517425537109375","-0.517425537109375","-0.517425537109375"
"7011","-0.44560718536376953","-0.44560718536376953","-0.44560718536376953"
"7013","-0.20208662748336792","-0.20208662748336792","-0.20208662748336792"
"7015","-0.21153563261032104","-0.21153563261032104","-0.21153563261032104"
"7017","-0.7263873815536499","-0.7263873815536499","-0.7263873815536499"
"7019","-0.28118443489074707","-0.28118443489074707","-0.28118443489074707"
"7021","-0.7802255153656006","-0.7802255153656006","-0.7802255153656006"
"7023","-0.5068180561065674","-0.5068180561065674","-0.5068180561065674"
"7025","-0.3338874578475952","-0.3338874578475952","-0.3338874578475952"
"7027","-0.2929418981075287","-0.2929418981075287","-0.2929418981075287"
"7029","-0.22577501833438873","-0.22577501833438873","-0.22577501833438873"
"7031","-0.7862391471862793","-0.7862391471862793","-0.7862391471862793"
"7033","-0.20833049714565277","-0.20833049714565277","-0.20833049714565277"
"7035","-0.9538778066635132","-0.9538778066635132","-0.9538778066635132"
"7037","-0.22436675429344177","-0.22436675429344177","-0.22436675429344177"
"7039","-0.619002640247345","-0.619002640247345","-0.619002640247345"
"7041","-0.6734205484390259","-0.6734205484390259","-0.6734205484390259"
"7043","-0.07191677391529083","-0.07191677391529083","-0.07191677391529083"
"7045","-0.17903104424476624","-0.17903104424476624","-0.17903104424476624"
"7047","-0.4008360803127289","-0.4008360803127289","-0.4008360803127289"
"7049","-0.05405080318450928","-0.05405080318450928","-0.05405080318450928"
"7051","-0.7692598700523376","-0.7692598700523376","-0.7692598700523376"
"7053","-0.8174893856048584","-0.8174893856048584","-0.8174893856048584"
"7055","-0.5348082780838013","-0.5348082780838013","-0.5348082780838013"
"7057","-0.8472434282302856","-0.8472434282302856","-0.8472434282302856"
"7059","-0.7112373113632202","-0.7112373113632202","-0.7112373113632202"
"7061","-0.7193920016288757","-0.7193920016288757","-0.7193920016288757"
"7063","-0.6955953240394592","-0.6955953240394592","-0.6955953240394592"
"7065","-1.1702595949172974","-1.1702595949172974","-1.1702595949172974"
"7067","-0.9843581318855286","-0.9843581318855286","-0.9843581318855286"
"7069","-0.530100405216217","-0.530100405216217","-0.530100405216217"
"7071","-0.31799328327178955","-0.31799328327178955","-0.31799328327178955"
"7073","-0.052167147397994995","-0.052167147397994995","-0.052167147397994995"
"7075","0","0","0"
"7077","-0.04720166325569153","-0.04720166325569153","-0.04720166325569153"
"7079","-0.041788190603256226","-0.041788190603256226","-0.041788190603256226"
"7081","-0.7290831804275513","-0.7290831804275513","-0.7290831804275513"
"7083","-0.15466618537902832","-0.15466618537902832","-0.15466618537902832"
"7093","-0.4082948565483093","-0.4082948565483093","-0.4082948565483093"
"7095","-0.3671276569366455","-0.3671276569366455","-0.3671276569366455"
"7097","-0.06628096103668213","-0.06628096103668213","-0.06628096103668213"
"7099","-0.7654345631599426","-0.7654345631599426","-0.7654345631599426"
"7101","-0.5819634199142456","-0.5819634199142456","-0.5819634199142456"
"7103","-0.5991972088813782","-0.5991972088813782","-0.5991972088813782"
"7105","-0.14390677213668823","-0.14390677213668823","-0.14390677213668823"
"7107","-0.05250048637390137","-0.05250048637390137","-0.05250048637390137"
"7109","-0.062424954026937485","-0.062424954026937485","-0.062424954026937485"
"7111","-0.1735745221376419","-0.1735745221376419","-0.1735745221376419"
"7113","-0.36620137095451355","-0.36620137095451355","-0.36620137095451355"
"7115","-0.20817208290100098","-0.20817208290100098","-0.20817208290100098"
"7117","-0.24924933910369873","-0.24924933910369873","-0.24924933910369873"
"7119","-0.4126909375190735","-0.4126909375190735","-0.4126909375190735"
"7121","-0.6830546855926514","-0.6830546855926514","-0.6830546855926514"
"7123","-1.1570854187011719","-1.1570854187011719","-1.1570854187011719"
"7125","-0.37643054127693176","-0.37643054127693176","-0.37643054127693176"
"7127","-0.055246978998184204","-0.055246978998184204","-0.055246978998184204"
"7129","-0.4998032748699188","-0.4998032748699188","-0.4998032748699188"
"7131","-0.16628003120422363","-0.16628003120422363","-0.16628003120422363"
"7133","-0.40820974111557007","-0.40820974111557007","-0.40820974111557007"
"7135","-0.5604304075241089","-0.5604304075241089","-0.5604304075241089"
"7137","0","0","0"
"7139","-0.16783513128757477","-0.16783513128757477","-0.16783513128757477"
"7141","-0.013939191587269306","-0.013939191587269306","-0.013939191587269306"
"7143","-0.7903178930282593","-0.7903178930282593","-0.7903178930282593"
"7145","-0.2567121386528015","-0.2567121386528015","-0.2567121386528015"
"7147","-0.8477222919464111","-0.8477222919464111","-0.8477222919464111"
"7149","-0.34611815214157104","-0.34611815214157104","-0.34611815214157104"
"7151","-0.10005608201026917","-0.10005608201026917","-0.10005608201026917"
"7153","-0.4628056287765503","-0.4628056287765503","-0.4628056287765503"
"7155","-0.36866095662117004","-0.36866095662117004","-0.36866095662117004"
"7157","-0.4052327871322632","-0.4052327871322632","-0.4052327871322632"
"7159","-0.6720095872879028","-0.6720095872879028","-0.6720095872879028"
"7161","-0.2309247851371765","-0.2309247851371765","-0.2309247851371765"
"7163","-0.08018708229064941","-0.08018708229064941","-0.08018708229064941"
"7165","0","0","0"
"7167","0","0","0"
"7169","-0.547394335269928","-0.547394335269928","-0.547394335269928"
"7171","-0.4546375274658203","-0.4546375274658203","-0.4546375274658203"
"7173","-0.1269521713256836","-0.1269521713256836","-0.1269521713256836"
"7175","-0.2297487109899521","-0.2297487109899521","-0.2297487109899521"
"7177","-0.363273024559021","-0.363273024559021","-0.363273024559021"
"7179","-0.2195652723312378","-0.2195652723312378","-0.2195652723312378"
"7181","-0.09033322334289551","-0.09033322334289551","-0.09033322334289551"
"7183","0","0","0"
"7185","-0.1442844569683075","-0.1442844569683075","-0.1442844569683075"
"7187","-0.19302046298980713","-0.19302046298980713","-0.19302046298980713"
"7189","0","0","0"
"7191","-0.013102826662361622","-0.013102826662361622","-0.013102826662361622"
"7193","-0.044560931622982025","-0.044560931622982025","-0.044560931622982025"
"7195","-0.055739663541316986","-0.055739663541316986","-0.055739663541316986"
"7197","-0.4884622395038605","-0.4884622395038605","-0.4884622395038605"
"7199","-0.6367208361625671","-0.6367208361625671","-0.6367208361625671"
"7201","-0.5353372097015381","-0.5353372097015381","-0.5353372097015381"
"7203","-0.5522259473800659","-0.5522259473800659","-0.5522259473800659"
"7205","-0.15337610244750977","-0.15337610244750977","-0.15337610244750977"
"7207","-0.15367519855499268","-0.15367519855499268","-0.15367519855499268"
"7209","-0.17654675245285034","-0.17654675245285034","-0.17654675245285034"
"7211","-0.03273630142211914","-0.03273630142211914","-0.03273630142211914"
"7213","-1.0504099130630493","-1.0504099130630493","-1.0504099130630493"
"7215","-0.2302388846874237","-0.2302388846874237","-0.2302388846874237"
"7217","-0.6630616784095764","-0.6630616784095764","-0.6630616784095764"
"7219","0","0","0"
"7221","-0.27287036180496216","-0.27287036180496216","-0.27287036180496216"
"7223","-0.06763455271720886","-0.06763455271720886","-0.06763455271720886"
"7225","-0.46514618396759033","-0.46514618396759033","-0.46514618396759033"
"7227","-1.6954959630966187","-1.6954959630966187","-1.6954959630966187"
"7229","-0.21259886026382446","-0.21259886026382446","-0.21259886026382446"
"7231","-0.7664843201637268","-0.7664843201637268","-0.7664843201637268"
"7233","0","0","0"
"7235","-0.18145352602005005","-0.18145352602005005","-0.18145352602005005"
"7237","-0.18874897062778473","-0.18874897062778473","-0.18874897062778473"
"7239","-0.7233678102493286","-0.7233678102493286","-0.7233678102493286"
"7241","-0.47023531794548035","-0.47023531794548035","-0.47023531794548035"
"7243","-0.3979600667953491","-0.3979600667953491","-0.3979600667953491"
"7245","-0.27383971214294434","-0.27383971214294434","-0.27383971214294434"
"7247","-0.6085845828056335","-0.6085845828056335","-0.6085845828056335"
"7249","-0.3317112326622009","-0.3317112326622009","-0.3317112326622009"
"7251","-0.11437223106622696","-0.11437223106622696","-0.11437223106622696"
"7253","-0.5769321322441101","-0.5769321322441101","-0.5769321322441101"
"7255","-0.39934873580932617","-0.39934873580932617","-0.39934873580932617"
"7257","-0.005561762489378452","-0.005561762489378452","-0.005561762489378452"
"7259","-0.8738042116165161","-0.8738042116165161","-0.8738042116165161"
"7261","-0.3818070888519287","-0.3818070888519287","-0.3818070888519287"
"7263","-0.4335361421108246","-0.4335361421108246","-0.4335361421108246"
"7265","-0.16680747270584106","-0.16680747270584106","-0.16680747270584106"
"7267","-0.05472144857048988","-0.05472144857048988","-0.05472144857048988"
"7269","-0.587986409664154","-0.587986409664154","-0.587986409664154"
"7271","-0.568354070186615","-0.568354070186615","-0.568354070186615"
"7273","-0.7396268844604492","-0.7396268844604492","-0.7396268844604492"
"7275","-0.257710337638855","-0.257710337638855","-0.257710337638855"
"7277","-0.2732093334197998","-0.2732093334197998","-0.2732093334197998"
"7279","-0.48313435912132263","-0.48313435912132263","-0.48313435912132263"
"7281","-0.2523833215236664","-0.2523833215236664","-0.2523833215236664"
"7283","0","0","0"
"7285","-0.5284098982810974","-0.5284098982810974","-0.5284098982810974"
"7287","-0.6214320063591003","-0.6214320063591003","-0.6214320063591003"
"7289","-0.34468987584114075","-0.34468987584114075","-0.34468987584114075"
"7291","-0.10972392559051514","-0.10972392559051514","-0.10972392559051514"
"7293","-0.4544667601585388","-0.4544667601585388","-0.4544667601585388"
"7295","-0.3584342896938324","-0.3584342896938324","-0.3584342896938324"
"7297","-0.44524356722831726","-0.44524356722831726","-0.44524356722831726"
"7299","-0.44376516342163086","-0.44376516342163086","-0.44376516342163086"
"7301","-0.026264578104019165","-0.026264578104019165","-0.026264578104019165"
"7303","-0.4055255949497223","-0.4055255949497223","-0.4055255949497223"
"7305","-0.2544546127319336","-0.2544546127319336","-0.2544546127319336"
"7307","-0.31371110677719116","-0.31371110677719116","-0.31371110677719116"
"7309","-1.0438437461853027","-1.0438437461853027","-1.0438437461853027"
"7311","-0.05710626766085625","-0.05710626766085625","-0.05710626766085625"
"7313","-0.5040289163589478","-0.5040289163589478","-0.5040289163589478"
"7315","-0.7923380136489868","-0.7923380136489868","-0.7923380136489868"
"7317","-0.15452009439468384","-0.15452009439468384","-0.15452009439468384"
"7319","-0.2192222625017166","-0.2192222625017166","-0.2192222625017166"
"7321","-1.1827733516693115","-1.1827733516693115","-1.1827733516693115"
"7323","-1.0224279165267944","-1.0224279165267944","-1.0224279165267944"
"7325","-0.4527215361595154","-0.4527215361595154","-0.4527215361595154"
"7327","-0.6881744861602783","-0.6881744861602783","-0.6881744861602783"
"7329","-0.270190566778183","-0.270190566778183","-0.270190566778183"
"7331","-0.417858362197876","-0.417858362197876","-0.417858362197876"
"7333","-0.5326179265975952","-0.5326179265975952","-0.5326179265975952"
"7335","-0.28592798113822937","-0.28592798113822937","-0.28592798113822937"
"7337","-0.330086350440979","-0.330086350440979","-0.330086350440979"
"7339","-0.09676271677017212","-0.09676271677017212","-0.09676271677017212"
"7341","-0.774425745010376","-0.774425745010376","-0.774425745010376"
"7343","-0.1081814169883728","-0.1081814169883728","-0.1081814169883728"
