"Step","eager-universe-7 - Smallest CBF value","eager-universe-7 - Smallest CBF value__MIN","eager-universe-7 - Smallest CBF value__MAX"
"7003","-0.02958553284406662","-0.02958553284406662","-0.02958553284406662"
"7005","-0.00001771786810422782","-0.00001771786810422782","-0.00001771786810422782"
"7009","-0.07110373675823212","-0.07110373675823212","-0.07110373675823212"
"7011","-0.13589130342006683","-0.13589130342006683","-0.13589130342006683"
"7013","-0.15591645240783691","-0.15591645240783691","-0.15591645240783691"
"7015","-0.1763618290424347","-0.1763618290424347","-0.1763618290424347"
"7017","-0.1541530340909958","-0.1541530340909958","-0.1541530340909958"
"7025","-0.058150265365839005","-0.058150265365839005","-0.058150265365839005"
"7029","-0.14507387578487396","-0.14507387578487396","-0.14507387578487396"
"7031","-0.19109021127223969","-0.19109021127223969","-0.19109021127223969"
"7033","-0.20833049714565277","-0.20833049714565277","-0.20833049714565277"
"7039","-0.1245286837220192","-0.1245286837220192","-0.1245286837220192"
"7041","-0.15033653378486633","-0.15033653378486633","-0.15033653378486633"
"7047","-0.06510879844427109","-0.06510879844427109","-0.06510879844427109"
"7049","-0.05405080318450928","-0.05405080318450928","-0.05405080318450928"
"7051","-0.11584263294935226","-0.11584263294935226","-0.11584263294935226"
"7053","-0.14456391334533691","-0.14456391334533691","-0.14456391334533691"
"7055","-0.13924293220043182","-0.13924293220043182","-0.13924293220043182"
"7067","-0.07911726087331772","-0.07911726087331772","-0.07911726087331772"
"7069","-0.12815837562084198","-0.12815837562084198","-0.12815837562084198"
"7071","0.08565939962863922","0.08565939962863922","0.08565939962863922"
"7079","-0.07571873068809509","-0.07571873068809509","-0.07571873068809509"
"7081","-0.07117187231779099","-0.07117187231779099","-0.07117187231779099"
"7083","-0.06717196851968765","-0.06717196851968765","-0.06717196851968765"
"7093","-0.06202099099755287","-0.06202099099755287","-0.06202099099755287"
"7095","-0.04841456934809685","-0.04841456934809685","-0.04841456934809685"
"7101","-0.16833850741386414","-0.16833850741386414","-0.16833850741386414"
"7103","-0.03997162729501724","-0.03997162729501724","-0.03997162729501724"
"7107","0.036805663257837296","0.036805663257837296","0.036805663257837296"
"7109","-0.062424954026937485","-0.062424954026937485","-0.062424954026937485"
"7111","-0.1735745221376419","-0.1735745221376419","-0.1735745221376419"
"7113","-0.268759161233902","-0.268759161233902","-0.268759161233902"
"7115","-0.01001664623618126","-0.01001664623618126","-0.01001664623618126"
"7119","-0.10364849120378494","-0.10364849120378494","-0.10364849120378494"
"7121","-0.09643249958753586","-0.09643249958753586","-0.09643249958753586"
"7127","0.01313469372689724","0.01313469372689724","0.01313469372689724"
"7129","0.042484913021326065","0.042484913021326065","0.042484913021326065"
"7133","0.0942523255944252","0.0942523255944252","0.0942523255944252"
"7135","0.07869522273540497","0.07869522273540497","0.07869522273540497"
"7137","0.019316844642162323","0.019316844642162323","0.019316844642162323"
"7141","-0.013939191587269306","-0.013939191587269306","-0.013939191587269306"
"7143","-0.05871223658323288","-0.05871223658323288","-0.05871223658323288"
"7145","-0.1409761607646942","-0.1409761607646942","-0.1409761607646942"
"7147","0.08580106496810913","0.08580106496810913","0.08580106496810913"
"7149","-0.00414667883887887","-0.00414667883887887","-0.00414667883887887"
"7151","-0.07600276172161102","-0.07600276172161102","-0.07600276172161102"
"7153","-0.13443711400032043","-0.13443711400032043","-0.13443711400032043"
"7159","0.00911781843751669","0.00911781843751669","0.00911781843751669"
"7163","0.022281020879745483","0.022281020879745483","0.022281020879745483"
"7167","0.06890925019979477","0.06890925019979477","0.06890925019979477"
"7169","0.10367673635482788","0.10367673635482788","0.10367673635482788"
"7171","0.13277378678321838","0.13277378678321838","0.13277378678321838"
"7173","0.1305544376373291","0.1305544376373291","0.1305544376373291"
"7175","0.09942626953125","0.09942626953125","0.09942626953125"
"7179","0.10276900231838226","0.10276900231838226","0.10276900231838226"
"7189","0.004855438135564327","0.004855438135564327","0.004855438135564327"
"7193","-0.044560931622982025","-0.044560931622982025","-0.044560931622982025"
"7201","-0.05308421328663826","-0.05308421328663826","-0.05308421328663826"
"7203","-0.02228626236319542","-0.02228626236319542","-0.02228626236319542"
"7211","0.21368356049060822","0.21368356049060822","0.21368356049060822"
"7215","0.14989270269870758","0.14989270269870758","0.14989270269870758"
"7217","0.1055578887462616","0.1055578887462616","0.1055578887462616"
"7219","0.0585380494594574","0.0585380494594574","0.0585380494594574"
"7221","0.006008801516145468","0.006008801516145468","0.006008801516145468"
"7227","-0.1883263885974884","-0.1883263885974884","-0.1883263885974884"
"7229","-0.16130448877811432","-0.16130448877811432","-0.16130448877811432"
"7231","-0.21873246133327484","-0.21873246133327484","-0.21873246133327484"
"7233","0.07073893398046494","0.07073893398046494","0.07073893398046494"
"7237","0.014169424772262573","0.014169424772262573","0.014169424772262573"
"7239","0.012473849579691887","0.012473849579691887","0.012473849579691887"
"7241","-0.05970573425292969","-0.05970573425292969","-0.05970573425292969"
"7243","-0.09742891788482666","-0.09742891788482666","-0.09742891788482666"
"7253","0.07381992042064667","0.07381992042064667","0.07381992042064667"
"7259","-0.12391754984855652","-0.12391754984855652","-0.12391754984855652"
"7271","-0.018099946901202202","-0.018099946901202202","-0.018099946901202202"
"7273","-0.03563879430294037","-0.03563879430294037","-0.03563879430294037"
"7275","-0.07488269358873367","-0.07488269358873367","-0.07488269358873367"
"7277","-0.13036565482616425","-0.13036565482616425","-0.13036565482616425"
"7279","-0.005039095878601074","-0.005039095878601074","-0.005039095878601074"
"7281","0.017699791118502617","0.017699791118502617","0.017699791118502617"
"7283","0.03183981031179428","0.03183981031179428","0.03183981031179428"
"7285","0.03576866164803505","0.03576866164803505","0.03576866164803505"
"7287","0.02399846725165844","0.02399846725165844","0.02399846725165844"
"7289","0.013080189004540443","0.013080189004540443","0.013080189004540443"
"7291","0.025772230699658394","0.025772230699658394","0.025772230699658394"
"7293","0.11689694970846176","0.11689694970846176","0.11689694970846176"
"7295","0.10860681533813477","0.10860681533813477","0.10860681533813477"
"7297","0.061748214066028595","0.061748214066028595","0.061748214066028595"
"7299","0.024199748411774635","0.024199748411774635","0.024199748411774635"
"7307","-0.018279850482940674","-0.018279850482940674","-0.018279850482940674"
"7311","-0.03025069832801819","-0.03025069832801819","-0.03025069832801819"
"7313","-0.023993749171495438","-0.023993749171495438","-0.023993749171495438"
"7317","-0.011860772036015987","-0.011860772036015987","-0.011860772036015987"
"7319","-0.003929063677787781","-0.003929063677787781","-0.003929063677787781"
"7321","0.01203406322747469","0.01203406322747469","0.01203406322747469"
"7323","0.03612048551440239","0.03612048551440239","0.03612048551440239"
"7325","0.07528263330459595","0.07528263330459595","0.07528263330459595"
"7333","-0.016380013898015022","-0.016380013898015022","-0.016380013898015022"
"7337","0.05481988191604614","0.05481988191604614","0.05481988191604614"
"7339","0.0626707375049591","0.0626707375049591","0.0626707375049591"
"7341","0.07369151711463928","0.07369151711463928","0.07369151711463928"
"7343","0.024420592933893204","0.024420592933893204","0.024420592933893204"
"7345","-0.04092206433415413","-0.04092206433415413","-0.04092206433415413"
"7351","-0.1203661635518074","-0.1203661635518074","-0.1203661635518074"
"7357","0.04593566805124283","0.04593566805124283","0.04593566805124283"
"7359","0.09767258167266846","0.09767258167266846","0.09767258167266846"
"7361","0.14941221475601196","0.14941221475601196","0.14941221475601196"
"7363","0.14384661614894867","0.14384661614894867","0.14384661614894867"
"7365","0.13052061200141907","0.13052061200141907","0.13052061200141907"
"7369","0.11483168601989746","0.11483168601989746","0.11483168601989746"
"7371","0.08828054368495941","0.08828054368495941","0.08828054368495941"
"7373","0.052404507994651794","0.052404507994651794","0.052404507994651794"
"7375","0.0022014612331986427","0.0022014612331986427","0.0022014612331986427"
"7379","-0.12399884313344955","-0.12399884313344955","-0.12399884313344955"
"7381","0.05716470256447792","0.05716470256447792","0.05716470256447792"
"7383","0.08191095292568207","0.08191095292568207","0.08191095292568207"
"7389","0.17534977197647095","0.17534977197647095","0.17534977197647095"
"7391","0.11480830609798431","0.11480830609798431","0.11480830609798431"
"7403","-0.03286544978618622","-0.03286544978618622","-0.03286544978618622"
"7405","-0.08374140411615372","-0.08374140411615372","-0.08374140411615372"
"7411","-0.1288071572780609","-0.1288071572780609","-0.1288071572780609"
"7421","-0.06698208302259445","-0.06698208302259445","-0.06698208302259445"
"7423","-0.14573132991790771","-0.14573132991790771","-0.14573132991790771"
"7425","-0.2012052685022354","-0.2012052685022354","-0.2012052685022354"
"7429","0.06024709716439247","0.06024709716439247","0.06024709716439247"
"7431","0.10654935240745544","0.10654935240745544","0.10654935240745544"
"7435","0.05219286307692528","0.05219286307692528","0.05219286307692528"
"7437","-0.045889273285865784","-0.045889273285865784","-0.045889273285865784"
"7441","-0.19988663494586945","-0.19988663494586945","-0.19988663494586945"
"7443","-0.03366171941161156","-0.03366171941161156","-0.03366171941161156"
"7445","-0.06799597293138504","-0.06799597293138504","-0.06799597293138504"
"7447","-0.07901495695114136","-0.07901495695114136","-0.07901495695114136"
"7449","-0.0741855800151825","-0.0741855800151825","-0.0741855800151825"
"7451","-0.04342183843255043","-0.04342183843255043","-0.04342183843255043"
"7453","0.003072177292779088","0.003072177292779088","0.003072177292779088"
"7463","-0.002321331761777401","-0.002321331761777401","-0.002321331761777401"
"7465","-0.04355818033218384","-0.04355818033218384","-0.04355818033218384"
"7469","-0.11800094693899155","-0.11800094693899155","-0.11800094693899155"
"7471","-0.12796282768249512","-0.12796282768249512","-0.12796282768249512"
"7475","-0.09300903975963593","-0.09300903975963593","-0.09300903975963593"
"7477","-0.06519489735364914","-0.06519489735364914","-0.06519489735364914"
"7481","0.03104940801858902","0.03104940801858902","0.03104940801858902"
"7483","0.0858667641878128","0.0858667641878128","0.0858667641878128"
"7485","0.1335821896791458","0.1335821896791458","0.1335821896791458"
"7487","0.1723395735025406","0.1723395735025406","0.1723395735025406"
"7491","0.1941862404346466","0.1941862404346466","0.1941862404346466"
"7493","0.1637030392885208","0.1637030392885208","0.1637030392885208"
"7495","0.09379591047763824","0.09379591047763824","0.09379591047763824"
"7501","-0.10368435829877853","-0.10368435829877853","-0.10368435829877853"
"7503","-0.1777675449848175","-0.1777675449848175","-0.1777675449848175"
"7505","-0.25300365686416626","-0.25300365686416626","-0.25300365686416626"
"7507","0.01728540100157261","0.01728540100157261","0.01728540100157261"
"7509","0.08300590515136719","0.08300590515136719","0.08300590515136719"
"7511","0.007323476020246744","0.007323476020246744","0.007323476020246744"
"7513","0.026529204100370407","0.026529204100370407","0.026529204100370407"
"7517","0.10856691747903824","0.10856691747903824","0.10856691747903824"
"7519","0.07020588964223862","0.07020588964223862","0.07020588964223862"
"7521","0.025449885055422783","0.025449885055422783","0.025449885055422783"
"7523","-0.009253401309251785","-0.009253401309251785","-0.009253401309251785"
"7525","-0.019542615860700607","-0.019542615860700607","-0.019542615860700607"
"7529","0.022682180628180504","0.022682180628180504","0.022682180628180504"
"7535","0.04764844477176666","0.04764844477176666","0.04764844477176666"
"7539","-0.0363779291510582","-0.0363779291510582","-0.0363779291510582"
"7541","0.041546452790498734","0.041546452790498734","0.041546452790498734"
"7543","-0.018529390916228294","-0.018529390916228294","-0.018529390916228294"
"7545","-0.07528392970561981","-0.07528392970561981","-0.07528392970561981"
"7551","-0.07913637161254883","-0.07913637161254883","-0.07913637161254883"
"7553","-0.039924927055835724","-0.039924927055835724","-0.039924927055835724"
"7555","0.0008677053265273571","0.0008677053265273571","0.0008677053265273571"
"7557","-0.0836389809846878","-0.0836389809846878","-0.0836389809846878"
"7559","-0.12861834466457367","-0.12861834466457367","-0.12861834466457367"
"7565","-0.1404729187488556","-0.1404729187488556","-0.1404729187488556"
"7569","0.1827027052640915","0.1827027052640915","0.1827027052640915"
"7571","0.22792021930217743","0.22792021930217743","0.22792021930217743"
"7573","0.1891421228647232","0.1891421228647232","0.1891421228647232"
"7575","0.17952696979045868","0.17952696979045868","0.17952696979045868"
"7579","0.12342526018619537","0.12342526018619537","0.12342526018619537"
"7583","0.05387115478515625","0.05387115478515625","0.05387115478515625"
"7587","0.01720358245074749","0.01720358245074749","0.01720358245074749"
"7591","-0.03295477479696274","-0.03295477479696274","-0.03295477479696274"
"7603","0.03049568086862564","0.03049568086862564","0.03049568086862564"
"7607","0.12085136026144028","0.12085136026144028","0.12085136026144028"
"7611","0.186762735247612","0.186762735247612","0.186762735247612"
"7615","0.17031541466712952","0.17031541466712952","0.17031541466712952"
"7617","0.19147159159183502","0.19147159159183502","0.19147159159183502"
"7619","0.1965181678533554","0.1965181678533554","0.1965181678533554"
"7621","0.18940822780132294","0.18940822780132294","0.18940822780132294"
"7623","0.15152737498283386","0.15152737498283386","0.15152737498283386"
"7625","0.10625036805868149","0.10625036805868149","0.10625036805868149"
"7627","0.05951056256890297","0.05951056256890297","0.05951056256890297"
"7631","0.023719945922493935","0.023719945922493935","0.023719945922493935"
"7633","0.024610456079244614","0.024610456079244614","0.024610456079244614"
"7635","-0.03564276173710823","-0.03564276173710823","-0.03564276173710823"
"7637","-0.08493556082248688","-0.08493556082248688","-0.08493556082248688"
"7645","-0.1536313146352768","-0.1536313146352768","-0.1536313146352768"
"7647","-0.11920733004808426","-0.11920733004808426","-0.11920733004808426"
"7651","-0.03003823198378086","-0.03003823198378086","-0.03003823198378086"
"7655","0.03728650137782097","0.03728650137782097","0.03728650137782097"
"7661","0.04226522892713547","0.04226522892713547","0.04226522892713547"
"7669","0.05586036667227745","0.05586036667227745","0.05586036667227745"
"7671","0.009213337674736977","0.009213337674736977","0.009213337674736977"
"7673","-0.026097794994711876","-0.026097794994711876","-0.026097794994711876"
"7679","-0.07412637770175934","-0.07412637770175934","-0.07412637770175934"
"7683","-0.16575755178928375","-0.16575755178928375","-0.16575755178928375"
"7685","-0.2773338258266449","-0.2773338258266449","-0.2773338258266449"
"7689","0.007189976517111063","0.007189976517111063","0.007189976517111063"
"7693","0.03944125398993492","0.03944125398993492","0.03944125398993492"
"7697","-0.00006208893319126219","-0.00006208893319126219","-0.00006208893319126219"
"7701","-0.026697913184762","-0.026697913184762","-0.026697913184762"
"7705","-0.07544079422950745","-0.07544079422950745","-0.07544079422950745"
"7709","-0.14590154588222504","-0.14590154588222504","-0.14590154588222504"
"7711","-0.21667563915252686","-0.21667563915252686","-0.21667563915252686"
"7713","-0.1788267344236374","-0.1788267344236374","-0.1788267344236374"
"7717","0.07759451866149902","0.07759451866149902","0.07759451866149902"
"7721","-0.005155680701136589","-0.005155680701136589","-0.005155680701136589"
"7727","0.11810006201267242","0.11810006201267242","0.11810006201267242"
"7729","0.12006741017103195","0.12006741017103195","0.12006741017103195"
"7731","0.15691055357456207","0.15691055357456207","0.15691055357456207"
"7743","0.16654643416404724","0.16654643416404724","0.16654643416404724"
"7747","0.22202147543430328","0.22202147543430328","0.22202147543430328"
"7749","0.18084770441055298","0.18084770441055298","0.18084770441055298"
"7753","0.14138944447040558","0.14138944447040558","0.14138944447040558"
"7757","0.08424864709377289","0.08424864709377289","0.08424864709377289"
"7759","0.07673975080251694","0.07673975080251694","0.07673975080251694"
"7761","0.0785326212644577","0.0785326212644577","0.0785326212644577"
"7763","0.09352872520685196","0.09352872520685196","0.09352872520685196"
"7769","0.14847427606582642","0.14847427606582642","0.14847427606582642"
"7773","0.14761553704738617","0.14761553704738617","0.14761553704738617"
"7777","-0.20773297548294067","-0.20773297548294067","-0.20773297548294067"
"7779","-0.07791794836521149","-0.07791794836521149","-0.07791794836521149"
"7781","-0.177117720246315","-0.177117720246315","-0.177117720246315"
"7787","0.06145083159208298","0.06145083159208298","0.06145083159208298"
"7795","0.17165036499500275","0.17165036499500275","0.17165036499500275"
"7799","0.01953413523733616","0.01953413523733616","0.01953413523733616"
"7801","-0.04159362241625786","-0.04159362241625786","-0.04159362241625786"
"7805","-0.08536284416913986","-0.08536284416913986","-0.08536284416913986"
"7807","-0.06658946722745895","-0.06658946722745895","-0.06658946722745895"
"7809","-0.018007636070251465","-0.018007636070251465","-0.018007636070251465"
"7811","0.04588348791003227","0.04588348791003227","0.04588348791003227"
"7815","-0.023360321298241615","-0.023360321298241615","-0.023360321298241615"
"7817","-0.07934065908193588","-0.07934065908193588","-0.07934065908193588"
"7819","-0.11951184272766113","-0.11951184272766113","-0.11951184272766113"
"7821","-0.14948533475399017","-0.14948533475399017","-0.14948533475399017"
"7825","-0.1487882435321808","-0.1487882435321808","-0.1487882435321808"
"7829","-0.1655665934085846","-0.1655665934085846","-0.1655665934085846"
"7831","-0.15457601845264435","-0.15457601845264435","-0.15457601845264435"
"7833","-0.1315722018480301","-0.1315722018480301","-0.1315722018480301"
"7835","-0.0892794206738472","-0.0892794206738472","-0.0892794206738472"
"7837","-0.02910691685974598","-0.02910691685974598","-0.02910691685974598"
"7839","0.04009081795811653","0.04009081795811653","0.04009081795811653"
"7845","0.05882908031344414","0.05882908031344414","0.05882908031344414"
"7849","0.1389729082584381","0.1389729082584381","0.1389729082584381"
"7851","0.17156247794628143","0.17156247794628143","0.17156247794628143"
"7853","0.16783101856708527","0.16783101856708527","0.16783101856708527"
"7855","0.16463573276996613","0.16463573276996613","0.16463573276996613"
"7857","0.16245514154434204","0.16245514154434204","0.16245514154434204"
"7859","0.1261054426431656","0.1261054426431656","0.1261054426431656"
"7861","0.11299899220466614","0.11299899220466614","0.11299899220466614"
"7865","0.14500440657138824","0.14500440657138824","0.14500440657138824"
"7867","0.18333443999290466","0.18333443999290466","0.18333443999290466"
"7869","0.20396316051483154","0.20396316051483154","0.20396316051483154"
"7871","0.22579748928546906","0.22579748928546906","0.22579748928546906"
"7873","0.229575514793396","0.229575514793396","0.229575514793396"
"7877","0.18857727944850922","0.18857727944850922","0.18857727944850922"
"7883","0.0867435559630394","0.0867435559630394","0.0867435559630394"
"7885","0.042781345546245575","0.042781345546245575","0.042781345546245575"
"7891","-0.11519832164049149","-0.11519832164049149","-0.11519832164049149"
"7895","-0.19827529788017273","-0.19827529788017273","-0.19827529788017273"
"7899","-0.2071692794561386","-0.2071692794561386","-0.2071692794561386"
"7903","-0.1482926607131958","-0.1482926607131958","-0.1482926607131958"
"7907","-0.09517589956521988","-0.09517589956521988","-0.09517589956521988"
"7913","-0.009918218478560448","-0.009918218478560448","-0.009918218478560448"
"7917","-0.07827406376600266","-0.07827406376600266","-0.07827406376600266"
"7919","-0.10565411299467087","-0.10565411299467087","-0.10565411299467087"
"7921","-0.11754977703094482","-0.11754977703094482","-0.11754977703094482"
"7923","-0.13192938268184662","-0.13192938268184662","-0.13192938268184662"
"7925","-0.14029522240161896","-0.14029522240161896","-0.14029522240161896"
"7927","-0.13230925798416138","-0.13230925798416138","-0.13230925798416138"
"7931","-0.12273083627223969","-0.12273083627223969","-0.12273083627223969"
"7933","-0.12183703482151031","-0.12183703482151031","-0.12183703482151031"
"7935","-0.10561144351959229","-0.10561144351959229","-0.10561144351959229"
"7937","-0.0620344914495945","-0.0620344914495945","-0.0620344914495945"
"7939","0.028580574318766594","0.028580574318766594","0.028580574318766594"
"7941","0.07390933483839035","0.07390933483839035","0.07390933483839035"
"7943","0.11173658072948456","0.11173658072948456","0.11173658072948456"
"7945","0.15892980992794037","0.15892980992794037","0.15892980992794037"
"7949","0.09221761673688889","0.09221761673688889","0.09221761673688889"
"7951","0.020873570814728737","0.020873570814728737","0.020873570814728737"
"7953","-0.022710751742124557","-0.022710751742124557","-0.022710751742124557"
"7957","-0.14812859892845154","-0.14812859892845154","-0.14812859892845154"
"7961","-0.23250485956668854","-0.23250485956668854","-0.23250485956668854"
"7965","-0.2540628910064697","-0.2540628910064697","-0.2540628910064697"
"7967","-0.23359519243240356","-0.23359519243240356","-0.23359519243240356"
"7969","-0.1874803751707077","-0.1874803751707077","-0.1874803751707077"
"7971","-0.1612536609172821","-0.1612536609172821","-0.1612536609172821"
"7975","-0.14047980308532715","-0.14047980308532715","-0.14047980308532715"
"7979","-0.07853500545024872","-0.07853500545024872","-0.07853500545024872"
"7981","-0.13983486592769623","-0.13983486592769623","-0.13983486592769623"
"7983","-0.16484178602695465","-0.16484178602695465","-0.16484178602695465"
"7985","-0.16220201551914215","-0.16220201551914215","-0.16220201551914215"
"7991","-0.06239202246069908","-0.06239202246069908","-0.06239202246069908"
"7995","0.10284766554832458","0.10284766554832458","0.10284766554832458"
"7997","0.15471449494361877","0.15471449494361877","0.15471449494361877"
"7999","0.1644606590270996","0.1644606590270996","0.1644606590270996"
"8001","0.15198318660259247","0.15198318660259247","0.15198318660259247"
"8003","0.1559831202030182","0.1559831202030182","0.1559831202030182"
"8005","0.15809614956378937","0.15809614956378937","0.15809614956378937"
"8015","0.04824679344892502","0.04824679344892502","0.04824679344892502"
"8017","0.10322851687669754","0.10322851687669754","0.10322851687669754"
"8019","0.07617243379354477","0.07617243379354477","0.07617243379354477"
"8021","0.03549740090966225","0.03549740090966225","0.03549740090966225"
"8027","-0.061914000660181046","-0.061914000660181046","-0.061914000660181046"
"8031","-0.04088650643825531","-0.04088650643825531","-0.04088650643825531"
"8033","0.0002169653307646513","0.0002169653307646513","0.0002169653307646513"
"8035","0.0318225622177124","0.0318225622177124","0.0318225622177124"
"8037","-0.03059028647840023","-0.03059028647840023","-0.03059028647840023"
"8039","-0.09630194306373596","-0.09630194306373596","-0.09630194306373596"
"8041","-0.1436607837677002","-0.1436607837677002","-0.1436607837677002"
"8043","-0.15450870990753174","-0.15450870990753174","-0.15450870990753174"
"8047","-0.1695956140756607","-0.1695956140756607","-0.1695956140756607"
"8049","-0.2076074481010437","-0.2076074481010437","-0.2076074481010437"
"8051","-0.19116897881031036","-0.19116897881031036","-0.19116897881031036"
"8065","-0.08046668022871017","-0.08046668022871017","-0.08046668022871017"
"8067","-0.03305206820368767","-0.03305206820368767","-0.03305206820368767"
"8071","-0.01429745089262724","-0.01429745089262724","-0.01429745089262724"
"8073","0.0035425417590886354","0.0035425417590886354","0.0035425417590886354"
"8075","-0.008880062028765678","-0.008880062028765678","-0.008880062028765678"
"8079","-0.00458163907751441","-0.00458163907751441","-0.00458163907751441"
"8083","-0.0011594542302191257","-0.0011594542302191257","-0.0011594542302191257"
"8085","0.04689652845263481","0.04689652845263481","0.04689652845263481"
"8087","0.009836734272539616","0.009836734272539616","0.009836734272539616"
"8089","0.00536042544990778","0.00536042544990778","0.00536042544990778"
"8091","-0.029027514159679413","-0.029027514159679413","-0.029027514159679413"
"8093","0.0987577885389328","0.0987577885389328","0.0987577885389328"
"8099","0.16183505952358246","0.16183505952358246","0.16183505952358246"
"8101","0.0944366306066513","0.0944366306066513","0.0944366306066513"
"8105","-0.11527343839406967","-0.11527343839406967","-0.11527343839406967"
"8107","-0.21589282155036926","-0.21589282155036926","-0.21589282155036926"
"8109","-0.06660676002502441","-0.06660676002502441","-0.06660676002502441"
"8115","-0.11845993995666504","-0.11845993995666504","-0.11845993995666504"
"8119","-0.09158708155155182","-0.09158708155155182","-0.09158708155155182"
"8121","-0.05829448625445366","-0.05829448625445366","-0.05829448625445366"
"8123","-0.02683495543897152","-0.02683495543897152","-0.02683495543897152"
"8131","0.02324439212679863","0.02324439212679863","0.02324439212679863"
"8135","0.034379709511995316","0.034379709511995316","0.034379709511995316"
"8141","-0.058114293962717056","-0.058114293962717056","-0.058114293962717056"
"8145","-0.20240657031536102","-0.20240657031536102","-0.20240657031536102"
"8147","-0.2683679461479187","-0.2683679461479187","-0.2683679461479187"
"8151","-0.011209174990653992","-0.011209174990653992","-0.011209174990653992"
"8155","0.06957267969846725","0.06957267969846725","0.06957267969846725"
"8157","0.0836271196603775","0.0836271196603775","0.0836271196603775"
"8161","-0.046644795686006546","-0.046644795686006546","-0.046644795686006546"
"8163","-0.10339455306529999","-0.10339455306529999","-0.10339455306529999"
"8167","-0.09845813363790512","-0.09845813363790512","-0.09845813363790512"
"8171","-0.026134643703699112","-0.026134643703699112","-0.026134643703699112"
"8179","-0.11868467181921005","-0.11868467181921005","-0.11868467181921005"
"8181","-0.14657585322856903","-0.14657585322856903","-0.14657585322856903"
"8187","0.06000074744224548","0.06000074744224548","0.06000074744224548"
"8189","0.0566302128136158","0.0566302128136158","0.0566302128136158"
"8195","-0.12451227754354477","-0.12451227754354477","-0.12451227754354477"
"8201","-0.12406611442565918","-0.12406611442565918","-0.12406611442565918"
"8207","-0.1273823380470276","-0.1273823380470276","-0.1273823380470276"
"8209","-0.15503275394439697","-0.15503275394439697","-0.15503275394439697"
"8213","-0.23287518322467804","-0.23287518322467804","-0.23287518322467804"
"8215","-0.26065877079963684","-0.26065877079963684","-0.26065877079963684"
"8227","-0.07291219383478165","-0.07291219383478165","-0.07291219383478165"
"8229","-0.058947619050741196","-0.058947619050741196","-0.058947619050741196"
"8231","-0.103790283203125","-0.103790283203125","-0.103790283203125"
"8233","-0.14955267310142517","-0.14955267310142517","-0.14955267310142517"
"8235","-0.1467818170785904","-0.1467818170785904","-0.1467818170785904"
"8237","-0.10235144197940826","-0.10235144197940826","-0.10235144197940826"
"8241","0.002138491254299879","0.002138491254299879","0.002138491254299879"
"8245","-0.009769133292138577","-0.009769133292138577","-0.009769133292138577"
"8247","-0.05182426795363426","-0.05182426795363426","-0.05182426795363426"
"8251","-0.12346339225769043","-0.12346339225769043","-0.12346339225769043"
"8253","-0.14694519340991974","-0.14694519340991974","-0.14694519340991974"
"8259","-0.13008664548397064","-0.13008664548397064","-0.13008664548397064"
"8261","-0.1144261360168457","-0.1144261360168457","-0.1144261360168457"
"8263","-0.08960060030221939","-0.08960060030221939","-0.08960060030221939"
"8267","-0.16734935343265533","-0.16734935343265533","-0.16734935343265533"
"8269","-0.024124473333358765","-0.024124473333358765","-0.024124473333358765"
"8273","-0.13111236691474915","-0.13111236691474915","-0.13111236691474915"
"8275","-0.1684003472328186","-0.1684003472328186","-0.1684003472328186"
"8279","-0.17371885478496552","-0.17371885478496552","-0.17371885478496552"
"8281","-0.22817429900169373","-0.22817429900169373","-0.22817429900169373"
"8283","-0.10007253289222717","-0.10007253289222717","-0.10007253289222717"
"8285","-0.10602785646915436","-0.10602785646915436","-0.10602785646915436"
"8287","0.0007271201466210186","0.0007271201466210186","0.0007271201466210186"
"8289","0.04916277900338173","0.04916277900338173","0.04916277900338173"
"8291","0.11549745500087738","0.11549745500087738","0.11549745500087738"
"8293","0.10526099801063538","0.10526099801063538","0.10526099801063538"
"8295","0.05988606810569763","0.05988606810569763","0.05988606810569763"
"8297","0.03362191468477249","0.03362191468477249","0.03362191468477249"
"8301","-0.0558849461376667","-0.0558849461376667","-0.0558849461376667"
"8303","-0.1382308304309845","-0.1382308304309845","-0.1382308304309845"
"8305","-0.2011628895998001","-0.2011628895998001","-0.2011628895998001"
"8307","0.009689142927527428","0.009689142927527428","0.009689142927527428"
"8309","-0.029505256563425064","-0.029505256563425064","-0.029505256563425064"
"8315","-0.09492039680480957","-0.09492039680480957","-0.09492039680480957"
"8319","-0.1103200614452362","-0.1103200614452362","-0.1103200614452362"
"8329","-0.13052815198898315","-0.13052815198898315","-0.13052815198898315"
"8331","0.00978610385209322","0.00978610385209322","0.00978610385209322"
"8333","0.005273525603115559","0.005273525603115559","0.005273525603115559"
"8341","-0.09591296315193176","-0.09591296315193176","-0.09591296315193176"
"8347","-0.15171831846237183","-0.15171831846237183","-0.15171831846237183"
"8361","-0.06350850313901901","-0.06350850313901901","-0.06350850313901901"
"8365","-0.10953143239021301","-0.10953143239021301","-0.10953143239021301"
"8367","-0.10464809089899063","-0.10464809089899063","-0.10464809089899063"
"8371","-0.07896310836076736","-0.07896310836076736","-0.07896310836076736"
"8381","-0.13277021050453186","-0.13277021050453186","-0.13277021050453186"
"8383","-0.16024912893772125","-0.16024912893772125","-0.16024912893772125"
"8385","-0.1811569482088089","-0.1811569482088089","-0.1811569482088089"
"8387","-0.2034180611371994","-0.2034180611371994","-0.2034180611371994"
