"Step","eager-universe-7 - global_step","eager-universe-7 - global_step__MIN","eager-universe-7 - global_step__MAX"
"28693","3506176","3506176","3506176"
"28694","3506176","3506176","3506176"
"28695","3506176","3506176","3506176"
"28696","3522560","3522560","3522560"
"28697","3522560","3522560","3522560"
"28698","3522560","3522560","3522560"
"28739","3522560","3522560","3522560"
"28740","3538944","3538944","3538944"
"28741","3538944","3538944","3538944"
"28742","3538944","3538944","3538944"
"29058","3538944","3538944","3538944"
"29059","3555328","3555328","3555328"
"29060","3555328","3555328","3555328"
"29061","3555328","3555328","3555328"
"29062","3555328","3555328","3555328"
"29063","3571712","3571712","3571712"
"29064","3571712","3571712","3571712"
"29065","3571712","3571712","3571712"
"29357","3571712","3571712","3571712"
"29358","3588096","3588096","3588096"
"29359","3588096","3588096","3588096"
"29360","3588096","3588096","3588096"
"29361","3588096","3588096","3588096"
"29362","3604480","3604480","3604480"
"29363","3604480","3604480","3604480"
"29364","3604480","3604480","3604480"
"29386","3604480","3604480","3604480"
"29387","3620864","3620864","3620864"
"29388","3620864","3620864","3620864"
"29389","3620864","3620864","3620864"
"29701","3620864","3620864","3620864"
"29702","3637248","3637248","3637248"
"29703","3637248","3637248","3637248"
"29704","3637248","3637248","3637248"
"29705","3637248","3637248","3637248"
"29706","3653632","3653632","3653632"
"29707","3653632","3653632","3653632"
"29708","3653632","3653632","3653632"
"30015","3653632","3653632","3653632"
"30016","3670016","3670016","3670016"
"30017","3670016","3670016","3670016"
"30018","3670016","3670016","3670016"
"30019","3670016","3670016","3670016"
"30020","3686400","3686400","3686400"
"30021","3686400","3686400","3686400"
"30022","3686400","3686400","3686400"
"30026","3686400","3686400","3686400"
"30027","3702784","3702784","3702784"
"30028","3702784","3702784","3702784"
"30029","3702784","3702784","3702784"
"30347","3702784","3702784","3702784"
"30348","3719168","3719168","3719168"
"30349","3719168","3719168","3719168"
"30350","3719168","3719168","3719168"
"30351","3719168","3719168","3719168"
"30352","3735552","3735552","3735552"
"30353","3735552","3735552","3735552"
"30354","3735552","3735552","3735552"
"30666","3735552","3735552","3735552"
"30667","3751936","3751936","3751936"
"30668","3751936","3751936","3751936"
"30669","3751936","3751936","3751936"
"30670","3751936","3751936","3751936"
"30671","3768320","3768320","3768320"
"30672","3768320","3768320","3768320"
"30673","3768320","3768320","3768320"
"30945","3768320","3768320","3768320"
"30946","3784704","3784704","3784704"
"30947","3784704","3784704","3784704"
"30948","3784704","3784704","3784704"
"30949","3784704","3784704","3784704"
"30950","3801088","3801088","3801088"
"30951","3801088","3801088","3801088"
"30952","3801088","3801088","3801088"
"30991","3801088","3801088","3801088"
"30992","3817472","3817472","3817472"
"30993","3817472","3817472","3817472"
"30994","3817472","3817472","3817472"
"31304","3817472","3817472","3817472"
"31305","3833856","3833856","3833856"
"31306","3833856","3833856","3833856"
"31307","3833856","3833856","3833856"
"31308","3833856","3833856","3833856"
"31309","3850240","3850240","3850240"
"31310","3850240","3850240","3850240"
"31311","3850240","3850240","3850240"
"31609","3850240","3850240","3850240"
"31610","3866624","3866624","3866624"
"31611","3866624","3866624","3866624"
"31612","3866624","3866624","3866624"
"31613","3866624","3866624","3866624"
"31614","3883008","3883008","3883008"
"31615","3883008","3883008","3883008"
"31616","3883008","3883008","3883008"
"31636","3883008","3883008","3883008"
"31637","3899392","3899392","3899392"
"31638","3899392","3899392","3899392"
"31639","3899392","3899392","3899392"
"31950","3899392","3899392","3899392"
"31951","3915776","3915776","3915776"
"31952","3915776","3915776","3915776"
"31953","3915776","3915776","3915776"
"31954","3915776","3915776","3915776"
"31955","3932160","3932160","3932160"
"31956","3932160","3932160","3932160"
"31957","3932160","3932160","3932160"
"32267","3932160","3932160","3932160"
"32268","3948544","3948544","3948544"
"32269","3948544","3948544","3948544"
"32270","3948544","3948544","3948544"
"32271","3948544","3948544","3948544"
"32272","3964928","3964928","3964928"
"32273","3964928","3964928","3964928"
"32274","3964928","3964928","3964928"
