"Step","still-disco-8 - Smallest CBF constraint(unfiltered)","still-disco-8 - Smallest CBF constraint(unfiltered)__MIN","still-disco-8 - Smallest CBF constraint(unfiltered)__MAX"
"10351","-0.3152989149093628","-0.3152989149093628","-0.3152989149093628"
"10353","-0.21831339597702026","-0.21831339597702026","-0.21831339597702026"
"10357","-0.9174484014511108","-0.9174484014511108","-0.9174484014511108"
"10359","0","0","0"
"10361","-0.962806224822998","-0.962806224822998","-0.962806224822998"
"10363","-0.1768476516008377","-0.1768476516008377","-0.1768476516008377"
"10367","-0.7835894227027893","-0.7835894227027893","-0.7835894227027893"
"10369","-0.056448161602020264","-0.056448161602020264","-0.056448161602020264"
"10371","0","0","0"
"10377","-0.024469852447509766","-0.024469852447509766","-0.024469852447509766"
"10385","-0.04900163412094116","-0.04900163412094116","-0.04900163412094116"
"10387","-0.7918798923492432","-0.7918798923492432","-0.7918798923492432"
"10393","-0.29738932847976685","-0.29738932847976685","-0.29738932847976685"
"10397","-0.33823516964912415","-0.33823516964912415","-0.33823516964912415"
"10403","-0.1556510478258133","-0.1556510478258133","-0.1556510478258133"
"10411","-0.405073344707489","-0.405073344707489","-0.405073344707489"
"10415","-0.054697517305612564","-0.054697517305612564","-0.054697517305612564"
"10421","-0.09633713960647583","-0.09633713960647583","-0.09633713960647583"
"10423","-1.0929546356201172","-1.0929546356201172","-1.0929546356201172"
"10429","-0.6212940812110901","-0.6212940812110901","-0.6212940812110901"
"10433","-0.6862007975578308","-0.6862007975578308","-0.6862007975578308"
"10435","-0.005393102765083313","-0.005393102765083313","-0.005393102765083313"
"10437","-0.16739147901535034","-0.16739147901535034","-0.16739147901535034"
"10441","-0.5654699206352234","-0.5654699206352234","-0.5654699206352234"
"10451","-0.2870193421840668","-0.2870193421840668","-0.2870193421840668"
"10453","-0.2776544988155365","-0.2776544988155365","-0.2776544988155365"
"10461","-0.5566717982292175","-0.5566717982292175","-0.5566717982292175"
"10463","-0.735781192779541","-0.735781192779541","-0.735781192779541"
"10465","-0.16462382674217224","-0.16462382674217224","-0.16462382674217224"
"10469","-0.7601944208145142","-0.7601944208145142","-0.7601944208145142"
"10471","-1.1718437671661377","-1.1718437671661377","-1.1718437671661377"
"10473","-0.2601722180843353","-0.2601722180843353","-0.2601722180843353"
"10475","-0.1319345235824585","-0.1319345235824585","-0.1319345235824585"
"10477","-0.9367930889129639","-0.9367930889129639","-0.9367930889129639"
"10479","-0.01428929716348648","-0.01428929716348648","-0.01428929716348648"
"10481","-0.20438283681869507","-0.20438283681869507","-0.20438283681869507"
"10483","-0.27222833037376404","-0.27222833037376404","-0.27222833037376404"
"10485","-0.2516522705554962","-0.2516522705554962","-0.2516522705554962"
"10487","-0.3138149380683899","-0.3138149380683899","-0.3138149380683899"
"10489","-0.4521329402923584","-0.4521329402923584","-0.4521329402923584"
"10491","-0.14611601829528809","-0.14611601829528809","-0.14611601829528809"
"10493","-0.1489478051662445","-0.1489478051662445","-0.1489478051662445"
"10495","-0.086372509598732","-0.086372509598732","-0.086372509598732"
"10501","-0.15651565790176392","-0.15651565790176392","-0.15651565790176392"
"10503","-0.26385319232940674","-0.26385319232940674","-0.26385319232940674"
"10505","-0.8771851658821106","-0.8771851658821106","-0.8771851658821106"
"10511","-0.06881701201200485","-0.06881701201200485","-0.06881701201200485"
"10513","-0.01846015639603138","-0.01846015639603138","-0.01846015639603138"
"10515","-0.12587982416152954","-0.12587982416152954","-0.12587982416152954"
"10521","-0.16723020374774933","-0.16723020374774933","-0.16723020374774933"
"10531","-0.14133088290691376","-0.14133088290691376","-0.14133088290691376"
"10535","-1.2793618440628052","-1.2793618440628052","-1.2793618440628052"
"10539","-0.3504217267036438","-0.3504217267036438","-0.3504217267036438"
"10543","-0.5225238800048828","-0.5225238800048828","-0.5225238800048828"
"10545","-0.35993456840515137","-0.35993456840515137","-0.35993456840515137"
"10547","-0.04231494665145874","-0.04231494665145874","-0.04231494665145874"
"10549","0","0","0"
"10553","-0.1340649127960205","-0.1340649127960205","-0.1340649127960205"
"10557","-0.42588621377944946","-0.42588621377944946","-0.42588621377944946"
"10559","-0.21802926063537598","-0.21802926063537598","-0.21802926063537598"
"10561","-0.42364388704299927","-0.42364388704299927","-0.42364388704299927"
"10563","-0.10628566145896912","-0.10628566145896912","-0.10628566145896912"
"10567","-0.7436333298683167","-0.7436333298683167","-0.7436333298683167"
"10569","-0.40920528769493103","-0.40920528769493103","-0.40920528769493103"
"10571","-0.37551409006118774","-0.37551409006118774","-0.37551409006118774"
"10575","-0.025073081254959106","-0.025073081254959106","-0.025073081254959106"
"10579","-0.17985710501670837","-0.17985710501670837","-0.17985710501670837"
"10585","-0.1662757396697998","-0.1662757396697998","-0.1662757396697998"
"10589","-0.07350730895996094","-0.07350730895996094","-0.07350730895996094"
"10593","-0.18524891138076782","-0.18524891138076782","-0.18524891138076782"
"10595","-0.8432139158248901","-0.8432139158248901","-0.8432139158248901"
"10601","-0.008596569299697876","-0.008596569299697876","-0.008596569299697876"
"10605","-0.31300675868988037","-0.31300675868988037","-0.31300675868988037"
"10607","-0.12011519074440002","-0.12011519074440002","-0.12011519074440002"
"10609","-0.5254136323928833","-0.5254136323928833","-0.5254136323928833"
"10611","-0.1872979998588562","-0.1872979998588562","-0.1872979998588562"
"10615","-0.6069025993347168","-0.6069025993347168","-0.6069025993347168"
"10617","-0.5604336261749268","-0.5604336261749268","-0.5604336261749268"
"10619","-0.15171827375888824","-0.15171827375888824","-0.15171827375888824"
"10621","-0.14898830652236938","-0.14898830652236938","-0.14898830652236938"
"10623","-0.43768230080604553","-0.43768230080604553","-0.43768230080604553"
"10625","-0.7056748270988464","-0.7056748270988464","-0.7056748270988464"
"10633","-0.5012542009353638","-0.5012542009353638","-0.5012542009353638"
"10635","0","0","0"
"10637","-0.07572603225708008","-0.07572603225708008","-0.07572603225708008"
"10641","-0.06677214801311493","-0.06677214801311493","-0.06677214801311493"
"10643","-0.03868239372968674","-0.03868239372968674","-0.03868239372968674"
"10645","-0.12144887447357178","-0.12144887447357178","-0.12144887447357178"
"10653","-0.250718355178833","-0.250718355178833","-0.250718355178833"
"10657","-0.7629792094230652","-0.7629792094230652","-0.7629792094230652"
"10661","-0.23487061262130737","-0.23487061262130737","-0.23487061262130737"
"10663","0","0","0"
"10665","-0.4345371723175049","-0.4345371723175049","-0.4345371723175049"
"10667","0","0","0"
"10677","-0.4701063632965088","-0.4701063632965088","-0.4701063632965088"
"10679","-0.3418589234352112","-0.3418589234352112","-0.3418589234352112"
"10697","-0.17246946692466736","-0.17246946692466736","-0.17246946692466736"
"10703","-0.11621711403131485","-0.11621711403131485","-0.11621711403131485"
"10705","-0.2613062262535095","-0.2613062262535095","-0.2613062262535095"
"10715","-0.9359530806541443","-0.9359530806541443","-0.9359530806541443"
"10717","-0.15105952322483063","-0.15105952322483063","-0.15105952322483063"
"10721","-0.6425209045410156","-0.6425209045410156","-0.6425209045410156"
"10723","-0.050638165324926376","-0.050638165324926376","-0.050638165324926376"
"10729","0","0","0"
"10731","-0.10733135044574738","-0.10733135044574738","-0.10733135044574738"
"10733","-0.34097689390182495","-0.34097689390182495","-0.34097689390182495"
"10735","-0.5328419208526611","-0.5328419208526611","-0.5328419208526611"
"10737","-0.19211310148239136","-0.19211310148239136","-0.19211310148239136"
"10739","-1.051857352256775","-1.051857352256775","-1.051857352256775"
"10743","-0.044932592660188675","-0.044932592660188675","-0.044932592660188675"
"10747","-0.18651841580867767","-0.18651841580867767","-0.18651841580867767"
"10751","-1.6534427404403687","-1.6534427404403687","-1.6534427404403687"
"10757","-0.5569875240325928","-0.5569875240325928","-0.5569875240325928"
"10759","-0.03639262914657593","-0.03639262914657593","-0.03639262914657593"
"10763","-0.03448009490966797","-0.03448009490966797","-0.03448009490966797"
"10765","-0.05774116888642311","-0.05774116888642311","-0.05774116888642311"
"10769","-0.05487632751464844","-0.05487632751464844","-0.05487632751464844"
"10773","-0.4532361328601837","-0.4532361328601837","-0.4532361328601837"
"10779","-0.06726688146591187","-0.06726688146591187","-0.06726688146591187"
"10791","-0.16967296600341797","-0.16967296600341797","-0.16967296600341797"
"10793","-0.10340109467506409","-0.10340109467506409","-0.10340109467506409"
"10795","0","0","0"
"10801","0","0","0"
"10807","-0.09513725340366364","-0.09513725340366364","-0.09513725340366364"
"10811","-0.3154587149620056","-0.3154587149620056","-0.3154587149620056"
"10821","0","0","0"
"10823","0","0","0"
"10825","0","0","0"
"10829","0","0","0"
"10833","-0.17953330278396606","-0.17953330278396606","-0.17953330278396606"
"10837","-0.4954400360584259","-0.4954400360584259","-0.4954400360584259"
"10839","-0.2111721634864807","-0.2111721634864807","-0.2111721634864807"
"10841","-0.6329609751701355","-0.6329609751701355","-0.6329609751701355"
"10845","-0.2411288619041443","-0.2411288619041443","-0.2411288619041443"
"10847","-0.562706708908081","-0.562706708908081","-0.562706708908081"
"10853","-0.14840717613697052","-0.14840717613697052","-0.14840717613697052"
"10857","-0.1366502046585083","-0.1366502046585083","-0.1366502046585083"
"10863","-0.17433828115463257","-0.17433828115463257","-0.17433828115463257"
"10867","-0.24618667364120483","-0.24618667364120483","-0.24618667364120483"
"10871","0","0","0"
"10875","-0.41717833280563354","-0.41717833280563354","-0.41717833280563354"
"10877","-0.00849190354347229","-0.00849190354347229","-0.00849190354347229"
"10881","-0.06206703186035156","-0.06206703186035156","-0.06206703186035156"
"10891","0","0","0"
"10893","0","0","0"
"10895","-0.48892080783843994","-0.48892080783843994","-0.48892080783843994"
"10899","0","0","0"
"10901","-0.27265292406082153","-0.27265292406082153","-0.27265292406082153"
"10903","0","0","0"
"10905","-0.2314356565475464","-0.2314356565475464","-0.2314356565475464"
"10911","-0.3320600986480713","-0.3320600986480713","-0.3320600986480713"
"10913","-0.11769846081733704","-0.11769846081733704","-0.11769846081733704"
"10917","-0.11732286214828491","-0.11732286214828491","-0.11732286214828491"
"10919","-0.3579317033290863","-0.3579317033290863","-0.3579317033290863"
"10921","-0.10161688923835754","-0.10161688923835754","-0.10161688923835754"
"10923","-0.38992196321487427","-0.38992196321487427","-0.38992196321487427"
"10925","-0.6997439861297607","-0.6997439861297607","-0.6997439861297607"
"10927","0","0","0"
"10929","-0.24630531668663025","-0.24630531668663025","-0.24630531668663025"
"10933","-0.18276697397232056","-0.18276697397232056","-0.18276697397232056"
"10939","-0.0755997896194458","-0.0755997896194458","-0.0755997896194458"
"10941","-0.14050036668777466","-0.14050036668777466","-0.14050036668777466"
"10945","-0.280174195766449","-0.280174195766449","-0.280174195766449"
"10947","-0.4806400537490845","-0.4806400537490845","-0.4806400537490845"
"10949","-0.786527693271637","-0.786527693271637","-0.786527693271637"
"10953","-0.02231243997812271","-0.02231243997812271","-0.02231243997812271"
"10955","-0.06693154573440552","-0.06693154573440552","-0.06693154573440552"
"10957","-0.23894821107387543","-0.23894821107387543","-0.23894821107387543"
"10959","-0.2952457666397095","-0.2952457666397095","-0.2952457666397095"
"10967","-0.07552039623260498","-0.07552039623260498","-0.07552039623260498"
"10971","-0.1606076955795288","-0.1606076955795288","-0.1606076955795288"
"10975","-0.16787540912628174","-0.16787540912628174","-0.16787540912628174"
"10977","-0.2029895782470703","-0.2029895782470703","-0.2029895782470703"
"10989","-0.12446533888578415","-0.12446533888578415","-0.12446533888578415"
"10991","-0.8415319919586182","-0.8415319919586182","-0.8415319919586182"
"10995","-0.17094498872756958","-0.17094498872756958","-0.17094498872756958"
"10997","0","0","0"
"10999","-0.13025379180908203","-0.13025379180908203","-0.13025379180908203"
"11001","0","0","0"
"11017","-0.755873441696167","-0.755873441696167","-0.755873441696167"
"11025","-0.07134824991226196","-0.07134824991226196","-0.07134824991226196"
"11035","0","0","0"
"11037","-0.026149526238441467","-0.026149526238441467","-0.026149526238441467"
"11041","-0.24792897701263428","-0.24792897701263428","-0.24792897701263428"
"11043","0","0","0"
"11045","-0.02694004774093628","-0.02694004774093628","-0.02694004774093628"
"11047","-0.31645482778549194","-0.31645482778549194","-0.31645482778549194"
"11049","0","0","0"
"11059","-0.25144606828689575","-0.25144606828689575","-0.25144606828689575"
"11061","0","0","0"
"11067","-0.28187447786331177","-0.28187447786331177","-0.28187447786331177"
"11069","-0.13167226314544678","-0.13167226314544678","-0.13167226314544678"
"11075","0","0","0"
"11077","0","0","0"
"11095","-0.4978727698326111","-0.4978727698326111","-0.4978727698326111"
"11097","-0.02713298797607422","-0.02713298797607422","-0.02713298797607422"
"11101","-0.2532709538936615","-0.2532709538936615","-0.2532709538936615"
"11103","-0.24948164820671082","-0.24948164820671082","-0.24948164820671082"
"11109","-0.21010255813598633","-0.21010255813598633","-0.21010255813598633"
"11111","-0.7192739844322205","-0.7192739844322205","-0.7192739844322205"
"11115","-0.8503332734107971","-0.8503332734107971","-0.8503332734107971"
"11117","-0.1731845885515213","-0.1731845885515213","-0.1731845885515213"
"11119","-0.3663223683834076","-0.3663223683834076","-0.3663223683834076"
"11125","-0.39951908588409424","-0.39951908588409424","-0.39951908588409424"
"11129","-0.030106529593467712","-0.030106529593467712","-0.030106529593467712"
"11131","-0.08220311254262924","-0.08220311254262924","-0.08220311254262924"
"11133","-0.8529685735702515","-0.8529685735702515","-0.8529685735702515"
"11135","-0.1603183150291443","-0.1603183150291443","-0.1603183150291443"
"11141","-0.5285947322845459","-0.5285947322845459","-0.5285947322845459"
"11143","-0.6673882603645325","-0.6673882603645325","-0.6673882603645325"
"11145","-0.4829676151275635","-0.4829676151275635","-0.4829676151275635"
"11147","-0.3149389326572418","-0.3149389326572418","-0.3149389326572418"
"11149","-0.36781221628189087","-0.36781221628189087","-0.36781221628189087"
"11153","-0.1908290982246399","-0.1908290982246399","-0.1908290982246399"
"11155","-0.9424153566360474","-0.9424153566360474","-0.9424153566360474"
"11169","-0.0027430797927081585","-0.0027430797927081585","-0.0027430797927081585"
"11171","0","0","0"
"11173","-0.08349794149398804","-0.08349794149398804","-0.08349794149398804"
"11177","0","0","0"
"11183","-0.17610880732536316","-0.17610880732536316","-0.17610880732536316"
"11187","-0.2401813417673111","-0.2401813417673111","-0.2401813417673111"
"11193","-0.8481717109680176","-0.8481717109680176","-0.8481717109680176"
"11205","0","0","0"
"11209","-0.39673715829849243","-0.39673715829849243","-0.39673715829849243"
"11211","-1.1119493246078491","-1.1119493246078491","-1.1119493246078491"
"11213","-0.9716473817825317","-0.9716473817825317","-0.9716473817825317"
"11217","-0.34427109360694885","-0.34427109360694885","-0.34427109360694885"
"11221","-0.18521374464035034","-0.18521374464035034","-0.18521374464035034"
"11223","-0.13080327212810516","-0.13080327212810516","-0.13080327212810516"
"11225","-0.7079123258590698","-0.7079123258590698","-0.7079123258590698"
"11229","-0.04573102667927742","-0.04573102667927742","-0.04573102667927742"
"11231","-0.5926628708839417","-0.5926628708839417","-0.5926628708839417"
"11233","-0.021400945261120796","-0.021400945261120796","-0.021400945261120796"
"11235","-0.012382546439766884","-0.012382546439766884","-0.012382546439766884"
"11237","0","0","0"
"11239","-0.26841410994529724","-0.26841410994529724","-0.26841410994529724"
"11241","-0.11086797714233398","-0.11086797714233398","-0.11086797714233398"
"11243","-0.5008580684661865","-0.5008580684661865","-0.5008580684661865"
"11247","-0.3117952048778534","-0.3117952048778534","-0.3117952048778534"
"11249","-0.22711053490638733","-0.22711053490638733","-0.22711053490638733"
"11251","0","0","0"
"11253","-0.7248215079307556","-0.7248215079307556","-0.7248215079307556"
"11255","-0.8874001502990723","-0.8874001502990723","-0.8874001502990723"
"11275","-0.09456084668636322","-0.09456084668636322","-0.09456084668636322"
"11277","-0.44969063997268677","-0.44969063997268677","-0.44969063997268677"
"11281","-0.12417122721672058","-0.12417122721672058","-0.12417122721672058"
"11287","-0.2979511022567749","-0.2979511022567749","-0.2979511022567749"
"11289","-0.47845813632011414","-0.47845813632011414","-0.47845813632011414"
"11293","-0.49887028336524963","-0.49887028336524963","-0.49887028336524963"
"11299","-0.4886242747306824","-0.4886242747306824","-0.4886242747306824"
"11301","-0.12824898958206177","-0.12824898958206177","-0.12824898958206177"
"11305","-0.14427480101585388","-0.14427480101585388","-0.14427480101585388"
"11315","-1.0137946605682373","-1.0137946605682373","-1.0137946605682373"
"11325","-0.09968250244855881","-0.09968250244855881","-0.09968250244855881"
"11329","-0.14589688181877136","-0.14589688181877136","-0.14589688181877136"
"11331","-0.113517165184021","-0.113517165184021","-0.113517165184021"
"11333","0","0","0"
"11347","0","0","0"
"11351","-0.13035452365875244","-0.13035452365875244","-0.13035452365875244"
"11353","-0.45168402791023254","-0.45168402791023254","-0.45168402791023254"
"11357","-0.09113769233226776","-0.09113769233226776","-0.09113769233226776"
"11359","-0.21015885472297668","-0.21015885472297668","-0.21015885472297668"
"11371","-0.044342219829559326","-0.044342219829559326","-0.044342219829559326"
"11385","-0.06367972493171692","-0.06367972493171692","-0.06367972493171692"
"11393","-0.06632938981056213","-0.06632938981056213","-0.06632938981056213"
"11407","-0.0753093957901001","-0.0753093957901001","-0.0753093957901001"
"11409","-0.15523630380630493","-0.15523630380630493","-0.15523630380630493"
"11411","-0.3577083945274353","-0.3577083945274353","-0.3577083945274353"
"11413","-0.6248470544815063","-0.6248470544815063","-0.6248470544815063"
"11417","-0.18801118433475494","-0.18801118433475494","-0.18801118433475494"
"11419","-0.38877275586128235","-0.38877275586128235","-0.38877275586128235"
"11423","-0.6659376621246338","-0.6659376621246338","-0.6659376621246338"
"11427","-0.2653108537197113","-0.2653108537197113","-0.2653108537197113"
"11429","-0.12402200698852539","-0.12402200698852539","-0.12402200698852539"
"11433","0","0","0"
"11435","-0.3786638081073761","-0.3786638081073761","-0.3786638081073761"
"11437","0","0","0"
"11441","0","0","0"
"11443","-0.11908471584320068","-0.11908471584320068","-0.11908471584320068"
"11445","-0.26811137795448303","-0.26811137795448303","-0.26811137795448303"
"11449","-0.8467572927474976","-0.8467572927474976","-0.8467572927474976"
"11451","-0.4506574273109436","-0.4506574273109436","-0.4506574273109436"
"11453","-0.68782639503479","-0.68782639503479","-0.68782639503479"
"11461","0","0","0"
"11463","-0.18133288621902466","-0.18133288621902466","-0.18133288621902466"
"11465","0","0","0"
"11471","-1.0657387971878052","-1.0657387971878052","-1.0657387971878052"
"11473","-0.2372138500213623","-0.2372138500213623","-0.2372138500213623"
"11475","-0.06852748990058899","-0.06852748990058899","-0.06852748990058899"
"11479","-0.40513500571250916","-0.40513500571250916","-0.40513500571250916"
"11483","-0.20353028178215027","-0.20353028178215027","-0.20353028178215027"
"11485","-0.48971325159072876","-0.48971325159072876","-0.48971325159072876"
"11487","0","0","0"
"11489","-0.21906614303588867","-0.21906614303588867","-0.21906614303588867"
"11495","-0.5635797381401062","-0.5635797381401062","-0.5635797381401062"
"11497","-0.5000426769256592","-0.5000426769256592","-0.5000426769256592"
"11503","-0.08765238523483276","-0.08765238523483276","-0.08765238523483276"
"11507","-0.04339578375220299","-0.04339578375220299","-0.04339578375220299"
"11509","-0.045846063643693924","-0.045846063643693924","-0.045846063643693924"
"11513","-0.0036606485955417156","-0.0036606485955417156","-0.0036606485955417156"
"11515","-0.3548915684223175","-0.3548915684223175","-0.3548915684223175"
"11517","-0.4271852970123291","-0.4271852970123291","-0.4271852970123291"
"11519","0","0","0"
"11521","-0.316317617893219","-0.316317617893219","-0.316317617893219"
"11525","-0.07798713445663452","-0.07798713445663452","-0.07798713445663452"
"11527","0","0","0"
"11531","-0.07935953140258789","-0.07935953140258789","-0.07935953140258789"
"11533","-0.05287930369377136","-0.05287930369377136","-0.05287930369377136"
"11535","-0.11460170149803162","-0.11460170149803162","-0.11460170149803162"
"11543","-0.06797371804714203","-0.06797371804714203","-0.06797371804714203"
"11547","-0.18183812499046326","-0.18183812499046326","-0.18183812499046326"
"11549","-0.029860198497772217","-0.029860198497772217","-0.029860198497772217"
"11553","-0.03211899474263191","-0.03211899474263191","-0.03211899474263191"
"11555","-0.09224478155374527","-0.09224478155374527","-0.09224478155374527"
"11561","-0.21393567323684692","-0.21393567323684692","-0.21393567323684692"
"11565","-0.6423138976097107","-0.6423138976097107","-0.6423138976097107"
"11567","-0.1405249685049057","-0.1405249685049057","-0.1405249685049057"
"11569","-0.4281041920185089","-0.4281041920185089","-0.4281041920185089"
"11571","-0.08704245090484619","-0.08704245090484619","-0.08704245090484619"
"11577","-0.04695988446474075","-0.04695988446474075","-0.04695988446474075"
"11581","-0.2710645794868469","-0.2710645794868469","-0.2710645794868469"
"11583","-0.597042441368103","-0.597042441368103","-0.597042441368103"
"11587","-0.1801123172044754","-0.1801123172044754","-0.1801123172044754"
"11597","-0.3260592818260193","-0.3260592818260193","-0.3260592818260193"
"11599","-0.11505773663520813","-0.11505773663520813","-0.11505773663520813"
"11603","-0.4546346366405487","-0.4546346366405487","-0.4546346366405487"
"11609","-0.020667511969804764","-0.020667511969804764","-0.020667511969804764"
"11613","-0.3782753348350525","-0.3782753348350525","-0.3782753348350525"
"11615","-0.7762172818183899","-0.7762172818183899","-0.7762172818183899"
"11617","0","0","0"
"11619","-0.8949869275093079","-0.8949869275093079","-0.8949869275093079"
"11621","-0.25870826840400696","-0.25870826840400696","-0.25870826840400696"
"11625","-0.8551701307296753","-0.8551701307296753","-0.8551701307296753"
"11631","-0.2886423170566559","-0.2886423170566559","-0.2886423170566559"
"11639","-0.2338244915008545","-0.2338244915008545","-0.2338244915008545"
"11641","0","0","0"
"11643","-0.0233868807554245","-0.0233868807554245","-0.0233868807554245"
"11653","-0.21776558458805084","-0.21776558458805084","-0.21776558458805084"
"11663","-0.588628888130188","-0.588628888130188","-0.588628888130188"
"11665","-0.15810629725456238","-0.15810629725456238","-0.15810629725456238"
"11667","-0.20801880955696106","-0.20801880955696106","-0.20801880955696106"
"11673","-0.2076425552368164","-0.2076425552368164","-0.2076425552368164"
"11677","-0.1407676488161087","-0.1407676488161087","-0.1407676488161087"
"11679","-0.1741827130317688","-0.1741827130317688","-0.1741827130317688"
"11683","-1.5397001504898071","-1.5397001504898071","-1.5397001504898071"
"11689","-0.8968377709388733","-0.8968377709388733","-0.8968377709388733"
"11691","-0.2037949562072754","-0.2037949562072754","-0.2037949562072754"
"11693","-0.7314653992652893","-0.7314653992652893","-0.7314653992652893"
"11701","-0.19726145267486572","-0.19726145267486572","-0.19726145267486572"
"11703","-0.9651055335998535","-0.9651055335998535","-0.9651055335998535"
"11711","-0.18060927093029022","-0.18060927093029022","-0.18060927093029022"
"11713","-0.10443073511123657","-0.10443073511123657","-0.10443073511123657"
"11715","-0.40489742159843445","-0.40489742159843445","-0.40489742159843445"
"11717","-0.3205467760562897","-0.3205467760562897","-0.3205467760562897"
"11719","-0.3189001679420471","-0.3189001679420471","-0.3189001679420471"
"11723","-0.5730631351470947","-0.5730631351470947","-0.5730631351470947"
"11727","-0.46558237075805664","-0.46558237075805664","-0.46558237075805664"
"11731","-0.08806386590003967","-0.08806386590003967","-0.08806386590003967"
"11733","-0.41954609751701355","-0.41954609751701355","-0.41954609751701355"
"11735","-0.18042075634002686","-0.18042075634002686","-0.18042075634002686"
"11737","-0.40342018008232117","-0.40342018008232117","-0.40342018008232117"
"11743","-0.06774816662073135","-0.06774816662073135","-0.06774816662073135"
"11747","-0.08780354261398315","-0.08780354261398315","-0.08780354261398315"
"11751","-0.35445886850357056","-0.35445886850357056","-0.35445886850357056"
"11753","-0.0035202205181121826","-0.0035202205181121826","-0.0035202205181121826"
"11757","-0.15846583247184753","-0.15846583247184753","-0.15846583247184753"
"11759","0","0","0"
"11771","-0.42146793007850647","-0.42146793007850647","-0.42146793007850647"
"11773","-0.47274893522262573","-0.47274893522262573","-0.47274893522262573"
"11779","-0.15286386013031006","-0.15286386013031006","-0.15286386013031006"
"11783","0","0","0"
"11785","-0.2067333161830902","-0.2067333161830902","-0.2067333161830902"
"11789","0","0","0"
"11791","-0.3655080795288086","-0.3655080795288086","-0.3655080795288086"
"11793","-0.11105858534574509","-0.11105858534574509","-0.11105858534574509"
"11795","-0.09630638360977173","-0.09630638360977173","-0.09630638360977173"
"11797","-0.6747931241989136","-0.6747931241989136","-0.6747931241989136"
"11799","-0.4365127384662628","-0.4365127384662628","-0.4365127384662628"
"11803","0","0","0"
"11805","-0.15892165899276733","-0.15892165899276733","-0.15892165899276733"
"11809","0","0","0"
"11813","-0.7819701433181763","-0.7819701433181763","-0.7819701433181763"
"11815","0","0","0"
"11817","-0.400397390127182","-0.400397390127182","-0.400397390127182"
"11819","-0.06321127712726593","-0.06321127712726593","-0.06321127712726593"
"11821","-0.1519848108291626","-0.1519848108291626","-0.1519848108291626"
"11825","-0.0509151816368103","-0.0509151816368103","-0.0509151816368103"
"11827","-0.661649227142334","-0.661649227142334","-0.661649227142334"
"11829","-0.527428925037384","-0.527428925037384","-0.527428925037384"
"11835","-0.15341660380363464","-0.15341660380363464","-0.15341660380363464"
"11841","-0.2439359426498413","-0.2439359426498413","-0.2439359426498413"
"11847","-0.11552713811397552","-0.11552713811397552","-0.11552713811397552"
"11849","-0.1272590309381485","-0.1272590309381485","-0.1272590309381485"
"11851","-0.141879603266716","-0.141879603266716","-0.141879603266716"
"11853","-0.6743112802505493","-0.6743112802505493","-0.6743112802505493"
"11857","-0.30363184213638306","-0.30363184213638306","-0.30363184213638306"
"11859","-0.03176657110452652","-0.03176657110452652","-0.03176657110452652"
"11863","-0.5141791105270386","-0.5141791105270386","-0.5141791105270386"
"11869","-0.1959857940673828","-0.1959857940673828","-0.1959857940673828"
"11873","-0.19160598516464233","-0.19160598516464233","-0.19160598516464233"
"11875","-0.21114999055862427","-0.21114999055862427","-0.21114999055862427"
"11877","-0.21649295091629028","-0.21649295091629028","-0.21649295091629028"
"11881","-0.22527462244033813","-0.22527462244033813","-0.22527462244033813"
"11883","-0.17564694583415985","-0.17564694583415985","-0.17564694583415985"
"11889","-0.24727243185043335","-0.24727243185043335","-0.24727243185043335"
"11891","-0.05476899445056915","-0.05476899445056915","-0.05476899445056915"
"11899","-0.07224738597869873","-0.07224738597869873","-0.07224738597869873"
"11901","-0.13153979182243347","-0.13153979182243347","-0.13153979182243347"
"11903","-0.19877728819847107","-0.19877728819847107","-0.19877728819847107"
"11913","-0.31152963638305664","-0.31152963638305664","-0.31152963638305664"
"11917","0","0","0"
"11921","-0.1436738669872284","-0.1436738669872284","-0.1436738669872284"
"11925","0","0","0"
"11927","-0.08138704299926758","-0.08138704299926758","-0.08138704299926758"
"11929","-0.521723747253418","-0.521723747253418","-0.521723747253418"
"11933","-0.1403408646583557","-0.1403408646583557","-0.1403408646583557"
"11935","-0.14282721281051636","-0.14282721281051636","-0.14282721281051636"
"11939","-0.026391543447971344","-0.026391543447971344","-0.026391543447971344"
"11941","-0.1391604244709015","-0.1391604244709015","-0.1391604244709015"
"11943","-0.7289475202560425","-0.7289475202560425","-0.7289475202560425"
"11945","0","0","0"
"11947","-0.11822345852851868","-0.11822345852851868","-0.11822345852851868"
"11949","0","0","0"
"11951","-0.46917760372161865","-0.46917760372161865","-0.46917760372161865"
"11955","0","0","0"
"11959","-0.05572253465652466","-0.05572253465652466","-0.05572253465652466"
"11963","-0.14463229477405548","-0.14463229477405548","-0.14463229477405548"
"11969","-0.31785649061203003","-0.31785649061203003","-0.31785649061203003"
"11981","-0.17286550998687744","-0.17286550998687744","-0.17286550998687744"
"11983","-0.053767137229442596","-0.053767137229442596","-0.053767137229442596"
"11985","-0.376690149307251","-0.376690149307251","-0.376690149307251"
"11997","0","0","0"
"12001","-0.452606201171875","-0.452606201171875","-0.452606201171875"
"12003","-0.21618473529815674","-0.21618473529815674","-0.21618473529815674"
"12005","-0.1388244479894638","-0.1388244479894638","-0.1388244479894638"
"12007","-0.039136409759521484","-0.039136409759521484","-0.039136409759521484"
"12009","-0.34132230281829834","-0.34132230281829834","-0.34132230281829834"
