"Step","still-disco-8 - Smallest CBF constraint(unfiltered)","still-disco-8 - Smallest CBF constraint(unfiltered)__MIN","still-disco-8 - Smallest CBF constraint(unfiltered)__MAX"
"22763","-0.19535720348358154","-0.19535720348358154","-0.19535720348358154"
"22765","-0.16880857944488525","-0.16880857944488525","-0.16880857944488525"
"22769","-0.35339897871017456","-0.35339897871017456","-0.35339897871017456"
"22771","-0.2768743336200714","-0.2768743336200714","-0.2768743336200714"
"22773","-0.01793360710144043","-0.01793360710144043","-0.01793360710144043"
"22777","0","0","0"
"22779","0","0","0"
"22781","-0.007094025611877441","-0.007094025611877441","-0.007094025611877441"
"22783","0","0","0"
"22787","-0.13127639889717102","-0.13127639889717102","-0.13127639889717102"
"22791","0","0","0"
"22797","-0.29603832960128784","-0.29603832960128784","-0.29603832960128784"
"22799","-0.3499325215816498","-0.3499325215816498","-0.3499325215816498"
"22805","-0.027368176728487015","-0.027368176728487015","-0.027368176728487015"
"22809","-0.1503896713256836","-0.1503896713256836","-0.1503896713256836"
"22811","-0.19568374752998352","-0.19568374752998352","-0.19568374752998352"
"22819","-0.2922012507915497","-0.2922012507915497","-0.2922012507915497"
"22821","-0.13020145893096924","-0.13020145893096924","-0.13020145893096924"
"22823","-0.1644035279750824","-0.1644035279750824","-0.1644035279750824"
"22829","-0.4144470989704132","-0.4144470989704132","-0.4144470989704132"
"22835","-0.1277308166027069","-0.1277308166027069","-0.1277308166027069"
"22837","-0.09405416250228882","-0.09405416250228882","-0.09405416250228882"
"22839","-0.1904468685388565","-0.1904468685388565","-0.1904468685388565"
"22841","-0.4777834117412567","-0.4777834117412567","-0.4777834117412567"
"22843","-0.32654958963394165","-0.32654958963394165","-0.32654958963394165"
"22847","-0.11092416197061539","-0.11092416197061539","-0.11092416197061539"
"22849","-0.5491898059844971","-0.5491898059844971","-0.5491898059844971"
"22855","-0.14757677912712097","-0.14757677912712097","-0.14757677912712097"
"22859","-0.3562500774860382","-0.3562500774860382","-0.3562500774860382"
"22861","-0.10761536657810211","-0.10761536657810211","-0.10761536657810211"
"22863","-0.09062302112579346","-0.09062302112579346","-0.09062302112579346"
"22867","-0.05773657560348511","-0.05773657560348511","-0.05773657560348511"
"22877","-0.1205105260014534","-0.1205105260014534","-0.1205105260014534"
"22879","-0.4944227337837219","-0.4944227337837219","-0.4944227337837219"
"22883","-0.1235094964504242","-0.1235094964504242","-0.1235094964504242"
"22885","-0.29202163219451904","-0.29202163219451904","-0.29202163219451904"
"22889","-0.12773428857326508","-0.12773428857326508","-0.12773428857326508"
"22897","-0.1348901093006134","-0.1348901093006134","-0.1348901093006134"
"22899","-0.13563665747642517","-0.13563665747642517","-0.13563665747642517"
"22901","-0.14070433378219604","-0.14070433378219604","-0.14070433378219604"
"22903","-0.14143018424510956","-0.14143018424510956","-0.14143018424510956"
"22905","-0.1607012152671814","-0.1607012152671814","-0.1607012152671814"
"22907","-0.20000547170639038","-0.20000547170639038","-0.20000547170639038"
"22909","-0.05041366443037987","-0.05041366443037987","-0.05041366443037987"
"22919","-0.1189315915107727","-0.1189315915107727","-0.1189315915107727"
"22931","-0.12234616279602051","-0.12234616279602051","-0.12234616279602051"
"22935","-0.056059110909700394","-0.056059110909700394","-0.056059110909700394"
"22943","-0.21277210116386414","-0.21277210116386414","-0.21277210116386414"
"22947","-0.14576566219329834","-0.14576566219329834","-0.14576566219329834"
"22949","-0.42585331201553345","-0.42585331201553345","-0.42585331201553345"
"22951","-0.17719793319702148","-0.17719793319702148","-0.17719793319702148"
"22955","-0.27551954984664917","-0.27551954984664917","-0.27551954984664917"
"22957","-0.05344255268573761","-0.05344255268573761","-0.05344255268573761"
"22959","-0.03536190092563629","-0.03536190092563629","-0.03536190092563629"
"22965","-0.21234172582626343","-0.21234172582626343","-0.21234172582626343"
"22967","-0.6700214147567749","-0.6700214147567749","-0.6700214147567749"
"22969","-0.1112096831202507","-0.1112096831202507","-0.1112096831202507"
"22971","-0.121314637362957","-0.121314637362957","-0.121314637362957"
"22973","-0.1678282469511032","-0.1678282469511032","-0.1678282469511032"
"22979","-0.4049723148345947","-0.4049723148345947","-0.4049723148345947"
"22985","-0.04117778316140175","-0.04117778316140175","-0.04117778316140175"
"22991","-0.4583929479122162","-0.4583929479122162","-0.4583929479122162"
"22993","-0.003883284516632557","-0.003883284516632557","-0.003883284516632557"
"22995","-0.0744052454829216","-0.0744052454829216","-0.0744052454829216"
"22997","-0.21830445528030396","-0.21830445528030396","-0.21830445528030396"
"22999","-0.2133018970489502","-0.2133018970489502","-0.2133018970489502"
"23001","-0.23695853352546692","-0.23695853352546692","-0.23695853352546692"
"23005","-0.2055794894695282","-0.2055794894695282","-0.2055794894695282"
"23007","-0.15220631659030914","-0.15220631659030914","-0.15220631659030914"
"23009","-0.21446719765663147","-0.21446719765663147","-0.21446719765663147"
"23011","-0.09559911489486694","-0.09559911489486694","-0.09559911489486694"
"23013","-0.34483641386032104","-0.34483641386032104","-0.34483641386032104"
"23029","0","0","0"
"23031","-0.055008530616760254","-0.055008530616760254","-0.055008530616760254"
"23047","0","0","0"
"23051","0","0","0"
"23053","-0.11937113106250763","-0.11937113106250763","-0.11937113106250763"
"23055","-0.0939323827624321","-0.0939323827624321","-0.0939323827624321"
"23059","-0.12358441948890686","-0.12358441948890686","-0.12358441948890686"
"23061","-0.18943500518798828","-0.18943500518798828","-0.18943500518798828"
"23065","-0.36445844173431396","-0.36445844173431396","-0.36445844173431396"
"23067","-0.01268911361694336","-0.01268911361694336","-0.01268911361694336"
"23069","-0.003161907196044922","-0.003161907196044922","-0.003161907196044922"
"23075","-0.14249840378761292","-0.14249840378761292","-0.14249840378761292"
"23077","-0.16184335947036743","-0.16184335947036743","-0.16184335947036743"
"23079","-0.1597750037908554","-0.1597750037908554","-0.1597750037908554"
"23081","-0.12452338635921478","-0.12452338635921478","-0.12452338635921478"
"23085","-0.10632430762052536","-0.10632430762052536","-0.10632430762052536"
"23087","-0.8108276128768921","-0.8108276128768921","-0.8108276128768921"
"23093","-0.41234883666038513","-0.41234883666038513","-0.41234883666038513"
"23095","-0.07390616089105606","-0.07390616089105606","-0.07390616089105606"
"23097","-0.029414968565106392","-0.029414968565106392","-0.029414968565106392"
"23105","-0.568885326385498","-0.568885326385498","-0.568885326385498"
"23107","-0.05171850323677063","-0.05171850323677063","-0.05171850323677063"
"23111","-0.6249013543128967","-0.6249013543128967","-0.6249013543128967"
"23113","0","0","0"
"23115","-0.09791949391365051","-0.09791949391365051","-0.09791949391365051"
"23119","-0.027156170457601547","-0.027156170457601547","-0.027156170457601547"
"23121","-0.2989729344844818","-0.2989729344844818","-0.2989729344844818"
"23125","-0.13266736268997192","-0.13266736268997192","-0.13266736268997192"
"23127","-0.015436232089996338","-0.015436232089996338","-0.015436232089996338"
"23131","-0.046742524951696396","-0.046742524951696396","-0.046742524951696396"
"23133","-0.025663312524557114","-0.025663312524557114","-0.025663312524557114"
"23135","-0.11534738540649414","-0.11534738540649414","-0.11534738540649414"
"23137","-0.09303322434425354","-0.09303322434425354","-0.09303322434425354"
"23139","0","0","0"
"23143","-0.5381796360015869","-0.5381796360015869","-0.5381796360015869"
"23145","-0.013497479259967804","-0.013497479259967804","-0.013497479259967804"
"23147","-0.03969410061836243","-0.03969410061836243","-0.03969410061836243"
"23149","-0.1366625726222992","-0.1366625726222992","-0.1366625726222992"
"23151","-0.22092048823833466","-0.22092048823833466","-0.22092048823833466"
"23153","-0.1953343152999878","-0.1953343152999878","-0.1953343152999878"
"23157","-0.15222802758216858","-0.15222802758216858","-0.15222802758216858"
"23161","-0.11557748168706894","-0.11557748168706894","-0.11557748168706894"
"23163","-0.202296182513237","-0.202296182513237","-0.202296182513237"
"23169","-0.15456806123256683","-0.15456806123256683","-0.15456806123256683"
"23171","-0.1604410707950592","-0.1604410707950592","-0.1604410707950592"
"23173","-0.16432048380374908","-0.16432048380374908","-0.16432048380374908"
"23175","-0.09299644082784653","-0.09299644082784653","-0.09299644082784653"
"23177","-0.28781941533088684","-0.28781941533088684","-0.28781941533088684"
"23185","-0.11176685243844986","-0.11176685243844986","-0.11176685243844986"
"23189","-0.2957873046398163","-0.2957873046398163","-0.2957873046398163"
"23191","-0.14404958486557007","-0.14404958486557007","-0.14404958486557007"
"23199","-0.4038405120372772","-0.4038405120372772","-0.4038405120372772"
"23203","-0.08867895603179932","-0.08867895603179932","-0.08867895603179932"
"23205","0","0","0"
"23207","-0.1743871569633484","-0.1743871569633484","-0.1743871569633484"
"23209","-0.1822810173034668","-0.1822810173034668","-0.1822810173034668"
"23211","-0.15132750570774078","-0.15132750570774078","-0.15132750570774078"
"23213","-0.16268552839756012","-0.16268552839756012","-0.16268552839756012"
"23215","-0.32741379737854004","-0.32741379737854004","-0.32741379737854004"
"23219","-1.1174583435058594","-1.1174583435058594","-1.1174583435058594"
"23223","-0.22011810541152954","-0.22011810541152954","-0.22011810541152954"
"23225","-0.22005487978458405","-0.22005487978458405","-0.22005487978458405"
"23227","-0.28603675961494446","-0.28603675961494446","-0.28603675961494446"
"23229","-0.040060147643089294","-0.040060147643089294","-0.040060147643089294"
"23233","-0.017473969608545303","-0.017473969608545303","-0.017473969608545303"
"23237","-0.0752917230129242","-0.0752917230129242","-0.0752917230129242"
"23239","0","0","0"
"23245","-0.06547559797763824","-0.06547559797763824","-0.06547559797763824"
"23247","-0.44140732288360596","-0.44140732288360596","-0.44140732288360596"
"23249","-0.27386003732681274","-0.27386003732681274","-0.27386003732681274"
"23251","-1.1029127836227417","-1.1029127836227417","-1.1029127836227417"
"23253","-0.7222765684127808","-0.7222765684127808","-0.7222765684127808"
"23257","-0.2753083407878876","-0.2753083407878876","-0.2753083407878876"
"23259","-0.5535848736763","-0.5535848736763","-0.5535848736763"
"23271","-0.35255536437034607","-0.35255536437034607","-0.35255536437034607"
"23273","-0.0038708895444869995","-0.0038708895444869995","-0.0038708895444869995"
"23275","-0.39696311950683594","-0.39696311950683594","-0.39696311950683594"
"23277","-0.25640612840652466","-0.25640612840652466","-0.25640612840652466"
"23279","-0.15904054045677185","-0.15904054045677185","-0.15904054045677185"
"23281","-0.34037458896636963","-0.34037458896636963","-0.34037458896636963"
"23287","-0.0503566600382328","-0.0503566600382328","-0.0503566600382328"
"23289","-0.09830117225646973","-0.09830117225646973","-0.09830117225646973"
"23291","0","0","0"
"23295","-0.0014206990599632263","-0.0014206990599632263","-0.0014206990599632263"
"23299","-0.1345900595188141","-0.1345900595188141","-0.1345900595188141"
"23301","-0.4274136424064636","-0.4274136424064636","-0.4274136424064636"
"23307","0","0","0"
"23309","-0.2749594449996948","-0.2749594449996948","-0.2749594449996948"
"23311","-0.07746852934360504","-0.07746852934360504","-0.07746852934360504"
"23323","-0.46144965291023254","-0.46144965291023254","-0.46144965291023254"
"23327","-0.1188567504286766","-0.1188567504286766","-0.1188567504286766"
"23329","-0.05853477865457535","-0.05853477865457535","-0.05853477865457535"
"23333","-0.2221689373254776","-0.2221689373254776","-0.2221689373254776"
"23335","-0.3484877943992615","-0.3484877943992615","-0.3484877943992615"
"23337","-0.008201777935028076","-0.008201777935028076","-0.008201777935028076"
"23339","-0.3572717607021332","-0.3572717607021332","-0.3572717607021332"
"23343","-0.4184120297431946","-0.4184120297431946","-0.4184120297431946"
"23345","-0.7695778608322144","-0.7695778608322144","-0.7695778608322144"
"23353","-0.1447984129190445","-0.1447984129190445","-0.1447984129190445"
"23363","-0.21657513082027435","-0.21657513082027435","-0.21657513082027435"
"23367","-0.6118011474609375","-0.6118011474609375","-0.6118011474609375"
"23371","-0.2097836136817932","-0.2097836136817932","-0.2097836136817932"
"23373","-0.07297458499670029","-0.07297458499670029","-0.07297458499670029"
"23375","-0.12584276497364044","-0.12584276497364044","-0.12584276497364044"
"23379","-0.5009884238243103","-0.5009884238243103","-0.5009884238243103"
"23385","-0.06310520321130753","-0.06310520321130753","-0.06310520321130753"
"23387","-0.19368800520896912","-0.19368800520896912","-0.19368800520896912"
"23389","-0.322223424911499","-0.322223424911499","-0.322223424911499"
"23391","-0.17650005221366882","-0.17650005221366882","-0.17650005221366882"
"23395","0","0","0"
"23399","0","0","0"
"23401","-0.05659496784210205","-0.05659496784210205","-0.05659496784210205"
"23407","-0.15744367241859436","-0.15744367241859436","-0.15744367241859436"
"23409","-0.025224843993782997","-0.025224843993782997","-0.025224843993782997"
"23411","-0.14099805057048798","-0.14099805057048798","-0.14099805057048798"
"23413","-0.2415497750043869","-0.2415497750043869","-0.2415497750043869"
"23417","-0.2001224160194397","-0.2001224160194397","-0.2001224160194397"
"23419","-0.12069251388311386","-0.12069251388311386","-0.12069251388311386"
"23423","-0.8682385683059692","-0.8682385683059692","-0.8682385683059692"
"23425","-0.13815748691558838","-0.13815748691558838","-0.13815748691558838"
"23433","-0.4905852675437927","-0.4905852675437927","-0.4905852675437927"
"23435","-0.35048526525497437","-0.35048526525497437","-0.35048526525497437"
"23437","-0.39308634400367737","-0.39308634400367737","-0.39308634400367737"
"23439","-0.6982665061950684","-0.6982665061950684","-0.6982665061950684"
"23441","-0.8396773934364319","-0.8396773934364319","-0.8396773934364319"
"23443","-0.17546193301677704","-0.17546193301677704","-0.17546193301677704"
"23445","-0.1372525990009308","-0.1372525990009308","-0.1372525990009308"
"23447","-0.2073688954114914","-0.2073688954114914","-0.2073688954114914"
"23449","-0.1123485267162323","-0.1123485267162323","-0.1123485267162323"
"23453","-0.44098731875419617","-0.44098731875419617","-0.44098731875419617"
"23459","0","0","0"
"23465","-0.1223258450627327","-0.1223258450627327","-0.1223258450627327"
"23467","-0.18766021728515625","-0.18766021728515625","-0.18766021728515625"
"23471","0","0","0"
"23475","0","0","0"
"23477","-0.3171145021915436","-0.3171145021915436","-0.3171145021915436"
"23479","-0.05407283827662468","-0.05407283827662468","-0.05407283827662468"
"23481","-0.1612001210451126","-0.1612001210451126","-0.1612001210451126"
"23485","-0.27512308955192566","-0.27512308955192566","-0.27512308955192566"
"23487","-0.25718557834625244","-0.25718557834625244","-0.25718557834625244"
"23491","-0.23743370175361633","-0.23743370175361633","-0.23743370175361633"
"23499","-0.18219919502735138","-0.18219919502735138","-0.18219919502735138"
"23501","-0.20351728796958923","-0.20351728796958923","-0.20351728796958923"
"23507","-0.20311665534973145","-0.20311665534973145","-0.20311665534973145"
"23509","-0.238274484872818","-0.238274484872818","-0.238274484872818"
"23511","-0.5025730729103088","-0.5025730729103088","-0.5025730729103088"
"23513","-0.22672626376152039","-0.22672626376152039","-0.22672626376152039"
"23517","-0.08587527275085449","-0.08587527275085449","-0.08587527275085449"
"23529","-0.5042433738708496","-0.5042433738708496","-0.5042433738708496"
"23537","-0.6864040493965149","-0.6864040493965149","-0.6864040493965149"
"23543","-0.6281418800354004","-0.6281418800354004","-0.6281418800354004"
"23547","-0.13460694253444672","-0.13460694253444672","-0.13460694253444672"
"23549","-0.0736464262008667","-0.0736464262008667","-0.0736464262008667"
"23551","-0.15677952766418457","-0.15677952766418457","-0.15677952766418457"
"23553","-0.21659021079540253","-0.21659021079540253","-0.21659021079540253"
"23557","-0.3566124737262726","-0.3566124737262726","-0.3566124737262726"
"23559","-0.4183921813964844","-0.4183921813964844","-0.4183921813964844"
"23563","-0.24050229787826538","-0.24050229787826538","-0.24050229787826538"
"23569","-0.05341561511158943","-0.05341561511158943","-0.05341561511158943"
"23573","-0.04094218462705612","-0.04094218462705612","-0.04094218462705612"
"23577","0","0","0"
"23579","0","0","0"
"23583","-0.18270659446716309","-0.18270659446716309","-0.18270659446716309"
"23591","-0.03127998858690262","-0.03127998858690262","-0.03127998858690262"
"23593","-0.0332355871796608","-0.0332355871796608","-0.0332355871796608"
"23595","-0.20583894848823547","-0.20583894848823547","-0.20583894848823547"
"23597","-0.6059879064559937","-0.6059879064559937","-0.6059879064559937"
"23599","-0.0790131688117981","-0.0790131688117981","-0.0790131688117981"
"23603","-0.11444543302059174","-0.11444543302059174","-0.11444543302059174"
"23607","-0.17238745093345642","-0.17238745093345642","-0.17238745093345642"
"23609","-0.10439591109752655","-0.10439591109752655","-0.10439591109752655"
"23611","-0.08192946016788483","-0.08192946016788483","-0.08192946016788483"
"23613","-0.07058832049369812","-0.07058832049369812","-0.07058832049369812"
"23617","-0.28509002923965454","-0.28509002923965454","-0.28509002923965454"
"23621","-0.11375463008880615","-0.11375463008880615","-0.11375463008880615"
"23623","-0.10973571240901947","-0.10973571240901947","-0.10973571240901947"
"23625","-0.5479646921157837","-0.5479646921157837","-0.5479646921157837"
"23627","-0.09596047550439835","-0.09596047550439835","-0.09596047550439835"
"23633","-0.17355376482009888","-0.17355376482009888","-0.17355376482009888"
"23637","-0.05596861615777016","-0.05596861615777016","-0.05596861615777016"
"23647","-0.1698758900165558","-0.1698758900165558","-0.1698758900165558"
"23651","0","0","0"
"23655","0","0","0"
"23657","-0.08708781003952026","-0.08708781003952026","-0.08708781003952026"
"23659","-0.08990496397018433","-0.08990496397018433","-0.08990496397018433"
"23665","-0.22338271141052246","-0.22338271141052246","-0.22338271141052246"
"23669","-0.10947293043136597","-0.10947293043136597","-0.10947293043136597"
"23671","0","0","0"
"23673","0","0","0"
"23685","0","0","0"
"23689","-0.12011483311653137","-0.12011483311653137","-0.12011483311653137"
"23691","-0.21597644686698914","-0.21597644686698914","-0.21597644686698914"
"23695","-0.37388938665390015","-0.37388938665390015","-0.37388938665390015"
"23699","-0.24416619539260864","-0.24416619539260864","-0.24416619539260864"
"23703","-0.1528744250535965","-0.1528744250535965","-0.1528744250535965"
"23707","-0.2767004668712616","-0.2767004668712616","-0.2767004668712616"
"23709","-0.08744005113840103","-0.08744005113840103","-0.08744005113840103"
"23713","0","0","0"
"23717","-0.3040849566459656","-0.3040849566459656","-0.3040849566459656"
"23723","-0.07320675253868103","-0.07320675253868103","-0.07320675253868103"
"23727","-0.06296832859516144","-0.06296832859516144","-0.06296832859516144"
"23733","-0.1389065980911255","-0.1389065980911255","-0.1389065980911255"
"23737","-0.5057548880577087","-0.5057548880577087","-0.5057548880577087"
"23739","-0.2828606367111206","-0.2828606367111206","-0.2828606367111206"
"23741","0","0","0"
"23745","0","0","0"
"23747","0","0","0"
"23751","-0.2659659683704376","-0.2659659683704376","-0.2659659683704376"
"23753","-0.23094026744365692","-0.23094026744365692","-0.23094026744365692"
"23757","-0.4647713005542755","-0.4647713005542755","-0.4647713005542755"
"23759","-0.1756162941455841","-0.1756162941455841","-0.1756162941455841"
"23761","0","0","0"
"23763","-0.6477454900741577","-0.6477454900741577","-0.6477454900741577"
"23769","0","0","0"
"23771","-0.03957854211330414","-0.03957854211330414","-0.03957854211330414"
"23773","-0.24550697207450867","-0.24550697207450867","-0.24550697207450867"
"23779","-0.1477048397064209","-0.1477048397064209","-0.1477048397064209"
"23785","-0.24132227897644043","-0.24132227897644043","-0.24132227897644043"
"23787","-0.06727493554353714","-0.06727493554353714","-0.06727493554353714"
"23795","-0.21093541383743286","-0.21093541383743286","-0.21093541383743286"
"23801","-1.2574301958084106","-1.2574301958084106","-1.2574301958084106"
"23803","-0.11681458353996277","-0.11681458353996277","-0.11681458353996277"
"23809","-0.321148157119751","-0.321148157119751","-0.321148157119751"
"23811","-0.6694256663322449","-0.6694256663322449","-0.6694256663322449"
"23813","0","0","0"
"23817","-0.32300499081611633","-0.32300499081611633","-0.32300499081611633"
"23819","-0.14707599580287933","-0.14707599580287933","-0.14707599580287933"
"23821","-0.12729471921920776","-0.12729471921920776","-0.12729471921920776"
"23823","-0.05950659513473511","-0.05950659513473511","-0.05950659513473511"
"23827","-0.461667001247406","-0.461667001247406","-0.461667001247406"
"23829","0","0","0"
"23833","-0.020863831043243408","-0.020863831043243408","-0.020863831043243408"
"23839","-0.08064937591552734","-0.08064937591552734","-0.08064937591552734"
"23847","-0.2826189696788788","-0.2826189696788788","-0.2826189696788788"
"23849","-0.18877089023590088","-0.18877089023590088","-0.18877089023590088"
"23853","-0.47489938139915466","-0.47489938139915466","-0.47489938139915466"
"23855","-0.3688218593597412","-0.3688218593597412","-0.3688218593597412"
"23857","-0.13266699016094208","-0.13266699016094208","-0.13266699016094208"
"23859","-0.30256736278533936","-0.30256736278533936","-0.30256736278533936"
"23863","-0.22597473859786987","-0.22597473859786987","-0.22597473859786987"
"23867","-0.39869746565818787","-0.39869746565818787","-0.39869746565818787"
"23871","-0.1685691624879837","-0.1685691624879837","-0.1685691624879837"
"23873","-0.15467296540737152","-0.15467296540737152","-0.15467296540737152"
"23877","-0.13143473863601685","-0.13143473863601685","-0.13143473863601685"
"23879","-0.31114575266838074","-0.31114575266838074","-0.31114575266838074"
"23883","-0.5989100933074951","-0.5989100933074951","-0.5989100933074951"
"23893","-0.18565069139003754","-0.18565069139003754","-0.18565069139003754"
"23897","-0.2355923056602478","-0.2355923056602478","-0.2355923056602478"
"23899","-0.2114155888557434","-0.2114155888557434","-0.2114155888557434"
"23905","-0.32173311710357666","-0.32173311710357666","-0.32173311710357666"
"23911","-0.0739089697599411","-0.0739089697599411","-0.0739089697599411"
"23913","-0.1841115951538086","-0.1841115951538086","-0.1841115951538086"
"23919","-0.28918522596359253","-0.28918522596359253","-0.28918522596359253"
"23925","0","0","0"
"23931","-0.11523882299661636","-0.11523882299661636","-0.11523882299661636"
"23939","-0.00046375393867492676","-0.00046375393867492676","-0.00046375393867492676"
"23949","-0.053000807762145996","-0.053000807762145996","-0.053000807762145996"
"23951","0","0","0"
"23953","-0.303417444229126","-0.303417444229126","-0.303417444229126"
"23961","-0.03740091621875763","-0.03740091621875763","-0.03740091621875763"
"23963","-0.0654611885547638","-0.0654611885547638","-0.0654611885547638"
"23969","-0.5912885069847107","-0.5912885069847107","-0.5912885069847107"
"23971","-0.17737503349781036","-0.17737503349781036","-0.17737503349781036"
"23973","-0.25543391704559326","-0.25543391704559326","-0.25543391704559326"
"23975","-0.20678816735744476","-0.20678816735744476","-0.20678816735744476"
"23979","0","0","0"
"23981","0","0","0"
"23987","-0.003733403515070677","-0.003733403515070677","-0.003733403515070677"
"23989","-0.32870280742645264","-0.32870280742645264","-0.32870280742645264"
"23991","-0.21977904438972473","-0.21977904438972473","-0.21977904438972473"
"23995","-0.3709425926208496","-0.3709425926208496","-0.3709425926208496"
"23997","-0.10728373378515244","-0.10728373378515244","-0.10728373378515244"
"23999","-0.014773305505514145","-0.014773305505514145","-0.014773305505514145"
"24005","-0.027350876480340958","-0.027350876480340958","-0.027350876480340958"
"24015","-0.2933175265789032","-0.2933175265789032","-0.2933175265789032"
"24023","-0.0756501629948616","-0.0756501629948616","-0.0756501629948616"
"24025","-0.08769625425338745","-0.08769625425338745","-0.08769625425338745"
"24027","-0.7106873989105225","-0.7106873989105225","-0.7106873989105225"
"24033","-0.10896062850952148","-0.10896062850952148","-0.10896062850952148"
"24035","-0.4404613971710205","-0.4404613971710205","-0.4404613971710205"
"24037","-0.27642083168029785","-0.27642083168029785","-0.27642083168029785"
"24041","-0.006481882184743881","-0.006481882184743881","-0.006481882184743881"
"24043","-0.022035444155335426","-0.022035444155335426","-0.022035444155335426"
"24045","-0.06951629370450974","-0.06951629370450974","-0.06951629370450974"
"24047","-0.048970263451337814","-0.048970263451337814","-0.048970263451337814"
"24049","-0.3668300211429596","-0.3668300211429596","-0.3668300211429596"
"24051","-0.0019625851418823004","-0.0019625851418823004","-0.0019625851418823004"
"24053","0","0","0"
"24057","-0.2699553370475769","-0.2699553370475769","-0.2699553370475769"
"24061","-0.10633629560470581","-0.10633629560470581","-0.10633629560470581"
"24063","0","0","0"
"24069","0","0","0"
"24075","-0.49712660908699036","-0.49712660908699036","-0.49712660908699036"
"24079","-0.05056785047054291","-0.05056785047054291","-0.05056785047054291"
"24081","-0.35913604497909546","-0.35913604497909546","-0.35913604497909546"
"24083","-0.15617837011814117","-0.15617837011814117","-0.15617837011814117"
"24089","-0.1808548867702484","-0.1808548867702484","-0.1808548867702484"
"24093","-0.00830118078738451","-0.00830118078738451","-0.00830118078738451"
"24095","-0.24250203371047974","-0.24250203371047974","-0.24250203371047974"
"24097","-0.6067285537719727","-0.6067285537719727","-0.6067285537719727"
"24103","-0.26488378643989563","-0.26488378643989563","-0.26488378643989563"
"24107","-0.4541357159614563","-0.4541357159614563","-0.4541357159614563"
"24109","0","0","0"
"24111","-0.3515626788139343","-0.3515626788139343","-0.3515626788139343"
"24115","-0.3146442174911499","-0.3146442174911499","-0.3146442174911499"
"24121","-0.14352409541606903","-0.14352409541606903","-0.14352409541606903"
"24123","-0.22813904285430908","-0.22813904285430908","-0.22813904285430908"
"24125","-0.1040230467915535","-0.1040230467915535","-0.1040230467915535"
"24133","-0.0833250880241394","-0.0833250880241394","-0.0833250880241394"
"24139","-0.13811315596103668","-0.13811315596103668","-0.13811315596103668"
"24141","-0.1418433040380478","-0.1418433040380478","-0.1418433040380478"
"24143","-0.12644356489181519","-0.12644356489181519","-0.12644356489181519"
"24145","-0.07795984297990799","-0.07795984297990799","-0.07795984297990799"
"24149","0","0","0"
"24153","-0.3034023642539978","-0.3034023642539978","-0.3034023642539978"
"24155","-0.31872355937957764","-0.31872355937957764","-0.31872355937957764"
"24157","-0.17022575438022614","-0.17022575438022614","-0.17022575438022614"
"24159","-0.005336731672286987","-0.005336731672286987","-0.005336731672286987"
"24169","-0.20704080164432526","-0.20704080164432526","-0.20704080164432526"
"24173","-0.13426217436790466","-0.13426217436790466","-0.13426217436790466"
"24175","-0.0933787003159523","-0.0933787003159523","-0.0933787003159523"
"24183","-0.6288315057754517","-0.6288315057754517","-0.6288315057754517"
"24191","-0.141741544008255","-0.141741544008255","-0.141741544008255"
"24195","-1.2406620979309082","-1.2406620979309082","-1.2406620979309082"
"24201","0","0","0"
"24205","-0.7509890198707581","-0.7509890198707581","-0.7509890198707581"
"24209","-0.2704264223575592","-0.2704264223575592","-0.2704264223575592"
"24211","-0.4649551510810852","-0.4649551510810852","-0.4649551510810852"
"24213","-0.380268931388855","-0.380268931388855","-0.380268931388855"
"24217","-0.017438054084777832","-0.017438054084777832","-0.017438054084777832"
"24219","-0.49361175298690796","-0.49361175298690796","-0.49361175298690796"
"24221","-0.37388113141059875","-0.37388113141059875","-0.37388113141059875"
"24223","-0.11866658926010132","-0.11866658926010132","-0.11866658926010132"
"24229","0","0","0"
"24235","-0.2534964978694916","-0.2534964978694916","-0.2534964978694916"
"24237","-0.34147629141807556","-0.34147629141807556","-0.34147629141807556"
"24241","-0.05297432094812393","-0.05297432094812393","-0.05297432094812393"
"24243","-0.1746186465024948","-0.1746186465024948","-0.1746186465024948"
"24247","-0.19948840141296387","-0.19948840141296387","-0.19948840141296387"
"24249","-0.07737334072589874","-0.07737334072589874","-0.07737334072589874"
"24251","-0.12347736954689026","-0.12347736954689026","-0.12347736954689026"
"24261","-0.5018201470375061","-0.5018201470375061","-0.5018201470375061"
"24263","-0.2105908989906311","-0.2105908989906311","-0.2105908989906311"
"24265","-0.16746856272220612","-0.16746856272220612","-0.16746856272220612"
"24267","-0.10410907864570618","-0.10410907864570618","-0.10410907864570618"
"24273","-0.09541502594947815","-0.09541502594947815","-0.09541502594947815"
"24283","-0.18864014744758606","-0.18864014744758606","-0.18864014744758606"
"24287","-0.17096173763275146","-0.17096173763275146","-0.17096173763275146"
"24289","-0.14284567534923553","-0.14284567534923553","-0.14284567534923553"
"24291","-0.14198951423168182","-0.14198951423168182","-0.14198951423168182"
"24293","-0.10000423341989517","-0.10000423341989517","-0.10000423341989517"
"24303","-0.09282742440700531","-0.09282742440700531","-0.09282742440700531"
"24307","-0.13489827513694763","-0.13489827513694763","-0.13489827513694763"
"24309","-0.23889018595218658","-0.23889018595218658","-0.23889018595218658"
"24311","-0.17395155131816864","-0.17395155131816864","-0.17395155131816864"
"24313","-0.19541463255882263","-0.19541463255882263","-0.19541463255882263"
