"Step","still-disco-8 - global_step","still-disco-8 - global_step__MIN","still-disco-8 - global_step__MAX"
"28545","3489792","3489792","3489792"
"28546","3506176","3506176","3506176"
"28547","3506176","3506176","3506176"
"28548","3506176","3506176","3506176"
"28833","3506176","3506176","3506176"
"28834","3522560","3522560","3522560"
"28835","3522560","3522560","3522560"
"28836","3522560","3522560","3522560"
"28837","3522560","3522560","3522560"
"28838","3538944","3538944","3538944"
"28839","3538944","3538944","3538944"
"28840","3538944","3538944","3538944"
"28872","3538944","3538944","3538944"
"28873","3555328","3555328","3555328"
"28874","3555328","3555328","3555328"
"28875","3555328","3555328","3555328"
"29191","3555328","3555328","3555328"
"29192","3571712","3571712","3571712"
"29193","3571712","3571712","3571712"
"29194","3571712","3571712","3571712"
"29195","3571712","3571712","3571712"
"29196","3588096","3588096","3588096"
"29197","3588096","3588096","3588096"
"29198","3588096","3588096","3588096"
"29493","3588096","3588096","3588096"
"29494","3604480","3604480","3604480"
"29495","3604480","3604480","3604480"
"29496","3604480","3604480","3604480"
"29497","3604480","3604480","3604480"
"29498","3620864","3620864","3620864"
"29499","3620864","3620864","3620864"
"29500","3620864","3620864","3620864"
"29522","3620864","3620864","3620864"
"29523","3637248","3637248","3637248"
"29524","3637248","3637248","3637248"
"29525","3637248","3637248","3637248"
"29844","3637248","3637248","3637248"
"29845","3653632","3653632","3653632"
"29846","3653632","3653632","3653632"
"29847","3653632","3653632","3653632"
"29848","3653632","3653632","3653632"
"29849","3670016","3670016","3670016"
"29850","3670016","3670016","3670016"
"29851","3670016","3670016","3670016"
"30156","3670016","3670016","3670016"
"30157","3686400","3686400","3686400"
"30158","3686400","3686400","3686400"
"30159","3686400","3686400","3686400"
"30160","3686400","3686400","3686400"
"30161","3702784","3702784","3702784"
"30162","3702784","3702784","3702784"
"30163","3702784","3702784","3702784"
"30175","3702784","3702784","3702784"
"30176","3719168","3719168","3719168"
"30177","3719168","3719168","3719168"
"30178","3719168","3719168","3719168"
"30490","3719168","3719168","3719168"
"30491","3735552","3735552","3735552"
"30492","3735552","3735552","3735552"
"30493","3735552","3735552","3735552"
"30494","3735552","3735552","3735552"
"30495","3751936","3751936","3751936"
"30496","3751936","3751936","3751936"
"30497","3751936","3751936","3751936"
"30808","3751936","3751936","3751936"
"30809","3768320","3768320","3768320"
"30810","3768320","3768320","3768320"
"30811","3768320","3768320","3768320"
"30812","3768320","3768320","3768320"
"30813","3784704","3784704","3784704"
"30814","3784704","3784704","3784704"
"30815","3784704","3784704","3784704"
"31080","3784704","3784704","3784704"
"31081","3801088","3801088","3801088"
"31082","3801088","3801088","3801088"
"31083","3801088","3801088","3801088"
"31084","3801088","3801088","3801088"
"31085","3817472","3817472","3817472"
"31086","3817472","3817472","3817472"
"31087","3817472","3817472","3817472"
"31138","3817472","3817472","3817472"
"31139","3833856","3833856","3833856"
"31140","3833856","3833856","3833856"
"31141","3833856","3833856","3833856"
"31457","3833856","3833856","3833856"
"31458","3850240","3850240","3850240"
"31459","3850240","3850240","3850240"
"31460","3850240","3850240","3850240"
"31461","3850240","3850240","3850240"
"31462","3866624","3866624","3866624"
"31463","3866624","3866624","3866624"
"31464","3866624","3866624","3866624"
"31744","3866624","3866624","3866624"
"31745","3883008","3883008","3883008"
"31746","3883008","3883008","3883008"
"31747","3883008","3883008","3883008"
"31748","3883008","3883008","3883008"
"31749","3899392","3899392","3899392"
"31750","3899392","3899392","3899392"
"31751","3899392","3899392","3899392"
"31792","3899392","3899392","3899392"
"31793","3915776","3915776","3915776"
"31794","3915776","3915776","3915776"
"31795","3915776","3915776","3915776"
"32109","3915776","3915776","3915776"
"32110","3932160","3932160","3932160"
"32111","3932160","3932160","3932160"
"32112","3932160","3932160","3932160"
"32113","3932160","3932160","3932160"
"32114","3948544","3948544","3948544"
"32115","3948544","3948544","3948544"
"32116","3948544","3948544","3948544"
"32405","3948544","3948544","3948544"
"32406","3964928","3964928","3964928"
"32407","3964928","3964928","3964928"
"32408","3964928","3964928","3964928"
"32409","3964928","3964928","3964928"
"32410","3981312","3981312","3981312"
"32411","3981312","3981312","3981312"
"32412","3981312","3981312","3981312"
"32440","3981312","3981312","3981312"
"32441","3997696","3997696","3997696"
"32442","3997696","3997696","3997696"
"32443","3997696","3997696","3997696"
"32757","3997696","3997696","3997696"
"32758","4014080","4014080","4014080"
"32759","4014080","4014080","4014080"
"32760","4014080","4014080","4014080"
"32761","4014080","4014080","4014080"
"32762","4030464","4030464","4030464"
"32763","4030464","4030464","4030464"
"32764","4030464","4030464","4030464"
"33065","4030464","4030464","4030464"
"33066","4046848","4046848","4046848"
"33067","4046848","4046848","4046848"
"33068","4046848","4046848","4046848"
"33069","4046848","4046848","4046848"
"33070","4063232","4063232","4063232"
"33071","4063232","4063232","4063232"
"33072","4063232","4063232","4063232"
"33084","4063232","4063232","4063232"
"33085","4079616","4079616","4079616"
"33086","4079616","4079616","4079616"
"33087","4079616","4079616","4079616"
"33403","4079616","4079616","4079616"
"33404","4096000","4096000","4096000"
"33405","4096000","4096000","4096000"
"33406","4096000","4096000","4096000"
"33407","4096000","4096000","4096000"
"33408","4112384","4112384","4112384"
"33409","4112384","4112384","4112384"
"33410","4112384","4112384","4112384"
"33728","4112384","4112384","4112384"
"33729","4128768","4128768","4128768"
"33730","4128768","4128768","4128768"
"33731","4128768","4128768","4128768"
"33732","4128768","4128768","4128768"
"33733","4145152","4145152","4145152"
"33734","4145152","4145152","4145152"
"33735","4145152","4145152","4145152"
"33739","4145152","4145152","4145152"
"33740","4161536","4161536","4161536"
"33741","4161536","4161536","4161536"
"33742","4161536","4161536","4161536"
"34057","4161536","4161536","4161536"
"34058","4177920","4177920","4177920"
"34059","4177920","4177920","4177920"
"34060","4177920","4177920","4177920"
"34061","4177920","4177920","4177920"
"34062","4194304","4194304","4194304"
"34063","4194304","4194304","4194304"
"34064","4194304","4194304","4194304"
"34380","4194304","4194304","4194304"
"34381","4210688","4210688","4210688"
"34382","4210688","4210688","4210688"
"34383","4210688","4210688","4210688"
"34384","4210688","4210688","4210688"
"34385","4227072","4227072","4227072"
"34386","4227072","4227072","4227072"
"34387","4227072","4227072","4227072"
"34652","4227072","4227072","4227072"
"34653","4243456","4243456","4243456"
"34654","4243456","4243456","4243456"
"34655","4243456","4243456","4243456"
"34656","4243456","4243456","4243456"
"34657","4259840","4259840","4259840"
"34658","4259840","4259840","4259840"
"34659","4259840","4259840","4259840"
"34710","4259840","4259840","4259840"
"34711","4276224","4276224","4276224"
"34712","4276224","4276224","4276224"
"34713","4276224","4276224","4276224"
"35023","4276224","4276224","4276224"
"35024","4292608","4292608","4292608"
"35025","4292608","4292608","4292608"
"35026","4292608","4292608","4292608"
"35027","4292608","4292608","4292608"
"35028","4308992","4308992","4308992"
"35029","4308992","4308992","4308992"
"35030","4308992","4308992","4308992"
"35315","4308992","4308992","4308992"
"35316","4325376","4325376","4325376"
"35317","4325376","4325376","4325376"
"35318","4325376","4325376","4325376"
"35319","4325376","4325376","4325376"
"35320","4341760","4341760","4341760"
"35321","4341760","4341760","4341760"
"35322","4341760","4341760","4341760"
"35352","4341760","4341760","4341760"
"35353","4358144","4358144","4358144"
"35354","4358144","4358144","4358144"
"35355","4358144","4358144","4358144"
"35664","4358144","4358144","4358144"
"35665","4374528","4374528","4374528"
"35666","4374528","4374528","4374528"
"35667","4374528","4374528","4374528"
"35668","4374528","4374528","4374528"
"35669","4390912","4390912","4390912"
"35670","4390912","4390912","4390912"
"35671","4390912","4390912","4390912"
"35978","4390912","4390912","4390912"
"35979","4407296","4407296","4407296"
"35980","4407296","4407296","4407296"
"35981","4407296","4407296","4407296"
"35982","4407296","4407296","4407296"
"35983","4423680","4423680","4423680"
"35984","4423680","4423680","4423680"
"35985","4423680","4423680","4423680"
"35993","4423680","4423680","4423680"
"35994","4440064","4440064","4440064"
"35995","4440064","4440064","4440064"
"35996","4440064","4440064","4440064"
"36311","4440064","4440064","4440064"
"36312","4456448","4456448","4456448"
"36313","4456448","4456448","4456448"
"36314","4456448","4456448","4456448"
"36315","4456448","4456448","4456448"
"36316","4472832","4472832","4472832"
"36317","4472832","4472832","4472832"
"36318","4472832","4472832","4472832"
"36634","4472832","4472832","4472832"
"36635","4489216","4489216","4489216"
"36636","4489216","4489216","4489216"
"36637","4489216","4489216","4489216"
"36638","4489216","4489216","4489216"
"36639","4505600","4505600","4505600"
"36640","4505600","4505600","4505600"
"36641","4505600","4505600","4505600"
"36900","4505600","4505600","4505600"
"36901","4521984","4521984","4521984"
"36902","4521984","4521984","4521984"
"36903","4521984","4521984","4521984"
"36904","4521984","4521984","4521984"
"36905","4538368","4538368","4538368"
"36906","4538368","4538368","4538368"
"36907","4538368","4538368","4538368"
"36968","4538368","4538368","4538368"
"36969","4554752","4554752","4554752"
"36970","4554752","4554752","4554752"
"36971","4554752","4554752","4554752"
"37285","4554752","4554752","4554752"
"37286","4571136","4571136","4571136"
"37287","4571136","4571136","4571136"
"37288","4571136","4571136","4571136"
"37289","4571136","4571136","4571136"
"37290","4587520","4587520","4587520"
"37291","4587520","4587520","4587520"
"37292","4587520","4587520","4587520"
"37563","4587520","4587520","4587520"
"37564","4603904","4603904","4603904"
"37565","4603904","4603904","4603904"
"37566","4603904","4603904","4603904"
"37567","4603904","4603904","4603904"
"37568","4620288","4620288","4620288"
"37569","4620288","4620288","4620288"
"37570","4620288","4620288","4620288"
"37616","4620288","4620288","4620288"
"37617","4636672","4636672","4636672"
"37618","4636672","4636672","4636672"
"37619","4636672","4636672","4636672"
"37841","4636672","4636672","4636672"
"37842","4653056","4653056","4653056"
"37843","4653056","4653056","4653056"
"37844","4653056","4653056","4653056"
"37845","4653056","4653056","4653056"
"37846","4669440","4669440","4669440"
"37847","4669440","4669440","4669440"
"37848","4669440","4669440","4669440"
"37849","4669440","4669440","4669440"
