"Step","still-disco-8 - step_crash","still-disco-8 - step_crash__MIN","still-disco-8 - step_crash__MAX"
"28954","1","1","1"
"28958","0","0","0"
"28960","0","0","0"
"28964","0","0","0"
"28972","0","0","0"
"28974","0","0","0"
"28978","0","0","0"
"28980","0","0","0"
"28982","0","0","0"
"28984","0","0","0"
"28990","1","1","1"
"28992","0","0","0"
"28996","0","0","0"
"28998","1","1","1"
"29008","0","0","0"
"29012","0","0","0"
"29016","0","0","0"
"29022","0","0","0"
"29024","0","0","0"
"29026","0","0","0"
"29028","0","0","0"
"29030","0","0","0"
"29032","0","0","0"
"29038","0","0","0"
"29044","0","0","0"
"29046","0","0","0"
"29050","0","0","0"
"29054","0","0","0"
"29056","0","0","0"
"29060","0","0","0"
"29062","0","0","0"
"29066","0","0","0"
"29072","0","0","0"
"29074","0","0","0"
"29076","0","0","0"
"29080","0","0","0"
"29082","0","0","0"
"29084","0","0","0"
"29092","0","0","0"
"29106","0","0","0"
"29108","0","0","0"
"29112","0","0","0"
"29114","0","0","0"
"29120","0","0","0"
"29124","0","0","0"
"29128","0","0","0"
"29134","0","0","0"
"29136","0","0","0"
"29138","0","0","0"
"29140","0","0","0"
"29142","0","0","0"
"29144","0","0","0"
"29148","0","0","0"
"29150","0","0","0"
"29152","0","0","0"
"29158","0","0","0"
"29170","0","0","0"
"29178","0","0","0"
"29182","0","0","0"
"29184","0","0","0"
"29190","0","0","0"
"29206","0","0","0"
"29208","0","0","0"
"29212","0","0","0"
"29216","0","0","0"
"29218","0","0","0"
"29220","0","0","0"
"29222","0","0","0"
"29228","0","0","0"
"29230","0","0","0"
"29234","0","0","0"
"29236","0","0","0"
"29242","0","0","0"
"29244","0","0","0"
"29246","0","0","0"
"29252","0","0","0"
"29256","0","0","0"
"29266","0","0","0"
"29268","1","1","1"
"29270","0","0","0"
"29272","0","0","0"
"29274","0","0","0"
"29278","1","1","1"
"29280","0","0","0"
"29282","0","0","0"
"29286","0","0","0"
"29292","0","0","0"
"29296","0","0","0"
"29304","0","0","0"
"29310","0","0","0"
"29326","0","0","0"
"29336","0","0","0"
"29338","0","0","0"
"29342","0","0","0"
"29344","0","0","0"
"29348","0","0","0"
"29350","0","0","0"
"29360","0","0","0"
"29362","0","0","0"
"29366","0","0","0"
"29368","0","0","0"
"29372","0","0","0"
"29374","0","0","0"
"29376","0","0","0"
"29378","0","0","0"
"29382","0","0","0"
"29384","0","0","0"
"29386","1","1","1"
"29388","0","0","0"
"29390","0","0","0"
"29392","0","0","0"
"29396","0","0","0"
"29398","0","0","0"
"29402","0","0","0"
"29408","0","0","0"
"29412","0","0","0"
"29418","0","0","0"
"29426","0","0","0"
"29428","0","0","0"
"29430","0","0","0"
"29432","0","0","0"
"29434","0","0","0"
"29444","0","0","0"
"29448","0","0","0"
"29452","0","0","0"
"29454","0","0","0"
"29456","1","1","1"
"29458","0","0","0"
"29460","0","0","0"
"29462","0","0","0"
"29466","0","0","0"
"29468","0","0","0"
"29470","0","0","0"
"29472","1","1","1"
"29476","0","0","0"
"29482","0","0","0"
"29484","0","0","0"
"29486","0","0","0"
"29490","1","1","1"
"29492","0","0","0"
"29502","1","1","1"
"29506","0","0","0"
"29510","0","0","0"
"29512","0","0","0"
"29514","0","0","0"
"29516","0","0","0"
"29526","0","0","0"
"29532","0","0","0"
"29534","0","0","0"
"29542","0","0","0"
"29548","0","0","0"
"29556","0","0","0"
"29568","0","0","0"
"29572","0","0","0"
"29580","0","0","0"
"29582","0","0","0"
"29588","0","0","0"
"29592","0","0","0"
"29598","0","0","0"
"29600","0","0","0"
"29606","0","0","0"
"29608","0","0","0"
"29610","0","0","0"
"29616","0","0","0"
"29620","0","0","0"
"29630","0","0","0"
"29632","0","0","0"
"29638","0","0","0"
"29644","0","0","0"
"29648","0","0","0"
"29652","0","0","0"
"29654","0","0","0"
"29656","0","0","0"
"29660","0","0","0"
"29664","0","0","0"
"29670","0","0","0"
"29672","0","0","0"
"29674","0","0","0"
"29676","0","0","0"
"29684","0","0","0"
"29686","0","0","0"
"29688","0","0","0"
"29690","0","0","0"
"29692","0","0","0"
"29698","0","0","0"
"29702","0","0","0"
"29704","0","0","0"
"29706","0","0","0"
"29710","0","0","0"
"29712","0","0","0"
"29718","0","0","0"
"29720","0","0","0"
"29722","1","1","1"
"29724","0","0","0"
"29726","0","0","0"
"29730","0","0","0"
"29732","0","0","0"
"29744","0","0","0"
"29748","0","0","0"
"29750","0","0","0"
"29752","0","0","0"
"29756","0","0","0"
"29758","0","0","0"
"29760","0","0","0"
"29766","0","0","0"
"29772","0","0","0"
"29776","0","0","0"
"29778","0","0","0"
"29782","0","0","0"
"29790","0","0","0"
"29792","0","0","0"
"29796","0","0","0"
"29798","0","0","0"
"29800","0","0","0"
"29802","0","0","0"
"29806","0","0","0"
"29812","0","0","0"
"29814","0","0","0"
"29818","0","0","0"
"29820","0","0","0"
"29822","0","0","0"
"29824","0","0","0"
"29826","0","0","0"
"29830","0","0","0"
"29832","0","0","0"
"29834","1","1","1"
"29836","0","0","0"
"29840","0","0","0"
"29852","0","0","0"
"29854","0","0","0"
"29856","0","0","0"
"29858","0","0","0"
"29862","0","0","0"
"29864","0","0","0"
"29868","0","0","0"
"29872","0","0","0"
"29886","0","0","0"
"29888","0","0","0"
"29894","0","0","0"
"29896","0","0","0"
"29898","0","0","0"
"29900","0","0","0"
"29910","0","0","0"
"29914","0","0","0"
"29916","1","1","1"
"29920","0","0","0"
"29924","0","0","0"
"29926","0","0","0"
"29930","0","0","0"
"29934","0","0","0"
"29936","0","0","0"
"29940","0","0","0"
"29950","0","0","0"
"29952","0","0","0"
"29956","0","0","0"
"29968","0","0","0"
"29970","0","0","0"
"29972","0","0","0"
"29974","0","0","0"
"29976","0","0","0"
"29978","0","0","0"
"29980","0","0","0"
"29996","0","0","0"
"29998","0","0","0"
"30000","0","0","0"
"30004","0","0","0"
"30006","0","0","0"
"30012","0","0","0"
"30014","0","0","0"
"30018","0","0","0"
"30020","0","0","0"
"30024","0","0","0"
"30026","0","0","0"
"30030","1","1","1"
"30036","0","0","0"
"30038","0","0","0"
"30042","0","0","0"
"30046","0","0","0"
"30050","1","1","1"
"30054","0","0","0"
"30056","0","0","0"
"30062","0","0","0"
"30070","1","1","1"
"30074","0","0","0"
"30076","0","0","0"
"30082","0","0","0"
"30084","0","0","0"
"30088","0","0","0"
"30090","0","0","0"
"30092","0","0","0"
"30094","0","0","0"
"30096","0","0","0"
"30098","0","0","0"
"30102","0","0","0"
"30104","0","0","0"
"30108","0","0","0"
"30112","0","0","0"
"30118","0","0","0"
"30122","0","0","0"
"30126","0","0","0"
"30130","0","0","0"
"30136","0","0","0"
"30138","0","0","0"
"30144","0","0","0"
"30150","0","0","0"
"30154","0","0","0"
"30164","1","1","1"
"30166","0","0","0"
"30168","0","0","0"
"30170","0","0","0"
"30172","0","0","0"
"30174","0","0","0"
"30194","0","0","0"
"30204","0","0","0"
"30206","0","0","0"
"30210","0","0","0"
"30212","0","0","0"
"30214","0","0","0"
"30216","0","0","0"
"30218","0","0","0"
"30222","0","0","0"
"30226","0","0","0"
"30228","0","0","0"
"30230","0","0","0"
"30232","0","0","0"
"30234","0","0","0"
"30236","0","0","0"
"30240","0","0","0"
"30242","0","0","0"
"30246","0","0","0"
"30248","0","0","0"
"30252","0","0","0"
"30254","0","0","0"
"30256","0","0","0"
"30260","0","0","0"
"30264","0","0","0"
"30268","0","0","0"
"30272","0","0","0"
"30274","0","0","0"
"30278","0","0","0"
"30280","0","0","0"
"30290","0","0","0"
"30294","0","0","0"
"30296","0","0","0"
"30298","0","0","0"
"30300","0","0","0"
"30306","0","0","0"
"30308","0","0","0"
"30310","0","0","0"
"30312","0","0","0"
"30316","0","0","0"
"30318","1","1","1"
"30324","0","0","0"
"30328","0","0","0"
"30334","1","1","1"
"30336","1","1","1"
"30338","0","0","0"
"30340","0","0","0"
"30342","0","0","0"
"30350","0","0","0"
"30352","0","0","0"
"30354","0","0","0"
"30358","0","0","0"
"30360","0","0","0"
"30364","0","0","0"
"30366","0","0","0"
"30370","0","0","0"
"30372","0","0","0"
"30374","0","0","0"
"30380","0","0","0"
"30386","0","0","0"
"30390","0","0","0"
"30396","0","0","0"
"30398","0","0","0"
"30400","0","0","0"
"30406","0","0","0"
"30410","0","0","0"
"30412","0","0","0"
"30416","0","0","0"
"30422","0","0","0"
"30426","0","0","0"
"30428","0","0","0"
"30430","0","0","0"
"30432","0","0","0"
"30434","0","0","0"
"30444","1","1","1"
"30446","0","0","0"
"30448","0","0","0"
"30450","0","0","0"
"30454","0","0","0"
"30458","0","0","0"
"30460","0","0","0"
"30462","0","0","0"
"30466","0","0","0"
"30468","0","0","0"
"30470","0","0","0"
"30472","0","0","0"
"30476","0","0","0"
"30484","0","0","0"
"30486","0","0","0"
"30498","0","0","0"
"30500","0","0","0"
"30508","0","0","0"
"30522","0","0","0"
"30524","0","0","0"
"30528","0","0","0"
"30532","0","0","0"
"30536","0","0","0"
"30540","0","0","0"
"30542","0","0","0"
"30544","0","0","0"
"30546","0","0","0"
"30548","0","0","0"
"30550","0","0","0"
"30554","0","0","0"
"30556","0","0","0"
"30558","0","0","0"
"30560","0","0","0"
"30564","0","0","0"
"30570","0","0","0"
"30572","0","0","0"
"30580","0","0","0"
"30584","0","0","0"
"30592","0","0","0"
"30596","0","0","0"
"30598","0","0","0"
"30602","0","0","0"
"30606","2","2","2"
"30608","0","0","0"
"30612","0","0","0"
"30620","1","1","1"
"30622","0","0","0"
"30624","0","0","0"
"30626","0","0","0"
"30630","0","0","0"
"30632","0","0","0"
"30636","0","0","0"
"30638","0","0","0"
"30642","0","0","0"
"30648","0","0","0"
"30650","0","0","0"
"30654","0","0","0"
"30656","0","0","0"
"30658","0","0","0"
"30666","0","0","0"
"30668","0","0","0"
"30670","0","0","0"
"30674","0","0","0"
"30676","0","0","0"
"30678","0","0","0"
"30682","0","0","0"
"30684","0","0","0"
"30686","0","0","0"
"30690","0","0","0"
"30692","0","0","0"
"30700","0","0","0"
"30702","0","0","0"
"30704","0","0","0"
"30706","1","1","1"
"30708","0","0","0"
"30710","0","0","0"
"30722","0","0","0"
"30724","0","0","0"
"30732","0","0","0"
"30734","0","0","0"
"30738","0","0","0"
"30740","0","0","0"
"30742","1","1","1"
"30746","0","0","0"
"30750","0","0","0"
"30752","0","0","0"
"30760","1","1","1"
"30762","0","0","0"
"30766","0","0","0"
"30768","0","0","0"
"30770","0","0","0"
"30774","0","0","0"
"30778","0","0","0"
"30784","0","0","0"
"30788","0","0","0"
"30790","1","1","1"
"30792","0","0","0"
"30794","0","0","0"
"30798","0","0","0"
"30802","0","0","0"
"30806","0","0","0"
"30816","0","0","0"
"30818","0","0","0"
"30820","0","0","0"
"30822","0","0","0"
"30828","0","0","0"
"30830","0","0","0"
"30832","0","0","0"
"30836","0","0","0"
"30838","0","0","0"
"30846","0","0","0"
"30848","0","0","0"
"30852","1","1","1"
"30854","0","0","0"
"30856","0","0","0"
"30858","0","0","0"
"30860","0","0","0"
"30862","0","0","0"
"30864","0","0","0"
"30866","0","0","0"
"30868","0","0","0"
"30870","0","0","0"
"30876","0","0","0"
"30880","0","0","0"
"30884","0","0","0"
"30886","0","0","0"
"30888","0","0","0"
"30890","0","0","0"
"30896","0","0","0"
"30900","0","0","0"
"30902","0","0","0"
"30908","0","0","0"
"30910","0","0","0"
"30912","0","0","0"
"30916","0","0","0"
"30922","1","1","1"
"30924","0","0","0"
"30928","0","0","0"
"30930","0","0","0"
"30934","0","0","0"
"30936","0","0","0"
"30938","0","0","0"
"30940","0","0","0"
"30942","0","0","0"
"30952","1","1","1"
"30956","0","0","0"
"30960","0","0","0"
"30962","0","0","0"
"30964","0","0","0"
"30968","0","0","0"
"30970","0","0","0"
"30972","0","0","0"
"30974","0","0","0"
"30976","0","0","0"
"30982","0","0","0"
"30984","0","0","0"
"30988","1","1","1"
"30990","0","0","0"
"31000","0","0","0"
"31004","0","0","0"
"31006","0","0","0"
"31008","0","0","0"
"31012","0","0","0"
"31018","1","1","1"
"31020","1","1","1"
"31022","0","0","0"
"31026","0","0","0"
"31034","0","0","0"
"31038","0","0","0"
"31040","0","0","0"
"31044","0","0","0"
"31046","0","0","0"
"31048","0","0","0"
"31050","1","1","1"
"31054","0","0","0"
"31056","0","0","0"
"31066","0","0","0"
"31070","0","0","0"
"31072","0","0","0"
"31074","0","0","0"
"31076","0","0","0"
"31078","0","0","0"
"31094","0","0","0"
"31098","0","0","0"
"31102","0","0","0"
"31106","0","0","0"
"31112","0","0","0"
"31114","0","0","0"
"31116","0","0","0"
"31120","0","0","0"
"31122","0","0","0"
"31126","0","0","0"
"31130","0","0","0"
"31142","0","0","0"
"31148","0","0","0"
"31150","0","0","0"
"31152","1","1","1"
"31158","0","0","0"
"31168","0","0","0"
"31170","0","0","0"
"31176","0","0","0"
"31180","0","0","0"
"31184","0","0","0"
"31196","0","0","0"
"31210","0","0","0"
"31212","0","0","0"
"31214","0","0","0"
"31218","0","0","0"
"31220","0","0","0"
"31224","0","0","0"
"31226","0","0","0"
"31236","0","0","0"
"31238","1","1","1"
"31240","0","0","0"
"31242","0","0","0"
"31244","0","0","0"
"31246","0","0","0"
"31248","0","0","0"
"31250","0","0","0"
"31254","1","1","1"
"31256","1","1","1"
"31258","0","0","0"
"31262","0","0","0"
"31266","1","1","1"
"31268","0","0","0"
"31270","0","0","0"
"31272","0","0","0"
"31276","0","0","0"
"31288","0","0","0"
"31290","0","0","0"
"31298","0","0","0"
"31300","0","0","0"
"31304","0","0","0"
"31306","0","0","0"
"31308","0","0","0"
"31310","1","1","1"
"31314","0","0","0"
"31316","0","0","0"
"31318","0","0","0"
"31322","0","0","0"
"31326","0","0","0"
"31338","0","0","0"
"31340","0","0","0"
"31344","0","0","0"
"31352","0","0","0"
"31354","0","0","0"
"31366","0","0","0"
"31368","0","0","0"
"31376","0","0","0"
"31378","1","1","1"
"31380","0","0","0"
"31382","0","0","0"
"31384","0","0","0"
"31388","0","0","0"
"31390","1","1","1"
"31392","0","0","0"
"31398","0","0","0"
"31402","0","0","0"
"31408","0","0","0"
"31416","0","0","0"
"31418","0","0","0"
"31420","0","0","0"
"31422","0","0","0"
"31428","0","0","0"
"31432","0","0","0"
"31438","0","0","0"
"31440","0","0","0"
"31442","0","0","0"
"31446","0","0","0"
"31450","0","0","0"
"31452","0","0","0"
"31454","0","0","0"
"31468","0","0","0"
"31472","0","0","0"
"31478","1","1","1"
"31482","0","0","0"
"31486","0","0","0"
"31488","0","0","0"
"31494","0","0","0"
"31500","0","0","0"
"31508","1","1","1"
"31510","0","0","0"
"31512","0","0","0"
"31516","0","0","0"
"31518","0","0","0"
"31524","0","0","0"
"31528","0","0","0"
"31534","0","0","0"
"31540","0","0","0"
"31544","0","0","0"
"31546","0","0","0"
"31548","0","0","0"
"31552","0","0","0"
"31554","0","0","0"
"31556","0","0","0"
"31560","0","0","0"
"31562","0","0","0"
"31566","0","0","0"
"31570","0","0","0"
"31580","0","0","0"
"31584","1","1","1"
"31590","0","0","0"
"31600","0","0","0"
"31602","0","0","0"
"31608","0","0","0"
"31610","0","0","0"
"31622","0","0","0"
"31628","0","0","0"
"31630","0","0","0"
"31640","0","0","0"
"31644","0","0","0"
"31646","0","0","0"
"31648","0","0","0"
"31650","0","0","0"
"31652","0","0","0"
"31658","0","0","0"
"31662","0","0","0"
"31666","0","0","0"
"31670","1","1","1"
"31672","0","0","0"
"31674","0","0","0"
"31678","1","1","1"
"31684","0","0","0"
"31686","0","0","0"
"31688","0","0","0"
"31690","0","0","0"
"31694","0","0","0"
"31698","0","0","0"
"31700","0","0","0"
"31704","0","0","0"
"31706","0","0","0"
"31708","0","0","0"
"31712","0","0","0"
"31716","0","0","0"
"31718","0","0","0"
"31720","0","0","0"
"31722","0","0","0"
"31726","0","0","0"
"31728","0","0","0"
"31730","0","0","0"
"31734","0","0","0"
"31736","0","0","0"
"31754","0","0","0"
"31756","0","0","0"
"31758","0","0","0"
"31760","0","0","0"
"31762","0","0","0"
"31764","0","0","0"
"31770","0","0","0"
"31772","0","0","0"
"31774","0","0","0"
"31776","0","0","0"
"31778","0","0","0"
"31786","0","0","0"
"31798","0","0","0"
"31800","1","1","1"
"31802","0","0","0"
"31804","0","0","0"
"31808","0","0","0"
"31814","0","0","0"
"31816","0","0","0"
"31820","0","0","0"
"31822","0","0","0"
"31824","0","0","0"
"31826","0","0","0"
"31830","0","0","0"
"31834","0","0","0"
"31838","0","0","0"
"31840","0","0","0"
"31844","0","0","0"
"31848","0","0","0"
"31850","0","0","0"
"31854","0","0","0"
"31864","0","0","0"
"31866","0","0","0"
"31872","0","0","0"
"31874","0","0","0"
"31876","0","0","0"
"31878","0","0","0"
"31882","0","0","0"
"31884","0","0","0"
"31886","0","0","0"
"31888","0","0","0"
"31892","0","0","0"
"31894","0","0","0"
"31898","0","0","0"
"31900","0","0","0"
"31902","0","0","0"
"31914","0","0","0"
"31918","0","0","0"
"31922","0","0","0"
"31924","0","0","0"
"31926","0","0","0"
"31930","0","0","0"
"31932","1","1","1"
"31934","0","0","0"
"31938","0","0","0"
"31940","0","0","0"
"31942","0","0","0"
"31944","0","0","0"
"31948","0","0","0"
"31950","0","0","0"
"31954","0","0","0"
"31962","0","0","0"
"31966","1","1","1"
"31968","0","0","0"
"31970","0","0","0"
"31972","0","0","0"
"31974","0","0","0"
"31976","0","0","0"
"31978","0","0","0"
"31984","0","0","0"
"31992","0","0","0"
"31994","0","0","0"
"31998","0","0","0"
"32000","1","1","1"
"32002","0","0","0"
"32004","0","0","0"
"32006","0","0","0"
"32008","0","0","0"
"32010","0","0","0"
"32012","0","0","0"
"32026","0","0","0"
"32028","0","0","0"
"32030","0","0","0"
"32032","0","0","0"
"32034","0","0","0"
"32036","0","0","0"
"32038","1","1","1"
"32040","0","0","0"
"32046","0","0","0"
"32052","0","0","0"
"32062","0","0","0"
"32064","0","0","0"
"32076","0","0","0"
"32078","0","0","0"
"32084","0","0","0"
"32088","0","0","0"
"32090","0","0","0"
"32092","0","0","0"
"32096","0","0","0"
"32100","0","0","0"
"32106","0","0","0"
"32108","0","0","0"
"32118","0","0","0"
"32122","0","0","0"
"32126","0","0","0"
"32130","0","0","0"
"32134","0","0","0"
"32140","0","0","0"
"32146","0","0","0"
"32150","0","0","0"
"32158","0","0","0"
"32160","0","0","0"
"32162","0","0","0"
"32164","0","0","0"
"32166","0","0","0"
"32170","0","0","0"
"32172","0","0","0"
"32176","0","0","0"
"32178","0","0","0"
"32180","0","0","0"
"32184","0","0","0"
"32186","0","0","0"
"32190","0","0","0"
"32192","0","0","0"
"32194","0","0","0"
"32196","0","0","0"
"32198","0","0","0"
"32200","0","0","0"
"32202","0","0","0"
"32204","0","0","0"
"32210","1","1","1"
"32214","0","0","0"
"32218","0","0","0"
"32220","0","0","0"
"32224","0","0","0"
"32226","1","1","1"
"32230","0","0","0"
"32232","0","0","0"
"32240","0","0","0"
"32242","0","0","0"
"32246","0","0","0"
"32248","2","2","2"
"32252","0","0","0"
"32256","0","0","0"
"32258","0","0","0"
"32260","0","0","0"
"32264","0","0","0"
"32274","0","0","0"
"32276","0","0","0"
"32278","0","0","0"
"32282","0","0","0"
"32284","0","0","0"
"32288","0","0","0"
"32290","0","0","0"
"32294","0","0","0"
"32298","0","0","0"
"32300","0","0","0"
"32306","0","0","0"
"32308","0","0","0"
"32312","0","0","0"
"32320","0","0","0"
"32326","0","0","0"
"32328","0","0","0"
"32332","0","0","0"
"32334","0","0","0"
"32336","0","0","0"
"32338","0","0","0"
"32340","0","0","0"
"32344","0","0","0"
"32346","0","0","0"
"32348","0","0","0"
"32354","0","0","0"
"32356","0","0","0"
"32358","0","0","0"
"32370","0","0","0"
"32372","0","0","0"
"32378","0","0","0"
"32380","0","0","0"
"32382","1","1","1"
"32386","0","0","0"
"32388","0","0","0"
"32390","0","0","0"
"32404","0","0","0"
"32414","0","0","0"
"32420","0","0","0"
"32424","0","0","0"
"32426","1","1","1"
"32428","0","0","0"
"32436","0","0","0"
"32444","0","0","0"
"32452","1","1","1"
"32454","0","0","0"
"32458","0","0","0"
"32460","0","0","0"
"32462","0","0","0"
"32466","0","0","0"
"32470","0","0","0"
"32472","0","0","0"
"32474","0","0","0"
"32476","0","0","0"
"32480","0","0","0"
"32486","0","0","0"
"32488","0","0","0"
"32490","0","0","0"
"32496","0","0","0"
"32498","0","0","0"
"32506","0","0","0"
"32508","0","0","0"
"32510","0","0","0"
"32512","0","0","0"
"32514","0","0","0"
"32518","0","0","0"
"32520","0","0","0"
"32522","0","0","0"
"32524","0","0","0"
"32526","0","0","0"
"32528","0","0","0"
"32530","0","0","0"
"32540","0","0","0"
"32542","0","0","0"
"32544","0","0","0"
"32548","0","0","0"
"32550","0","0","0"
"32552","0","0","0"
"32558","0","0","0"
"32562","0","0","0"
"32566","0","0","0"
"32572","0","0","0"
"32574","0","0","0"
"32578","0","0","0"
"32580","0","0","0"
"32590","1","1","1"
"32592","0","0","0"
"32594","0","0","0"
"32596","0","0","0"
"32598","0","0","0"
"32602","0","0","0"
"32604","0","0","0"
"32606","0","0","0"
"32614","0","0","0"
"32616","0","0","0"
"32618","0","0","0"
"32620","0","0","0"
"32628","1","1","1"
"32630","0","0","0"
"32632","0","0","0"
"32634","0","0","0"
"32640","0","0","0"
"32642","0","0","0"
"32646","0","0","0"
"32648","0","0","0"
"32652","0","0","0"
"32656","0","0","0"
"32662","0","0","0"
"32666","0","0","0"
"32668","0","0","0"
"32672","0","0","0"
"32674","0","0","0"
"32678","0","0","0"
"32682","0","0","0"
"32686","0","0","0"
"32688","0","0","0"
"32694","0","0","0"
"32696","0","0","0"
"32706","1","1","1"
"32710","0","0","0"
"32712","0","0","0"
"32714","0","0","0"
"32716","0","0","0"
"32718","0","0","0"
"32720","0","0","0"
"32724","0","0","0"
"32726","0","0","0"
"32730","0","0","0"
"32734","0","0","0"
"32738","0","0","0"
"32740","0","0","0"
"32748","0","0","0"
"32750","0","0","0"
"32756","0","0","0"
"32768","0","0","0"
"32770","0","0","0"
"32772","0","0","0"
"32774","0","0","0"
"32778","0","0","0"
"32784","0","0","0"
"32786","0","0","0"
"32790","0","0","0"
"32792","0","0","0"
"32794","0","0","0"
"32796","0","0","0"
"32798","0","0","0"
"32800","0","0","0"
"32802","0","0","0"
"32806","0","0","0"
"32810","0","0","0"
"32814","0","0","0"
"32818","0","0","0"
"32820","0","0","0"
"32822","0","0","0"
"32830","0","0","0"
"32834","0","0","0"
"32836","1","1","1"
"32846","1","1","1"
"32848","0","0","0"
"32850","0","0","0"
"32852","0","0","0"
"32854","0","0","0"
"32856","0","0","0"
"32860","0","0","0"
"32862","0","0","0"
"32864","0","0","0"
"32866","0","0","0"
"32870","0","0","0"
"32872","0","0","0"
"32880","0","0","0"
"32882","0","0","0"
"32884","0","0","0"
"32888","0","0","0"
"32890","0","0","0"
"32894","0","0","0"
"32898","0","0","0"
"32900","0","0","0"
"32902","0","0","0"
"32904","0","0","0"
"32910","0","0","0"
"32912","0","0","0"
"32916","0","0","0"
"32920","0","0","0"
"32922","0","0","0"
"32934","0","0","0"
"32940","0","0","0"
"32942","0","0","0"
"32944","0","0","0"
"32946","0","0","0"
"32948","0","0","0"
"32954","0","0","0"
"32956","0","0","0"
"32958","0","0","0"
"32960","0","0","0"
"32962","0","0","0"
"32964","0","0","0"
"32968","0","0","0"
"32974","0","0","0"
"32978","0","0","0"
"32982","0","0","0"
"32988","0","0","0"
"32990","0","0","0"
"32992","0","0","0"
"32998","0","0","0"
"33000","0","0","0"
"33004","0","0","0"
"33010","0","0","0"
"33012","0","0","0"
"33018","0","0","0"
"33020","0","0","0"
"33022","0","0","0"
"33026","0","0","0"
"33028","1","1","1"
"33030","0","0","0"
"33032","0","0","0"
"33038","0","0","0"
"33040","0","0","0"
"33044","0","0","0"
"33046","0","0","0"
"33048","0","0","0"
"33050","0","0","0"
"33052","0","0","0"
"33058","0","0","0"
"33078","0","0","0"
"33098","0","0","0"
"33100","0","0","0"
"33102","0","0","0"
"33106","1","1","1"
"33112","0","0","0"
"33114","0","0","0"
"33116","0","0","0"
"33118","0","0","0"
"33120","0","0","0"
"33122","0","0","0"
"33124","1","1","1"
"33130","0","0","0"
"33132","0","0","0"
"33138","0","0","0"
"33148","0","0","0"
"33160","0","0","0"
"33162","0","0","0"
"33168","0","0","0"
"33172","0","0","0"
"33182","0","0","0"
"33184","0","0","0"
"33186","0","0","0"
"33194","0","0","0"
"33196","0","0","0"
"33198","0","0","0"
"33202","0","0","0"
"33206","0","0","0"
"33210","0","0","0"
"33214","0","0","0"
"33218","0","0","0"
"33224","0","0","0"
"33234","0","0","0"
"33244","0","0","0"
"33248","0","0","0"
"33250","0","0","0"
"33256","0","0","0"
"33258","0","0","0"
"33262","0","0","0"
"33270","0","0","0"
"33272","0","0","0"
"33274","1","1","1"
"33278","0","0","0"
"33280","0","0","0"
"33282","1","1","1"
"33290","0","0","0"
"33294","0","0","0"
"33300","0","0","0"
"33302","0","0","0"
"33304","0","0","0"
"33306","0","0","0"
"33314","0","0","0"
"33318","0","0","0"
"33322","0","0","0"
"33326","0","0","0"
"33328","0","0","0"
"33330","0","0","0"
"33332","0","0","0"
"33334","0","0","0"
"33340","1","1","1"
"33342","0","0","0"
"33346","0","0","0"
"33348","0","0","0"
"33354","0","0","0"
"33356","0","0","0"
"33364","0","0","0"
"33368","0","0","0"
"33372","0","0","0"
"33380","0","0","0"
"33382","0","0","0"
"33384","0","0","0"
"33386","0","0","0"
"33390","0","0","0"
"33392","0","0","0"
"33394","1","1","1"
"33400","0","0","0"
"33412","0","0","0"
"33414","0","0","0"
"33416","0","0","0"
"33420","0","0","0"
"33422","0","0","0"
"33424","0","0","0"
"33426","0","0","0"
"33428","0","0","0"
"33434","0","0","0"
"33436","0","0","0"
"33438","0","0","0"
"33440","0","0","0"
"33442","1","1","1"
"33446","0","0","0"
"33450","0","0","0"
"33452","0","0","0"
"33458","0","0","0"
"33460","0","0","0"
"33464","0","0","0"
"33466","0","0","0"
"33480","0","0","0"
"33482","0","0","0"
"33484","0","0","0"
"33486","0","0","0"
"33488","0","0","0"
"33492","0","0","0"
"33494","0","0","0"
"33498","0","0","0"
"33500","0","0","0"
"33502","0","0","0"
"33510","0","0","0"
"33512","0","0","0"
"33514","0","0","0"
"33518","0","0","0"
"33524","1","1","1"
"33526","0","0","0"
"33528","0","0","0"
"33530","0","0","0"
"33532","0","0","0"
"33540","0","0","0"
"33542","0","0","0"
"33544","0","0","0"
"33564","0","0","0"
"33568","0","0","0"
"33570","0","0","0"
"33572","0","0","0"
"33576","0","0","0"
"33578","0","0","0"
"33594","0","0","0"
"33596","0","0","0"
"33598","0","0","0"
"33600","0","0","0"
"33602","0","0","0"
"33604","0","0","0"
"33608","0","0","0"
"33610","0","0","0"
"33616","0","0","0"
"33620","1","1","1"
"33626","0","0","0"
"33628","0","0","0"
"33630","0","0","0"
"33638","0","0","0"
"33644","0","0","0"
"33648","0","0","0"
"33650","0","0","0"
"33652","0","0","0"
"33658","0","0","0"
"33660","0","0","0"
"33662","0","0","0"
"33664","0","0","0"
"33666","0","0","0"
"33668","0","0","0"
"33674","0","0","0"
"33676","0","0","0"
"33678","0","0","0"
"33680","0","0","0"
"33682","0","0","0"
"33684","0","0","0"
"33686","0","0","0"
"33688","0","0","0"
"33690","0","0","0"
"33692","0","0","0"
"33694","0","0","0"
"33702","0","0","0"
"33708","0","0","0"
"33712","0","0","0"
"33716","0","0","0"
"33720","0","0","0"
"33722","0","0","0"
"33736","0","0","0"
"33738","0","0","0"
"33752","0","0","0"
"33754","0","0","0"
"33756","0","0","0"
"33758","0","0","0"
"33762","0","0","0"
