"Step","still-disco-8 - step_crash","still-disco-8 - step_crash__MIN","still-disco-8 - step_crash__MAX"
"9436","0","0","0"
"9438","0","0","0"
"9448","0","0","0"
"9452","0","0","0"
"9460","0","0","0"
"9462","0","0","0"
"9464","0","0","0"
"9472","0","0","0"
"9476","0","0","0"
"9478","0","0","0"
"9482","0","0","0"
"9484","0","0","0"
"9490","0","0","0"
"9492","0","0","0"
"9496","1","1","1"
"9500","0","0","0"
"9502","0","0","0"
"9506","0","0","0"
"9508","0","0","0"
"9512","0","0","0"
"9514","0","0","0"
"9516","0","0","0"
"9524","0","0","0"
"9534","0","0","0"
"9542","1","1","1"
"9544","0","0","0"
"9546","0","0","0"
"9548","0","0","0"
"9550","0","0","0"
"9554","0","0","0"
"9556","0","0","0"
"9558","0","0","0"
"9564","0","0","0"
"9568","0","0","0"
"9578","0","0","0"
"9580","0","0","0"
"9584","0","0","0"
"9596","0","0","0"
"9598","0","0","0"
"9600","0","0","0"
"9602","0","0","0"
"9606","0","0","0"
"9610","0","0","0"
"9612","0","0","0"
"9616","0","0","0"
"9634","0","0","0"
"9640","0","0","0"
"9642","0","0","0"
"9644","0","0","0"
"9646","1","1","1"
"9648","0","0","0"
"9658","0","0","0"
"9660","0","0","0"
"9670","0","0","0"
"9674","0","0","0"
"9678","0","0","0"
"9680","0","0","0"
"9682","0","0","0"
"9684","0","0","0"
"9688","0","0","0"
"9690","0","0","0"
"9692","0","0","0"
"9694","0","0","0"
"9696","0","0","0"
"9700","0","0","0"
"9706","0","0","0"
"9708","0","0","0"
"9720","0","0","0"
"9728","0","0","0"
"9732","0","0","0"
"9736","0","0","0"
"9740","0","0","0"
"9744","0","0","0"
"9746","0","0","0"
"9748","0","0","0"
"9752","0","0","0"
"9760","0","0","0"
"9764","0","0","0"
"9768","0","0","0"
"9774","0","0","0"
"9776","0","0","0"
"9784","0","0","0"
"9790","0","0","0"
"9794","0","0","0"
"9796","0","0","0"
"9804","0","0","0"
"9806","0","0","0"
"9808","0","0","0"
"9810","0","0","0"
"9812","0","0","0"
"9814","0","0","0"
"9816","0","0","0"
"9818","0","0","0"
"9820","0","0","0"
"9822","0","0","0"
"9824","0","0","0"
"9828","0","0","0"
"9832","0","0","0"
"9836","0","0","0"
"9846","0","0","0"
"9848","0","0","0"
"9854","0","0","0"
"9856","0","0","0"
"9858","0","0","0"
"9864","0","0","0"
"9868","0","0","0"
"9870","0","0","0"
"9872","0","0","0"
"9874","0","0","0"
"9878","0","0","0"
"9880","0","0","0"
"9882","0","0","0"
"9884","0","0","0"
"9886","0","0","0"
"9888","0","0","0"
"9892","0","0","0"
"9894","0","0","0"
"9896","0","0","0"
"9898","0","0","0"
"9900","0","0","0"
"9904","0","0","0"
"9906","0","0","0"
"9918","0","0","0"
"9920","0","0","0"
"9922","0","0","0"
"9924","0","0","0"
"9926","0","0","0"
"9932","0","0","0"
"9934","0","0","0"
"9936","0","0","0"
"9942","0","0","0"
"9944","0","0","0"
"9948","0","0","0"
"9950","0","0","0"
"9958","0","0","0"
"9962","0","0","0"
"9982","0","0","0"
"9984","0","0","0"
"9994","0","0","0"
"9996","0","0","0"
"10000","0","0","0"
"10002","0","0","0"
"10008","0","0","0"
"10010","0","0","0"
"10016","0","0","0"
"10018","0","0","0"
"10020","0","0","0"
"10022","0","0","0"
"10026","0","0","0"
"10028","0","0","0"
"10030","0","0","0"
"10038","0","0","0"
"10052","0","0","0"
"10056","0","0","0"
"10060","0","0","0"
"10062","0","0","0"
"10066","0","0","0"
"10070","0","0","0"
"10072","0","0","0"
"10078","0","0","0"
"10080","0","0","0"
"10084","0","0","0"
"10092","0","0","0"
"10094","0","0","0"
"10098","0","0","0"
"10100","0","0","0"
"10106","0","0","0"
"10108","0","0","0"
"10110","0","0","0"
"10116","0","0","0"
"10120","1","1","1"
"10122","0","0","0"
"10130","0","0","0"
"10134","0","0","0"
"10138","0","0","0"
"10156","0","0","0"
"10158","0","0","0"
"10160","1","1","1"
"10166","0","0","0"
"10170","0","0","0"
"10174","0","0","0"
"10182","0","0","0"
"10184","0","0","0"
"10188","0","0","0"
"10190","0","0","0"
"10196","1","1","1"
"10198","0","0","0"
"10202","0","0","0"
"10204","0","0","0"
"10206","0","0","0"
"10208","0","0","0"
"10212","1","1","1"
"10216","0","0","0"
"10222","0","0","0"
"10228","0","0","0"
"10230","0","0","0"
"10232","0","0","0"
"10234","0","0","0"
"10240","0","0","0"
"10242","0","0","0"
"10244","0","0","0"
"10248","0","0","0"
"10250","0","0","0"
"10256","0","0","0"
"10260","0","0","0"
"10262","0","0","0"
"10264","0","0","0"
"10274","0","0","0"
"10276","0","0","0"
"10278","0","0","0"
"10280","1","1","1"
"10284","0","0","0"
"10290","0","0","0"
"10292","0","0","0"
"10294","0","0","0"
"10298","0","0","0"
"10302","0","0","0"
"10310","1","1","1"
"10314","0","0","0"
"10318","0","0","0"
"10330","0","0","0"
"10332","0","0","0"
"10334","0","0","0"
"10336","0","0","0"
"10340","0","0","0"
"10342","0","0","0"
"10344","0","0","0"
"10354","0","0","0"
"10360","0","0","0"
"10364","0","0","0"
"10366","0","0","0"
"10368","0","0","0"
"10370","0","0","0"
"10372","0","0","0"
"10380","0","0","0"
"10382","0","0","0"
"10384","0","0","0"
"10388","0","0","0"
"10400","0","0","0"
"10402","0","0","0"
"10408","0","0","0"
"10412","0","0","0"
"10414","0","0","0"
"10416","0","0","0"
"10418","0","0","0"
"10422","0","0","0"
"10424","0","0","0"
"10426","0","0","0"
"10428","0","0","0"
"10430","0","0","0"
"10432","0","0","0"
"10436","0","0","0"
"10438","0","0","0"
"10442","0","0","0"
"10444","0","0","0"
"10448","0","0","0"
"10454","0","0","0"
"10458","0","0","0"
"10460","0","0","0"
"10462","0","0","0"
"10464","0","0","0"
"10474","1","1","1"
"10480","0","0","0"
"10482","0","0","0"
"10484","0","0","0"
"10488","0","0","0"
"10490","0","0","0"
"10492","0","0","0"
"10498","0","0","0"
"10500","0","0","0"
"10510","0","0","0"
"10512","0","0","0"
"10520","0","0","0"
"10522","0","0","0"
"10524","0","0","0"
"10528","0","0","0"
"10530","0","0","0"
"10536","0","0","0"
"10540","0","0","0"
"10542","0","0","0"
"10546","0","0","0"
"10554","0","0","0"
"10558","0","0","0"
"10564","0","0","0"
"10566","0","0","0"
"10570","0","0","0"
"10572","0","0","0"
"10576","0","0","0"
"10580","0","0","0"
"10584","0","0","0"
"10586","1","1","1"
"10590","0","0","0"
"10594","0","0","0"
"10598","1","1","1"
"10600","0","0","0"
"10606","0","0","0"
"10612","0","0","0"
"10614","0","0","0"
"10618","0","0","0"
"10620","0","0","0"
"10622","0","0","0"
"10624","0","0","0"
"10626","0","0","0"
"10630","0","0","0"
"10640","0","0","0"
"10644","0","0","0"
"10646","0","0","0"
"10648","0","0","0"
"10650","0","0","0"
"10652","0","0","0"
"10658","0","0","0"
"10662","0","0","0"
"10664","0","0","0"
"10666","0","0","0"
"10668","0","0","0"
"10674","0","0","0"
"10682","0","0","0"
"10684","0","0","0"
"10694","0","0","0"
"10696","0","0","0"
"10698","0","0","0"
"10700","0","0","0"
"10708","0","0","0"
"10710","0","0","0"
"10712","0","0","0"
"10718","0","0","0"
"10720","0","0","0"
"10730","0","0","0"
"10732","0","0","0"
"10734","0","0","0"
"10736","0","0","0"
"10738","0","0","0"
"10742","1","1","1"
"10744","0","0","0"
"10746","0","0","0"
"10748","1","1","1"
"10750","0","0","0"
"10754","0","0","0"
"10756","1","1","1"
"10758","0","0","0"
"10762","0","0","0"
"10766","0","0","0"
"10768","0","0","0"
"10772","0","0","0"
"10774","0","0","0"
"10776","0","0","0"
"10778","0","0","0"
"10780","0","0","0"
"10782","0","0","0"
"10784","0","0","0"
"10786","0","0","0"
"10788","0","0","0"
"10790","0","0","0"
"10796","0","0","0"
"10802","0","0","0"
"10804","0","0","0"
"10814","0","0","0"
"10826","0","0","0"
"10828","0","0","0"
"10830","0","0","0"
"10832","0","0","0"
"10836","0","0","0"
"10840","0","0","0"
"10844","0","0","0"
"10848","0","0","0"
"10850","0","0","0"
"10854","0","0","0"
"10856","0","0","0"
"10860","0","0","0"
"10862","0","0","0"
"10866","0","0","0"
"10868","0","0","0"
"10870","0","0","0"
"10874","0","0","0"
"10882","0","0","0"
"10888","0","0","0"
"10892","0","0","0"
"10894","0","0","0"
"10898","0","0","0"
"10904","0","0","0"
"10906","0","0","0"
"10908","0","0","0"
"10910","0","0","0"
"10912","0","0","0"
"10914","0","0","0"
"10920","0","0","0"
"10924","0","0","0"
"10928","0","0","0"
"10936","0","0","0"
"10938","0","0","0"
"10942","0","0","0"
"10944","0","0","0"
"10958","0","0","0"
"10964","0","0","0"
"10966","0","0","0"
"10968","0","0","0"
"10972","0","0","0"
"10976","0","0","0"
"10988","0","0","0"
"10994","0","0","0"
"10996","0","0","0"
"11000","0","0","0"
"11006","0","0","0"
"11010","0","0","0"
"11020","0","0","0"
"11030","0","0","0"
"11036","0","0","0"
"11040","0","0","0"
"11042","0","0","0"
"11052","0","0","0"
"11058","0","0","0"
"11062","0","0","0"
"11072","0","0","0"
"11074","0","0","0"
"11078","0","0","0"
"11080","0","0","0"
"11082","0","0","0"
"11092","0","0","0"
"11094","0","0","0"
"11096","0","0","0"
"11098","0","0","0"
"11100","0","0","0"
"11102","0","0","0"
"11108","0","0","0"
"11110","0","0","0"
"11112","0","0","0"
"11114","0","0","0"
"11118","0","0","0"
"11120","0","0","0"
"11122","0","0","0"
"11124","0","0","0"
"11128","0","0","0"
"11134","0","0","0"
"11136","0","0","0"
"11140","0","0","0"
"11144","0","0","0"
"11148","0","0","0"
"11152","0","0","0"
"11154","0","0","0"
"11156","0","0","0"
"11158","0","0","0"
"11162","0","0","0"
"11164","0","0","0"
"11166","0","0","0"
"11170","0","0","0"
"11174","1","1","1"
"11176","0","0","0"
"11178","0","0","0"
"11180","0","0","0"
"11188","0","0","0"
"11198","0","0","0"
"11210","0","0","0"
"11212","0","0","0"
"11220","0","0","0"
"11224","0","0","0"
"11226","0","0","0"
"11228","0","0","0"
"11230","0","0","0"
"11232","1","1","1"
"11246","0","0","0"
"11248","0","0","0"
"11250","0","0","0"
"11252","0","0","0"
"11256","0","0","0"
"11260","0","0","0"
"11262","0","0","0"
"11266","0","0","0"
"11270","0","0","0"
"11276","0","0","0"
"11278","0","0","0"
"11282","0","0","0"
"11284","0","0","0"
"11288","0","0","0"
"11290","0","0","0"
"11296","0","0","0"
"11300","0","0","0"
"11304","0","0","0"
"11306","0","0","0"
"11308","0","0","0"
"11310","0","0","0"
"11314","0","0","0"
"11318","0","0","0"
"11320","0","0","0"
"11322","0","0","0"
"11326","0","0","0"
"11328","0","0","0"
"11330","0","0","0"
"11336","0","0","0"
"11346","0","0","0"
"11348","0","0","0"
"11350","0","0","0"
"11356","0","0","0"
"11370","0","0","0"
"11382","0","0","0"
"11386","0","0","0"
"11394","1","1","1"
"11404","0","0","0"
"11406","0","0","0"
"11408","0","0","0"
"11412","0","0","0"
"11414","0","0","0"
"11416","0","0","0"
"11420","0","0","0"
"11430","0","0","0"
"11432","0","0","0"
"11434","0","0","0"
"11440","0","0","0"
"11444","0","0","0"
"11446","0","0","0"
"11454","0","0","0"
"11456","0","0","0"
"11458","0","0","0"
"11462","0","0","0"
"11472","0","0","0"
"11474","0","0","0"
"11476","0","0","0"
"11478","0","0","0"
"11480","0","0","0"
"11482","0","0","0"
"11484","0","0","0"
"11488","0","0","0"
"11490","0","0","0"
"11496","0","0","0"
"11502","0","0","0"
"11510","0","0","0"
"11512","0","0","0"
"11516","0","0","0"
"11518","0","0","0"
"11522","0","0","0"
"11524","0","0","0"
"11526","0","0","0"
"11528","0","0","0"
"11530","0","0","0"
"11534","0","0","0"
"11536","0","0","0"
"11548","0","0","0"
"11552","0","0","0"
"11562","0","0","0"
"11564","0","0","0"
"11568","0","0","0"
"11570","0","0","0"
"11572","0","0","0"
"11576","0","0","0"
"11580","0","0","0"
"11586","0","0","0"
"11592","0","0","0"
"11596","0","0","0"
"11600","0","0","0"
"11602","0","0","0"
"11604","0","0","0"
"11612","0","0","0"
"11618","0","0","0"
"11624","0","0","0"
"11626","0","0","0"
"11628","0","0","0"
"11630","0","0","0"
"11632","0","0","0"
"11634","0","0","0"
"11638","0","0","0"
"11642","0","0","0"
"11652","0","0","0"
"11658","0","0","0"
"11660","0","0","0"
"11664","0","0","0"
"11666","0","0","0"
"11674","0","0","0"
"11676","0","0","0"
"11678","0","0","0"
"11682","0","0","0"
"11694","0","0","0"
"11696","0","0","0"
"11698","0","0","0"
"11700","0","0","0"
"11702","0","0","0"
"11706","0","0","0"
"11708","0","0","0"
"11710","0","0","0"
"11712","0","0","0"
"11724","0","0","0"
"11726","0","0","0"
"11730","0","0","0"
"11732","0","0","0"
"11744","0","0","0"
"11746","0","0","0"
"11748","0","0","0"
"11752","0","0","0"
"11754","0","0","0"
"11758","0","0","0"
"11762","0","0","0"
"11766","0","0","0"
"11768","0","0","0"
"11770","0","0","0"
"11774","0","0","0"
"11776","0","0","0"
"11780","0","0","0"
"11782","0","0","0"
"11784","0","0","0"
"11786","0","0","0"
"11788","0","0","0"
"11790","0","0","0"
"11794","0","0","0"
"11796","0","0","0"
"11798","0","0","0"
"11802","0","0","0"
"11804","0","0","0"
"11806","0","0","0"
"11808","0","0","0"
"11810","0","0","0"
"11812","0","0","0"
"11820","0","0","0"
"11828","0","0","0"
"11832","0","0","0"
"11834","0","0","0"
"11836","0","0","0"
"11840","0","0","0"
"11842","0","0","0"
"11844","0","0","0"
"11852","0","0","0"
"11856","0","0","0"
"11858","0","0","0"
"11866","0","0","0"
"11870","0","0","0"
"11872","0","0","0"
"11874","0","0","0"
"11876","0","0","0"
"11878","0","0","0"
"11882","0","0","0"
"11884","0","0","0"
"11886","0","0","0"
"11890","0","0","0"
"11898","0","0","0"
"11900","0","0","0"
"11906","0","0","0"
"11912","0","0","0"
"11914","0","0","0"
"11916","0","0","0"
"11918","0","0","0"
"11920","0","0","0"
"11922","0","0","0"
"11924","0","0","0"
"11928","0","0","0"
"11930","0","0","0"
"11938","0","0","0"
"11940","0","0","0"
"11946","0","0","0"
"11948","0","0","0"
"11954","0","0","0"
"11958","0","0","0"
"11960","0","0","0"
"11962","0","0","0"
"11968","0","0","0"
"11972","0","0","0"
"11974","0","0","0"
"11976","0","0","0"
"11980","0","0","0"
"11984","0","0","0"
"11986","0","0","0"
"11996","0","0","0"
"11998","0","0","0"
"12000","0","0","0"
"12002","0","0","0"
"12004","0","0","0"
"12014","0","0","0"
"12016","0","0","0"
"12018","0","0","0"
"12022","0","0","0"
"12024","0","0","0"
"12026","1","1","1"
"12030","0","0","0"
"12032","0","0","0"
"12036","0","0","0"
"12048","0","0","0"
"12050","0","0","0"
"12052","0","0","0"
"12060","0","0","0"
"12062","0","0","0"
"12066","0","0","0"
"12068","0","0","0"
"12078","0","0","0"
"12082","0","0","0"
"12086","0","0","0"
"12088","1","1","1"
"12090","0","0","0"
"12092","0","0","0"
"12094","0","0","0"
"12096","0","0","0"
"12098","0","0","0"
"12102","0","0","0"
"12104","0","0","0"
"12106","0","0","0"
"12108","0","0","0"
"12112","0","0","0"
"12114","0","0","0"
"12116","0","0","0"
"12118","0","0","0"
"12122","0","0","0"
"12130","0","0","0"
"12132","0","0","0"
"12134","0","0","0"
"12136","0","0","0"
"12138","0","0","0"
"12140","0","0","0"
"12142","0","0","0"
"12146","0","0","0"
"12150","0","0","0"
"12156","0","0","0"
"12158","0","0","0"
"12160","0","0","0"
"12162","0","0","0"
"12164","0","0","0"
"12166","0","0","0"
"12174","0","0","0"
"12176","0","0","0"
"12178","0","0","0"
"12180","0","0","0"
"12182","0","0","0"
"12186","0","0","0"
"12188","0","0","0"
"12190","0","0","0"
"12192","0","0","0"
"12196","0","0","0"
"12204","0","0","0"
"12206","0","0","0"
"12210","0","0","0"
"12212","0","0","0"
"12214","0","0","0"
"12220","0","0","0"
"12224","0","0","0"
"12232","0","0","0"
"12234","0","0","0"
"12236","0","0","0"
"12240","0","0","0"
"12244","0","0","0"
"12252","0","0","0"
"12258","0","0","0"
"12260","0","0","0"
"12262","0","0","0"
"12264","0","0","0"
"12266","0","0","0"
"12274","0","0","0"
"12278","0","0","0"
"12280","0","0","0"
"12284","1","1","1"
"12288","0","0","0"
"12290","0","0","0"
"12296","0","0","0"
"12298","0","0","0"
"12302","0","0","0"
"12314","0","0","0"
"12320","0","0","0"
"12322","0","0","0"
"12326","0","0","0"
"12328","0","0","0"
"12330","0","0","0"
"12336","0","0","0"
"12340","0","0","0"
"12342","0","0","0"
"12346","0","0","0"
"12352","0","0","0"
"12356","0","0","0"
"12358","0","0","0"
"12362","0","0","0"
"12368","0","0","0"
"12370","0","0","0"
"12372","0","0","0"
"12376","0","0","0"
"12386","0","0","0"
"12388","0","0","0"
"12390","0","0","0"
"12392","0","0","0"
"12406","0","0","0"
"12408","0","0","0"
"12410","0","0","0"
"12416","0","0","0"
"12418","0","0","0"
"12426","0","0","0"
"12428","0","0","0"
"12430","0","0","0"
"12432","0","0","0"
"12434","0","0","0"
"12438","1","1","1"
"12446","0","0","0"
"12452","0","0","0"
"12454","0","0","0"
"12458","0","0","0"
"12468","0","0","0"
"12470","0","0","0"
"12472","0","0","0"
"12478","0","0","0"
"12480","0","0","0"
"12482","0","0","0"
"12484","0","0","0"
"12488","0","0","0"
"12490","0","0","0"
"12492","0","0","0"
"12494","0","0","0"
"12496","0","0","0"
"12498","0","0","0"
"12502","0","0","0"
"12504","0","0","0"
"12506","0","0","0"
"12514","0","0","0"
"12520","0","0","0"
"12522","0","0","0"
"12524","0","0","0"
"12526","1","1","1"
"12528","0","0","0"
"12530","0","0","0"
"12532","0","0","0"
"12536","0","0","0"
"12538","0","0","0"
"12540","0","0","0"
"12542","0","0","0"
"12550","1","1","1"
"12552","0","0","0"
"12556","0","0","0"
"12558","0","0","0"
"12560","0","0","0"
"12564","0","0","0"
"12568","0","0","0"
"12576","0","0","0"
"12578","0","0","0"
"12580","0","0","0"
"12582","0","0","0"
"12584","0","0","0"
"12592","0","0","0"
"12594","0","0","0"
"12604","0","0","0"
"12608","0","0","0"
"12610","0","0","0"
"12612","0","0","0"
"12614","0","0","0"
"12618","0","0","0"
"12626","0","0","0"
"12632","0","0","0"
"12646","0","0","0"
"12648","0","0","0"
"12654","0","0","0"
"12656","0","0","0"
"12658","0","0","0"
"12660","0","0","0"
"12668","0","0","0"
"12670","0","0","0"
"12674","0","0","0"
"12680","0","0","0"
"12686","0","0","0"
"12694","0","0","0"
"12696","0","0","0"
"12704","0","0","0"
"12706","0","0","0"
"12714","0","0","0"
"12718","0","0","0"
"12720","1","1","1"
"12728","0","0","0"
"12730","0","0","0"
"12738","0","0","0"
"12740","0","0","0"
"12744","0","0","0"
"12748","1","1","1"
"12752","0","0","0"
"12756","0","0","0"
"12760","0","0","0"
"12762","0","0","0"
"12764","0","0","0"
"12768","0","0","0"
"12770","0","0","0"
"12772","0","0","0"
"12774","0","0","0"
"12776","0","0","0"
"12778","0","0","0"
"12780","0","0","0"
"12784","0","0","0"
"12788","0","0","0"
"12790","0","0","0"
"12796","0","0","0"
"12800","0","0","0"
"12802","0","0","0"
"12806","0","0","0"
"12812","0","0","0"
"12814","0","0","0"
"12816","0","0","0"
"12820","1","1","1"
"12824","0","0","0"
"12826","0","0","0"
"12830","0","0","0"
"12832","0","0","0"
"12838","0","0","0"
"12840","0","0","0"
"12846","0","0","0"
"12848","0","0","0"
"12850","0","0","0"
"12852","0","0","0"
"12856","0","0","0"
"12864","0","0","0"
"12868","0","0","0"
"12870","0","0","0"
"12876","0","0","0"
"12882","0","0","0"
"12886","0","0","0"
"12888","0","0","0"
"12892","0","0","0"
"12894","0","0","0"
"12896","0","0","0"
"12898","0","0","0"
"12900","0","0","0"
"12902","0","0","0"
"12904","0","0","0"
"12910","0","0","0"
"12914","0","0","0"
"12920","0","0","0"
"12924","0","0","0"
"12926","0","0","0"
"12928","0","0","0"
"12930","0","0","0"
"12932","0","0","0"
"12936","0","0","0"
"12940","0","0","0"
"12946","0","0","0"
"12954","0","0","0"
"12966","0","0","0"
"12970","0","0","0"
"12974","0","0","0"
"12978","0","0","0"
"12980","0","0","0"
"12988","0","0","0"
"12990","0","0","0"
"12992","0","0","0"
"12996","0","0","0"
"13000","0","0","0"
"13002","0","0","0"
"13004","0","0","0"
"13006","0","0","0"
"13010","0","0","0"
"13012","0","0","0"
"13014","0","0","0"
"13018","0","0","0"
"13020","0","0","0"
"13024","0","0","0"
"13026","0","0","0"
"13028","0","0","0"
"13032","0","0","0"
"13034","0","0","0"
"13038","0","0","0"
"13040","0","0","0"
"13042","0","0","0"
"13048","0","0","0"
"13054","0","0","0"
"13058","0","0","0"
"13060","0","0","0"
"13062","0","0","0"
"13064","0","0","0"
"13068","0","0","0"
"13074","0","0","0"
"13076","0","0","0"
"13078","0","0","0"
"13080","0","0","0"
"13084","1","1","1"
"13090","0","0","0"
"13092","0","0","0"
"13098","0","0","0"
"13100","0","0","0"
"13110","0","0","0"
"13114","0","0","0"
"13116","0","0","0"
"13118","0","0","0"
"13120","1","1","1"
"13124","0","0","0"
"13126","0","0","0"
"13130","0","0","0"
"13134","0","0","0"
"13136","0","0","0"
"13138","0","0","0"
"13142","0","0","0"
"13144","0","0","0"
"13150","0","0","0"
"13152","0","0","0"
"13154","1","1","1"
"13156","0","0","0"
"13164","0","0","0"
"13166","0","0","0"
"13168","0","0","0"
"13180","0","0","0"
"13188","0","0","0"
"13190","0","0","0"
"13192","0","0","0"
"13194","0","0","0"
"13198","0","0","0"
"13202","0","0","0"
"13204","0","0","0"
"13206","0","0","0"
"13208","0","0","0"
"13210","1","1","1"
"13218","0","0","0"
"13220","0","0","0"
"13222","0","0","0"
"13226","0","0","0"
"13240","0","0","0"
"13242","0","0","0"
"13246","0","0","0"
"13248","0","0","0"
"13250","0","0","0"
"13254","0","0","0"
"13258","0","0","0"
"13260","0","0","0"
"13262","0","0","0"
"13266","0","0","0"
"13268","1","1","1"
"13270","0","0","0"
"13272","0","0","0"
"13274","0","0","0"
"13276","0","0","0"
"13280","0","0","0"
"13286","0","0","0"
"13288","0","0","0"
"13290","0","0","0"
"13294","0","0","0"
"13296","0","0","0"
"13298","0","0","0"
"13300","0","0","0"
"13302","0","0","0"
"13308","0","0","0"
"13310","0","0","0"
"13314","0","0","0"
"13316","0","0","0"
"13322","0","0","0"
"13326","0","0","0"
"13328","0","0","0"
"13330","0","0","0"
"13340","0","0","0"
"13342","0","0","0"
"13346","0","0","0"
"13350","0","0","0"
"13352","1","1","1"
"13358","0","0","0"
"13360","0","0","0"
"13362","1","1","1"
"13374","0","0","0"
"13378","0","0","0"
"13380","0","0","0"
"13382","0","0","0"
"13388","0","0","0"
"13390","0","0","0"
"13400","0","0","0"
"13406","0","0","0"
"13408","0","0","0"
"13414","0","0","0"
"13416","0","0","0"
"13418","0","0","0"
"13420","0","0","0"
"13424","0","0","0"
"13426","0","0","0"
"13428","0","0","0"
"13438","0","0","0"
"13442","0","0","0"
"13446","0","0","0"
"13448","0","0","0"
"13450","0","0","0"
"13452","0","0","0"
"13460","0","0","0"
"13464","0","0","0"
"13466","0","0","0"
"13468","0","0","0"
"13476","0","0","0"
"13484","0","0","0"
"13486","0","0","0"
"13488","0","0","0"
"13492","0","0","0"
"13494","0","0","0"
"13500","0","0","0"
"13502","0","0","0"
"13504","0","0","0"
"13508","0","0","0"
"13510","0","0","0"
"13512","0","0","0"
"13516","0","0","0"
"13522","0","0","0"
"13526","0","0","0"
"13528","0","0","0"
"13530","1","1","1"
"13536","0","0","0"
"13538","0","0","0"
"13540","0","0","0"
"13548","0","0","0"
"13550","0","0","0"
"13552","0","0","0"
"13554","0","0","0"
"13556","0","0","0"
"13560","0","0","0"
"13562","0","0","0"
"13570","0","0","0"
"13576","0","0","0"
"13578","0","0","0"
"13580","0","0","0"
"13582","0","0","0"
"13584","0","0","0"
"13588","0","0","0"
"13590","0","0","0"
"13596","0","0","0"
"13600","0","0","0"
"13602","0","0","0"
"13604","0","0","0"
"13616","0","0","0"
"13618","0","0","0"
"13620","0","0","0"
"13622","0","0","0"
"13624","0","0","0"
"13626","0","0","0"
"13630","1","1","1"
"13632","0","0","0"
"13636","0","0","0"
"13640","0","0","0"
"13642","0","0","0"
"13650","0","0","0"
"13652","0","0","0"
"13656","0","0","0"
"13658","0","0","0"
"13660","0","0","0"
"13662","0","0","0"
"13666","0","0","0"
"13668","0","0","0"
"13672","0","0","0"
"13674","1","1","1"
"13678","0","0","0"
"13680","0","0","0"
"13682","0","0","0"
"13684","0","0","0"
"13688","0","0","0"
"13690","0","0","0"
"13692","1","1","1"
"13696","0","0","0"
"13702","0","0","0"
"13704","0","0","0"
"13706","0","0","0"
"13708","0","0","0"
"13710","0","0","0"
"13712","0","0","0"
"13716","0","0","0"
"13718","0","0","0"
"13720","1","1","1"
"13722","0","0","0"
"13732","0","0","0"
"13738","1","1","1"
"13740","1","1","1"
"13742","0","0","0"
"13744","0","0","0"
"13748","0","0","0"
"13750","0","0","0"
"13752","0","0","0"
"13754","0","0","0"
"13758","0","0","0"
"13768","0","0","0"
"13770","0","0","0"
"13772","0","0","0"
"13776","0","0","0"
"13782","0","0","0"
"13786","0","0","0"
"13790","0","0","0"
"13800","0","0","0"
"13804","0","0","0"
"13806","0","0","0"
"13814","0","0","0"
"13816","0","0","0"
"13826","0","0","0"
"13830","0","0","0"
"13832","0","0","0"
"13834","0","0","0"
"13842","0","0","0"
"13846","0","0","0"
"13848","0","0","0"
"13852","0","0","0"
"13856","0","0","0"
"13858","0","0","0"
"13862","0","0","0"
"13870","1","1","1"
"13872","0","0","0"
"13874","0","0","0"
"13876","1","1","1"
"13878","0","0","0"
"13880","0","0","0"
"13882","0","0","0"
"13884","0","0","0"
"13888","0","0","0"
"13890","0","0","0"
"13892","0","0","0"
"13906","0","0","0"
"13908","0","0","0"
"13910","0","0","0"
"13914","0","0","0"
"13916","0","0","0"
"13918","0","0","0"
"13922","0","0","0"
"13928","0","0","0"
"13930","0","0","0"
"13932","0","0","0"
"13934","0","0","0"
"13942","0","0","0"
"13944","0","0","0"
"13950","0","0","0"
"13952","0","0","0"
"13956","0","0","0"
"13958","1","1","1"
"13962","0","0","0"
"13970","0","0","0"
"13972","0","0","0"
"13978","0","0","0"
"13982","0","0","0"
"13986","0","0","0"
"13988","0","0","0"
"13994","0","0","0"
"13996","0","0","0"
"13998","0","0","0"
"14000","0","0","0"
"14006","0","0","0"
"14018","0","0","0"
"14020","1","1","1"
"14024","0","0","0"
"14026","0","0","0"
"14030","0","0","0"
"14034","0","0","0"
"14036","0","0","0"
"14038","0","0","0"
"14040","0","0","0"
"14042","0","0","0"
"14048","0","0","0"
"14054","0","0","0"
"14056","0","0","0"
"14058","0","0","0"
"14064","0","0","0"
"14068","0","0","0"
"14070","0","0","0"
"14072","1","1","1"
"14076","0","0","0"
"14080","0","0","0"
"14086","0","0","0"
"14092","0","0","0"
"14096","0","0","0"
"14100","0","0","0"
"14102","0","0","0"
"14104","0","0","0"
"14106","0","0","0"
"14114","0","0","0"
"14116","0","0","0"
"14120","0","0","0"
"14122","0","0","0"
"14128","0","0","0"
"14134","0","0","0"
"14136","0","0","0"
"14138","0","0","0"
"14142","0","0","0"
"14144","0","0","0"
"14146","0","0","0"
"14150","0","0","0"
"14152","0","0","0"
"14156","0","0","0"
"14162","0","0","0"
"14166","0","0","0"
"14170","0","0","0"
"14180","2","2","2"
"14184","0","0","0"
"14188","0","0","0"
"14194","0","0","0"
"14198","0","0","0"
"14200","0","0","0"
"14206","0","0","0"
"14208","0","0","0"
"14210","0","0","0"
"14214","0","0","0"
"14216","0","0","0"
