"Step","still-disco-8 - Smallest CBF value","still-disco-8 - Smallest CBF value__MIN","still-disco-8 - Smallest CBF value__MAX"
"5293","0.03313637524843216","0.03313637524843216","0.03313637524843216"
"5295","0.00877357553690672","0.00877357553690672","0.00877357553690672"
"5301","0.21857041120529175","0.21857041120529175","0.21857041120529175"
"5305","0.2159176617860794","0.2159176617860794","0.2159176617860794"
"5311","0.048091109842061996","0.048091109842061996","0.048091109842061996"
"5313","0.02401517890393734","0.02401517890393734","0.02401517890393734"
"5317","0.09601541608572006","0.09601541608572006","0.09601541608572006"
"5319","0.10264823585748672","0.10264823585748672","0.10264823585748672"
"5323","0.1672569066286087","0.1672569066286087","0.1672569066286087"
"5329","0.237625390291214","0.237625390291214","0.237625390291214"
"5339","0.02178199775516987","0.02178199775516987","0.02178199775516987"
"5341","-0.04177474230527878","-0.04177474230527878","-0.04177474230527878"
"5345","-0.1175856962800026","-0.1175856962800026","-0.1175856962800026"
"5347","-0.11339322477579117","-0.11339322477579117","-0.11339322477579117"
"5349","-0.07841066271066666","-0.07841066271066666","-0.07841066271066666"
"5351","-0.03410506621003151","-0.03410506621003151","-0.03410506621003151"
"5353","0.019942283630371094","0.019942283630371094","0.019942283630371094"
"5355","0.08747204393148422","0.08747204393148422","0.08747204393148422"
"5357","0.11226539313793182","0.11226539313793182","0.11226539313793182"
"5359","0.06408675760030746","0.06408675760030746","0.06408675760030746"
"5363","0.04743759706616402","0.04743759706616402","0.04743759706616402"
"5365","-0.03618508577346802","-0.03618508577346802","-0.03618508577346802"
"5373","0.12752164900302887","0.12752164900302887","0.12752164900302887"
"5377","0.0945357009768486","0.0945357009768486","0.0945357009768486"
"5379","0.0008641429012641311","0.0008641429012641311","0.0008641429012641311"
"5387","-0.11074578762054443","-0.11074578762054443","-0.11074578762054443"
"5391","-0.15840962529182434","-0.15840962529182434","-0.15840962529182434"
"5393","-0.20624984800815582","-0.20624984800815582","-0.20624984800815582"
"5395","-0.21035684645175934","-0.21035684645175934","-0.21035684645175934"
"5401","-0.1373055875301361","-0.1373055875301361","-0.1373055875301361"
"5403","-0.06961581856012344","-0.06961581856012344","-0.06961581856012344"
"5407","0.11228474974632263","0.11228474974632263","0.11228474974632263"
"5409","0.1164807379245758","0.1164807379245758","0.1164807379245758"
"5411","0.10005934536457062","0.10005934536457062","0.10005934536457062"
"5413","0.08409962803125381","0.08409962803125381","0.08409962803125381"
"5421","-0.08649183064699173","-0.08649183064699173","-0.08649183064699173"
"5423","-0.14442172646522522","-0.14442172646522522","-0.14442172646522522"
"5427","-0.18526042997837067","-0.18526042997837067","-0.18526042997837067"
"5431","-0.12625938653945923","-0.12625938653945923","-0.12625938653945923"
"5437","0.17090260982513428","0.17090260982513428","0.17090260982513428"
"5443","0.3163486123085022","0.3163486123085022","0.3163486123085022"
"5445","0.3297518491744995","0.3297518491744995","0.3297518491744995"
"5451","0.24622635543346405","0.24622635543346405","0.24622635543346405"
"5455","0.2256990373134613","0.2256990373134613","0.2256990373134613"
"5457","0.23184853792190552","0.23184853792190552","0.23184853792190552"
"5459","0.19874541461467743","0.19874541461467743","0.19874541461467743"
"5461","0.1751464158296585","0.1751464158296585","0.1751464158296585"
"5465","0.1832178384065628","0.1832178384065628","0.1832178384065628"
"5467","0.20458577573299408","0.20458577573299408","0.20458577573299408"
"5469","0.19876660406589508","0.19876660406589508","0.19876660406589508"
"5473","-0.08149580657482147","-0.08149580657482147","-0.08149580657482147"
"5477","0.19570522010326385","0.19570522010326385","0.19570522010326385"
"5479","0.17581813037395477","0.17581813037395477","0.17581813037395477"
"5481","0.15546263754367828","0.15546263754367828","0.15546263754367828"
"5483","0.15791502594947815","0.15791502594947815","0.15791502594947815"
"5487","0.13443206250667572","0.13443206250667572","0.13443206250667572"
"5491","0.08233977109193802","0.08233977109193802","0.08233977109193802"
"5505","0.08911968022584915","0.08911968022584915","0.08911968022584915"
"5509","-0.011403319425880909","-0.011403319425880909","-0.011403319425880909"
"5515","-0.14477534592151642","-0.14477534592151642","-0.14477534592151642"
"5519","-0.2609466016292572","-0.2609466016292572","-0.2609466016292572"
"5521","-0.17476443946361542","-0.17476443946361542","-0.17476443946361542"
"5523","-0.14629703760147095","-0.14629703760147095","-0.14629703760147095"
"5537","0.09572377055883408","0.09572377055883408","0.09572377055883408"
"5539","0.09013258665800095","0.09013258665800095","0.09013258665800095"
"5541","0.09853210300207138","0.09853210300207138","0.09853210300207138"
"5543","0.07347878068685532","0.07347878068685532","0.07347878068685532"
"5547","0.06037655845284462","0.06037655845284462","0.06037655845284462"
"5551","0.0764407366514206","0.0764407366514206","0.0764407366514206"
"5553","0.03444693982601166","0.03444693982601166","0.03444693982601166"
"5559","-0.04213709756731987","-0.04213709756731987","-0.04213709756731987"
"5563","-0.09438133984804153","-0.09438133984804153","-0.09438133984804153"
"5565","-0.1296810358762741","-0.1296810358762741","-0.1296810358762741"
"5567","-0.16639581322669983","-0.16639581322669983","-0.16639581322669983"
"5571","-0.23946402966976166","-0.23946402966976166","-0.23946402966976166"
"5577","-0.13896429538726807","-0.13896429538726807","-0.13896429538726807"
"5583","-0.0070129623636603355","-0.0070129623636603355","-0.0070129623636603355"
"5587","0.060282181948423386","0.060282181948423386","0.060282181948423386"
"5589","0.06623085588216782","0.06623085588216782","0.06623085588216782"
"5591","0.033602986484766006","0.033602986484766006","0.033602986484766006"
"5595","0.043176326900720596","0.043176326900720596","0.043176326900720596"
"5597","0.041607487946748734","0.041607487946748734","0.041607487946748734"
"5599","0.06297900527715683","0.06297900527715683","0.06297900527715683"
"5603","0.13948102295398712","0.13948102295398712","0.13948102295398712"
"5605","0.16179071366786957","0.16179071366786957","0.16179071366786957"
"5607","0.1858091950416565","0.1858091950416565","0.1858091950416565"
"5609","0.21778430044651031","0.21778430044651031","0.21778430044651031"
"5611","0.1851482391357422","0.1851482391357422","0.1851482391357422"
"5615","0.15015800297260284","0.15015800297260284","0.15015800297260284"
"5617","0.1597200483083725","0.1597200483083725","0.1597200483083725"
"5619","0.19960090517997742","0.19960090517997742","0.19960090517997742"
"5621","0.25434890389442444","0.25434890389442444","0.25434890389442444"
"5623","0.3055700361728668","0.3055700361728668","0.3055700361728668"
"5625","0.25942304730415344","0.25942304730415344","0.25942304730415344"
"5627","0.2146950513124466","0.2146950513124466","0.2146950513124466"
"5631","0.14134688675403595","0.14134688675403595","0.14134688675403595"
"5633","0.1507347822189331","0.1507347822189331","0.1507347822189331"
"5635","0.1895657181739807","0.1895657181739807","0.1895657181739807"
"5637","0.1881108283996582","0.1881108283996582","0.1881108283996582"
"5639","0.14447808265686035","0.14447808265686035","0.14447808265686035"
"5641","0.08940473198890686","0.08940473198890686","0.08940473198890686"
"5653","0.17904521524906158","0.17904521524906158","0.17904521524906158"
"5655","0.1832142174243927","0.1832142174243927","0.1832142174243927"
"5661","0.21752044558525085","0.21752044558525085","0.21752044558525085"
"5671","0.299582839012146","0.299582839012146","0.299582839012146"
"5673","0.2158193588256836","0.2158193588256836","0.2158193588256836"
"5677","0.03502913936972618","0.03502913936972618","0.03502913936972618"
"5679","-0.0201055109500885","-0.0201055109500885","-0.0201055109500885"
"5689","0.10577419400215149","0.10577419400215149","0.10577419400215149"
"5691","0.14664071798324585","0.14664071798324585","0.14664071798324585"
"5693","0.09017331153154373","0.09017331153154373","0.09017331153154373"
"5703","-0.013648336753249168","-0.013648336753249168","-0.013648336753249168"
"5705","0.02496725507080555","0.02496725507080555","0.02496725507080555"
"5707","0.047729235142469406","0.047729235142469406","0.047729235142469406"
"5711","0.11992078274488449","0.11992078274488449","0.11992078274488449"
"5713","-0.0014914297498762608","-0.0014914297498762608","-0.0014914297498762608"
"5717","-0.2149103432893753","-0.2149103432893753","-0.2149103432893753"
"5723","0.10454735159873962","0.10454735159873962","0.10454735159873962"
"5725","0.11621735990047455","0.11621735990047455","0.11621735990047455"
"5727","0.14380301535129547","0.14380301535129547","0.14380301535129547"
"5729","0.18043303489685059","0.18043303489685059","0.18043303489685059"
"5731","0.13686496019363403","0.13686496019363403","0.13686496019363403"
"5735","0.1056056022644043","0.1056056022644043","0.1056056022644043"
"5737","0.1189291849732399","0.1189291849732399","0.1189291849732399"
"5739","0.14165329933166504","0.14165329933166504","0.14165329933166504"
"5743","0.14830179512500763","0.14830179512500763","0.14830179512500763"
"5745","0.060838427394628525","0.060838427394628525","0.060838427394628525"
"5747","-0.01955242082476616","-0.01955242082476616","-0.01955242082476616"
"5749","-0.09717363119125366","-0.09717363119125366","-0.09717363119125366"
"5753","0.23215705156326294","0.23215705156326294","0.23215705156326294"
"5755","0.25116652250289917","0.25116652250289917","0.25116652250289917"
"5757","0.1499275118112564","0.1499275118112564","0.1499275118112564"
"5759","0.14319533109664917","0.14319533109664917","0.14319533109664917"
"5763","0.28013554215431213","0.28013554215431213","0.28013554215431213"
"5765","0.29974251985549927","0.29974251985549927","0.29974251985549927"
"5779","-0.03640866279602051","-0.03640866279602051","-0.03640866279602051"
"5783","-0.05615644156932831","-0.05615644156932831","-0.05615644156932831"
"5785","-0.026493217796087265","-0.026493217796087265","-0.026493217796087265"
"5789","0.008065756410360336","0.008065756410360336","0.008065756410360336"
"5793","-0.08905234187841415","-0.08905234187841415","-0.08905234187841415"
"5797","-0.0846966803073883","-0.0846966803073883","-0.0846966803073883"
"5799","-0.04563271999359131","-0.04563271999359131","-0.04563271999359131"
"5801","0.002044175285845995","0.002044175285845995","0.002044175285845995"
"5807","-0.05860669165849686","-0.05860669165849686","-0.05860669165849686"
"5809","-0.08180306851863861","-0.08180306851863861","-0.08180306851863861"
"5813","-0.10296975821256638","-0.10296975821256638","-0.10296975821256638"
"5815","-0.04225373640656471","-0.04225373640656471","-0.04225373640656471"
"5817","0.02247709222137928","0.02247709222137928","0.02247709222137928"
"5819","0.044902436435222626","0.044902436435222626","0.044902436435222626"
"5829","0.04981938749551773","0.04981938749551773","0.04981938749551773"
"5833","0.12950246036052704","0.12950246036052704","0.12950246036052704"
"5835","0.14435359835624695","0.14435359835624695","0.14435359835624695"
"5837","0.2155269980430603","0.2155269980430603","0.2155269980430603"
"5839","0.2734726369380951","0.2734726369380951","0.2734726369380951"
"5841","0.2551092505455017","0.2551092505455017","0.2551092505455017"
"5847","0.18380829691886902","0.18380829691886902","0.18380829691886902"
"5849","0.1546558290719986","0.1546558290719986","0.1546558290719986"
"5853","0.07423905283212662","0.07423905283212662","0.07423905283212662"
"5855","0.018611297011375427","0.018611297011375427","0.018611297011375427"
"5859","-0.019882868975400925","-0.019882868975400925","-0.019882868975400925"
"5861","-0.0348249152302742","-0.0348249152302742","-0.0348249152302742"
"5865","-0.06447851657867432","-0.06447851657867432","-0.06447851657867432"
"5867","-0.06832696497440338","-0.06832696497440338","-0.06832696497440338"
"5871","-0.09355314821004868","-0.09355314821004868","-0.09355314821004868"
"5873","-0.08621422946453094","-0.08621422946453094","-0.08621422946453094"
"5875","-0.06635483354330063","-0.06635483354330063","-0.06635483354330063"
"5877","-0.026190191507339478","-0.026190191507339478","-0.026190191507339478"
"5879","-0.09031829982995987","-0.09031829982995987","-0.09031829982995987"
"5887","-0.19851668179035187","-0.19851668179035187","-0.19851668179035187"
"5889","-0.2299060821533203","-0.2299060821533203","-0.2299060821533203"
"5893","-0.24805743992328644","-0.24805743992328644","-0.24805743992328644"
"5895","-0.2323121726512909","-0.2323121726512909","-0.2323121726512909"
"5897","-0.19839772582054138","-0.19839772582054138","-0.19839772582054138"
"5909","-0.0024938019923865795","-0.0024938019923865795","-0.0024938019923865795"
"5913","-0.08968594670295715","-0.08968594670295715","-0.08968594670295715"
"5921","-0.17942415177822113","-0.17942415177822113","-0.17942415177822113"
"5923","-0.1808108687400818","-0.1808108687400818","-0.1808108687400818"
"5925","-0.2037082314491272","-0.2037082314491272","-0.2037082314491272"
"5929","0.2297322154045105","0.2297322154045105","0.2297322154045105"
"5933","0.1325264722108841","0.1325264722108841","0.1325264722108841"
"5941","0.21252015233039856","0.21252015233039856","0.21252015233039856"
"5943","0.19204992055892944","0.19204992055892944","0.19204992055892944"
"5949","0.05754152685403824","0.05754152685403824","0.05754152685403824"
"5953","0.020919909700751305","0.020919909700751305","0.020919909700751305"
"5955","0.023189404979348183","0.023189404979348183","0.023189404979348183"
"5957","0.007524334825575352","0.007524334825575352","0.007524334825575352"
"5961","0.035577986389398575","0.035577986389398575","0.035577986389398575"
"5963","0.09692983329296112","0.09692983329296112","0.09692983329296112"
"5965","0.16827160120010376","0.16827160120010376","0.16827160120010376"
"5969","0.030390501022338867","0.030390501022338867","0.030390501022338867"
"5971","-0.06257997453212738","-0.06257997453212738","-0.06257997453212738"
"5975","-0.2209731787443161","-0.2209731787443161","-0.2209731787443161"
"5981","-0.07010383903980255","-0.07010383903980255","-0.07010383903980255"
"5983","-0.10303964465856552","-0.10303964465856552","-0.10303964465856552"
"5985","-0.1395135521888733","-0.1395135521888733","-0.1395135521888733"
"5987","-0.1254475712776184","-0.1254475712776184","-0.1254475712776184"
"5991","-0.050506167113780975","-0.050506167113780975","-0.050506167113780975"
"5995","-0.018329553306102753","-0.018329553306102753","-0.018329553306102753"
"5997","-0.015425275079905987","-0.015425275079905987","-0.015425275079905987"
"5999","-0.02756454236805439","-0.02756454236805439","-0.02756454236805439"
"6007","0.07213339954614639","0.07213339954614639","0.07213339954614639"
"6009","0.06285905838012695","0.06285905838012695","0.06285905838012695"
"6013","0.05725684016942978","0.05725684016942978","0.05725684016942978"
"6017","0.17751608788967133","0.17751608788967133","0.17751608788967133"
"6019","0.09991196542978287","0.09991196542978287","0.09991196542978287"
"6021","0.020793244242668152","0.020793244242668152","0.020793244242668152"
"6023","-0.04900156706571579","-0.04900156706571579","-0.04900156706571579"
"6025","-0.09955521672964096","-0.09955521672964096","-0.09955521672964096"
"6031","-0.1266709715127945","-0.1266709715127945","-0.1266709715127945"
"6037","-0.03941391035914421","-0.03941391035914421","-0.03941391035914421"
"6039","0.018815860152244568","0.018815860152244568","0.018815860152244568"
"6049","0.13817337155342102","0.13817337155342102","0.13817337155342102"
"6051","0.13150189816951752","0.13150189816951752","0.13150189816951752"
"6053","0.12191685289144516","0.12191685289144516","0.12191685289144516"
"6061","0.03407381847500801","0.03407381847500801","0.03407381847500801"
"6063","-0.0202092956751585","-0.0202092956751585","-0.0202092956751585"
"6069","-0.13351434469223022","-0.13351434469223022","-0.13351434469223022"
"6071","-0.11463247239589691","-0.11463247239589691","-0.11463247239589691"
"6073","-0.08000665158033371","-0.08000665158033371","-0.08000665158033371"
"6079","0.03123641200363636","0.03123641200363636","0.03123641200363636"
"6083","-0.05148634314537048","-0.05148634314537048","-0.05148634314537048"
"6085","-0.10539492219686508","-0.10539492219686508","-0.10539492219686508"
"6101","-0.17799830436706543","-0.17799830436706543","-0.17799830436706543"
"6103","-0.1435318887233734","-0.1435318887233734","-0.1435318887233734"
"6105","-0.10047127306461334","-0.10047127306461334","-0.10047127306461334"
"6107","-0.0320853516459465","-0.0320853516459465","-0.0320853516459465"
"6113","0.21152198314666748","0.21152198314666748","0.21152198314666748"
"6115","0.23689940571784973","0.23689940571784973","0.23689940571784973"
"6119","0.052254222333431244","0.052254222333431244","0.052254222333431244"
"6121","-0.00971751194447279","-0.00971751194447279","-0.00971751194447279"
"6123","0.005545048508793116","0.005545048508793116","0.005545048508793116"
"6129","0.053969960659742355","0.053969960659742355","0.053969960659742355"
"6131","0.06152701377868652","0.06152701377868652","0.06152701377868652"
"6133","0.03254884108901024","0.03254884108901024","0.03254884108901024"
"6135","0.019758377224206924","0.019758377224206924","0.019758377224206924"
"6137","0.035177092999219894","0.035177092999219894","0.035177092999219894"
"6139","0.07407106459140778","0.07407106459140778","0.07407106459140778"
"6141","0.126839742064476","0.126839742064476","0.126839742064476"
"6149","0.11927929520606995","0.11927929520606995","0.11927929520606995"
"6155","0.04201342165470123","0.04201342165470123","0.04201342165470123"
"6161","-0.005407067481428385","-0.005407067481428385","-0.005407067481428385"
"6163","-0.0006318783853203058","-0.0006318783853203058","-0.0006318783853203058"
"6165","0.04596014693379402","0.04596014693379402","0.04596014693379402"
"6167","0.12132132053375244","0.12132132053375244","0.12132132053375244"
"6173","0.16187416017055511","0.16187416017055511","0.16187416017055511"
"6175","0.17710033059120178","0.17710033059120178","0.17710033059120178"
"6181","0.13758106529712677","0.13758106529712677","0.13758106529712677"
"6183","0.12841498851776123","0.12841498851776123","0.12841498851776123"
"6185","0.1398950219154358","0.1398950219154358","0.1398950219154358"
"6189","0.028094779700040817","0.028094779700040817","0.028094779700040817"
"6193","0.001050097867846489","0.001050097867846489","0.001050097867846489"
"6201","0.11742264777421951","0.11742264777421951","0.11742264777421951"
"6203","0.06931094825267792","0.06931094825267792","0.06931094825267792"
"6205","-0.019425876438617706","-0.019425876438617706","-0.019425876438617706"
"6207","-0.10288622975349426","-0.10288622975349426","-0.10288622975349426"
"6219","0.3237682580947876","0.3237682580947876","0.3237682580947876"
"6227","0.09853766113519669","0.09853766113519669","0.09853766113519669"
"6229","0.05036750063300133","0.05036750063300133","0.05036750063300133"
"6235","0.04524227976799011","0.04524227976799011","0.04524227976799011"
"6237","0.05652343109250069","0.05652343109250069","0.05652343109250069"
"6239","0.08204501122236252","0.08204501122236252","0.08204501122236252"
"6243","0.08080930262804031","0.08080930262804031","0.08080930262804031"
"6245","0.06822549551725388","0.06822549551725388","0.06822549551725388"
"6251","0.0889536514878273","0.0889536514878273","0.0889536514878273"
"6253","0.1314346343278885","0.1314346343278885","0.1314346343278885"
"6259","-0.08079943805932999","-0.08079943805932999","-0.08079943805932999"
"6261","0.032262250781059265","0.032262250781059265","0.032262250781059265"
"6263","0.052544303238391876","0.052544303238391876","0.052544303238391876"
"6269","0.11036883294582367","0.11036883294582367","0.11036883294582367"
"6271","0.10319247096776962","0.10319247096776962","0.10319247096776962"
"6275","0.09018361568450928","0.09018361568450928","0.09018361568450928"
"6279","0.020100852474570274","0.020100852474570274","0.020100852474570274"
"6283","0.026888523250818253","0.026888523250818253","0.026888523250818253"
"6287","0.31929582357406616","0.31929582357406616","0.31929582357406616"
"6289","0.28549835085868835","0.28549835085868835","0.28549835085868835"
"6293","0.27889788150787354","0.27889788150787354","0.27889788150787354"
"6295","0.2503068149089813","0.2503068149089813","0.2503068149089813"
"6303","0.2570153474807739","0.2570153474807739","0.2570153474807739"
"6305","0.2882174551486969","0.2882174551486969","0.2882174551486969"
"6307","0.29358720779418945","0.29358720779418945","0.29358720779418945"
"6309","0.3413000702857971","0.3413000702857971","0.3413000702857971"
"6311","0.23652295768260956","0.23652295768260956","0.23652295768260956"
"6313","0.16506606340408325","0.16506606340408325","0.16506606340408325"
"6317","0.13180717825889587","0.13180717825889587","0.13180717825889587"
"6319","0.15765398740768433","0.15765398740768433","0.15765398740768433"
"6323","0.11152353882789612","0.11152353882789612","0.11152353882789612"
"6325","0.096168152987957","0.096168152987957","0.096168152987957"
"6329","0.12240497022867203","0.12240497022867203","0.12240497022867203"
"6333","0.1639402210712433","0.1639402210712433","0.1639402210712433"
"6335","0.18642884492874146","0.18642884492874146","0.18642884492874146"
"6339","0.21348589658737183","0.21348589658737183","0.21348589658737183"
"6343","0.19145788252353668","0.19145788252353668","0.19145788252353668"
"6345","0.15882374346256256","0.15882374346256256","0.15882374346256256"
"6351","0.05306551977992058","0.05306551977992058","0.05306551977992058"
"6353","0.02743406966328621","0.02743406966328621","0.02743406966328621"
"6355","-0.0050894771702587605","-0.0050894771702587605","-0.0050894771702587605"
"6359","-0.0803677886724472","-0.0803677886724472","-0.0803677886724472"
"6365","-0.09682518988847733","-0.09682518988847733","-0.09682518988847733"
"6367","-0.07851913571357727","-0.07851913571357727","-0.07851913571357727"
"6369","-0.06796156615018845","-0.06796156615018845","-0.06796156615018845"
"6371","-0.05691966041922569","-0.05691966041922569","-0.05691966041922569"
"6377","-0.10306069254875183","-0.10306069254875183","-0.10306069254875183"
"6379","-0.0978098213672638","-0.0978098213672638","-0.0978098213672638"
"6381","-0.11235509812831879","-0.11235509812831879","-0.11235509812831879"
"6385","-0.11485633254051208","-0.11485633254051208","-0.11485633254051208"
"6387","-0.05336235091090202","-0.05336235091090202","-0.05336235091090202"
"6389","-0.041899923235177994","-0.041899923235177994","-0.041899923235177994"
"6393","-0.027653522789478302","-0.027653522789478302","-0.027653522789478302"
"6395","-0.029162665829062462","-0.029162665829062462","-0.029162665829062462"
"6399","0.007951713167130947","0.007951713167130947","0.007951713167130947"
"6401","0.029405416920781136","0.029405416920781136","0.029405416920781136"
"6405","0.08187234401702881","0.08187234401702881","0.08187234401702881"
"6407","0.12008412927389145","0.12008412927389145","0.12008412927389145"
"6409","0.14447477459907532","0.14447477459907532","0.14447477459907532"
"6413","0.062431700527668","0.062431700527668","0.062431700527668"
"6415","0.026758240535855293","0.026758240535855293","0.026758240535855293"
"6419","0.026412270963191986","0.026412270963191986","0.026412270963191986"
"6421","0.015895118936896324","0.015895118936896324","0.015895118936896324"
"6425","-0.12682317197322845","-0.12682317197322845","-0.12682317197322845"
"6429","-0.05254262685775757","-0.05254262685775757","-0.05254262685775757"
"6431","-0.05252214893698692","-0.05252214893698692","-0.05252214893698692"
"6435","0.030637182295322418","0.030637182295322418","0.030637182295322418"
"6437","0.06984145194292068","0.06984145194292068","0.06984145194292068"
"6439","0.09101159870624542","0.09101159870624542","0.09101159870624542"
"6441","0.08108028024435043","0.08108028024435043","0.08108028024435043"
"6443","0.017909660935401917","0.017909660935401917","0.017909660935401917"
"6447","-0.024094976484775543","-0.024094976484775543","-0.024094976484775543"
"6449","0.1693946272134781","0.1693946272134781","0.1693946272134781"
"6451","0.1154056116938591","0.1154056116938591","0.1154056116938591"
"6453","-0.05353941768407822","-0.05353941768407822","-0.05353941768407822"
"6457","-0.19793611764907837","-0.19793611764907837","-0.19793611764907837"
"6463","0.12126119434833527","0.12126119434833527","0.12126119434833527"
"6467","-0.026419900357723236","-0.026419900357723236","-0.026419900357723236"
"6469","-0.08013977110385895","-0.08013977110385895","-0.08013977110385895"
"6471","-0.10053830593824387","-0.10053830593824387","-0.10053830593824387"
"6483","-0.24607832729816437","-0.24607832729816437","-0.24607832729816437"
"6485","-0.07523944973945618","-0.07523944973945618","-0.07523944973945618"
"6489","-0.007434233091771603","-0.007434233091771603","-0.007434233091771603"
"6491","0.0479033887386322","0.0479033887386322","0.0479033887386322"
"6495","0.17236171662807465","0.17236171662807465","0.17236171662807465"
"6497","0.18917830288410187","0.18917830288410187","0.18917830288410187"
"6501","0.17626258730888367","0.17626258730888367","0.17626258730888367"
"6503","0.16363933682441711","0.16363933682441711","0.16363933682441711"
"6509","0.20135143399238586","0.20135143399238586","0.20135143399238586"
"6511","0.21063540875911713","0.21063540875911713","0.21063540875911713"
"6517","0.1757795512676239","0.1757795512676239","0.1757795512676239"
"6521","0.14031729102134705","0.14031729102134705","0.14031729102134705"
"6523","0.08747491985559464","0.08747491985559464","0.08747491985559464"
"6525","0.07043404132127762","0.07043404132127762","0.07043404132127762"
"6527","0.10166484862565994","0.10166484862565994","0.10166484862565994"
"6529","0.11979652941226959","0.11979652941226959","0.11979652941226959"
"6533","0.16312362253665924","0.16312362253665924","0.16312362253665924"
"6535","0.14209750294685364","0.14209750294685364","0.14209750294685364"
"6537","0.12762337923049927","0.12762337923049927","0.12762337923049927"
"6541","0.008566788397729397","0.008566788397729397","0.008566788397729397"
"6545","-0.0730845034122467","-0.0730845034122467","-0.0730845034122467"
"6549","-0.07094457745552063","-0.07094457745552063","-0.07094457745552063"
"6555","0.0875481367111206","0.0875481367111206","0.0875481367111206"
"6559","0.19770364463329315","0.19770364463329315","0.19770364463329315"
"6573","0.10947544127702713","0.10947544127702713","0.10947544127702713"
"6575","0.12607267498970032","0.12607267498970032","0.12607267498970032"
"6577","0.15406069159507751","0.15406069159507751","0.15406069159507751"
"6579","0.1961875557899475","0.1961875557899475","0.1961875557899475"
"6583","0.30311596393585205","0.30311596393585205","0.30311596393585205"
"6585","0.24853897094726562","0.24853897094726562","0.24853897094726562"
"6587","0.2027437537908554","0.2027437537908554","0.2027437537908554"
"6595","0.034711964428424835","0.034711964428424835","0.034711964428424835"
"6597","0.01631958782672882","0.01631958782672882","0.01631958782672882"
"6607","0.17601852118968964","0.17601852118968964","0.17601852118968964"
"6609","0.14307133853435516","0.14307133853435516","0.14307133853435516"
"6613","0.10473868995904922","0.10473868995904922","0.10473868995904922"
"6619","0.029714340344071388","0.029714340344071388","0.029714340344071388"
"6621","0.018551316112279892","0.018551316112279892","0.018551316112279892"
"6623","0.010017876513302326","0.010017876513302326","0.010017876513302326"
"6629","-0.1486242413520813","-0.1486242413520813","-0.1486242413520813"
"6637","-0.204858660697937","-0.204858660697937","-0.204858660697937"
"6641","-0.19172412157058716","-0.19172412157058716","-0.19172412157058716"
"6645","-0.10577656328678131","-0.10577656328678131","-0.10577656328678131"
"6653","0.023875201120972633","0.023875201120972633","0.023875201120972633"
"6655","0.05211940035223961","0.05211940035223961","0.05211940035223961"
"6657","0.07567153871059418","0.07567153871059418","0.07567153871059418"
"6659","0.10673942416906357","0.10673942416906357","0.10673942416906357"
"6669","0.04926663637161255","0.04926663637161255","0.04926663637161255"
"6673","0.11415543407201767","0.11415543407201767","0.11415543407201767"
"6675","0.13153699040412903","0.13153699040412903","0.13153699040412903"
"6683","0.09805601835250854","0.09805601835250854","0.09805601835250854"
"6685","0.0014264784986153245","0.0014264784986153245","0.0014264784986153245"
"6693","0.09452593326568604","0.09452593326568604","0.09452593326568604"
"6695","0.120123952627182","0.120123952627182","0.120123952627182"
"6697","0.1210985854268074","0.1210985854268074","0.1210985854268074"
"6699","0.2454330027103424","0.2454330027103424","0.2454330027103424"
"6701","0.23589542508125305","0.23589542508125305","0.23589542508125305"
"6703","0.22328044474124908","0.22328044474124908","0.22328044474124908"
"6705","0.09038115292787552","0.09038115292787552","0.09038115292787552"
"6707","0.11189232766628265","0.11189232766628265","0.11189232766628265"
"6713","0.023726729676127434","0.023726729676127434","0.023726729676127434"
"6723","0.11204124987125397","0.11204124987125397","0.11204124987125397"
"6725","0.1317034363746643","0.1317034363746643","0.1317034363746643"
"6729","0.00785239227116108","0.00785239227116108","0.00785239227116108"
"6731","-0.04853562265634537","-0.04853562265634537","-0.04853562265634537"
"6733","-0.10349002480506897","-0.10349002480506897","-0.10349002480506897"
"6735","-0.1574603021144867","-0.1574603021144867","-0.1574603021144867"
"6737","-0.1813865751028061","-0.1813865751028061","-0.1813865751028061"
"6739","-0.15365001559257507","-0.15365001559257507","-0.15365001559257507"
"6743","-0.010782843455672264","-0.010782843455672264","-0.010782843455672264"
"6749","0.04255921393632889","0.04255921393632889","0.04255921393632889"
"6753","0.018979264423251152","0.018979264423251152","0.018979264423251152"
"6767","-0.03751150891184807","-0.03751150891184807","-0.03751150891184807"
"6771","-0.05245978757739067","-0.05245978757739067","-0.05245978757739067"
"6777","-0.01922168955206871","-0.01922168955206871","-0.01922168955206871"
"6779","-0.0022336323745548725","-0.0022336323745548725","-0.0022336323745548725"
"6783","-0.0279323048889637","-0.0279323048889637","-0.0279323048889637"
"6785","-0.030494464561343193","-0.030494464561343193","-0.030494464561343193"
"6787","-0.0006125541403889656","-0.0006125541403889656","-0.0006125541403889656"
"6789","0.06586043536663055","0.06586043536663055","0.06586043536663055"
"6791","0.15431375801563263","0.15431375801563263","0.15431375801563263"
"6809","0.22034984827041626","0.22034984827041626","0.22034984827041626"
"6813","0.181698277592659","0.181698277592659","0.181698277592659"
"6817","0.06843683868646622","0.06843683868646622","0.06843683868646622"
"6825","-0.01636585034430027","-0.01636585034430027","-0.01636585034430027"
"6829","-0.06899018585681915","-0.06899018585681915","-0.06899018585681915"
"6833","-0.09725413471460342","-0.09725413471460342","-0.09725413471460342"
