"Step","resilient-blaze-9 - Smallest CBF constraint(unfiltered)","resilient-blaze-9 - Smallest CBF constraint(unfiltered)__MIN","resilient-blaze-9 - Smallest CBF constraint(unfiltered)__MAX"
"9293","-0.0805303156375885","-0.0805303156375885","-0.0805303156375885"
"9297","-0.15682636201381683","-0.15682636201381683","-0.15682636201381683"
"9299","-0.3084510266780853","-0.3084510266780853","-0.3084510266780853"
"9301","-0.30594688653945923","-0.30594688653945923","-0.30594688653945923"
"9303","-0.3139156103134155","-0.3139156103134155","-0.3139156103134155"
"9305","-0.5744587182998657","-0.5744587182998657","-0.5744587182998657"
"9307","-0.5618330836296082","-0.5618330836296082","-0.5618330836296082"
"9311","-0.14377883076667786","-0.14377883076667786","-0.14377883076667786"
"9319","-0.18609893321990967","-0.18609893321990967","-0.18609893321990967"
"9321","-0.3758823573589325","-0.3758823573589325","-0.3758823573589325"
"9329","0","0","0"
"9331","-0.12594854831695557","-0.12594854831695557","-0.12594854831695557"
"9333","-1.63637113571167","-1.63637113571167","-1.63637113571167"
"9339","0","0","0"
"9341","-0.20239609479904175","-0.20239609479904175","-0.20239609479904175"
"9343","-0.4907206594944","-0.4907206594944","-0.4907206594944"
"9345","-0.02742534875869751","-0.02742534875869751","-0.02742534875869751"
"9347","-0.12038102746009827","-0.12038102746009827","-0.12038102746009827"
"9349","-0.7999515533447266","-0.7999515533447266","-0.7999515533447266"
"9355","-0.08563244342803955","-0.08563244342803955","-0.08563244342803955"
"9359","-0.6334317326545715","-0.6334317326545715","-0.6334317326545715"
"9361","-0.7035977840423584","-0.7035977840423584","-0.7035977840423584"
"9363","-0.3781895637512207","-0.3781895637512207","-0.3781895637512207"
"9365","-0.7020434141159058","-0.7020434141159058","-0.7020434141159058"
"9371","-0.12677955627441406","-0.12677955627441406","-0.12677955627441406"
"9377","-1.1997615098953247","-1.1997615098953247","-1.1997615098953247"
"9379","-0.5801877975463867","-0.5801877975463867","-0.5801877975463867"
"9381","-0.19055992364883423","-0.19055992364883423","-0.19055992364883423"
"9389","-0.23517677187919617","-0.23517677187919617","-0.23517677187919617"
"9391","-0.40029096603393555","-0.40029096603393555","-0.40029096603393555"
"9395","-0.35678723454475403","-0.35678723454475403","-0.35678723454475403"
"9397","-0.15433436632156372","-0.15433436632156372","-0.15433436632156372"
"9403","0","0","0"
"9405","-0.6329103708267212","-0.6329103708267212","-0.6329103708267212"
"9407","-0.04917949438095093","-0.04917949438095093","-0.04917949438095093"
"9411","-0.23763909935951233","-0.23763909935951233","-0.23763909935951233"
"9413","-0.2729475498199463","-0.2729475498199463","-0.2729475498199463"
"9415","-0.2703495919704437","-0.2703495919704437","-0.2703495919704437"
"9419","-0.04577633738517761","-0.04577633738517761","-0.04577633738517761"
"9421","-0.8317703008651733","-0.8317703008651733","-0.8317703008651733"
"9429","-0.24800732731819153","-0.24800732731819153","-0.24800732731819153"
"9435","-0.27081456780433655","-0.27081456780433655","-0.27081456780433655"
"9441","-0.22828131914138794","-0.22828131914138794","-0.22828131914138794"
"9443","-0.33800017833709717","-0.33800017833709717","-0.33800017833709717"
"9445","-0.08024922013282776","-0.08024922013282776","-0.08024922013282776"
"9449","-0.5929985046386719","-0.5929985046386719","-0.5929985046386719"
"9451","-1.362349033355713","-1.362349033355713","-1.362349033355713"
"9455","-0.5522494912147522","-0.5522494912147522","-0.5522494912147522"
"9463","-0.7430137395858765","-0.7430137395858765","-0.7430137395858765"
"9467","-0.08598846197128296","-0.08598846197128296","-0.08598846197128296"
"9469","-0.3201015591621399","-0.3201015591621399","-0.3201015591621399"
"9473","-0.301716685295105","-0.301716685295105","-0.301716685295105"
"9475","-0.5915480852127075","-0.5915480852127075","-0.5915480852127075"
"9477","0","0","0"
"9479","-0.5228375196456909","-0.5228375196456909","-0.5228375196456909"
"9487","-0.8347619771957397","-0.8347619771957397","-0.8347619771957397"
"9495","-0.7898098826408386","-0.7898098826408386","-0.7898098826408386"
"9497","0","0","0"
"9499","-0.6737969517707825","-0.6737969517707825","-0.6737969517707825"
"9503","-0.7246913313865662","-0.7246913313865662","-0.7246913313865662"
"9509","-0.3055166006088257","-0.3055166006088257","-0.3055166006088257"
"9513","-0.3980500102043152","-0.3980500102043152","-0.3980500102043152"
"9517","-0.3169318437576294","-0.3169318437576294","-0.3169318437576294"
"9519","-0.07961392402648926","-0.07961392402648926","-0.07961392402648926"
"9523","-0.24695292115211487","-0.24695292115211487","-0.24695292115211487"
"9525","-0.09811142086982727","-0.09811142086982727","-0.09811142086982727"
"9531","-0.4052523374557495","-0.4052523374557495","-0.4052523374557495"
"9533","-0.7198004722595215","-0.7198004722595215","-0.7198004722595215"
"9535","-0.9011296033859253","-0.9011296033859253","-0.9011296033859253"
"9539","-0.2690432667732239","-0.2690432667732239","-0.2690432667732239"
"9543","-0.13572368025779724","-0.13572368025779724","-0.13572368025779724"
"9549","-0.27387291193008423","-0.27387291193008423","-0.27387291193008423"
"9555","-0.9162802696228027","-0.9162802696228027","-0.9162802696228027"
"9563","-0.35990434885025024","-0.35990434885025024","-0.35990434885025024"
"9571","-0.1511596441268921","-0.1511596441268921","-0.1511596441268921"
"9575","-0.42979153990745544","-0.42979153990745544","-0.42979153990745544"
"9577","-0.10623528063297272","-0.10623528063297272","-0.10623528063297272"
"9581","0","0","0"
"9585","-0.38268545269966125","-0.38268545269966125","-0.38268545269966125"
"9587","-0.5843890309333801","-0.5843890309333801","-0.5843890309333801"
"9591","-0.10822784900665283","-0.10822784900665283","-0.10822784900665283"
"9595","-0.14000150561332703","-0.14000150561332703","-0.14000150561332703"
"9607","0","0","0"
"9611","0","0","0"
"9613","-0.1883816123008728","-0.1883816123008728","-0.1883816123008728"
"9615","-0.04817277193069458","-0.04817277193069458","-0.04817277193069458"
"9617","-0.12974095344543457","-0.12974095344543457","-0.12974095344543457"
"9619","-0.07188135385513306","-0.07188135385513306","-0.07188135385513306"
"9627","-0.03569185733795166","-0.03569185733795166","-0.03569185733795166"
"9631","-0.13018998503684998","-0.13018998503684998","-0.13018998503684998"
"9633","-0.3121393024921417","-0.3121393024921417","-0.3121393024921417"
"9635","0","0","0"
"9641","-1.008357048034668","-1.008357048034668","-1.008357048034668"
"9643","-0.13029712438583374","-0.13029712438583374","-0.13029712438583374"
"9647","-0.5339466333389282","-0.5339466333389282","-0.5339466333389282"
"9651","-0.04704231023788452","-0.04704231023788452","-0.04704231023788452"
"9653","0","0","0"
"9655","0","0","0"
"9661","-0.18299071490764618","-0.18299071490764618","-0.18299071490764618"
"9667","-0.18086835741996765","-0.18086835741996765","-0.18086835741996765"
"9669","-0.4939224123954773","-0.4939224123954773","-0.4939224123954773"
"9671","-0.1622154712677002","-0.1622154712677002","-0.1622154712677002"
"9673","-0.20863252878189087","-0.20863252878189087","-0.20863252878189087"
"9675","-0.0846567153930664","-0.0846567153930664","-0.0846567153930664"
"9679","0","0","0"
"9681","-0.4550129175186157","-0.4550129175186157","-0.4550129175186157"
"9689","0","0","0"
"9691","0","0","0"
"9701","-0.7104741334915161","-0.7104741334915161","-0.7104741334915161"
"9705","-0.7247073650360107","-0.7247073650360107","-0.7247073650360107"
"9711","0","0","0"
"9715","-0.3514120280742645","-0.3514120280742645","-0.3514120280742645"
"9723","-0.1957189440727234","-0.1957189440727234","-0.1957189440727234"
"9725","-0.26470544934272766","-0.26470544934272766","-0.26470544934272766"
"9727","0","0","0"
"9729","0","0","0"
"9731","-0.1549963355064392","-0.1549963355064392","-0.1549963355064392"
"9735","-0.25719624757766724","-0.25719624757766724","-0.25719624757766724"
"9749","-0.12137940526008606","-0.12137940526008606","-0.12137940526008606"
"9753","-0.34400737285614014","-0.34400737285614014","-0.34400737285614014"
"9755","-0.2349267303943634","-0.2349267303943634","-0.2349267303943634"
"9757","0","0","0"
"9763","-0.12006479501724243","-0.12006479501724243","-0.12006479501724243"
"9765","0","0","0"
"9773","-0.4720476567745209","-0.4720476567745209","-0.4720476567745209"
"9777","-0.5721200108528137","-0.5721200108528137","-0.5721200108528137"
"9779","-0.14967882633209229","-0.14967882633209229","-0.14967882633209229"
"9787","-0.52434241771698","-0.52434241771698","-0.52434241771698"
"9815","0","0","0"
"9817","0","0","0"
"9825","0","0","0"
"9831","-1.000960350036621","-1.000960350036621","-1.000960350036621"
"9833","0","0","0"
"9839","-0.6687662601470947","-0.6687662601470947","-0.6687662601470947"
"9841","-0.16806000471115112","-0.16806000471115112","-0.16806000471115112"
"9845","-0.13932836055755615","-0.13932836055755615","-0.13932836055755615"
"9847","-0.1885199248790741","-0.1885199248790741","-0.1885199248790741"
"9849","0","0","0"
"9851","-0.26391661167144775","-0.26391661167144775","-0.26391661167144775"
"9853","-0.3038564622402191","-0.3038564622402191","-0.3038564622402191"
"9855","-0.20798563957214355","-0.20798563957214355","-0.20798563957214355"
"9857","-0.1192278265953064","-0.1192278265953064","-0.1192278265953064"
"9859","0","0","0"
"9873","-0.04390496015548706","-0.04390496015548706","-0.04390496015548706"
"9875","0","0","0"
"9877","-0.05461055040359497","-0.05461055040359497","-0.05461055040359497"
"9879","-0.28801342844963074","-0.28801342844963074","-0.28801342844963074"
"9881","-0.6820188760757446","-0.6820188760757446","-0.6820188760757446"
"9883","-0.8977013826370239","-0.8977013826370239","-0.8977013826370239"
"9885","0","0","0"
"9893","-0.7071669101715088","-0.7071669101715088","-0.7071669101715088"
"9895","-0.4428052008152008","-0.4428052008152008","-0.4428052008152008"
"9897","-0.4584328830242157","-0.4584328830242157","-0.4584328830242157"
"9905","-0.1303391009569168","-0.1303391009569168","-0.1303391009569168"
"9907","-1.003154993057251","-1.003154993057251","-1.003154993057251"
"9917","-0.19236034154891968","-0.19236034154891968","-0.19236034154891968"
"9923","-0.15858244895935059","-0.15858244895935059","-0.15858244895935059"
"9929","-0.26215502619743347","-0.26215502619743347","-0.26215502619743347"
"9937","-0.5384055972099304","-0.5384055972099304","-0.5384055972099304"
"9939","0","0","0"
"9941","-0.024412989616394043","-0.024412989616394043","-0.024412989616394043"
"9943","-0.1865142583847046","-0.1865142583847046","-0.1865142583847046"
"9945","-0.08310526609420776","-0.08310526609420776","-0.08310526609420776"
"9949","-0.2909482717514038","-0.2909482717514038","-0.2909482717514038"
"9953","-0.22355806827545166","-0.22355806827545166","-0.22355806827545166"
"9955","-0.5232842564582825","-0.5232842564582825","-0.5232842564582825"
"9957","-0.37277454137802124","-0.37277454137802124","-0.37277454137802124"
"9959","-0.6204548478126526","-0.6204548478126526","-0.6204548478126526"
"9961","-0.31490716338157654","-0.31490716338157654","-0.31490716338157654"
"9965","-1.5528175830841064","-1.5528175830841064","-1.5528175830841064"
"9967","-0.10502880811691284","-0.10502880811691284","-0.10502880811691284"
"9975","0","0","0"
"9983","0","0","0"
"9985","-0.20787984132766724","-0.20787984132766724","-0.20787984132766724"
"9987","-0.5384707450866699","-0.5384707450866699","-0.5384707450866699"
"9995","-0.03241872787475586","-0.03241872787475586","-0.03241872787475586"
"9997","-0.6628199815750122","-0.6628199815750122","-0.6628199815750122"
"10005","-0.08191698789596558","-0.08191698789596558","-0.08191698789596558"
"10007","-0.19950821995735168","-0.19950821995735168","-0.19950821995735168"
"10009","-0.14501747488975525","-0.14501747488975525","-0.14501747488975525"
"10013","-0.7115746140480042","-0.7115746140480042","-0.7115746140480042"
"10015","-0.6151862740516663","-0.6151862740516663","-0.6151862740516663"
"10017","-0.18195515871047974","-0.18195515871047974","-0.18195515871047974"
"10019","0","0","0"
"10029","-0.4131268262863159","-0.4131268262863159","-0.4131268262863159"
"10031","-0.3794592320919037","-0.3794592320919037","-0.3794592320919037"
"10033","0","0","0"
"10041","-0.033353786915540695","-0.033353786915540695","-0.033353786915540695"
"10049","-0.5954745411872864","-0.5954745411872864","-0.5954745411872864"
"10055","-0.05054694414138794","-0.05054694414138794","-0.05054694414138794"
"10061","-0.4620954990386963","-0.4620954990386963","-0.4620954990386963"
"10063","-0.9542261362075806","-0.9542261362075806","-0.9542261362075806"
"10065","-0.29544782638549805","-0.29544782638549805","-0.29544782638549805"
"10071","-0.2090255618095398","-0.2090255618095398","-0.2090255618095398"
"10075","-0.14690905809402466","-0.14690905809402466","-0.14690905809402466"
"10079","0","0","0"
"10087","-0.2655482292175293","-0.2655482292175293","-0.2655482292175293"
"10099","0","0","0"
"10105","-0.2842459976673126","-0.2842459976673126","-0.2842459976673126"
"10109","-0.3571484684944153","-0.3571484684944153","-0.3571484684944153"
"10113","-0.45256441831588745","-0.45256441831588745","-0.45256441831588745"
"10123","-1.0786370038986206","-1.0786370038986206","-1.0786370038986206"
"10127","-0.4418647587299347","-0.4418647587299347","-0.4418647587299347"
"10129","-0.5425564646720886","-0.5425564646720886","-0.5425564646720886"
"10133","-1.0130963325500488","-1.0130963325500488","-1.0130963325500488"
"10141","-0.47936394810676575","-0.47936394810676575","-0.47936394810676575"
"10143","-0.1793859601020813","-0.1793859601020813","-0.1793859601020813"
"10145","-0.3961925506591797","-0.3961925506591797","-0.3961925506591797"
"10147","-0.15484198927879333","-0.15484198927879333","-0.15484198927879333"
"10149","-0.08139665424823761","-0.08139665424823761","-0.08139665424823761"
"10153","-0.052723128348588943","-0.052723128348588943","-0.052723128348588943"
"10155","-0.3608296513557434","-0.3608296513557434","-0.3608296513557434"
"10163","0","0","0"
"10167","-0.9359041452407837","-0.9359041452407837","-0.9359041452407837"
"10169","-0.19287031888961792","-0.19287031888961792","-0.19287031888961792"
"10171","-0.5520227551460266","-0.5520227551460266","-0.5520227551460266"
"10173","-0.4550202488899231","-0.4550202488899231","-0.4550202488899231"
"10181","-0.3487776517868042","-0.3487776517868042","-0.3487776517868042"
"10187","-0.030458450317382812","-0.030458450317382812","-0.030458450317382812"
"10189","-0.934222936630249","-0.934222936630249","-0.934222936630249"
"10191","-0.06069508194923401","-0.06069508194923401","-0.06069508194923401"
"10197","-0.5744380950927734","-0.5744380950927734","-0.5744380950927734"
"10203","-0.14299651980400085","-0.14299651980400085","-0.14299651980400085"
"10205","-0.4098972678184509","-0.4098972678184509","-0.4098972678184509"
"10207","-0.011080414056777954","-0.011080414056777954","-0.011080414056777954"
"10209","-0.16491788625717163","-0.16491788625717163","-0.16491788625717163"
"10211","-0.39796215295791626","-0.39796215295791626","-0.39796215295791626"
"10221","0","0","0"
"10223","-0.03427335247397423","-0.03427335247397423","-0.03427335247397423"
"10227","-0.18458443880081177","-0.18458443880081177","-0.18458443880081177"
"10229","-0.103260338306427","-0.103260338306427","-0.103260338306427"
"10235","-1.0774164199829102","-1.0774164199829102","-1.0774164199829102"
"10239","-0.2691051959991455","-0.2691051959991455","-0.2691051959991455"
"10241","-0.019816577434539795","-0.019816577434539795","-0.019816577434539795"
"10243","-0.23856180906295776","-0.23856180906295776","-0.23856180906295776"
"10255","0","0","0"
"10257","-0.13563773036003113","-0.13563773036003113","-0.13563773036003113"
"10263","0","0","0"
"10265","-0.20465931296348572","-0.20465931296348572","-0.20465931296348572"
"10267","-0.07553151249885559","-0.07553151249885559","-0.07553151249885559"
"10277","-0.20381402969360352","-0.20381402969360352","-0.20381402969360352"
"10281","-0.14241690933704376","-0.14241690933704376","-0.14241690933704376"
"10283","0","0","0"
"10285","-0.5944607257843018","-0.5944607257843018","-0.5944607257843018"
"10289","-0.41531044244766235","-0.41531044244766235","-0.41531044244766235"
"10291","-0.8721701502799988","-0.8721701502799988","-0.8721701502799988"
"10295","-0.6031757593154907","-0.6031757593154907","-0.6031757593154907"
"10297","0","0","0"
"10299","-0.3497377038002014","-0.3497377038002014","-0.3497377038002014"
"10301","0","0","0"
"10309","-0.14191493391990662","-0.14191493391990662","-0.14191493391990662"
"10311","-0.49153780937194824","-0.49153780937194824","-0.49153780937194824"
"10319","0","0","0"
"10321","-0.6829980611801147","-0.6829980611801147","-0.6829980611801147"
"10329","-0.1076425313949585","-0.1076425313949585","-0.1076425313949585"
"10333","0","0","0"
"10339","-0.47516295313835144","-0.47516295313835144","-0.47516295313835144"
"10341","-0.40161842107772827","-0.40161842107772827","-0.40161842107772827"
"10345","0","0","0"
"10347","-0.6914511919021606","-0.6914511919021606","-0.6914511919021606"
"10359","-1.2035578489303589","-1.2035578489303589","-1.2035578489303589"
"10363","-0.582990288734436","-0.582990288734436","-0.582990288734436"
"10367","-0.29686352610588074","-0.29686352610588074","-0.29686352610588074"
"10369","-0.09387783706188202","-0.09387783706188202","-0.09387783706188202"
"10371","-0.6657285094261169","-0.6657285094261169","-0.6657285094261169"
"10373","-0.6460236310958862","-0.6460236310958862","-0.6460236310958862"
"10377","-0.06553025543689728","-0.06553025543689728","-0.06553025543689728"
"10383","0","0","0"
"10385","0","0","0"
"10393","-0.08822853863239288","-0.08822853863239288","-0.08822853863239288"
"10395","-0.19441214203834534","-0.19441214203834534","-0.19441214203834534"
"10397","-0.08738045394420624","-0.08738045394420624","-0.08738045394420624"
"10401","-1.268861174583435","-1.268861174583435","-1.268861174583435"
"10403","-1.3601188659667969","-1.3601188659667969","-1.3601188659667969"
"10405","-0.44029587507247925","-0.44029587507247925","-0.44029587507247925"
"10407","0","0","0"
"10411","-0.5174788236618042","-0.5174788236618042","-0.5174788236618042"
"10413","0","0","0"
"10415","0","0","0"
"10431","-0.15924924612045288","-0.15924924612045288","-0.15924924612045288"
"10437","-0.04716872423887253","-0.04716872423887253","-0.04716872423887253"
"10445","-0.44077005982398987","-0.44077005982398987","-0.44077005982398987"
"10447","-0.1962476372718811","-0.1962476372718811","-0.1962476372718811"
"10451","-0.345263808965683","-0.345263808965683","-0.345263808965683"
"10453","0","0","0"
"10459","-0.8380889892578125","-0.8380889892578125","-0.8380889892578125"
"10461","-0.81640625","-0.81640625","-0.81640625"
"10467","-0.21230824291706085","-0.21230824291706085","-0.21230824291706085"
"10469","-0.612533450126648","-0.612533450126648","-0.612533450126648"
"10471","-0.2946408987045288","-0.2946408987045288","-0.2946408987045288"
"10473","-0.20995543897151947","-0.20995543897151947","-0.20995543897151947"
"10483","-0.7162257432937622","-0.7162257432937622","-0.7162257432937622"
"10485","-0.844821035861969","-0.844821035861969","-0.844821035861969"
"10487","-0.514934778213501","-0.514934778213501","-0.514934778213501"
"10489","-0.41278254985809326","-0.41278254985809326","-0.41278254985809326"
"10491","-0.42236146330833435","-0.42236146330833435","-0.42236146330833435"
"10495","-0.20110425353050232","-0.20110425353050232","-0.20110425353050232"
"10497","-0.5219297409057617","-0.5219297409057617","-0.5219297409057617"
"10503","-0.3299047350883484","-0.3299047350883484","-0.3299047350883484"
"10505","-0.30109697580337524","-0.30109697580337524","-0.30109697580337524"
"10507","-0.2555890381336212","-0.2555890381336212","-0.2555890381336212"
"10509","0","0","0"
"10511","-0.3086944818496704","-0.3086944818496704","-0.3086944818496704"
"10515","-0.5901538133621216","-0.5901538133621216","-0.5901538133621216"
"10519","0","0","0"
"10521","-1.2109520435333252","-1.2109520435333252","-1.2109520435333252"
"10525","0","0","0"
"10527","-0.23397672176361084","-0.23397672176361084","-0.23397672176361084"
"10529","-0.13267682492733002","-0.13267682492733002","-0.13267682492733002"
"10533","-0.28905409574508667","-0.28905409574508667","-0.28905409574508667"
"10537","-0.0698903426527977","-0.0698903426527977","-0.0698903426527977"
"10541","-0.10928253084421158","-0.10928253084421158","-0.10928253084421158"
"10543","-0.3173811435699463","-0.3173811435699463","-0.3173811435699463"
"10545","-0.2034512758255005","-0.2034512758255005","-0.2034512758255005"
"10551","-0.06549191474914551","-0.06549191474914551","-0.06549191474914551"
"10553","0","0","0"
"10557","-0.35319167375564575","-0.35319167375564575","-0.35319167375564575"
"10559","-0.19331634044647217","-0.19331634044647217","-0.19331634044647217"
"10561","-0.392659455537796","-0.392659455537796","-0.392659455537796"
"10577","-0.5171644687652588","-0.5171644687652588","-0.5171644687652588"
"10581","-0.1483393907546997","-0.1483393907546997","-0.1483393907546997"
"10583","-1.1535028219223022","-1.1535028219223022","-1.1535028219223022"
"10585","-0.4527171552181244","-0.4527171552181244","-0.4527171552181244"
"10587","-0.07960478961467743","-0.07960478961467743","-0.07960478961467743"
"10589","-0.6507282257080078","-0.6507282257080078","-0.6507282257080078"
"10595","-0.01569734513759613","-0.01569734513759613","-0.01569734513759613"
"10597","-0.0009177327156066895","-0.0009177327156066895","-0.0009177327156066895"
"10599","-0.6864026784896851","-0.6864026784896851","-0.6864026784896851"
"10603","-0.14865875244140625","-0.14865875244140625","-0.14865875244140625"
"10605","-0.4710840582847595","-0.4710840582847595","-0.4710840582847595"
"10609","-0.20369353890419006","-0.20369353890419006","-0.20369353890419006"
"10613","-0.1996983289718628","-0.1996983289718628","-0.1996983289718628"
"10617","0","0","0"
"10619","-0.2257242202758789","-0.2257242202758789","-0.2257242202758789"
"10621","-0.4261661767959595","-0.4261661767959595","-0.4261661767959595"
"10623","-0.28790444135665894","-0.28790444135665894","-0.28790444135665894"
"10625","-0.1713305413722992","-0.1713305413722992","-0.1713305413722992"
"10627","0","0","0"
"10633","-0.6086796522140503","-0.6086796522140503","-0.6086796522140503"
"10635","-0.7006123065948486","-0.7006123065948486","-0.7006123065948486"
"10637","-0.17883437871932983","-0.17883437871932983","-0.17883437871932983"
"10647","-0.15895400941371918","-0.15895400941371918","-0.15895400941371918"
"10649","-0.2082819938659668","-0.2082819938659668","-0.2082819938659668"
"10651","-0.22496241331100464","-0.22496241331100464","-0.22496241331100464"
"10653","-0.3628968894481659","-0.3628968894481659","-0.3628968894481659"
"10655","-0.27771735191345215","-0.27771735191345215","-0.27771735191345215"
"10657","-0.17484842240810394","-0.17484842240810394","-0.17484842240810394"
"10659","-0.4842160940170288","-0.4842160940170288","-0.4842160940170288"
"10667","0","0","0"
"10673","-0.6071822643280029","-0.6071822643280029","-0.6071822643280029"
"10675","0","0","0"
"10681","-0.5417699813842773","-0.5417699813842773","-0.5417699813842773"
"10683","-0.7747787833213806","-0.7747787833213806","-0.7747787833213806"
"10685","-0.1302318572998047","-0.1302318572998047","-0.1302318572998047"
"10689","-0.5765522718429565","-0.5765522718429565","-0.5765522718429565"
"10693","-0.6993262767791748","-0.6993262767791748","-0.6993262767791748"
"10701","-0.33586153388023376","-0.33586153388023376","-0.33586153388023376"
"10703","-0.23378393054008484","-0.23378393054008484","-0.23378393054008484"
"10705","-0.7401833534240723","-0.7401833534240723","-0.7401833534240723"
"10717","-0.679811954498291","-0.679811954498291","-0.679811954498291"
"10719","-0.28432661294937134","-0.28432661294937134","-0.28432661294937134"
"10725","-0.20283031463623047","-0.20283031463623047","-0.20283031463623047"
"10727","0","0","0"
"10729","-0.239872008562088","-0.239872008562088","-0.239872008562088"
"10733","-0.6344113349914551","-0.6344113349914551","-0.6344113349914551"
"10735","0","0","0"
"10739","-0.3289150595664978","-0.3289150595664978","-0.3289150595664978"
"10741","-0.4676159620285034","-0.4676159620285034","-0.4676159620285034"
"10745","-0.1516416221857071","-0.1516416221857071","-0.1516416221857071"
"10749","-0.20512929558753967","-0.20512929558753967","-0.20512929558753967"
"10751","-0.18440085649490356","-0.18440085649490356","-0.18440085649490356"
"10753","-0.1584491729736328","-0.1584491729736328","-0.1584491729736328"
"10761","-0.1844349503517151","-0.1844349503517151","-0.1844349503517151"
"10763","-0.1614753007888794","-0.1614753007888794","-0.1614753007888794"
"10767","-1.3031880855560303","-1.3031880855560303","-1.3031880855560303"
"10769","-0.3062182068824768","-0.3062182068824768","-0.3062182068824768"
"10771","-0.6993520259857178","-0.6993520259857178","-0.6993520259857178"
"10773","0","0","0"
"10777","-0.352691113948822","-0.352691113948822","-0.352691113948822"
"10781","0","0","0"
"10783","0","0","0"
"10785","-0.3401675224304199","-0.3401675224304199","-0.3401675224304199"
"10791","-0.23424893617630005","-0.23424893617630005","-0.23424893617630005"
"10793","-0.3157346844673157","-0.3157346844673157","-0.3157346844673157"
"10795","-0.018128931522369385","-0.018128931522369385","-0.018128931522369385"
"10797","-0.0832747220993042","-0.0832747220993042","-0.0832747220993042"
"10803","-0.10681730508804321","-0.10681730508804321","-0.10681730508804321"
"10805","-0.22969549894332886","-0.22969549894332886","-0.22969549894332886"
"10807","-0.5595725774765015","-0.5595725774765015","-0.5595725774765015"
"10809","-0.069611556828022","-0.069611556828022","-0.069611556828022"
"10813","-0.4981992840766907","-0.4981992840766907","-0.4981992840766907"
"10815","-0.888735294342041","-0.888735294342041","-0.888735294342041"
"10821","-1.067982792854309","-1.067982792854309","-1.067982792854309"
"10823","-0.2107979655265808","-0.2107979655265808","-0.2107979655265808"
"10825","-0.3206476867198944","-0.3206476867198944","-0.3206476867198944"
"10829","-0.01309281587600708","-0.01309281587600708","-0.01309281587600708"
"10831","0","0","0"
"10847","-0.1770590841770172","-0.1770590841770172","-0.1770590841770172"
"10851","-0.37070131301879883","-0.37070131301879883","-0.37070131301879883"
"10855","-0.08171960711479187","-0.08171960711479187","-0.08171960711479187"
"10861","-0.18628644943237305","-0.18628644943237305","-0.18628644943237305"
"10867","-0.26859432458877563","-0.26859432458877563","-0.26859432458877563"
"10871","-0.536353588104248","-0.536353588104248","-0.536353588104248"
"10873","-0.06652764976024628","-0.06652764976024628","-0.06652764976024628"
"10875","-0.11677414178848267","-0.11677414178848267","-0.11677414178848267"
"10877","-1.0770657062530518","-1.0770657062530518","-1.0770657062530518"
"10879","-0.31392019987106323","-0.31392019987106323","-0.31392019987106323"
"10883","-0.22810214757919312","-0.22810214757919312","-0.22810214757919312"
"10889","-0.47485461831092834","-0.47485461831092834","-0.47485461831092834"
"10895","-0.04678840562701225","-0.04678840562701225","-0.04678840562701225"
"10899","-0.2672038972377777","-0.2672038972377777","-0.2672038972377777"
"10905","-0.4566084146499634","-0.4566084146499634","-0.4566084146499634"
"10909","-0.8388268947601318","-0.8388268947601318","-0.8388268947601318"
"10911","-0.317603200674057","-0.317603200674057","-0.317603200674057"
"10915","-0.38821941614151","-0.38821941614151","-0.38821941614151"
"10921","-0.30398476123809814","-0.30398476123809814","-0.30398476123809814"
"10925","-0.5834048986434937","-0.5834048986434937","-0.5834048986434937"
"10929","-0.3387671113014221","-0.3387671113014221","-0.3387671113014221"
"10931","0","0","0"
"10937","-0.5001049637794495","-0.5001049637794495","-0.5001049637794495"
"10939","0","0","0"
"10941","-0.1504119634628296","-0.1504119634628296","-0.1504119634628296"
"10943","-0.34896355867385864","-0.34896355867385864","-0.34896355867385864"
"10945","-0.021059483289718628","-0.021059483289718628","-0.021059483289718628"
"10951","-0.6346928477287292","-0.6346928477287292","-0.6346928477287292"
"10957","-0.13092370331287384","-0.13092370331287384","-0.13092370331287384"
"10961","-0.5721099972724915","-0.5721099972724915","-0.5721099972724915"
"10963","-0.2261848747730255","-0.2261848747730255","-0.2261848747730255"
"10967","-0.11876343190670013","-0.11876343190670013","-0.11876343190670013"
"10969","-0.0681278333067894","-0.0681278333067894","-0.0681278333067894"
"10971","-0.36873817443847656","-0.36873817443847656","-0.36873817443847656"
"10977","-0.3116897940635681","-0.3116897940635681","-0.3116897940635681"
"10981","-0.04475337266921997","-0.04475337266921997","-0.04475337266921997"
"10983","-0.6725890636444092","-0.6725890636444092","-0.6725890636444092"
"10985","-1.682756781578064","-1.682756781578064","-1.682756781578064"
"10987","-0.5026674866676331","-0.5026674866676331","-0.5026674866676331"
"10991","-0.40665262937545776","-0.40665262937545776","-0.40665262937545776"
"10995","-0.35734888911247253","-0.35734888911247253","-0.35734888911247253"
"11001","-0.3392972946166992","-0.3392972946166992","-0.3392972946166992"
"11003","-0.31815969944000244","-0.31815969944000244","-0.31815969944000244"
"11009","-0.18174505233764648","-0.18174505233764648","-0.18174505233764648"
"11013","-0.1625625342130661","-0.1625625342130661","-0.1625625342130661"
"11017","-0.23301227390766144","-0.23301227390766144","-0.23301227390766144"
"11019","-0.20999012887477875","-0.20999012887477875","-0.20999012887477875"
