"Step","resilient-blaze-9 - Smallest CBF constraint(unfiltered)","resilient-blaze-9 - Smallest CBF constraint(unfiltered)__MIN","resilient-blaze-9 - Smallest CBF constraint(unfiltered)__MAX"
"17783","-0.6412602663040161","-0.6412602663040161","-0.6412602663040161"
"17785","-0.5003640055656433","-0.5003640055656433","-0.5003640055656433"
"17791","-0.22270727157592773","-0.22270727157592773","-0.22270727157592773"
"17793","-0.8258769512176514","-0.8258769512176514","-0.8258769512176514"
"17795","-0.21035033464431763","-0.21035033464431763","-0.21035033464431763"
"17799","-0.41144949197769165","-0.41144949197769165","-0.41144949197769165"
"17801","-0.5091284513473511","-0.5091284513473511","-0.5091284513473511"
"17805","-0.42679402232170105","-0.42679402232170105","-0.42679402232170105"
"17809","-0.42298346757888794","-0.42298346757888794","-0.42298346757888794"
"17811","-0.343562513589859","-0.343562513589859","-0.343562513589859"
"17823","-1.07560133934021","-1.07560133934021","-1.07560133934021"
"17829","-0.5858644843101501","-0.5858644843101501","-0.5858644843101501"
"17843","-0.32441312074661255","-0.32441312074661255","-0.32441312074661255"
"17845","-0.19365949928760529","-0.19365949928760529","-0.19365949928760529"
"17855","-1.1081072092056274","-1.1081072092056274","-1.1081072092056274"
"17857","-0.29369619488716125","-0.29369619488716125","-0.29369619488716125"
"17859","-0.3692476749420166","-0.3692476749420166","-0.3692476749420166"
"17863","-0.6445519924163818","-0.6445519924163818","-0.6445519924163818"
"17867","-0.8372077345848083","-0.8372077345848083","-0.8372077345848083"
"17869","-0.07062099128961563","-0.07062099128961563","-0.07062099128961563"
"17873","-0.9368889331817627","-0.9368889331817627","-0.9368889331817627"
"17877","-1.379787802696228","-1.379787802696228","-1.379787802696228"
"17879","-0.5973438024520874","-0.5973438024520874","-0.5973438024520874"
"17881","-0.29386427998542786","-0.29386427998542786","-0.29386427998542786"
"17887","-0.9395058155059814","-0.9395058155059814","-0.9395058155059814"
"17889","-1.1174583435058594","-1.1174583435058594","-1.1174583435058594"
"17895","-0.5479475855827332","-0.5479475855827332","-0.5479475855827332"
"17897","-0.1582728624343872","-0.1582728624343872","-0.1582728624343872"
"17899","-0.29579663276672363","-0.29579663276672363","-0.29579663276672363"
"17901","-0.3520645499229431","-0.3520645499229431","-0.3520645499229431"
"17907","-0.7925191521644592","-0.7925191521644592","-0.7925191521644592"
"17909","-0.7983548641204834","-0.7983548641204834","-0.7983548641204834"
"17911","-0.29463040828704834","-0.29463040828704834","-0.29463040828704834"
"17917","-0.140053853392601","-0.140053853392601","-0.140053853392601"
"17921","-0.17813530564308167","-0.17813530564308167","-0.17813530564308167"
"17923","-0.3074948191642761","-0.3074948191642761","-0.3074948191642761"
"17929","-0.9838011860847473","-0.9838011860847473","-0.9838011860847473"
"17931","-0.4771652817726135","-0.4771652817726135","-0.4771652817726135"
"17939","-0.8870375752449036","-0.8870375752449036","-0.8870375752449036"
"17941","-0.13985055685043335","-0.13985055685043335","-0.13985055685043335"
"17943","-0.5251296758651733","-0.5251296758651733","-0.5251296758651733"
"17949","-0.34709611535072327","-0.34709611535072327","-0.34709611535072327"
"17953","-0.6626994013786316","-0.6626994013786316","-0.6626994013786316"
"17959","-0.4125922918319702","-0.4125922918319702","-0.4125922918319702"
"17961","-0.3999701738357544","-0.3999701738357544","-0.3999701738357544"
"17963","-0.6130790710449219","-0.6130790710449219","-0.6130790710449219"
"17969","-0.3558216392993927","-0.3558216392993927","-0.3558216392993927"
"17971","-0.10020105540752411","-0.10020105540752411","-0.10020105540752411"
"17975","-0.2601030468940735","-0.2601030468940735","-0.2601030468940735"
"17989","-0.5281599760055542","-0.5281599760055542","-0.5281599760055542"
"17995","-0.6879552602767944","-0.6879552602767944","-0.6879552602767944"
"18007","-0.6056846380233765","-0.6056846380233765","-0.6056846380233765"
"18013","-0.6957535743713379","-0.6957535743713379","-0.6957535743713379"
"18015","-0.7794312238693237","-0.7794312238693237","-0.7794312238693237"
"18021","-0.6748502850532532","-0.6748502850532532","-0.6748502850532532"
"18023","-0.9125840663909912","-0.9125840663909912","-0.9125840663909912"
"18025","-0.14677846431732178","-0.14677846431732178","-0.14677846431732178"
"18027","-0.7223493456840515","-0.7223493456840515","-0.7223493456840515"
"18029","-0.26725518703460693","-0.26725518703460693","-0.26725518703460693"
"18033","-0.1571321338415146","-0.1571321338415146","-0.1571321338415146"
"18035","-0.5923361778259277","-0.5923361778259277","-0.5923361778259277"
"18037","-0.47851747274398804","-0.47851747274398804","-0.47851747274398804"
"18039","-0.09403187036514282","-0.09403187036514282","-0.09403187036514282"
"18053","-0.5387089252471924","-0.5387089252471924","-0.5387089252471924"
"18055","-0.16025389730930328","-0.16025389730930328","-0.16025389730930328"
"18061","-0.031289100646972656","-0.031289100646972656","-0.031289100646972656"
"18063","-0.3370057940483093","-0.3370057940483093","-0.3370057940483093"
"18065","-0.5977827310562134","-0.5977827310562134","-0.5977827310562134"
"18067","-0.11214762926101685","-0.11214762926101685","-0.11214762926101685"
"18087","-0.6097807884216309","-0.6097807884216309","-0.6097807884216309"
"18089","-0.163560688495636","-0.163560688495636","-0.163560688495636"
"18095","-0.17376205325126648","-0.17376205325126648","-0.17376205325126648"
"18097","-0.41856908798217773","-0.41856908798217773","-0.41856908798217773"
"18101","-0.6356518864631653","-0.6356518864631653","-0.6356518864631653"
"18103","-0.37640464305877686","-0.37640464305877686","-0.37640464305877686"
"18107","-0.24379408359527588","-0.24379408359527588","-0.24379408359527588"
"18109","-0.4628170132637024","-0.4628170132637024","-0.4628170132637024"
"18111","-0.6454965472221375","-0.6454965472221375","-0.6454965472221375"
"18115","-0.6794283390045166","-0.6794283390045166","-0.6794283390045166"
"18117","-0.2855306565761566","-0.2855306565761566","-0.2855306565761566"
"18121","-0.8893023729324341","-0.8893023729324341","-0.8893023729324341"
"18123","-0.2279309332370758","-0.2279309332370758","-0.2279309332370758"
"18133","-0.5142698287963867","-0.5142698287963867","-0.5142698287963867"
"18135","-0.8242807388305664","-0.8242807388305664","-0.8242807388305664"
"18137","-0.902800440788269","-0.902800440788269","-0.902800440788269"
"18143","-0.5086742639541626","-0.5086742639541626","-0.5086742639541626"
"18147","-1.131711721420288","-1.131711721420288","-1.131711721420288"
"18149","-0.4189431071281433","-0.4189431071281433","-0.4189431071281433"
"18151","-0.26073741912841797","-0.26073741912841797","-0.26073741912841797"
"18157","-0.2507238984107971","-0.2507238984107971","-0.2507238984107971"
"18159","-0.38570284843444824","-0.38570284843444824","-0.38570284843444824"
"18167","-0.042607516050338745","-0.042607516050338745","-0.042607516050338745"
"18173","-0.949310302734375","-0.949310302734375","-0.949310302734375"
"18175","-0.6489971876144409","-0.6489971876144409","-0.6489971876144409"
"18187","-0.6411657929420471","-0.6411657929420471","-0.6411657929420471"
"18191","-0.9211395978927612","-0.9211395978927612","-0.9211395978927612"
"18195","-0.729435920715332","-0.729435920715332","-0.729435920715332"
"18199","-1.0524916648864746","-1.0524916648864746","-1.0524916648864746"
"18203","-0.17642328143119812","-0.17642328143119812","-0.17642328143119812"
"18209","-0.19031929969787598","-0.19031929969787598","-0.19031929969787598"
"18213","-0.8679081201553345","-0.8679081201553345","-0.8679081201553345"
"18215","-0.42614006996154785","-0.42614006996154785","-0.42614006996154785"
"18219","-0.07921698689460754","-0.07921698689460754","-0.07921698689460754"
"18221","-0.0579756423830986","-0.0579756423830986","-0.0579756423830986"
"18225","-0.6473174691200256","-0.6473174691200256","-0.6473174691200256"
"18235","-0.6295138001441956","-0.6295138001441956","-0.6295138001441956"
"18239","-0.22123464941978455","-0.22123464941978455","-0.22123464941978455"
"18241","-1.0209845304489136","-1.0209845304489136","-1.0209845304489136"
"18245","-0.9220188856124878","-0.9220188856124878","-0.9220188856124878"
"18247","-1.2737069129943848","-1.2737069129943848","-1.2737069129943848"
"18251","-0.951073169708252","-0.951073169708252","-0.951073169708252"
"18255","-0.5164600610733032","-0.5164600610733032","-0.5164600610733032"
"18257","-0.4705241322517395","-0.4705241322517395","-0.4705241322517395"
"18263","-0.7007240653038025","-0.7007240653038025","-0.7007240653038025"
"18265","-0.5029482841491699","-0.5029482841491699","-0.5029482841491699"
"18269","-0.7093562483787537","-0.7093562483787537","-0.7093562483787537"
"18271","-0.8800258636474609","-0.8800258636474609","-0.8800258636474609"
"18275","-0.4083157777786255","-0.4083157777786255","-0.4083157777786255"
"18277","-0.7349106669425964","-0.7349106669425964","-0.7349106669425964"
"18279","-0.13039912283420563","-0.13039912283420563","-0.13039912283420563"
"18283","-0.5731589794158936","-0.5731589794158936","-0.5731589794158936"
"18285","-0.46964025497436523","-0.46964025497436523","-0.46964025497436523"
"18291","-0.6333785057067871","-0.6333785057067871","-0.6333785057067871"
"18293","-0.5140817165374756","-0.5140817165374756","-0.5140817165374756"
"18295","-0.20532137155532837","-0.20532137155532837","-0.20532137155532837"
"18297","-1.1131360530853271","-1.1131360530853271","-1.1131360530853271"
"18303","-0.07315430045127869","-0.07315430045127869","-0.07315430045127869"
"18305","-0.23396244645118713","-0.23396244645118713","-0.23396244645118713"
"18307","-0.6954085826873779","-0.6954085826873779","-0.6954085826873779"
"18309","-0.11389049887657166","-0.11389049887657166","-0.11389049887657166"
"18313","-0.5894554257392883","-0.5894554257392883","-0.5894554257392883"
"18315","-1.6018996238708496","-1.6018996238708496","-1.6018996238708496"
"18317","-0.3516971170902252","-0.3516971170902252","-0.3516971170902252"
"18323","-1.18868887424469","-1.18868887424469","-1.18868887424469"
"18341","-0.5987281203269958","-0.5987281203269958","-0.5987281203269958"
"18345","-0.2650930881500244","-0.2650930881500244","-0.2650930881500244"
"18349","-0.21060699224472046","-0.21060699224472046","-0.21060699224472046"
"18351","-0.9328641295433044","-0.9328641295433044","-0.9328641295433044"
"18353","-0.8811348676681519","-0.8811348676681519","-0.8811348676681519"
"18355","-1.5319682359695435","-1.5319682359695435","-1.5319682359695435"
"18359","-0.7263298630714417","-0.7263298630714417","-0.7263298630714417"
"18365","-0.5108358860015869","-0.5108358860015869","-0.5108358860015869"
"18367","-0.40447577834129333","-0.40447577834129333","-0.40447577834129333"
"18369","-0.6354718208312988","-0.6354718208312988","-0.6354718208312988"
"18371","-0.5391017198562622","-0.5391017198562622","-0.5391017198562622"
"18377","-0.6025377511978149","-0.6025377511978149","-0.6025377511978149"
"18381","-0.7306336164474487","-0.7306336164474487","-0.7306336164474487"
"18383","-0.6595025062561035","-0.6595025062561035","-0.6595025062561035"
"18387","-0.13110436499118805","-0.13110436499118805","-0.13110436499118805"
"18389","-0.9814419746398926","-0.9814419746398926","-0.9814419746398926"
"18393","-0.2747483551502228","-0.2747483551502228","-0.2747483551502228"
"18397","-0.7831689119338989","-0.7831689119338989","-0.7831689119338989"
"18405","-0.5731189846992493","-0.5731189846992493","-0.5731189846992493"
"18407","-1.1756529808044434","-1.1756529808044434","-1.1756529808044434"
"18411","-0.8958876132965088","-0.8958876132965088","-0.8958876132965088"
"18417","-0.4581161141395569","-0.4581161141395569","-0.4581161141395569"
"18419","-0.7927531599998474","-0.7927531599998474","-0.7927531599998474"
"18423","-0.9382657408714294","-0.9382657408714294","-0.9382657408714294"
"18425","-0.5664620399475098","-0.5664620399475098","-0.5664620399475098"
"18427","-0.2362636923789978","-0.2362636923789978","-0.2362636923789978"
"18431","-0.4516122043132782","-0.4516122043132782","-0.4516122043132782"
"18433","-0.16253642737865448","-0.16253642737865448","-0.16253642737865448"
"18435","-0.13406187295913696","-0.13406187295913696","-0.13406187295913696"
"18439","-0.16181983053684235","-0.16181983053684235","-0.16181983053684235"
"18445","-0.15985733270645142","-0.15985733270645142","-0.15985733270645142"
"18447","-0.17649529874324799","-0.17649529874324799","-0.17649529874324799"
"18449","-0.11305547505617142","-0.11305547505617142","-0.11305547505617142"
"18451","-0.1290120780467987","-0.1290120780467987","-0.1290120780467987"
"18453","-0.3521214425563812","-0.3521214425563812","-0.3521214425563812"
"18455","-0.5354543924331665","-0.5354543924331665","-0.5354543924331665"
"18461","-0.2748345732688904","-0.2748345732688904","-0.2748345732688904"
"18465","-0.4160245656967163","-0.4160245656967163","-0.4160245656967163"
"18471","-0.5643179416656494","-0.5643179416656494","-0.5643179416656494"
"18473","-0.7270063161849976","-0.7270063161849976","-0.7270063161849976"
"18483","-0.40312278270721436","-0.40312278270721436","-0.40312278270721436"
"18485","-0.36728760600090027","-0.36728760600090027","-0.36728760600090027"
"18493","-0.8655544519424438","-0.8655544519424438","-0.8655544519424438"
"18495","-1.4743915796279907","-1.4743915796279907","-1.4743915796279907"
"18497","-1.2071596384048462","-1.2071596384048462","-1.2071596384048462"
"18505","-0.21592113375663757","-0.21592113375663757","-0.21592113375663757"
"18511","-0.2650979459285736","-0.2650979459285736","-0.2650979459285736"
"18517","-0.7795202136039734","-0.7795202136039734","-0.7795202136039734"
"18519","-0.5839406847953796","-0.5839406847953796","-0.5839406847953796"
"18527","-0.3379744291305542","-0.3379744291305542","-0.3379744291305542"
"18529","-0.1508135199546814","-0.1508135199546814","-0.1508135199546814"
"18535","-0.22991955280303955","-0.22991955280303955","-0.22991955280303955"
"18543","-0.9158554077148438","-0.9158554077148438","-0.9158554077148438"
"18547","-0.1729716956615448","-0.1729716956615448","-0.1729716956615448"
"18553","-0.38192039728164673","-0.38192039728164673","-0.38192039728164673"
"18563","-0.12728404998779297","-0.12728404998779297","-0.12728404998779297"
"18567","-0.4318721890449524","-0.4318721890449524","-0.4318721890449524"
"18569","-0.2989721894264221","-0.2989721894264221","-0.2989721894264221"
"18575","-0.08145797252655029","-0.08145797252655029","-0.08145797252655029"
"18583","-0.8249843120574951","-0.8249843120574951","-0.8249843120574951"
"18585","-0.7988333106040955","-0.7988333106040955","-0.7988333106040955"
"18587","-0.5608129501342773","-0.5608129501342773","-0.5608129501342773"
"18595","-0.2271813452243805","-0.2271813452243805","-0.2271813452243805"
"18597","-0.5830438137054443","-0.5830438137054443","-0.5830438137054443"
"18605","-0.133663147687912","-0.133663147687912","-0.133663147687912"
"18607","-0.38081827759742737","-0.38081827759742737","-0.38081827759742737"
"18613","-0.5184437036514282","-0.5184437036514282","-0.5184437036514282"
"18615","-0.6162574887275696","-0.6162574887275696","-0.6162574887275696"
"18617","-0.2633058428764343","-0.2633058428764343","-0.2633058428764343"
"18619","-0.34125617146492004","-0.34125617146492004","-0.34125617146492004"
"18621","-1.183093786239624","-1.183093786239624","-1.183093786239624"
"18623","-0.0896323025226593","-0.0896323025226593","-0.0896323025226593"
"18625","-0.5542846322059631","-0.5542846322059631","-0.5542846322059631"
"18629","-0.42717987298965454","-0.42717987298965454","-0.42717987298965454"
"18631","-1.3724865913391113","-1.3724865913391113","-1.3724865913391113"
"18633","-0.571592390537262","-0.571592390537262","-0.571592390537262"
"18645","-0.3716597259044647","-0.3716597259044647","-0.3716597259044647"
"18649","-0.6425046324729919","-0.6425046324729919","-0.6425046324729919"
"18651","-0.7117575407028198","-0.7117575407028198","-0.7117575407028198"
"18665","-0.6492220759391785","-0.6492220759391785","-0.6492220759391785"
"18669","-0.3678339421749115","-0.3678339421749115","-0.3678339421749115"
"18675","-1.1664458513259888","-1.1664458513259888","-1.1664458513259888"
"18677","-0.5762380957603455","-0.5762380957603455","-0.5762380957603455"
"18679","-1.1704678535461426","-1.1704678535461426","-1.1704678535461426"
"18683","-0.41702088713645935","-0.41702088713645935","-0.41702088713645935"
"18685","-0.48013293743133545","-0.48013293743133545","-0.48013293743133545"
"18687","-0.6956579089164734","-0.6956579089164734","-0.6956579089164734"
"18695","-1.1148735284805298","-1.1148735284805298","-1.1148735284805298"
"18699","-1.1634782552719116","-1.1634782552719116","-1.1634782552719116"
"18701","-0.5906727313995361","-0.5906727313995361","-0.5906727313995361"
"18703","-0.18112912774085999","-0.18112912774085999","-0.18112912774085999"
"18707","-0.5103771686553955","-0.5103771686553955","-0.5103771686553955"
"18709","-0.5320349931716919","-0.5320349931716919","-0.5320349931716919"
"18713","-0.8900593519210815","-0.8900593519210815","-0.8900593519210815"
"18715","-0.37506070733070374","-0.37506070733070374","-0.37506070733070374"
"18717","-0.25228986144065857","-0.25228986144065857","-0.25228986144065857"
"18719","-0.8020092248916626","-0.8020092248916626","-0.8020092248916626"
"18723","-0.11656911671161652","-0.11656911671161652","-0.11656911671161652"
"18727","-0.1021384596824646","-0.1021384596824646","-0.1021384596824646"
"18731","-0.8309003114700317","-0.8309003114700317","-0.8309003114700317"
"18739","-0.40015578269958496","-0.40015578269958496","-0.40015578269958496"
"18741","-1.0532478094100952","-1.0532478094100952","-1.0532478094100952"
"18743","-0.3693922758102417","-0.3693922758102417","-0.3693922758102417"
"18745","-0.9115490913391113","-0.9115490913391113","-0.9115490913391113"
"18761","-0.5469352006912231","-0.5469352006912231","-0.5469352006912231"
"18763","-0.2225477695465088","-0.2225477695465088","-0.2225477695465088"
"18771","-0.772660493850708","-0.772660493850708","-0.772660493850708"
"18773","-0.5253511071205139","-0.5253511071205139","-0.5253511071205139"
"18777","-0.6165867447853088","-0.6165867447853088","-0.6165867447853088"
"18779","-0.1623838245868683","-0.1623838245868683","-0.1623838245868683"
"18781","-1.0450981855392456","-1.0450981855392456","-1.0450981855392456"
"18783","-1.545263409614563","-1.545263409614563","-1.545263409614563"
"18785","-0.9501698613166809","-0.9501698613166809","-0.9501698613166809"
"18791","-0.5396782159805298","-0.5396782159805298","-0.5396782159805298"
"18795","-0.6053750514984131","-0.6053750514984131","-0.6053750514984131"
"18797","-0.5081362128257751","-0.5081362128257751","-0.5081362128257751"
"18801","-0.44633662700653076","-0.44633662700653076","-0.44633662700653076"
"18805","-0.760333776473999","-0.760333776473999","-0.760333776473999"
"18807","-0.43241390585899353","-0.43241390585899353","-0.43241390585899353"
"18811","-0.7464793920516968","-0.7464793920516968","-0.7464793920516968"
"18813","-0.9366984963417053","-0.9366984963417053","-0.9366984963417053"
"18815","-0.3430231809616089","-0.3430231809616089","-0.3430231809616089"
"18819","-1.2341874837875366","-1.2341874837875366","-1.2341874837875366"
"18829","-0.6870745420455933","-0.6870745420455933","-0.6870745420455933"
"18831","-1.237316370010376","-1.237316370010376","-1.237316370010376"
"18839","-0.5370376110076904","-0.5370376110076904","-0.5370376110076904"
"18845","-0.4376494884490967","-0.4376494884490967","-0.4376494884490967"
"18847","-0.28445982933044434","-0.28445982933044434","-0.28445982933044434"
"18855","-0.6068268418312073","-0.6068268418312073","-0.6068268418312073"
"18859","-1.1604503393173218","-1.1604503393173218","-1.1604503393173218"
"18865","-0.6122931241989136","-0.6122931241989136","-0.6122931241989136"
"18867","-0.30546608567237854","-0.30546608567237854","-0.30546608567237854"
"18873","-0.33680814504623413","-0.33680814504623413","-0.33680814504623413"
"18875","-0.4472388029098511","-0.4472388029098511","-0.4472388029098511"
"18879","-0.584088146686554","-0.584088146686554","-0.584088146686554"
"18881","-0.9663984775543213","-0.9663984775543213","-0.9663984775543213"
"18883","-1.352036476135254","-1.352036476135254","-1.352036476135254"
"18887","-0.27675414085388184","-0.27675414085388184","-0.27675414085388184"
"18889","-0.2044278383255005","-0.2044278383255005","-0.2044278383255005"
"18897","-0.12092430889606476","-0.12092430889606476","-0.12092430889606476"
"18901","-1.2918285131454468","-1.2918285131454468","-1.2918285131454468"
"18903","-0.2673145830631256","-0.2673145830631256","-0.2673145830631256"
"18909","-0.7169669270515442","-0.7169669270515442","-0.7169669270515442"
"18911","-0.5089284181594849","-0.5089284181594849","-0.5089284181594849"
"18913","-1.1369367837905884","-1.1369367837905884","-1.1369367837905884"
"18915","-0.884853720664978","-0.884853720664978","-0.884853720664978"
"18917","-0.21278825402259827","-0.21278825402259827","-0.21278825402259827"
"18923","-0.18972837924957275","-0.18972837924957275","-0.18972837924957275"
"18925","-1.4301328659057617","-1.4301328659057617","-1.4301328659057617"
"18937","-0.728524386882782","-0.728524386882782","-0.728524386882782"
"18941","-0.7741272449493408","-0.7741272449493408","-0.7741272449493408"
"18945","-0.7205643653869629","-0.7205643653869629","-0.7205643653869629"
"18949","-0.6257948875427246","-0.6257948875427246","-0.6257948875427246"
"18951","-0.8388099670410156","-0.8388099670410156","-0.8388099670410156"
"18953","-0.2400144338607788","-0.2400144338607788","-0.2400144338607788"
"18955","-0.40680229663848877","-0.40680229663848877","-0.40680229663848877"
"18959","-0.35703277587890625","-0.35703277587890625","-0.35703277587890625"
"18961","-1.0216171741485596","-1.0216171741485596","-1.0216171741485596"
"18965","-0.21969765424728394","-0.21969765424728394","-0.21969765424728394"
"18971","-0.5134353637695312","-0.5134353637695312","-0.5134353637695312"
"18973","-0.6843675374984741","-0.6843675374984741","-0.6843675374984741"
"18975","-0.29149818420410156","-0.29149818420410156","-0.29149818420410156"
"18977","-0.3801274001598358","-0.3801274001598358","-0.3801274001598358"
"18987","-1.398403525352478","-1.398403525352478","-1.398403525352478"
"18989","-0.07710358500480652","-0.07710358500480652","-0.07710358500480652"
"18993","-0.6876332759857178","-0.6876332759857178","-0.6876332759857178"
"18995","-0.014684677124023438","-0.014684677124023438","-0.014684677124023438"
"18997","-0.38968977332115173","-0.38968977332115173","-0.38968977332115173"
"19007","-0.458605021238327","-0.458605021238327","-0.458605021238327"
"19009","-0.17352229356765747","-0.17352229356765747","-0.17352229356765747"
"19013","-1.449309229850769","-1.449309229850769","-1.449309229850769"
"19015","-0.17073899507522583","-0.17073899507522583","-0.17073899507522583"
"19017","-0.12171755731105804","-0.12171755731105804","-0.12171755731105804"
"19019","-0.21158811450004578","-0.21158811450004578","-0.21158811450004578"
"19021","-0.33949950337409973","-0.33949950337409973","-0.33949950337409973"
"19037","-0.9488924741744995","-0.9488924741744995","-0.9488924741744995"
"19039","-0.5155092477798462","-0.5155092477798462","-0.5155092477798462"
"19041","-0.367635577917099","-0.367635577917099","-0.367635577917099"
"19047","-0.7769227027893066","-0.7769227027893066","-0.7769227027893066"
"19049","-0.8556783199310303","-0.8556783199310303","-0.8556783199310303"
"19051","-0.42015862464904785","-0.42015862464904785","-0.42015862464904785"
"19053","-0.6035183668136597","-0.6035183668136597","-0.6035183668136597"
"19061","-0.402261346578598","-0.402261346578598","-0.402261346578598"
"19067","-0.747905433177948","-0.747905433177948","-0.747905433177948"
"19069","-0.16358891129493713","-0.16358891129493713","-0.16358891129493713"
"19073","-0.37032410502433777","-0.37032410502433777","-0.37032410502433777"
"19075","-0.32618772983551025","-0.32618772983551025","-0.32618772983551025"
"19077","-1.5043023824691772","-1.5043023824691772","-1.5043023824691772"
"19079","-0.7110344171524048","-0.7110344171524048","-0.7110344171524048"
"19083","-0.6085901260375977","-0.6085901260375977","-0.6085901260375977"
"19085","-0.13958045840263367","-0.13958045840263367","-0.13958045840263367"
"19099","-1.0313951969146729","-1.0313951969146729","-1.0313951969146729"
"19105","-1.162077784538269","-1.162077784538269","-1.162077784538269"
"19107","-1.5499428510665894","-1.5499428510665894","-1.5499428510665894"
"19113","-0.21667146682739258","-0.21667146682739258","-0.21667146682739258"
"19117","-0.33107492327690125","-0.33107492327690125","-0.33107492327690125"
"19121","-0.3619721531867981","-0.3619721531867981","-0.3619721531867981"
"19123","-0.30631908774375916","-0.30631908774375916","-0.30631908774375916"
"19125","-0.6433491706848145","-0.6433491706848145","-0.6433491706848145"
"19127","-0.27163752913475037","-0.27163752913475037","-0.27163752913475037"
"19129","-0.043115198612213135","-0.043115198612213135","-0.043115198612213135"
"19131","-1.2711130380630493","-1.2711130380630493","-1.2711130380630493"
"19139","-0.12108668684959412","-0.12108668684959412","-0.12108668684959412"
"19145","-0.10882449150085449","-0.10882449150085449","-0.10882449150085449"
"19149","-0.5124608278274536","-0.5124608278274536","-0.5124608278274536"
"19153","-0.16115257143974304","-0.16115257143974304","-0.16115257143974304"
"19157","-1.070881962776184","-1.070881962776184","-1.070881962776184"
"19159","-0.27398085594177246","-0.27398085594177246","-0.27398085594177246"
"19161","-0.2379675954580307","-0.2379675954580307","-0.2379675954580307"
"19163","-0.445077508687973","-0.445077508687973","-0.445077508687973"
"19171","-0.2049277424812317","-0.2049277424812317","-0.2049277424812317"
"19177","0","0","0"
"19181","-0.30335354804992676","-0.30335354804992676","-0.30335354804992676"
"19185","-0.7124083042144775","-0.7124083042144775","-0.7124083042144775"
"19187","-0.3705592453479767","-0.3705592453479767","-0.3705592453479767"
"19189","-0.7267682552337646","-0.7267682552337646","-0.7267682552337646"
"19191","-0.23854166269302368","-0.23854166269302368","-0.23854166269302368"
"19195","-0.2139095664024353","-0.2139095664024353","-0.2139095664024353"
"19197","-0.2890048027038574","-0.2890048027038574","-0.2890048027038574"
"19201","-0.34538534283638","-0.34538534283638","-0.34538534283638"
"19203","-0.13511700928211212","-0.13511700928211212","-0.13511700928211212"
"19213","-0.8332771062850952","-0.8332771062850952","-0.8332771062850952"
"19215","-0.09926974773406982","-0.09926974773406982","-0.09926974773406982"
"19217","-0.292359858751297","-0.292359858751297","-0.292359858751297"
"19219","-0.42346644401550293","-0.42346644401550293","-0.42346644401550293"
"19223","-0.7474367618560791","-0.7474367618560791","-0.7474367618560791"
"19227","-0.4895995259284973","-0.4895995259284973","-0.4895995259284973"
"19231","-0.4872746467590332","-0.4872746467590332","-0.4872746467590332"
"19233","-0.5651862621307373","-0.5651862621307373","-0.5651862621307373"
"19235","-0.10893386602401733","-0.10893386602401733","-0.10893386602401733"
"19237","-0.3404269814491272","-0.3404269814491272","-0.3404269814491272"
"19243","-0.13183149695396423","-0.13183149695396423","-0.13183149695396423"
"19249","-0.5222842693328857","-0.5222842693328857","-0.5222842693328857"
"19251","-0.8626240491867065","-0.8626240491867065","-0.8626240491867065"
"19255","-0.7794770002365112","-0.7794770002365112","-0.7794770002365112"
"19257","-0.6237518787384033","-0.6237518787384033","-0.6237518787384033"
"19265","-0.07780411839485168","-0.07780411839485168","-0.07780411839485168"
"19271","-0.6162436008453369","-0.6162436008453369","-0.6162436008453369"
"19277","-0.6187222003936768","-0.6187222003936768","-0.6187222003936768"
"19279","-0.21904560923576355","-0.21904560923576355","-0.21904560923576355"
"19283","-0.6888526678085327","-0.6888526678085327","-0.6888526678085327"
"19285","-0.7668169736862183","-0.7668169736862183","-0.7668169736862183"
"19287","-1.3735038042068481","-1.3735038042068481","-1.3735038042068481"
"19291","-0.8439825773239136","-0.8439825773239136","-0.8439825773239136"
"19293","-1.0731905698776245","-1.0731905698776245","-1.0731905698776245"
"19309","-1.0430198907852173","-1.0430198907852173","-1.0430198907852173"
"19311","-1.153134822845459","-1.153134822845459","-1.153134822845459"
"19319","-0.38614848256111145","-0.38614848256111145","-0.38614848256111145"
"19323","-0.3515373468399048","-0.3515373468399048","-0.3515373468399048"
"19325","-1.099974513053894","-1.099974513053894","-1.099974513053894"
"19327","-0.21841399371623993","-0.21841399371623993","-0.21841399371623993"
"19329","-0.7908696532249451","-0.7908696532249451","-0.7908696532249451"
"19333","-0.32279324531555176","-0.32279324531555176","-0.32279324531555176"
"19335","-0.3390417695045471","-0.3390417695045471","-0.3390417695045471"
"19337","-0.19951516389846802","-0.19951516389846802","-0.19951516389846802"
"19339","-0.21709811687469482","-0.21709811687469482","-0.21709811687469482"
"19343","-0.5393564701080322","-0.5393564701080322","-0.5393564701080322"
"19347","-0.19740135967731476","-0.19740135967731476","-0.19740135967731476"
"19349","-0.5175420045852661","-0.5175420045852661","-0.5175420045852661"
"19353","-0.5489190220832825","-0.5489190220832825","-0.5489190220832825"
"19355","-0.20302700996398926","-0.20302700996398926","-0.20302700996398926"
"19363","-0.44349682331085205","-0.44349682331085205","-0.44349682331085205"
"19365","-0.326741486787796","-0.326741486787796","-0.326741486787796"
"19369","-1.0634021759033203","-1.0634021759033203","-1.0634021759033203"
"19371","-1.1181694269180298","-1.1181694269180298","-1.1181694269180298"
"19373","-1.0730966329574585","-1.0730966329574585","-1.0730966329574585"
