"Step","resilient-blaze-9 - Smallest CBF value","resilient-blaze-9 - Smallest CBF value__MIN","resilient-blaze-9 - Smallest CBF value__MAX"
"9499","0.010296297259628773","0.010296297259628773","0.010296297259628773"
"9503","-0.09260406345129013","-0.09260406345129013","-0.09260406345129013"
"9505","-0.11858846247196198","-0.11858846247196198","-0.11858846247196198"
"9507","-0.12448138743638992","-0.12448138743638992","-0.12448138743638992"
"9509","-0.14198701083660126","-0.14198701083660126","-0.14198701083660126"
"9511","-0.11417083442211151","-0.11417083442211151","-0.11417083442211151"
"9513","-0.055154647678136826","-0.055154647678136826","-0.055154647678136826"
"9519","-0.07961392402648926","-0.07961392402648926","-0.07961392402648926"
"9527","0.05071813985705376","0.05071813985705376","0.05071813985705376"
"9529","-0.1503419578075409","-0.1503419578075409","-0.1503419578075409"
"9533","0.10256065428256989","0.10256065428256989","0.10256065428256989"
"9537","-0.02645905688405037","-0.02645905688405037","-0.02645905688405037"
"9541","-0.09646160155534744","-0.09646160155534744","-0.09646160155534744"
"9545","-0.0937691181898117","-0.0937691181898117","-0.0937691181898117"
"9547","-0.18868595361709595","-0.18868595361709595","-0.18868595361709595"
"9551","-0.28002098202705383","-0.28002098202705383","-0.28002098202705383"
"9553","-0.22413651645183563","-0.22413651645183563","-0.22413651645183563"
"9559","-0.0715525820851326","-0.0715525820851326","-0.0715525820851326"
"9563","0.07989923655986786","0.07989923655986786","0.07989923655986786"
"9567","0.042609214782714844","0.042609214782714844","0.042609214782714844"
"9569","0.011477706022560596","0.011477706022560596","0.011477706022560596"
"9571","0.00006026029950589873","0.00006026029950589873","0.00006026029950589873"
"9573","0.007288177032023668","0.007288177032023668","0.007288177032023668"
"9577","-0.10623528063297272","-0.10623528063297272","-0.10623528063297272"
"9579","-0.18954306840896606","-0.18954306840896606","-0.18954306840896606"
"9581","0.036752212792634964","0.036752212792634964","0.036752212792634964"
"9585","-0.019526423886418343","-0.019526423886418343","-0.019526423886418343"
"9587","-0.0020460656378418207","-0.0020460656378418207","-0.0020460656378418207"
"9589","-0.07305251806974411","-0.07305251806974411","-0.07305251806974411"
"9593","0.1666313111782074","0.1666313111782074","0.1666313111782074"
"9595","0.2737821638584137","0.2737821638584137","0.2737821638584137"
"9597","0.287539005279541","0.287539005279541","0.287539005279541"
"9607","0.26967406272888184","0.26967406272888184","0.26967406272888184"
"9609","0.22137516736984253","0.22137516736984253","0.22137516736984253"
"9613","0.18729865550994873","0.18729865550994873","0.18729865550994873"
"9615","0.09360096603631973","0.09360096603631973","0.09360096603631973"
"9617","0.01133674569427967","0.01133674569427967","0.01133674569427967"
"9619","-0.07450750470161438","-0.07450750470161438","-0.07450750470161438"
"9625","0.23622363805770874","0.23622363805770874","0.23622363805770874"
"9627","0.13993726670742035","0.13993726670742035","0.13993726670742035"
"9629","0.047839049249887466","0.047839049249887466","0.047839049249887466"
"9633","-0.06987965852022171","-0.06987965852022171","-0.06987965852022171"
"9647","0.10826778411865234","0.10826778411865234","0.10826778411865234"
"9651","0.23940889537334442","0.23940889537334442","0.23940889537334442"
"9653","0.1773461550474167","0.1773461550474167","0.1773461550474167"
"9655","0.06572047621011734","0.06572047621011734","0.06572047621011734"
"9659","-0.12317609786987305","-0.12317609786987305","-0.12317609786987305"
"9663","-0.20606355369091034","-0.20606355369091034","-0.20606355369091034"
"9671","-0.07397596538066864","-0.07397596538066864","-0.07397596538066864"
"9673","-0.014269133098423481","-0.014269133098423481","-0.014269133098423481"
"9675","0.0906464233994484","0.0906464233994484","0.0906464233994484"
"9677","0.15230277180671692","0.15230277180671692","0.15230277180671692"
"9681","0.12729939818382263","0.12729939818382263","0.12729939818382263"
"9683","0.11693102866411209","0.11693102866411209","0.11693102866411209"
"9687","0.12625502049922943","0.12625502049922943","0.12625502049922943"
"9689","0.10850174725055695","0.10850174725055695","0.10850174725055695"
"9691","0.016712946817278862","0.016712946817278862","0.016712946817278862"
"9701","-0.09802954643964767","-0.09802954643964767","-0.09802954643964767"
"9703","-0.05605921521782875","-0.05605921521782875","-0.05605921521782875"
"9705","-0.1381685584783554","-0.1381685584783554","-0.1381685584783554"
"9709","-0.2524799108505249","-0.2524799108505249","-0.2524799108505249"
"9711","0.10990321636199951","0.10990321636199951","0.10990321636199951"
"9717","-0.0021818839013576508","-0.0021818839013576508","-0.0021818839013576508"
"9719","-0.00713837705552578","-0.00713837705552578","-0.00713837705552578"
"9723","0.07534360885620117","0.07534360885620117","0.07534360885620117"
"9725","0.1406051367521286","0.1406051367521286","0.1406051367521286"
"9727","0.20342527329921722","0.20342527329921722","0.20342527329921722"
"9729","0.2499433010816574","0.2499433010816574","0.2499433010816574"
"9731","0.2468513697385788","0.2468513697385788","0.2468513697385788"
"9733","0.2584874927997589","0.2584874927997589","0.2584874927997589"
"9735","0.25842997431755066","0.25842997431755066","0.25842997431755066"
"9737","0.2270694077014923","0.2270694077014923","0.2270694077014923"
"9739","0.21283002197742462","0.21283002197742462","0.21283002197742462"
"9743","0.22149966657161713","0.22149966657161713","0.22149966657161713"
"9745","0.20339936017990112","0.20339936017990112","0.20339936017990112"
"9747","0.16797339916229248","0.16797339916229248","0.16797339916229248"
"9749","0.12271278351545334","0.12271278351545334","0.12271278351545334"
"9751","0.04592713341116905","0.04592713341116905","0.04592713341116905"
"9755","0.08056378364562988","0.08056378364562988","0.08056378364562988"
"9757","0.12146711349487305","0.12146711349487305","0.12146711349487305"
"9759","0.04330878332257271","0.04330878332257271","0.04330878332257271"
"9763","0.009572171606123447","0.009572171606123447","0.009572171606123447"
"9765","0.05611198768019676","0.05611198768019676","0.05611198768019676"
"9767","0.11303520202636719","0.11303520202636719","0.11303520202636719"
"9773","0.18728850781917572","0.18728850781917572","0.18728850781917572"
"9775","0.0727955773472786","0.0727955773472786","0.0727955773472786"
"9779","-0.1002475917339325","-0.1002475917339325","-0.1002475917339325"
"9781","-0.07051568478345871","-0.07051568478345871","-0.07051568478345871"
"9783","0.007308365311473608","0.007308365311473608","0.007308365311473608"
"9789","0.11055810749530792","0.11055810749530792","0.11055810749530792"
"9799","0.13517984747886658","0.13517984747886658","0.13517984747886658"
"9805","0.11813551932573318","0.11813551932573318","0.11813551932573318"
"9809","0.1823430061340332","0.1823430061340332","0.1823430061340332"
"9813","0.236350417137146","0.236350417137146","0.236350417137146"
"9819","0.17866969108581543","0.17866969108581543","0.17866969108581543"
"9821","0.1024952083826065","0.1024952083826065","0.1024952083826065"
"9823","0.044703077524900436","0.044703077524900436","0.044703077524900436"
"9825","0.016720227897167206","0.016720227897167206","0.016720227897167206"
"9829","0.026680778712034225","0.026680778712034225","0.026680778712034225"
"9833","0.08482810109853745","0.08482810109853745","0.08482810109853745"
"9837","0.1812293529510498","0.1812293529510498","0.1812293529510498"
"9841","0.17673097550868988","0.17673097550868988","0.17673097550868988"
"9853","0.22824519872665405","0.22824519872665405","0.22824519872665405"
"9859","0.151717409491539","0.151717409491539","0.151717409491539"
"9863","0.09878376126289368","0.09878376126289368","0.09878376126289368"
"9867","-0.12765753269195557","-0.12765753269195557","-0.12765753269195557"
"9869","0.09898971021175385","0.09898971021175385","0.09898971021175385"
"9871","0.1042889878153801","0.1042889878153801","0.1042889878153801"
"9875","0.0886162519454956","0.0886162519454956","0.0886162519454956"
"9881","0.06445179134607315","0.06445179134607315","0.06445179134607315"
"9887","0.023526791483163834","0.023526791483163834","0.023526791483163834"
"9907","-0.001710569835267961","-0.001710569835267961","-0.001710569835267961"
"9917","0.027303330600261688","0.027303330600261688","0.027303330600261688"
"9919","0.041004881262779236","0.041004881262779236","0.041004881262779236"
"9921","0.07315400242805481","0.07315400242805481","0.07315400242805481"
"9923","0.11337011307477951","0.11337011307477951","0.11337011307477951"
"9929","0.16370268166065216","0.16370268166065216","0.16370268166065216"
"9931","0.17748822271823883","0.17748822271823883","0.17748822271823883"
"9933","0.1381763070821762","0.1381763070821762","0.1381763070821762"
"9939","0.13805948197841644","0.13805948197841644","0.13805948197841644"
"9943","0.06908218562602997","0.06908218562602997","0.06908218562602997"
"9947","-0.1555907279253006","-0.1555907279253006","-0.1555907279253006"
"9953","0.1405458301305771","0.1405458301305771","0.1405458301305771"
"9955","0.1317424476146698","0.1317424476146698","0.1317424476146698"
"9961","0.1383926123380661","0.1383926123380661","0.1383926123380661"
"9965","0.08963378518819809","0.08963378518819809","0.08963378518819809"
"9969","0.12444404512643814","0.12444404512643814","0.12444404512643814"
"9971","0.10851708054542542","0.10851708054542542","0.10851708054542542"
"9983","0.028042038902640343","0.028042038902640343","0.028042038902640343"
"9991","-0.020033104345202446","-0.020033104345202446","-0.020033104345202446"
"9999","-0.04254563897848129","-0.04254563897848129","-0.04254563897848129"
"10003","-0.0775892585515976","-0.0775892585515976","-0.0775892585515976"
"10007","-0.13598118722438812","-0.13598118722438812","-0.13598118722438812"
"10011","-0.11246535181999207","-0.11246535181999207","-0.11246535181999207"
"10013","-0.07008946686983109","-0.07008946686983109","-0.07008946686983109"
"10015","0.006191036198288202","0.006191036198288202","0.006191036198288202"
"10017","0.05812766030430794","0.05812766030430794","0.05812766030430794"
"10019","0.07205773890018463","0.07205773890018463","0.07205773890018463"
"10023","-0.015397286042571068","-0.015397286042571068","-0.015397286042571068"
"10027","-0.22831133008003235","-0.22831133008003235","-0.22831133008003235"
"10029","0.14569354057312012","0.14569354057312012","0.14569354057312012"
"10031","0.18634925782680511","0.18634925782680511","0.18634925782680511"
"10035","0.0848437026143074","0.0848437026143074","0.0848437026143074"
"10037","0.04861334338784218","0.04861334338784218","0.04861334338784218"
"10041","-0.033353786915540695","-0.033353786915540695","-0.033353786915540695"
"10045","-0.12743908166885376","-0.12743908166885376","-0.12743908166885376"
"10049","-0.05707206949591637","-0.05707206949591637","-0.05707206949591637"
"10053","0.02303987741470337","0.02303987741470337","0.02303987741470337"
"10055","0.02012602798640728","0.02012602798640728","0.02012602798640728"
"10057","0.05739527940750122","0.05739527940750122","0.05739527940750122"
"10059","0.029077308252453804","0.029077308252453804","0.029077308252453804"
"10061","-0.026161791756749153","-0.026161791756749153","-0.026161791756749153"
"10063","-0.06888209283351898","-0.06888209283351898","-0.06888209283351898"
"10067","-0.11484485119581223","-0.11484485119581223","-0.11484485119581223"
"10069","-0.13330461084842682","-0.13330461084842682","-0.13330461084842682"
"10071","0.16455809772014618","0.16455809772014618","0.16455809772014618"
"10073","0.15012426674365997","0.15012426674365997","0.15012426674365997"
"10075","0.08589553833007812","0.08589553833007812","0.08589553833007812"
"10077","0.006241204217076302","0.006241204217076302","0.006241204217076302"
"10083","-0.10076764225959778","-0.10076764225959778","-0.10076764225959778"
"10085","-0.09505273401737213","-0.09505273401737213","-0.09505273401737213"
"10089","-0.11838368326425552","-0.11838368326425552","-0.11838368326425552"
"10091","-0.12191035598516464","-0.12191035598516464","-0.12191035598516464"
"10095","0.11287197470664978","0.11287197470664978","0.11287197470664978"
"10099","0.13529014587402344","0.13529014587402344","0.13529014587402344"
"10101","0.07862603664398193","0.07862603664398193","0.07862603664398193"
"10103","0.038638994097709656","0.038638994097709656","0.038638994097709656"
"10105","0.021928684785962105","0.021928684785962105","0.021928684785962105"
"10107","-0.03226646035909653","-0.03226646035909653","-0.03226646035909653"
"10109","-0.04050031676888466","-0.04050031676888466","-0.04050031676888466"
"10111","-0.05500791594386101","-0.05500791594386101","-0.05500791594386101"
"10115","-0.11268105357885361","-0.11268105357885361","-0.11268105357885361"
"10117","-0.13558967411518097","-0.13558967411518097","-0.13558967411518097"
"10119","-0.13516874611377716","-0.13516874611377716","-0.13516874611377716"
"10125","-0.02869577892124653","-0.02869577892124653","-0.02869577892124653"
"10129","0.03879532590508461","0.03879532590508461","0.03879532590508461"
"10131","-0.08852970600128174","-0.08852970600128174","-0.08852970600128174"
"10135","-0.001869646250270307","-0.001869646250270307","-0.001869646250270307"
"10139","-0.09353309124708176","-0.09353309124708176","-0.09353309124708176"
"10145","-0.16243702173233032","-0.16243702173233032","-0.16243702173233032"
"10147","-0.15484198927879333","-0.15484198927879333","-0.15484198927879333"
"10149","-0.12440650910139084","-0.12440650910139084","-0.12440650910139084"
"10151","-0.08674856275320053","-0.08674856275320053","-0.08674856275320053"
"10157","0.035503435879945755","0.035503435879945755","0.035503435879945755"
"10159","0.040200285613536835","0.040200285613536835","0.040200285613536835"
"10161","0.042873550206422806","0.042873550206422806","0.042873550206422806"
"10163","0.04468059539794922","0.04468059539794922","0.04468059539794922"
"10167","0.09376893937587738","0.09376893937587738","0.09376893937587738"
"10169","0.12060684710741043","0.12060684710741043","0.12060684710741043"
"10173","0.1367015391588211","0.1367015391588211","0.1367015391588211"
"10175","0.12676753103733063","0.12676753103733063","0.12676753103733063"
"10179","0.12062840163707733","0.12062840163707733","0.12062840163707733"
"10181","0.12879791855812073","0.12879791855812073","0.12879791855812073"
"10183","0.14873850345611572","0.14873850345611572","0.14873850345611572"
"10185","0.11140821129083633","0.11140821129083633","0.11140821129083633"
"10187","0.09424304962158203","0.09424304962158203","0.09424304962158203"
"10189","0.08091310411691666","0.08091310411691666","0.08091310411691666"
"10191","0.024584798142313957","0.024584798142313957","0.024584798142313957"
"10193","-0.021432749927043915","-0.021432749927043915","-0.021432749927043915"
"10197","-0.061882488429546356","-0.061882488429546356","-0.061882488429546356"
"10201","-0.02278372272849083","-0.02278372272849083","-0.02278372272849083"
"10207","-0.005521707236766815","-0.005521707236766815","-0.005521707236766815"
"10209","-0.020543469116091728","-0.020543469116091728","-0.020543469116091728"
"10219","-0.08047084510326385","-0.08047084510326385","-0.08047084510326385"
"10231","0.07630544155836105","0.07630544155836105","0.07630544155836105"
"10233","0.14542655646800995","0.14542655646800995","0.14542655646800995"
"10239","0.19778035581111908","0.19778035581111908","0.19778035581111908"
"10241","0.13401614129543304","0.13401614129543304","0.13401614129543304"
"10243","0.09164641797542572","0.09164641797542572","0.09164641797542572"
"10253","0.05649466812610626","0.05649466812610626","0.05649466812610626"
"10255","0.03520004078745842","0.03520004078745842","0.03520004078745842"
"10261","0.058304283767938614","0.058304283767938614","0.058304283767938614"
"10263","0.08965854346752167","0.08965854346752167","0.08965854346752167"
"10265","0.11891370266675949","0.11891370266675949","0.11891370266675949"
"10267","0.14774960279464722","0.14774960279464722","0.14774960279464722"
"10269","0.17108435928821564","0.17108435928821564","0.17108435928821564"
"10271","0.1380600482225418","0.1380600482225418","0.1380600482225418"
"10273","0.09459920972585678","0.09459920972585678","0.09459920972585678"
"10277","0.08272282779216766","0.08272282779216766","0.08272282779216766"
"10279","-0.01303919404745102","-0.01303919404745102","-0.01303919404745102"
"10283","0.20245173573493958","0.20245173573493958","0.20245173573493958"
"10285","0.23899711668491364","0.23899711668491364","0.23899711668491364"
"10291","0.020223911851644516","0.020223911851644516","0.020223911851644516"
"10293","0.04590558260679245","0.04590558260679245","0.04590558260679245"
"10295","0.08014944940805435","0.08014944940805435","0.08014944940805435"
"10297","0.07313843816518784","0.07313843816518784","0.07313843816518784"
"10299","0.08537382632493973","0.08537382632493973","0.08537382632493973"
"10301","0.040210217237472534","0.040210217237472534","0.040210217237472534"
"10303","0.018965426832437515","0.018965426832437515","0.018965426832437515"
"10305","0.1018134355545044","0.1018134355545044","0.1018134355545044"
"10309","0.22735852003097534","0.22735852003097534","0.22735852003097534"
"10321","0.14431174099445343","0.14431174099445343","0.14431174099445343"
"10323","0.10499279946088791","0.10499279946088791","0.10499279946088791"
"10325","0.08280131220817566","0.08280131220817566","0.08280131220817566"
"10333","0.08610590547323227","0.08610590547323227","0.08610590547323227"
"10341","0.08813538402318954","0.08813538402318954","0.08813538402318954"
"10351","-0.014756235294044018","-0.014756235294044018","-0.014756235294044018"
"10355","0.011096683330833912","0.011096683330833912","0.011096683330833912"
"10359","-0.005020805634558201","-0.005020805634558201","-0.005020805634558201"
"10363","-0.0049279299564659595","-0.0049279299564659595","-0.0049279299564659595"
"10367","-0.029837755486369133","-0.029837755486369133","-0.029837755486369133"
"10371","-0.10453671216964722","-0.10453671216964722","-0.10453671216964722"
"10375","-0.07863406091928482","-0.07863406091928482","-0.07863406091928482"
"10377","-0.06553025543689728","-0.06553025543689728","-0.06553025543689728"
"10379","-0.06531260907649994","-0.06531260907649994","-0.06531260907649994"
"10389","0.13502691686153412","0.13502691686153412","0.13502691686153412"
"10397","0.07864607870578766","0.07864607870578766","0.07864607870578766"
"10399","0.007618121337145567","0.007618121337145567","0.007618121337145567"
"10401","-0.05925621837377548","-0.05925621837377548","-0.05925621837377548"
"10403","-0.11780542880296707","-0.11780542880296707","-0.11780542880296707"
"10409","0.25972887873649597","0.25972887873649597","0.25972887873649597"
"10413","0.3343188464641571","0.3343188464641571","0.3343188464641571"
"10415","0.36153700947761536","0.36153700947761536","0.36153700947761536"
"10417","0.2992744743824005","0.2992744743824005","0.2992744743824005"
"10419","0.23168087005615234","0.23168087005615234","0.23168087005615234"
"10423","0.11518121510744095","0.11518121510744095","0.11518121510744095"
"10427","0.0519731268286705","0.0519731268286705","0.0519731268286705"
"10429","-0.04887254908680916","-0.04887254908680916","-0.04887254908680916"
"10431","-0.09589305520057678","-0.09589305520057678","-0.09589305520057678"
"10433","-0.10289842635393143","-0.10289842635393143","-0.10289842635393143"
"10437","-0.04716872423887253","-0.04716872423887253","-0.04716872423887253"
"10439","-0.019683837890625","-0.019683837890625","-0.019683837890625"
"10441","-0.0333014614880085","-0.0333014614880085","-0.0333014614880085"
"10443","-0.04794233664870262","-0.04794233664870262","-0.04794233664870262"
"10445","-0.053679078817367554","-0.053679078817367554","-0.053679078817367554"
"10447","-0.13574032485485077","-0.13574032485485077","-0.13574032485485077"
"10449","-0.19993723928928375","-0.19993723928928375","-0.19993723928928375"
"10451","-0.23629681766033173","-0.23629681766033173","-0.23629681766033173"
"10457","-0.23110412061214447","-0.23110412061214447","-0.23110412061214447"
"10459","-0.270784467458725","-0.270784467458725","-0.270784467458725"
"10461","-0.2707970440387726","-0.2707970440387726","-0.2707970440387726"
"10465","-0.1646149754524231","-0.1646149754524231","-0.1646149754524231"
"10469","-0.12508445978164673","-0.12508445978164673","-0.12508445978164673"
"10473","-0.06029816344380379","-0.06029816344380379","-0.06029816344380379"
"10481","0.0807534009218216","0.0807534009218216","0.0807534009218216"
"10485","-0.02244993858039379","-0.02244993858039379","-0.02244993858039379"
"10491","-0.1716211885213852","-0.1716211885213852","-0.1716211885213852"
"10495","-0.11650727689266205","-0.11650727689266205","-0.11650727689266205"
"10499","0.03498806804418564","0.03498806804418564","0.03498806804418564"
"10501","0.10157927125692368","0.10157927125692368","0.10157927125692368"
"10503","0.07582376152276993","0.07582376152276993","0.07582376152276993"
"10507","0.12221190333366394","0.12221190333366394","0.12221190333366394"
"10509","0.09142912924289703","0.09142912924289703","0.09142912924289703"
"10511","0.12219495326280594","0.12219495326280594","0.12219495326280594"
"10513","0.09933197498321533","0.09933197498321533","0.09933197498321533"
"10515","0.11791607737541199","0.11791607737541199","0.11791607737541199"
"10517","0.05057523027062416","0.05057523027062416","0.05057523027062416"
"10525","0.013111392967402935","0.013111392967402935","0.013111392967402935"
"10527","-0.01574636436998844","-0.01574636436998844","-0.01574636436998844"
"10529","0.00972813181579113","0.00972813181579113","0.00972813181579113"
"10535","-0.026582373306155205","-0.026582373306155205","-0.026582373306155205"
"10541","-0.10928253084421158","-0.10928253084421158","-0.10928253084421158"
"10545","-0.06430240720510483","-0.06430240720510483","-0.06430240720510483"
"10553","0.07212734967470169","0.07212734967470169","0.07212734967470169"
"10555","0.10019984841346741","0.10019984841346741","0.10019984841346741"
"10561","0.06584867835044861","0.06584867835044861","0.06584867835044861"
"10573","0.08165735751390457","0.08165735751390457","0.08165735751390457"
"10575","0.133201003074646","0.133201003074646","0.133201003074646"
"10577","0.1989983469247818","0.1989983469247818","0.1989983469247818"
"10579","0.17284812033176422","0.17284812033176422","0.17284812033176422"
"10583","0.11875596642494202","0.11875596642494202","0.11875596642494202"
"10587","0.115428626537323","0.115428626537323","0.115428626537323"
"10591","0.0831538587808609","0.0831538587808609","0.0831538587808609"
"10593","0.02345981076359749","0.02345981076359749","0.02345981076359749"
"10601","-0.20063675940036774","-0.20063675940036774","-0.20063675940036774"
"10603","-0.20818084478378296","-0.20818084478378296","-0.20818084478378296"
"10605","-0.16595999896526337","-0.16595999896526337","-0.16595999896526337"
"10607","-0.08448547124862671","-0.08448547124862671","-0.08448547124862671"
"10609","-0.06531786173582077","-0.06531786173582077","-0.06531786173582077"
"10613","-0.13260242342948914","-0.13260242342948914","-0.13260242342948914"
"10619","0.05298471823334694","0.05298471823334694","0.05298471823334694"
"10623","0.18297035992145538","0.18297035992145538","0.18297035992145538"
"10625","0.16698075830936432","0.16698075830936432","0.16698075830936432"
"10627","0.13509126007556915","0.13509126007556915","0.13509126007556915"
"10631","0.10162085294723511","0.10162085294723511","0.10162085294723511"
"10635","0.08999304473400116","0.08999304473400116","0.08999304473400116"
"10639","0.17713582515716553","0.17713582515716553","0.17713582515716553"
"10641","0.05932513624429703","0.05932513624429703","0.05932513624429703"
"10645","-0.1175006553530693","-0.1175006553530693","-0.1175006553530693"
"10647","-0.16871818900108337","-0.16871818900108337","-0.16871818900108337"
"10651","-0.22496241331100464","-0.22496241331100464","-0.22496241331100464"
"10655","-0.214851513504982","-0.214851513504982","-0.214851513504982"
"10657","-0.17484842240810394","-0.17484842240810394","-0.17484842240810394"
"10661","0.18495267629623413","0.18495267629623413","0.18495267629623413"
"10663","0.031199878081679344","0.031199878081679344","0.031199878081679344"
"10667","0.16675399243831635","0.16675399243831635","0.16675399243831635"
"10669","0.21925410628318787","0.21925410628318787","0.21925410628318787"
"10675","0.1577981859445572","0.1577981859445572","0.1577981859445572"
"10685","-0.1302318572998047","-0.1302318572998047","-0.1302318572998047"
"10689","-0.09593655169010162","-0.09593655169010162","-0.09593655169010162"
"10693","-0.005498911719769239","-0.005498911719769239","-0.005498911719769239"
"10695","0.04140167310833931","0.04140167310833931","0.04140167310833931"
"10705","0.1435980647802353","0.1435980647802353","0.1435980647802353"
"10707","0.10801626741886139","0.10801626741886139","0.10801626741886139"
"10709","0.06146315485239029","0.06146315485239029","0.06146315485239029"
"10711","0.036698468029499054","0.036698468029499054","0.036698468029499054"
"10713","0.042859997600317","0.042859997600317","0.042859997600317"
"10717","-0.03216492384672165","-0.03216492384672165","-0.03216492384672165"
"10727","0.0652194544672966","0.0652194544672966","0.0652194544672966"
"10729","0.011812453158199787","0.011812453158199787","0.011812453158199787"
"10731","-0.038180846720933914","-0.038180846720933914","-0.038180846720933914"
"10735","-0.09204757213592529","-0.09204757213592529","-0.09204757213592529"
"10737","-0.061161842197179794","-0.061161842197179794","-0.061161842197179794"
"10739","-0.005186875816434622","-0.005186875816434622","-0.005186875816434622"
"10741","0.0009613129077479243","0.0009613129077479243","0.0009613129077479243"
"10743","-0.0847816988825798","-0.0847816988825798","-0.0847816988825798"
"10757","-0.0009567112429067492","-0.0009567112429067492","-0.0009567112429067492"
"10761","0.04494975507259369","0.04494975507259369","0.04494975507259369"
"10767","0.12008968740701675","0.12008968740701675","0.12008968740701675"
"10771","0.14972935616970062","0.14972935616970062","0.14972935616970062"
"10773","0.19171947240829468","0.19171947240829468","0.19171947240829468"
"10775","0.22650466859340668","0.22650466859340668","0.22650466859340668"
"10777","0.2837055027484894","0.2837055027484894","0.2837055027484894"
"10779","0.28087201714515686","0.28087201714515686","0.28087201714515686"
"10783","0.18330468237400055","0.18330468237400055","0.18330468237400055"
"10791","0.013294847682118416","0.013294847682118416","0.013294847682118416"
"10793","-0.00663638673722744","-0.00663638673722744","-0.00663638673722744"
"10795","-0.018128931522369385","-0.018128931522369385","-0.018128931522369385"
"10797","-0.037199199199676514","-0.037199199199676514","-0.037199199199676514"
"10799","-0.0234620813280344","-0.0234620813280344","-0.0234620813280344"
"10801","-0.05606504902243614","-0.05606504902243614","-0.05606504902243614"
"10803","-0.0675353929400444","-0.0675353929400444","-0.0675353929400444"
"10805","-0.07268717885017395","-0.07268717885017395","-0.07268717885017395"
"10809","-0.069611556828022","-0.069611556828022","-0.069611556828022"
"10821","0.04131478816270828","0.04131478816270828","0.04131478816270828"
"10823","0.08585009723901749","0.08585009723901749","0.08585009723901749"
"10825","0.1354341357946396","0.1354341357946396","0.1354341357946396"
"10831","0.1452820748090744","0.1452820748090744","0.1452820748090744"
"10845","0.03373906761407852","0.03373906761407852","0.03373906761407852"
"10847","0.008097522892057896","0.008097522892057896","0.008097522892057896"
"10853","-0.012255591340363026","-0.012255591340363026","-0.012255591340363026"
"10855","-0.002125978237017989","-0.002125978237017989","-0.002125978237017989"
"10857","0.017340242862701416","0.017340242862701416","0.017340242862701416"
"10867","-0.031169090420007706","-0.031169090420007706","-0.031169090420007706"
"10869","-0.06296902149915695","-0.06296902149915695","-0.06296902149915695"
"10871","-0.08066913485527039","-0.08066913485527039","-0.08066913485527039"
"10873","-0.06652764976024628","-0.06652764976024628","-0.06652764976024628"
"10877","0.044114936143159866","0.044114936143159866","0.044114936143159866"
"10885","-0.006960611790418625","-0.006960611790418625","-0.006960611790418625"
"10887","-0.010659489780664444","-0.010659489780664444","-0.010659489780664444"
"10895","-0.04678840562701225","-0.04678840562701225","-0.04678840562701225"
"10897","-0.08030477166175842","-0.08030477166175842","-0.08030477166175842"
"10901","0.01593106798827648","0.01593106798827648","0.01593106798827648"
"10903","-0.010260962881147861","-0.010260962881147861","-0.010260962881147861"
"10905","0.06473702937364578","0.06473702937364578","0.06473702937364578"
"10907","0.14244210720062256","0.14244210720062256","0.14244210720062256"
"10911","0.1447959989309311","0.1447959989309311","0.1447959989309311"
"10917","0.07316320389509201","0.07316320389509201","0.07316320389509201"
"10919","0.06859458982944489","0.06859458982944489","0.06859458982944489"
"10923","0.10854493826627731","0.10854493826627731","0.10854493826627731"
"10925","0.15671399235725403","0.15671399235725403","0.15671399235725403"
"10927","0.20093713700771332","0.20093713700771332","0.20093713700771332"
"10929","0.1405249685049057","0.1405249685049057","0.1405249685049057"
"10937","0.022921862080693245","0.022921862080693245","0.022921862080693245"
"10945","0.07784615457057953","0.07784615457057953","0.07784615457057953"
"10947","0.14799503982067108","0.14799503982067108","0.14799503982067108"
"10955","-0.07064756751060486","-0.07064756751060486","-0.07064756751060486"
"10959","-0.16943685710430145","-0.16943685710430145","-0.16943685710430145"
"10963","-0.18112275004386902","-0.18112275004386902","-0.18112275004386902"
"10969","-0.0681278333067894","-0.0681278333067894","-0.0681278333067894"
"10981","-0.021426144987344742","-0.021426144987344742","-0.021426144987344742"
"10983","-0.04970826581120491","-0.04970826581120491","-0.04970826581120491"
"10985","-0.051097430288791656","-0.051097430288791656","-0.051097430288791656"
"10991","-0.06125130131840706","-0.06125130131840706","-0.06125130131840706"
"10995","-0.032232411205768585","-0.032232411205768585","-0.032232411205768585"
"11003","0.02154153771698475","0.02154153771698475","0.02154153771698475"
"11005","0.01110880821943283","0.01110880821943283","0.01110880821943283"
"11011","-0.08696802705526352","-0.08696802705526352","-0.08696802705526352"
"11013","-0.1625625342130661","-0.1625625342130661","-0.1625625342130661"
"11015","-0.21204787492752075","-0.21204787492752075","-0.21204787492752075"
"11019","-0.20999012887477875","-0.20999012887477875","-0.20999012887477875"
"11027","0.15488260984420776","0.15488260984420776","0.15488260984420776"
"11031","0.1856335550546646","0.1856335550546646","0.1856335550546646"
"11043","-0.03317774832248688","-0.03317774832248688","-0.03317774832248688"
"11051","0.12455619871616364","0.12455619871616364","0.12455619871616364"
"11061","0.06612341850996017","0.06612341850996017","0.06612341850996017"
"11067","-0.03182205185294151","-0.03182205185294151","-0.03182205185294151"
"11069","-0.047296442091464996","-0.047296442091464996","-0.047296442091464996"
"11077","-0.05297839641571045","-0.05297839641571045","-0.05297839641571045"
