"Step","rare-brook-31 - CBF constraint(unfiltered)","rare-brook-31 - CBF constraint(unfiltered)__MIN","rare-brook-31 - CBF constraint(unfiltered)__MAX"
"7495","-0.0038624736480414867","-0.0038624736480414867","-0.0038624736480414867"
"7501","-0.00012160337064415216","-0.00012160337064415216","-0.00012160337064415216"
"7503","-0.0017527192831039429","-0.0017527192831039429","-0.0017527192831039429"
"7505","-0.0016632926417514682","-0.0016632926417514682","-0.0016632926417514682"
"7513","-0.003725824411958456","-0.003725824411958456","-0.003725824411958456"
"7515","-0.004946146160364151","-0.004946146160364151","-0.004946146160364151"
"7521","-0.005159551277756691","-0.005159551277756691","-0.005159551277756691"
"7537","-0.0004705207538791001","-0.0004705207538791001","-0.0004705207538791001"
"7547","-0.0022590593434870243","-0.0022590593434870243","-0.0022590593434870243"
"7557","-0.001972883939743042","-0.001972883939743042","-0.001972883939743042"
"7567","-0.0025566332042217255","-0.0025566332042217255","-0.0025566332042217255"
"7569","-0.0048903776332736015","-0.0048903776332736015","-0.0048903776332736015"
"7577","0","0","0"
"7585","-0.003262369893491268","-0.003262369893491268","-0.003262369893491268"
"7593","-0.004766366444528103","-0.004766366444528103","-0.004766366444528103"
"7597","-0.0024475515820086002","-0.0024475515820086002","-0.0024475515820086002"
"7603","-0.0029893775936216116","-0.0029893775936216116","-0.0029893775936216116"
"7607","-0.0036863284185528755","-0.0036863284185528755","-0.0036863284185528755"
"7609","-0.009154272265732288","-0.009154272265732288","-0.009154272265732288"
"7623","-0.0040105897933244705","-0.0040105897933244705","-0.0040105897933244705"
"7625","-0.005302400328218937","-0.005302400328218937","-0.005302400328218937"
"7631","-0.004392730072140694","-0.004392730072140694","-0.004392730072140694"
"7633","-0.0012086427304893732","-0.0012086427304893732","-0.0012086427304893732"
"7647","-0.0023024133406579494","-0.0023024133406579494","-0.0023024133406579494"
"7653","-0.005897963419556618","-0.005897963419556618","-0.005897963419556618"
"7669","-0.00587020767852664","-0.00587020767852664","-0.00587020767852664"
"7679","-0.00464808801189065","-0.00464808801189065","-0.00464808801189065"
"7681","-0.005904935300350189","-0.005904935300350189","-0.005904935300350189"
"7691","-0.0062289549969136715","-0.0062289549969136715","-0.0062289549969136715"
"7699","-0.0009037957061082125","-0.0009037957061082125","-0.0009037957061082125"
"7703","0","0","0"
"7715","-0.008067182265222073","-0.008067182265222073","-0.008067182265222073"
"7717","-0.004142699297517538","-0.004142699297517538","-0.004142699297517538"
"7719","-0.0005736136808991432","-0.0005736136808991432","-0.0005736136808991432"
"7729","-0.0017833708552643657","-0.0017833708552643657","-0.0017833708552643657"
"7763","-0.0025391853414475918","-0.0025391853414475918","-0.0025391853414475918"
"7765","-0.0030094594694674015","-0.0030094594694674015","-0.0030094594694674015"
"7769","-0.0012194087030366063","-0.0012194087030366063","-0.0012194087030366063"
"7775","-0.00711585721001029","-0.00711585721001029","-0.00711585721001029"
"7779","-0.0009081761818379164","-0.0009081761818379164","-0.0009081761818379164"
"7783","-0.003758711041882634","-0.003758711041882634","-0.003758711041882634"
"7785","-0.006877369247376919","-0.006877369247376919","-0.006877369247376919"
"7787","-0.007083007600158453","-0.007083007600158453","-0.007083007600158453"
"7789","-0.006559516303241253","-0.006559516303241253","-0.006559516303241253"
"7791","-0.0027559343725442886","-0.0027559343725442886","-0.0027559343725442886"
"7793","-0.0038059186190366745","-0.0038059186190366745","-0.0038059186190366745"
"7795","-0.005037437193095684","-0.005037437193095684","-0.005037437193095684"
"7797","-0.0009247331181541085","-0.0009247331181541085","-0.0009247331181541085"
"7803","-0.007512925658375025","-0.007512925658375025","-0.007512925658375025"
"7807","-0.005918704904615879","-0.005918704904615879","-0.005918704904615879"
"7809","-0.003277459880337119","-0.003277459880337119","-0.003277459880337119"
"7815","0","0","0"
"7817","-0.0032206247560679913","-0.0032206247560679913","-0.0032206247560679913"
"7827","-0.0069099608808755875","-0.0069099608808755875","-0.0069099608808755875"
"7833","-0.0053026676177978516","-0.0053026676177978516","-0.0053026676177978516"
"7837","-0.0011242717737331986","-0.0011242717737331986","-0.0011242717737331986"
"7839","-0.00868675485253334","-0.00868675485253334","-0.00868675485253334"
"7849","-0.010791081003844738","-0.010791081003844738","-0.010791081003844738"
"7853","-0.0030952647794038057","-0.0030952647794038057","-0.0030952647794038057"
"7865","-0.001066621276549995","-0.001066621276549995","-0.001066621276549995"
"7875","-0.003140735439956188","-0.003140735439956188","-0.003140735439956188"
"7877","-0.003041365183889866","-0.003041365183889866","-0.003041365183889866"
"7883","-0.003297420684248209","-0.003297420684248209","-0.003297420684248209"
"7897","-0.011836081743240356","-0.011836081743240356","-0.011836081743240356"
"7903","-0.012876749038696289","-0.012876749038696289","-0.012876749038696289"
"7909","-0.0035417128819972277","-0.0035417128819972277","-0.0035417128819972277"
"7919","-0.0018817347008734941","-0.0018817347008734941","-0.0018817347008734941"
"7923","-0.001065563876181841","-0.001065563876181841","-0.001065563876181841"
"7927","-0.009036722593009472","-0.009036722593009472","-0.009036722593009472"
"7935","-0.001483263447880745","-0.001483263447880745","-0.001483263447880745"
"7957","-0.011451859027147293","-0.011451859027147293","-0.011451859027147293"
"7963","-0.008553081192076206","-0.008553081192076206","-0.008553081192076206"
"7969","-0.0020974106155335903","-0.0020974106155335903","-0.0020974106155335903"
"7971","-0.0015473051462322474","-0.0015473051462322474","-0.0015473051462322474"
"7975","-0.004952657967805862","-0.004952657967805862","-0.004952657967805862"
"7979","-0.004662353079766035","-0.004662353079766035","-0.004662353079766035"
"7987","-0.002206135308369994","-0.002206135308369994","-0.002206135308369994"
"7989","-0.003951674327254295","-0.003951674327254295","-0.003951674327254295"
"7997","-0.0003911897074431181","-0.0003911897074431181","-0.0003911897074431181"
"7999","-0.0013597263023257256","-0.0013597263023257256","-0.0013597263023257256"
"8001","-0.0003303943667560816","-0.0003303943667560816","-0.0003303943667560816"
"8003","-0.0011288018431514502","-0.0011288018431514502","-0.0011288018431514502"
"8005","-0.0019363983301445842","-0.0019363983301445842","-0.0019363983301445842"
"8009","-0.0011156878899782896","-0.0011156878899782896","-0.0011156878899782896"
"8015","-0.0032477995846420527","-0.0032477995846420527","-0.0032477995846420527"
"8045","-0.0018648100085556507","-0.0018648100085556507","-0.0018648100085556507"
"8053","-0.0036020891275256872","-0.0036020891275256872","-0.0036020891275256872"
"8079","-0.0012006699107587337","-0.0012006699107587337","-0.0012006699107587337"
"8081","-0.0026008374989032745","-0.0026008374989032745","-0.0026008374989032745"
"8091","-0.001032520434819162","-0.001032520434819162","-0.001032520434819162"
"8101","-0.0018095129635185003","-0.0018095129635185003","-0.0018095129635185003"
"8117","-0.005854292772710323","-0.005854292772710323","-0.005854292772710323"
"8121","-0.003489389084279537","-0.003489389084279537","-0.003489389084279537"
"8125","-0.006394589319825172","-0.006394589319825172","-0.006394589319825172"
"8127","-0.0006228782585822046","-0.0006228782585822046","-0.0006228782585822046"
"8141","-0.00029247032944113016","-0.00029247032944113016","-0.00029247032944113016"
"8145","-0.0036434936337172985","-0.0036434936337172985","-0.0036434936337172985"
"8149","-0.006044378038495779","-0.006044378038495779","-0.006044378038495779"
"8151","-0.008186890743672848","-0.008186890743672848","-0.008186890743672848"
"8155","-0.0033464389853179455","-0.0033464389853179455","-0.0033464389853179455"
"8157","-0.00360979326069355","-0.00360979326069355","-0.00360979326069355"
"8169","-0.001162929693236947","-0.001162929693236947","-0.001162929693236947"
"8177","-0.005247746594250202","-0.005247746594250202","-0.005247746594250202"
"8179","-0.0068293241783976555","-0.0068293241783976555","-0.0068293241783976555"
"8181","-0.007390485145151615","-0.007390485145151615","-0.007390485145151615"
"8185","-0.002353465650230646","-0.002353465650230646","-0.002353465650230646"
"8187","-0.0016014238353818655","-0.0016014238353818655","-0.0016014238353818655"
"8193","-0.0020903663244098425","-0.0020903663244098425","-0.0020903663244098425"
"8197","-0.0049807410687208176","-0.0049807410687208176","-0.0049807410687208176"
"8199","-0.007852078415453434","-0.007852078415453434","-0.007852078415453434"
"8201","-0.0034312729258090258","-0.0034312729258090258","-0.0034312729258090258"
"8203","-0.0028558126650750637","-0.0028558126650750637","-0.0028558126650750637"
"8211","-0.000858657993376255","-0.000858657993376255","-0.000858657993376255"
"8221","-0.004095647484064102","-0.004095647484064102","-0.004095647484064102"
"8223","-0.0011261784238740802","-0.0011261784238740802","-0.0011261784238740802"
"8233","-0.010644208639860153","-0.010644208639860153","-0.010644208639860153"
"8235","-0.0023149189073592424","-0.0023149189073592424","-0.0023149189073592424"
"8251","-0.0012382710119709373","-0.0012382710119709373","-0.0012382710119709373"
"8257","-0.002166183665394783","-0.002166183665394783","-0.002166183665394783"
"8261","0","0","0"
"8271","-0.0010180706158280373","-0.0010180706158280373","-0.0010180706158280373"
"8273","-0.0035760297905653715","-0.0035760297905653715","-0.0035760297905653715"
"8281","-0.004785370081663132","-0.004785370081663132","-0.004785370081663132"
"8287","-0.00415781419724226","-0.00415781419724226","-0.00415781419724226"
"8295","-0.0002640159800648689","-0.0002640159800648689","-0.0002640159800648689"
"8297","-0.004575446713715792","-0.004575446713715792","-0.004575446713715792"
"8303","-0.0021755394991487265","-0.0021755394991487265","-0.0021755394991487265"
"8311","-0.008855342864990234","-0.008855342864990234","-0.008855342864990234"
"8313","-0.0010114414617419243","-0.0010114414617419243","-0.0010114414617419243"
"8329","-0.0025872113183140755","-0.0025872113183140755","-0.0025872113183140755"
"8331","-0.0006276431959122419","-0.0006276431959122419","-0.0006276431959122419"
"8335","-0.005842685233801603","-0.005842685233801603","-0.005842685233801603"
"8337","-0.001105769188143313","-0.001105769188143313","-0.001105769188143313"
"8339","-0.0041781882755458355","-0.0041781882755458355","-0.0041781882755458355"
"8343","-0.0024834091309458017","-0.0024834091309458017","-0.0024834091309458017"
"8351","-0.0020263802725821733","-0.0020263802725821733","-0.0020263802725821733"
"8359","-0.0020923896227031946","-0.0020923896227031946","-0.0020923896227031946"
"8363","-0.0058103566989302635","-0.0058103566989302635","-0.0058103566989302635"
"8365","0","0","0"
"8381","-0.008351100608706474","-0.008351100608706474","-0.008351100608706474"
"8385","-0.004603217821568251","-0.004603217821568251","-0.004603217821568251"
"8391","-0.0022452217526733875","-0.0022452217526733875","-0.0022452217526733875"
"8397","-0.002477046335116029","-0.002477046335116029","-0.002477046335116029"
"8407","-0.0008614562684670091","-0.0008614562684670091","-0.0008614562684670091"
"8419","-0.005896417889744043","-0.005896417889744043","-0.005896417889744043"
"8423","-0.002041891450062394","-0.002041891450062394","-0.002041891450062394"
"8433","-0.0025933226570487022","-0.0025933226570487022","-0.0025933226570487022"
"8435","-0.0027162902988493443","-0.0027162902988493443","-0.0027162902988493443"
"8439","-0.0026767414528876543","-0.0026767414528876543","-0.0026767414528876543"
"8441","-0.0035456251353025436","-0.0035456251353025436","-0.0035456251353025436"
"8447","-0.007009525783360004","-0.007009525783360004","-0.007009525783360004"
"8457","-0.0024333561304956675","-0.0024333561304956675","-0.0024333561304956675"
"8461","-0.0048969825729727745","-0.0048969825729727745","-0.0048969825729727745"
"8463","-0.006511406507343054","-0.006511406507343054","-0.006511406507343054"
"8465","-0.002209010301157832","-0.002209010301157832","-0.002209010301157832"
"8475","-0.005701763089746237","-0.005701763089746237","-0.005701763089746237"
"8487","-0.005463712848722935","-0.005463712848722935","-0.005463712848722935"
"8497","-0.0034665754064917564","-0.0034665754064917564","-0.0034665754064917564"
"8501","-0.00046960447798483074","-0.00046960447798483074","-0.00046960447798483074"
"8505","-0.006196956615895033","-0.006196956615895033","-0.006196956615895033"
"8507","-0.0056985411792993546","-0.0056985411792993546","-0.0056985411792993546"
"8511","-0.0011694246204569936","-0.0011694246204569936","-0.0011694246204569936"
"8519","-0.0013162516988813877","-0.0013162516988813877","-0.0013162516988813877"
"8525","-0.005085207521915436","-0.005085207521915436","-0.005085207521915436"
"8527","-0.0053986962884664536","-0.0053986962884664536","-0.0053986962884664536"
"8531","-0.0018003503791987896","-0.0018003503791987896","-0.0018003503791987896"
"8539","-0.009702598676085472","-0.009702598676085472","-0.009702598676085472"
"8553","-0.0008494267240166664","-0.0008494267240166664","-0.0008494267240166664"
"8559","-0.0014013266190886497","-0.0014013266190886497","-0.0014013266190886497"
"8561","-0.003575953422114253","-0.003575953422114253","-0.003575953422114253"
"8565","-0.0018068875651806593","-0.0018068875651806593","-0.0018068875651806593"
"8575","-0.008174654096364975","-0.008174654096364975","-0.008174654096364975"
"8581","-0.0031108895782381296","-0.0031108895782381296","-0.0031108895782381296"
"8583","-0.0020050674211233854","-0.0020050674211233854","-0.0020050674211233854"
"8593","-0.00019197247456759214","-0.00019197247456759214","-0.00019197247456759214"
"8609","-0.003450069110840559","-0.003450069110840559","-0.003450069110840559"
"8613","-0.0042502423748373985","-0.0042502423748373985","-0.0042502423748373985"
"8615","-0.0033009604085236788","-0.0033009604085236788","-0.0033009604085236788"
"8627","-0.004445113241672516","-0.004445113241672516","-0.004445113241672516"
"8639","-0.00720603484660387","-0.00720603484660387","-0.00720603484660387"
"8643","-0.004361177794635296","-0.004361177794635296","-0.004361177794635296"
"8657","-0.005995448678731918","-0.005995448678731918","-0.005995448678731918"
"8659","-0.0002923374413512647","-0.0002923374413512647","-0.0002923374413512647"
"8681","-0.0036950143985450268","-0.0036950143985450268","-0.0036950143985450268"
"8689","-0.002697219606488943","-0.002697219606488943","-0.002697219606488943"
"8691","-0.005231208633631468","-0.005231208633631468","-0.005231208633631468"
"8699","-0.0019903185311704874","-0.0019903185311704874","-0.0019903185311704874"
"8701","-0.0023251615930348635","-0.0023251615930348635","-0.0023251615930348635"
"8703","-0.003363251220434904","-0.003363251220434904","-0.003363251220434904"
"8709","-0.0014318780740723014","-0.0014318780740723014","-0.0014318780740723014"
"8713","-0.003196585224941373","-0.003196585224941373","-0.003196585224941373"
"8715","-0.0032721213065087795","-0.0032721213065087795","-0.0032721213065087795"
"8717","-0.003896808484569192","-0.003896808484569192","-0.003896808484569192"
"8719","-0.007903588935732841","-0.007903588935732841","-0.007903588935732841"
"8723","0","0","0"
"8725","-0.0011672094697132707","-0.0011672094697132707","-0.0011672094697132707"
"8727","-0.002111006062477827","-0.002111006062477827","-0.002111006062477827"
"8737","-0.0060711512342095375","-0.0060711512342095375","-0.0060711512342095375"
"8745","-0.00108015863224864","-0.00108015863224864","-0.00108015863224864"
"8753","-0.007147960364818573","-0.007147960364818573","-0.007147960364818573"
"8765","-0.005555629264563322","-0.005555629264563322","-0.005555629264563322"
"8767","-0.005031359847635031","-0.005031359847635031","-0.005031359847635031"
"8773","-0.0000988667961792089","-0.0000988667961792089","-0.0000988667961792089"
"8775","-0.002780632581561804","-0.002780632581561804","-0.002780632581561804"
"8777","-0.0018603741191327572","-0.0018603741191327572","-0.0018603741191327572"
"8779","-0.0007640852127224207","-0.0007640852127224207","-0.0007640852127224207"
"8789","-0.0011220669839531183","-0.0011220669839531183","-0.0011220669839531183"
"8791","-0.0039240228943526745","-0.0039240228943526745","-0.0039240228943526745"
"8793","-0.00853600725531578","-0.00853600725531578","-0.00853600725531578"
"8795","-0.0013348159845918417","-0.0013348159845918417","-0.0013348159845918417"
"8805","-0.005106037948280573","-0.005106037948280573","-0.005106037948280573"
"8811","-0.0041653006337583065","-0.0041653006337583065","-0.0041653006337583065"
"8819","-0.005662356037646532","-0.005662356037646532","-0.005662356037646532"
"8823","-0.008290573954582214","-0.008290573954582214","-0.008290573954582214"
"8825","-0.001468863571062684","-0.001468863571062684","-0.001468863571062684"
"8829","-0.003981010522693396","-0.003981010522693396","-0.003981010522693396"
"8831","-0.0015750565798953176","-0.0015750565798953176","-0.0015750565798953176"
"8833","-0.004522786475718021","-0.004522786475718021","-0.004522786475718021"
"8841","-0.0020129294134676456","-0.0020129294134676456","-0.0020129294134676456"
"8847","-0.003013406414538622","-0.003013406414538622","-0.003013406414538622"
"8855","-0.002429101150482893","-0.002429101150482893","-0.002429101150482893"
"8875","-0.005343037191778421","-0.005343037191778421","-0.005343037191778421"
"8877","-0.00495157390832901","-0.00495157390832901","-0.00495157390832901"
"8885","-0.0015296535566449165","-0.0015296535566449165","-0.0015296535566449165"
"8893","-0.003277176059782505","-0.003277176059782505","-0.003277176059782505"
"8897","-0.002721030730754137","-0.002721030730754137","-0.002721030730754137"
"8899","-0.0004286516341380775","-0.0004286516341380775","-0.0004286516341380775"
"8917","-0.004784862510859966","-0.004784862510859966","-0.004784862510859966"
"8931","-0.005518978461623192","-0.005518978461623192","-0.005518978461623192"
"8945","-0.0061345272697508335","-0.0061345272697508335","-0.0061345272697508335"
"8951","-0.005437974818050861","-0.005437974818050861","-0.005437974818050861"
"8955","-0.0013551858719438314","-0.0013551858719438314","-0.0013551858719438314"
"8967","-0.0024847849272191525","-0.0024847849272191525","-0.0024847849272191525"
"8971","-0.0012324972776696086","-0.0012324972776696086","-0.0012324972776696086"
"8985","-0.007660889532417059","-0.007660889532417059","-0.007660889532417059"
"9001","-0.00032689928775653243","-0.00032689928775653243","-0.00032689928775653243"
"9003","-0.000012348045856924728","-0.000012348045856924728","-0.000012348045856924728"
"9007","-0.0016887381207197905","-0.0016887381207197905","-0.0016887381207197905"
"9011","-0.006079267244786024","-0.006079267244786024","-0.006079267244786024"
"9017","-0.0033546495251357555","-0.0033546495251357555","-0.0033546495251357555"
"9021","-0.0010359352454543114","-0.0010359352454543114","-0.0010359352454543114"
"9027","-0.00004353716940386221","-0.00004353716940386221","-0.00004353716940386221"
"9029","-0.0017359587363898754","-0.0017359587363898754","-0.0017359587363898754"
"9039","-0.004699764773249626","-0.004699764773249626","-0.004699764773249626"
"9053","-0.0017014703480526805","-0.0017014703480526805","-0.0017014703480526805"
"9063","-0.004570771474391222","-0.004570771474391222","-0.004570771474391222"
"9065","-0.001197456382215023","-0.001197456382215023","-0.001197456382215023"
"9069","-0.001958640292286873","-0.001958640292286873","-0.001958640292286873"
"9085","-0.004716389812529087","-0.004716389812529087","-0.004716389812529087"
"9087","-0.003783497493714094","-0.003783497493714094","-0.003783497493714094"
"9091","-0.0021150270476937294","-0.0021150270476937294","-0.0021150270476937294"
"9093","-0.004260708577930927","-0.004260708577930927","-0.004260708577930927"
"9095","-0.0017177358968183398","-0.0017177358968183398","-0.0017177358968183398"
"9101","-0.005794827826321125","-0.005794827826321125","-0.005794827826321125"
"9107","-0.003200680483132601","-0.003200680483132601","-0.003200680483132601"
"9113","-0.004628697410225868","-0.004628697410225868","-0.004628697410225868"
"9119","-0.012648150324821472","-0.012648150324821472","-0.012648150324821472"
"9129","-0.0005957537214271724","-0.0005957537214271724","-0.0005957537214271724"
"9131","-0.008995645679533482","-0.008995645679533482","-0.008995645679533482"
"9133","-0.004638164769858122","-0.004638164769858122","-0.004638164769858122"
"9135","-0.003470742143690586","-0.003470742143690586","-0.003470742143690586"
"9139","-0.003841564990580082","-0.003841564990580082","-0.003841564990580082"
"9155","-0.004142211750149727","-0.004142211750149727","-0.004142211750149727"
"9169","-0.0018199575133621693","-0.0018199575133621693","-0.0018199575133621693"
"9173","-0.0030299678910523653","-0.0030299678910523653","-0.0030299678910523653"
"9179","-0.0025159537326544523","-0.0025159537326544523","-0.0025159537326544523"
"9181","-0.003943325020372868","-0.003943325020372868","-0.003943325020372868"
"9183","-0.004916030913591385","-0.004916030913591385","-0.004916030913591385"
"9201","-0.005517174955457449","-0.005517174955457449","-0.005517174955457449"
"9203","-0.008246987126767635","-0.008246987126767635","-0.008246987126767635"
"9205","-0.0018789974274113774","-0.0018789974274113774","-0.0018789974274113774"
"9209","-0.007581289391964674","-0.007581289391964674","-0.007581289391964674"
"9219","-0.007294800132513046","-0.007294800132513046","-0.007294800132513046"
"9229","-0.0032536140643060207","-0.0032536140643060207","-0.0032536140643060207"
"9237","-0.0027558275032788515","-0.0027558275032788515","-0.0027558275032788515"
"9243","-0.00387437897734344","-0.00387437897734344","-0.00387437897734344"
"9245","-0.002219483256340027","-0.002219483256340027","-0.002219483256340027"
"9267","-0.011335264891386032","-0.011335264891386032","-0.011335264891386032"
"9275","-0.0004576734791044146","-0.0004576734791044146","-0.0004576734791044146"
"9289","-0.00463081756606698","-0.00463081756606698","-0.00463081756606698"
"9293","-0.005246852990239859","-0.005246852990239859","-0.005246852990239859"
"9305","-0.009134551510214806","-0.009134551510214806","-0.009134551510214806"
"9319","-0.003967515658587217","-0.003967515658587217","-0.003967515658587217"
"9321","-0.0028765243478119373","-0.0028765243478119373","-0.0028765243478119373"
"9323","-0.003585175611078739","-0.003585175611078739","-0.003585175611078739"
"9337","-0.0077276271767914295","-0.0077276271767914295","-0.0077276271767914295"
"9345","-0.0012846149038523436","-0.0012846149038523436","-0.0012846149038523436"
"9347","-0.006902358494699001","-0.006902358494699001","-0.006902358494699001"
"9367","-0.0022168231662362814","-0.0022168231662362814","-0.0022168231662362814"
"9369","-0.0015552369877696037","-0.0015552369877696037","-0.0015552369877696037"
"9371","-0.002841934561729431","-0.002841934561729431","-0.002841934561729431"
"9377","-0.002022557193413377","-0.002022557193413377","-0.002022557193413377"
"9383","-0.0016978305066004395","-0.0016978305066004395","-0.0016978305066004395"
"9385","-0.004625990986824036","-0.004625990986824036","-0.004625990986824036"
"9395","-0.006231859792023897","-0.006231859792023897","-0.006231859792023897"
"9401","-0.00447780592367053","-0.00447780592367053","-0.00447780592367053"
"9403","-0.0030672401189804077","-0.0030672401189804077","-0.0030672401189804077"
"9407","-0.00534431217238307","-0.00534431217238307","-0.00534431217238307"
"9409","-0.0022483274806290865","-0.0022483274806290865","-0.0022483274806290865"
"9411","-0.00201723026111722","-0.00201723026111722","-0.00201723026111722"
"9419","-0.00043829696369357407","-0.00043829696369357407","-0.00043829696369357407"
"9427","-0.0010815004352480173","-0.0010815004352480173","-0.0010815004352480173"
"9437","-0.001644384814426303","-0.001644384814426303","-0.001644384814426303"
"9439","-0.004468260798603296","-0.004468260798603296","-0.004468260798603296"
"9445","-0.0014210963854566216","-0.0014210963854566216","-0.0014210963854566216"
"9447","-0.0026901522651314735","-0.0026901522651314735","-0.0026901522651314735"
"9463","-0.0002916103112511337","-0.0002916103112511337","-0.0002916103112511337"
"9475","-0.0037975474260747433","-0.0037975474260747433","-0.0037975474260747433"
"9479","-0.0014025194104760885","-0.0014025194104760885","-0.0014025194104760885"
"9483","-0.00043788820039480925","-0.00043788820039480925","-0.00043788820039480925"
"9489","-0.0009310816531069577","-0.0009310816531069577","-0.0009310816531069577"
"9491","-0.0017983757425099611","-0.0017983757425099611","-0.0017983757425099611"
"9493","-0.003061859402805567","-0.003061859402805567","-0.003061859402805567"
"9495","-0.0010063970694318414","-0.0010063970694318414","-0.0010063970694318414"
"9501","-0.008180093951523304","-0.008180093951523304","-0.008180093951523304"
"9503","-0.002256342675536871","-0.002256342675536871","-0.002256342675536871"
"9509","-0.0042574163526296616","-0.0042574163526296616","-0.0042574163526296616"
"9513","-0.0014009639853611588","-0.0014009639853611588","-0.0014009639853611588"
"9523","-0.006982758175581694","-0.006982758175581694","-0.006982758175581694"
"9533","-0.002072521485388279","-0.002072521485388279","-0.002072521485388279"
"9535","-0.0028542152140289545","-0.0028542152140289545","-0.0028542152140289545"
"9537","-0.005397002212703228","-0.005397002212703228","-0.005397002212703228"
"9543","-0.002693735295906663","-0.002693735295906663","-0.002693735295906663"
"9545","-0.003474778961390257","-0.003474778961390257","-0.003474778961390257"
"9549","-0.007812026888132095","-0.007812026888132095","-0.007812026888132095"
"9555","-0.0026141847483813763","-0.0026141847483813763","-0.0026141847483813763"
"9557","-0.0016094588208943605","-0.0016094588208943605","-0.0016094588208943605"
"9561","-0.004802009090781212","-0.004802009090781212","-0.004802009090781212"
"9563","-0.005931691266596317","-0.005931691266596317","-0.005931691266596317"
"9587","-0.0014508103486150503","-0.0014508103486150503","-0.0014508103486150503"
"9591","-0.000651288079097867","-0.000651288079097867","-0.000651288079097867"
"9597","-0.0008306531817652285","-0.0008306531817652285","-0.0008306531817652285"
"9609","-0.0013092621229588985","-0.0013092621229588985","-0.0013092621229588985"
"9619","-0.004046363290399313","-0.004046363290399313","-0.004046363290399313"
"9623","-0.012313490733504295","-0.012313490733504295","-0.012313490733504295"
"9643","-0.0036297854967415333","-0.0036297854967415333","-0.0036297854967415333"
"9647","-0.00956860650330782","-0.00956860650330782","-0.00956860650330782"
"9649","-0.001900657662190497","-0.001900657662190497","-0.001900657662190497"
"9657","-0.001990377902984619","-0.001990377902984619","-0.001990377902984619"
"9661","-0.0030735479667782784","-0.0030735479667782784","-0.0030735479667782784"
"9663","-0.0030190437100827694","-0.0030190437100827694","-0.0030190437100827694"
"9667","-0.005246363580226898","-0.005246363580226898","-0.005246363580226898"
"9673","-0.0013951656874269247","-0.0013951656874269247","-0.0013951656874269247"
"9679","-0.005349647253751755","-0.005349647253751755","-0.005349647253751755"
"9681","-0.008494799956679344","-0.008494799956679344","-0.008494799956679344"
"9685","-0.003351570339873433","-0.003351570339873433","-0.003351570339873433"
"9687","-0.002015826990827918","-0.002015826990827918","-0.002015826990827918"
"9693","-0.004696938209235668","-0.004696938209235668","-0.004696938209235668"
"9695","-0.00021270931756589562","-0.00021270931756589562","-0.00021270931756589562"
"9701","-0.005078868009150028","-0.005078868009150028","-0.005078868009150028"
"9711","-0.012383218854665756","-0.012383218854665756","-0.012383218854665756"
"9719","-0.00326216546818614","-0.00326216546818614","-0.00326216546818614"
"9725","-0.0031856284476816654","-0.0031856284476816654","-0.0031856284476816654"
"9729","-0.005035841837525368","-0.005035841837525368","-0.005035841837525368"
"9741","-0.007261752616614103","-0.007261752616614103","-0.007261752616614103"
"9745","-0.0017233833204954863","-0.0017233833204954863","-0.0017233833204954863"
"9747","-0.004057328682392836","-0.004057328682392836","-0.004057328682392836"
"9749","-0.0010304598836228251","-0.0010304598836228251","-0.0010304598836228251"
"9751","-0.00013056752504780889","-0.00013056752504780889","-0.00013056752504780889"
"9753","-0.0030661483760923147","-0.0030661483760923147","-0.0030661483760923147"
"9763","-0.0008093888172879815","-0.0008093888172879815","-0.0008093888172879815"
"9775","-0.004506476689130068","-0.004506476689130068","-0.004506476689130068"
"9783","-0.0038219643756747246","-0.0038219643756747246","-0.0038219643756747246"
"9791","-0.006476861424744129","-0.006476861424744129","-0.006476861424744129"
"9793","-0.002945295302197337","-0.002945295302197337","-0.002945295302197337"
"9797","-0.003890488063916564","-0.003890488063916564","-0.003890488063916564"
"9805","-0.007245817221701145","-0.007245817221701145","-0.007245817221701145"
"9807","-0.004361137747764587","-0.004361137747764587","-0.004361137747764587"
"9821","-0.004308237694203854","-0.004308237694203854","-0.004308237694203854"
"9835","-0.0019505308009684086","-0.0019505308009684086","-0.0019505308009684086"
"9839","-0.0029526250436902046","-0.0029526250436902046","-0.0029526250436902046"
"9849","-0.0026392124127596617","-0.0026392124127596617","-0.0026392124127596617"
"9861","-0.0012233792804181576","-0.0012233792804181576","-0.0012233792804181576"
"9869","-0.0020673717372119427","-0.0020673717372119427","-0.0020673717372119427"
"9879","-0.006028659641742706","-0.006028659641742706","-0.006028659641742706"
"9887","-0.0044936202466487885","-0.0044936202466487885","-0.0044936202466487885"
"9889","-0.007399796042591333","-0.007399796042591333","-0.007399796042591333"
"9893","-0.002383979270234704","-0.002383979270234704","-0.002383979270234704"
"9899","-0.0038542011752724648","-0.0038542011752724648","-0.0038542011752724648"
"9903","-0.0036532385274767876","-0.0036532385274767876","-0.0036532385274767876"
"9905","-0.004104796797037125","-0.004104796797037125","-0.004104796797037125"
"9923","-0.0033690824639052153","-0.0033690824639052153","-0.0033690824639052153"
"9929","-0.006154329981654882","-0.006154329981654882","-0.006154329981654882"
"9933","-0.004935515113174915","-0.004935515113174915","-0.004935515113174915"
"9945","-0.011124111711978912","-0.011124111711978912","-0.011124111711978912"
"9947","-0.010077839717268944","-0.010077839717268944","-0.010077839717268944"
