"Step","restful-aardvark-1 - Smallest CBF value","restful-aardvark-1 - Smallest CBF value__MIN","restful-aardvark-1 - Smallest CBF value__MAX"
"2587","-0.01361001655459404","-0.01361001655459404","-0.01361001655459404"
"2589","0.04827405512332916","0.04827405512332916","0.04827405512332916"
"2591","0.11282553523778915","0.11282553523778915","0.11282553523778915"
"2593","-0.11690284311771393","-0.11690284311771393","-0.11690284311771393"
"2595","-0.13315153121948242","-0.13315153121948242","-0.13315153121948242"
"2597","-0.20497380197048187","-0.20497380197048187","-0.20497380197048187"
"2599","-0.045121315866708755","-0.045121315866708755","-0.045121315866708755"
"2601","-0.053490180522203445","-0.053490180522203445","-0.053490180522203445"
"2603","-0.047462210059165955","-0.047462210059165955","-0.047462210059165955"
"2605","-0.05072785168886185","-0.05072785168886185","-0.05072785168886185"
"2607","-0.03774666041135788","-0.03774666041135788","-0.03774666041135788"
"2609","-0.028716793283820152","-0.028716793283820152","-0.028716793283820152"
"2611","-0.11269799619913101","-0.11269799619913101","-0.11269799619913101"
"2613","-0.03128833696246147","-0.03128833696246147","-0.03128833696246147"
"2615","-0.0336812362074852","-0.0336812362074852","-0.0336812362074852"
"2617","-0.01951889507472515","-0.01951889507472515","-0.01951889507472515"
"2619","-0.027532195672392845","-0.027532195672392845","-0.027532195672392845"
"2621","-0.02756601944565773","-0.02756601944565773","-0.02756601944565773"
"2623","-0.01886679418385029","-0.01886679418385029","-0.01886679418385029"
"2625","-0.005076777655631304","-0.005076777655631304","-0.005076777655631304"
"2627","0.0029888444114476442","0.0029888444114476442","0.0029888444114476442"
"2629","0.0028445946518331766","0.0028445946518331766","0.0028445946518331766"
"2631","0.001282616052776575","0.001282616052776575","0.001282616052776575"
"2633","-0.002138658193871379","-0.002138658193871379","-0.002138658193871379"
"2635","0.005758779123425484","0.005758779123425484","0.005758779123425484"
"2637","0.026751145720481873","0.026751145720481873","0.026751145720481873"
"2639","0.0605747252702713","0.0605747252702713","0.0605747252702713"
"2641","0.11157640069723129","0.11157640069723129","0.11157640069723129"
"2643","0.16694267094135284","0.16694267094135284","0.16694267094135284"
"2645","0.22018980979919434","0.22018980979919434","0.22018980979919434"
"2647","0.2112487107515335","0.2112487107515335","0.2112487107515335"
"2649","0.18925055861473083","0.18925055861473083","0.18925055861473083"
"2651","0.17969205975532532","0.17969205975532532","0.17969205975532532"
"2653","0.05311189219355583","0.05311189219355583","0.05311189219355583"
"2655","-0.1376211941242218","-0.1376211941242218","-0.1376211941242218"
"2657","0.07881804555654526","0.07881804555654526","0.07881804555654526"
"2659","0.04100736975669861","0.04100736975669861","0.04100736975669861"
"2661","0.00488648097962141","0.00488648097962141","0.00488648097962141"
"2663","-0.043859098106622696","-0.043859098106622696","-0.043859098106622696"
"2665","-0.08024691045284271","-0.08024691045284271","-0.08024691045284271"
"2667","-0.10142235457897186","-0.10142235457897186","-0.10142235457897186"
"2669","-0.09692114591598511","-0.09692114591598511","-0.09692114591598511"
"2671","-0.043993376195430756","-0.043993376195430756","-0.043993376195430756"
"2673","-0.07201159000396729","-0.07201159000396729","-0.07201159000396729"
"2675","-0.07012934982776642","-0.07012934982776642","-0.07012934982776642"
"2677","-0.07622954249382019","-0.07622954249382019","-0.07622954249382019"
"2679","-0.06541131436824799","-0.06541131436824799","-0.06541131436824799"
"2681","-0.03122984804213047","-0.03122984804213047","-0.03122984804213047"
"2683","0.005971162114292383","0.005971162114292383","0.005971162114292383"
"2685","0.021056100726127625","0.021056100726127625","0.021056100726127625"
"2687","-0.17348195612430573","-0.17348195612430573","-0.17348195612430573"
"2689","-0.008296527899801731","-0.008296527899801731","-0.008296527899801731"
"2691","-0.053932998329401016","-0.053932998329401016","-0.053932998329401016"
"2693","-0.07937359064817429","-0.07937359064817429","-0.07937359064817429"
"2695","-0.08876983076334","-0.08876983076334","-0.08876983076334"
"2697","-0.0979352742433548","-0.0979352742433548","-0.0979352742433548"
"2699","-0.09925611317157745","-0.09925611317157745","-0.09925611317157745"
"2701","-0.09096599370241165","-0.09096599370241165","-0.09096599370241165"
"2703","-0.0913761705160141","-0.0913761705160141","-0.0913761705160141"
"2705","-0.0911329835653305","-0.0911329835653305","-0.0911329835653305"
"2707","-0.07798783481121063","-0.07798783481121063","-0.07798783481121063"
"2709","-0.051688846200704575","-0.051688846200704575","-0.051688846200704575"
"2711","-0.014844520948827267","-0.014844520948827267","-0.014844520948827267"
"2713","0.0258745476603508","0.0258745476603508","0.0258745476603508"
"2715","0.07222383469343185","0.07222383469343185","0.07222383469343185"
"2717","0.05693654716014862","0.05693654716014862","0.05693654716014862"
"2719","0.05368318781256676","0.05368318781256676","0.05368318781256676"
"2721","0.031021442264318466","0.031021442264318466","0.031021442264318466"
"2723","0.036366187036037445","0.036366187036037445","0.036366187036037445"
"2725","0.06002327427268028","0.06002327427268028","0.06002327427268028"
"2727","0.061808664351701736","0.061808664351701736","0.061808664351701736"
"2729","0.06766434758901596","0.06766434758901596","0.06766434758901596"
"2731","0.07949148118495941","0.07949148118495941","0.07949148118495941"
"2733","0.07948534935712814","0.07948534935712814","0.07948534935712814"
"2735","0.10289335250854492","0.10289335250854492","0.10289335250854492"
"2737","0.15383678674697876","0.15383678674697876","0.15383678674697876"
"2739","0.16927537322044373","0.16927537322044373","0.16927537322044373"
"2741","0.15065978467464447","0.15065978467464447","0.15065978467464447"
"2743","0.1279086470603943","0.1279086470603943","0.1279086470603943"
"2745","0.08169029653072357","0.08169029653072357","0.08169029653072357"
"2747","0.029598524793982506","0.029598524793982506","0.029598524793982506"
"2749","-0.014569444581866264","-0.014569444581866264","-0.014569444581866264"
"2751","-0.03481053560972214","-0.03481053560972214","-0.03481053560972214"
"2753","-0.021494382992386818","-0.021494382992386818","-0.021494382992386818"
"2755","0.02450101263821125","0.02450101263821125","0.02450101263821125"
"2757","0.08856566995382309","0.08856566995382309","0.08856566995382309"
"2759","0.12117533385753632","0.12117533385753632","0.12117533385753632"
"2761","0.11623398214578629","0.11623398214578629","0.11623398214578629"
"2763","0.12269389629364014","0.12269389629364014","0.12269389629364014"
"2765","0.1490197479724884","0.1490197479724884","0.1490197479724884"
"2767","0.19808019697666168","0.19808019697666168","0.19808019697666168"
"2769","0.19525183737277985","0.19525183737277985","0.19525183737277985"
"2771","0.18631194531917572","0.18631194531917572","0.18631194531917572"
"2773","0.16009889543056488","0.16009889543056488","0.16009889543056488"
"2775","0.11741398274898529","0.11741398274898529","0.11741398274898529"
"2777","0.0843740701675415","0.0843740701675415","0.0843740701675415"
"2779","0.06090978905558586","0.06090978905558586","0.06090978905558586"
"2781","0.04405488818883896","0.04405488818883896","0.04405488818883896"
"2783","0.03890276700258255","0.03890276700258255","0.03890276700258255"
"2785","0.044749513268470764","0.044749513268470764","0.044749513268470764"
"2787","0.06532437354326248","0.06532437354326248","0.06532437354326248"
"2789","0.038970477879047394","0.038970477879047394","0.038970477879047394"
"2791","-0.059662241488695145","-0.059662241488695145","-0.059662241488695145"
"2793","-0.21985872089862823","-0.21985872089862823","-0.21985872089862823"
"2795","0.010465720668435097","0.010465720668435097","0.010465720668435097"
"2797","0.03772129863500595","0.03772129863500595","0.03772129863500595"
"2799","0.08037272095680237","0.08037272095680237","0.08037272095680237"
"2801","0.13401684165000916","0.13401684165000916","0.13401684165000916"
"2803","0.1753508597612381","0.1753508597612381","0.1753508597612381"
"2805","0.09193135797977448","0.09193135797977448","0.09193135797977448"
"2807","0.041216593235731125","0.041216593235731125","0.041216593235731125"
"2809","0.024804627522826195","0.024804627522826195","0.024804627522826195"
"2811","-0.06320736557245255","-0.06320736557245255","-0.06320736557245255"
"2813","-0.10223335027694702","-0.10223335027694702","-0.10223335027694702"
"2815","-0.14662353694438934","-0.14662353694438934","-0.14662353694438934"
"2817","-0.15174759924411774","-0.15174759924411774","-0.15174759924411774"
"2819","-0.057206518948078156","-0.057206518948078156","-0.057206518948078156"
"2821","-0.03754623234272003","-0.03754623234272003","-0.03754623234272003"
"2823","0.010080826468765736","0.010080826468765736","0.010080826468765736"
"2825","-0.022629663348197937","-0.022629663348197937","-0.022629663348197937"
"2827","-0.0626249685883522","-0.0626249685883522","-0.0626249685883522"
"2829","-0.09142674505710602","-0.09142674505710602","-0.09142674505710602"
"2831","-0.10746238380670547","-0.10746238380670547","-0.10746238380670547"
"2833","-0.10964152961969376","-0.10964152961969376","-0.10964152961969376"
"2835","-0.1055372953414917","-0.1055372953414917","-0.1055372953414917"
"2837","-0.08133278787136078","-0.08133278787136078","-0.08133278787136078"
"2839","-0.03518686071038246","-0.03518686071038246","-0.03518686071038246"
"2841","0.012611235491931438","0.012611235491931438","0.012611235491931438"
"2843","0.016000129282474518","0.016000129282474518","0.016000129282474518"
"2845","-0.017927994951605797","-0.017927994951605797","-0.017927994951605797"
"2847","-0.10852883756160736","-0.10852883756160736","-0.10852883756160736"
"2849","-0.11697273701429367","-0.11697273701429367","-0.11697273701429367"
"2851","-0.12845170497894287","-0.12845170497894287","-0.12845170497894287"
"2853","-0.1528952717781067","-0.1528952717781067","-0.1528952717781067"
"2855","-0.14955270290374756","-0.14955270290374756","-0.14955270290374756"
"2865","-0.12278271466493607","-0.12278271466493607","-0.12278271466493607"
"2867","-0.08509743213653564","-0.08509743213653564","-0.08509743213653564"
"2869","-0.061730045825242996","-0.061730045825242996","-0.061730045825242996"
"2871","-0.023747462779283524","-0.023747462779283524","-0.023747462779283524"
"2873","0.025455741211771965","0.025455741211771965","0.025455741211771965"
"2875","0.08833644539117813","0.08833644539117813","0.08833644539117813"
"2877","0.1561451256275177","0.1561451256275177","0.1561451256275177"
"2879","0.10104935616254807","0.10104935616254807","0.10104935616254807"
"2881","0.05478767305612564","0.05478767305612564","0.05478767305612564"
"2883","0.013370038010179996","0.013370038010179996","0.013370038010179996"
"2885","-0.014386092312633991","-0.014386092312633991","-0.014386092312633991"
"2887","-0.028685078024864197","-0.028685078024864197","-0.028685078024864197"
"2889","-0.030535200610756874","-0.030535200610756874","-0.030535200610756874"
"2891","-0.009870229288935661","-0.009870229288935661","-0.009870229288935661"
"2893","-0.011684431694447994","-0.011684431694447994","-0.011684431694447994"
"2895","-0.18260100483894348","-0.18260100483894348","-0.18260100483894348"
"2897","-0.0134726045653224","-0.0134726045653224","-0.0134726045653224"
"2899","-0.09831017255783081","-0.09831017255783081","-0.09831017255783081"
"2901","-0.14993877708911896","-0.14993877708911896","-0.14993877708911896"
"2903","-0.16382962465286255","-0.16382962465286255","-0.16382962465286255"
"2905","-0.18716555833816528","-0.18716555833816528","-0.18716555833816528"
"2907","-0.2221757471561432","-0.2221757471561432","-0.2221757471561432"
"2909","-0.24146033823490143","-0.24146033823490143","-0.24146033823490143"
"2911","-0.25394997000694275","-0.25394997000694275","-0.25394997000694275"
"2913","-0.2619376480579376","-0.2619376480579376","-0.2619376480579376"
"2915","-0.267057329416275","-0.267057329416275","-0.267057329416275"
"2917","-0.26327982544898987","-0.26327982544898987","-0.26327982544898987"
"2919","-0.24573330581188202","-0.24573330581188202","-0.24573330581188202"
"2921","-0.21728187799453735","-0.21728187799453735","-0.21728187799453735"
"2923","-0.18015973269939423","-0.18015973269939423","-0.18015973269939423"
"2925","-0.14164933562278748","-0.14164933562278748","-0.14164933562278748"
"2927","-0.1127219945192337","-0.1127219945192337","-0.1127219945192337"
"2929","-0.08961863070726395","-0.08961863070726395","-0.08961863070726395"
"2931","-0.06301227957010269","-0.06301227957010269","-0.06301227957010269"
"2933","-0.025649182498455048","-0.025649182498455048","-0.025649182498455048"
"2935","-0.0483572743833065","-0.0483572743833065","-0.0483572743833065"
"2937","-0.12707170844078064","-0.12707170844078064","-0.12707170844078064"
"2939","-0.18115057051181793","-0.18115057051181793","-0.18115057051181793"
"2941","-0.17072978615760803","-0.17072978615760803","-0.17072978615760803"
"2943","-0.19646970927715302","-0.19646970927715302","-0.19646970927715302"
"2945","-0.15715037286281586","-0.15715037286281586","-0.15715037286281586"
"2947","-0.11773516982793808","-0.11773516982793808","-0.11773516982793808"
"2949","-0.15164344012737274","-0.15164344012737274","-0.15164344012737274"
"2951","-0.16098496317863464","-0.16098496317863464","-0.16098496317863464"
"2953","-0.1514548361301422","-0.1514548361301422","-0.1514548361301422"
"2955","-0.12166234105825424","-0.12166234105825424","-0.12166234105825424"
"2957","-0.07809709012508392","-0.07809709012508392","-0.07809709012508392"
"2959","-0.031005732715129852","-0.031005732715129852","-0.031005732715129852"
"2961","-0.06683409214019775","-0.06683409214019775","-0.06683409214019775"
"2963","-0.12583127617835999","-0.12583127617835999","-0.12583127617835999"
"2965","-0.19878830015659332","-0.19878830015659332","-0.19878830015659332"
"2967","-0.20536094903945923","-0.20536094903945923","-0.20536094903945923"
"2969","-0.16148243844509125","-0.16148243844509125","-0.16148243844509125"
"2971","-0.08011134713888168","-0.08011134713888168","-0.08011134713888168"
"2973","0.021186677739024162","0.021186677739024162","0.021186677739024162"
"2975","0.07248043268918991","0.07248043268918991","0.07248043268918991"
"2977","0.06062466651201248","0.06062466651201248","0.06062466651201248"
"2979","0.05489732697606087","0.05489732697606087","0.05489732697606087"
"2981","0.0816466435790062","0.0816466435790062","0.0816466435790062"
"2983","0.12131735682487488","0.12131735682487488","0.12131735682487488"
"2985","0.15819402039051056","0.15819402039051056","0.15819402039051056"
"2987","0.18608824908733368","0.18608824908733368","0.18608824908733368"
"2989","0.1162947565317154","0.1162947565317154","0.1162947565317154"
"2991","0.051995351910591125","0.051995351910591125","0.051995351910591125"
"2993","0.0179490614682436","0.0179490614682436","0.0179490614682436"
"2995","0.005153201054781675","0.005153201054781675","0.005153201054781675"
"2997","0.0020027104765176773","0.0020027104765176773","0.0020027104765176773"
"2999","-0.001987446565181017","-0.001987446565181017","-0.001987446565181017"
"3001","0.0028555328026413918","0.0028555328026413918","0.0028555328026413918"
"3003","0.00764430221170187","0.00764430221170187","0.00764430221170187"
"3005","0.030313724651932716","0.030313724651932716","0.030313724651932716"
"3007","0.03487372025847435","0.03487372025847435","0.03487372025847435"
"3009","0.04377864673733711","0.04377864673733711","0.04377864673733711"
"3011","0.05052441358566284","0.05052441358566284","0.05052441358566284"
"3013","0.07048892229795456","0.07048892229795456","0.07048892229795456"
"3015","0.06366457045078278","0.06366457045078278","0.06366457045078278"
"3017","0.0434163361787796","0.0434163361787796","0.0434163361787796"
"3019","-0.008864597417414188","-0.008864597417414188","-0.008864597417414188"
"3021","-0.08437205851078033","-0.08437205851078033","-0.08437205851078033"
"3023","-0.14607632160186768","-0.14607632160186768","-0.14607632160186768"
"3025","-0.1993703842163086","-0.1993703842163086","-0.1993703842163086"
"3027","-0.22936011850833893","-0.22936011850833893","-0.22936011850833893"
"3029","-0.2299303263425827","-0.2299303263425827","-0.2299303263425827"
"3031","-0.20848768949508667","-0.20848768949508667","-0.20848768949508667"
"3033","-0.1626276671886444","-0.1626276671886444","-0.1626276671886444"
"3035","-0.10843618214130402","-0.10843618214130402","-0.10843618214130402"
"3037","-0.06114935129880905","-0.06114935129880905","-0.06114935129880905"
"3039","-0.0700354278087616","-0.0700354278087616","-0.0700354278087616"
"3041","-0.12554597854614258","-0.12554597854614258","-0.12554597854614258"
"3043","-0.15910595655441284","-0.15910595655441284","-0.15910595655441284"
"3045","0.04224831610918045","0.04224831610918045","0.04224831610918045"
"3047","-0.029159776866436005","-0.029159776866436005","-0.029159776866436005"
"3049","-0.09225211292505264","-0.09225211292505264","-0.09225211292505264"
"3051","-0.14805664122104645","-0.14805664122104645","-0.14805664122104645"
"3053","-0.17430485785007477","-0.17430485785007477","-0.17430485785007477"
"3055","-0.15618079900741577","-0.15618079900741577","-0.15618079900741577"
"3057","-0.09130743891000748","-0.09130743891000748","-0.09130743891000748"
"3059","-0.0064228978008031845","-0.0064228978008031845","-0.0064228978008031845"
"3061","0.09035802632570267","0.09035802632570267","0.09035802632570267"
"3063","0.08838217705488205","0.08838217705488205","0.08838217705488205"
"3065","0.08578655868768692","0.08578655868768692","0.08578655868768692"
"3067","0.09155428409576416","0.09155428409576416","0.09155428409576416"
"3069","0.1256151795387268","0.1256151795387268","0.1256151795387268"
"3071","0.13511215150356293","0.13511215150356293","0.13511215150356293"
"3073","0.11782554537057877","0.11782554537057877","0.11782554537057877"
"3075","0.12324225157499313","0.12324225157499313","0.12324225157499313"
"3077","0.13047482073307037","0.13047482073307037","0.13047482073307037"
"3079","0.08124391734600067","0.08124391734600067","0.08124391734600067"
"3081","0.03538714349269867","0.03538714349269867","0.03538714349269867"
"3083","-0.0013118614442646503","-0.0013118614442646503","-0.0013118614442646503"
"3085","-0.03379259631037712","-0.03379259631037712","-0.03379259631037712"
"3087","-0.06814588606357574","-0.06814588606357574","-0.06814588606357574"
"3089","-0.10119826346635818","-0.10119826346635818","-0.10119826346635818"
"3091","-0.12872478365898132","-0.12872478365898132","-0.12872478365898132"
"3093","-0.13536518812179565","-0.13536518812179565","-0.13536518812179565"
"3095","-0.12605975568294525","-0.12605975568294525","-0.12605975568294525"
"3097","-0.11163046956062317","-0.11163046956062317","-0.11163046956062317"
"3099","-0.14261820912361145","-0.14261820912361145","-0.14261820912361145"
"3101","-0.1632099449634552","-0.1632099449634552","-0.1632099449634552"
"3103","-0.17570874094963074","-0.17570874094963074","-0.17570874094963074"
"3105","-0.1751120388507843","-0.1751120388507843","-0.1751120388507843"
"3107","-0.17182357609272003","-0.17182357609272003","-0.17182357609272003"
"3109","-0.15869827568531036","-0.15869827568531036","-0.15869827568531036"
"3111","-0.12982988357543945","-0.12982988357543945","-0.12982988357543945"
"3113","-0.12436755001544952","-0.12436755001544952","-0.12436755001544952"
"3115","-0.17543591558933258","-0.17543591558933258","-0.17543591558933258"
"3117","-0.21615758538246155","-0.21615758538246155","-0.21615758538246155"
"3119","-0.24396637082099915","-0.24396637082099915","-0.24396637082099915"
"3121","-0.25486326217651367","-0.25486326217651367","-0.25486326217651367"
"3123","-0.2603898048400879","-0.2603898048400879","-0.2603898048400879"
"3125","-0.25523585081100464","-0.25523585081100464","-0.25523585081100464"
"3127","-0.23802559077739716","-0.23802559077739716","-0.23802559077739716"
"3129","-0.22364522516727448","-0.22364522516727448","-0.22364522516727448"
"3131","-0.20371556282043457","-0.20371556282043457","-0.20371556282043457"
"3133","-0.1825627237558365","-0.1825627237558365","-0.1825627237558365"
"3135","-0.15898744761943817","-0.15898744761943817","-0.15898744761943817"
"3137","-0.12781189382076263","-0.12781189382076263","-0.12781189382076263"
"3139","-0.08930734544992447","-0.08930734544992447","-0.08930734544992447"
"3141","-0.03881005570292473","-0.03881005570292473","-0.03881005570292473"
"3143","0.021960224956274033","0.021960224956274033","0.021960224956274033"
"3145","-0.034524232149124146","-0.034524232149124146","-0.034524232149124146"
"3147","-0.0731627494096756","-0.0731627494096756","-0.0731627494096756"
"3149","-0.10206319391727448","-0.10206319391727448","-0.10206319391727448"
"3151","-0.09343133121728897","-0.09343133121728897","-0.09343133121728897"
"3153","-0.06171797960996628","-0.06171797960996628","-0.06171797960996628"
"3155","-0.0061156428419053555","-0.0061156428419053555","-0.0061156428419053555"
"3157","0.05666445568203926","0.05666445568203926","0.05666445568203926"
"3167","-0.05575299635529518","-0.05575299635529518","-0.05575299635529518"
"3169","-0.08758477121591568","-0.08758477121591568","-0.08758477121591568"
"3171","-0.08157653361558914","-0.08157653361558914","-0.08157653361558914"
"3173","-0.04417930543422699","-0.04417930543422699","-0.04417930543422699"
"3175","0.0026697160210460424","0.0026697160210460424","0.0026697160210460424"
"3177","0.0445571132004261","0.0445571132004261","0.0445571132004261"
"3179","0.05993553623557091","0.05993553623557091","0.05993553623557091"
"3181","0.08717731386423111","0.08717731386423111","0.08717731386423111"
"3183","0.13149982690811157","0.13149982690811157","0.13149982690811157"
"3189","0.15959647297859192","0.15959647297859192","0.15959647297859192"
"3191","0.18522869050502777","0.18522869050502777","0.18522869050502777"
"3193","0.20008182525634766","0.20008182525634766","0.20008182525634766"
"3195","0.15692037343978882","0.15692037343978882","0.15692037343978882"
"3197","0.1284583956003189","0.1284583956003189","0.1284583956003189"
"3199","0.11837218701839447","0.11837218701839447","0.11837218701839447"
"3201","0.03710654750466347","0.03710654750466347","0.03710654750466347"
"3203","0.0007066272082738578","0.0007066272082738578","0.0007066272082738578"
"3205","-0.01835247129201889","-0.01835247129201889","-0.01835247129201889"
"3207","-0.010931410826742649","-0.010931410826742649","-0.010931410826742649"
"3209","-0.13419616222381592","-0.13419616222381592","-0.13419616222381592"
"3211","-0.20425546169281006","-0.20425546169281006","-0.20425546169281006"
"3213","0.07908561080694199","0.07908561080694199","0.07908561080694199"
"3215","0.051225822418928146","0.051225822418928146","0.051225822418928146"
"3217","0.03713276982307434","0.03713276982307434","0.03713276982307434"
"3219","-0.021525980904698372","-0.021525980904698372","-0.021525980904698372"
"3221","-0.16699211299419403","-0.16699211299419403","-0.16699211299419403"
"3223","-0.01784379594027996","-0.01784379594027996","-0.01784379594027996"
"3225","-0.046687863767147064","-0.046687863767147064","-0.046687863767147064"
"3227","-0.047483719885349274","-0.047483719885349274","-0.047483719885349274"
"3229","-0.014672747813165188","-0.014672747813165188","-0.014672747813165188"
"3231","0.03696130961179733","0.03696130961179733","0.03696130961179733"
"3233","0.06394200772047043","0.06394200772047043","0.06394200772047043"
"3235","-0.001620052964426577","-0.001620052964426577","-0.001620052964426577"
"3237","-0.05835368484258652","-0.05835368484258652","-0.05835368484258652"
"3239","-0.09176857769489288","-0.09176857769489288","-0.09176857769489288"
"3241","-0.08182639628648758","-0.08182639628648758","-0.08182639628648758"
"3243","-0.04483255371451378","-0.04483255371451378","-0.04483255371451378"
"3245","0.01794092170894146","0.01794092170894146","0.01794092170894146"
"3247","0.020514320582151413","0.020514320582151413","0.020514320582151413"
"3249","-0.02286706119775772","-0.02286706119775772","-0.02286706119775772"
"3251","-0.060422442853450775","-0.060422442853450775","-0.060422442853450775"
"3253","-0.0858297124505043","-0.0858297124505043","-0.0858297124505043"
"3255","-0.09520576894283295","-0.09520576894283295","-0.09520576894283295"
"3257","-0.07420705258846283","-0.07420705258846283","-0.07420705258846283"
"3259","-0.05863146111369133","-0.05863146111369133","-0.05863146111369133"
"3261","-0.09975384175777435","-0.09975384175777435","-0.09975384175777435"
"3263","-0.17067472636699677","-0.17067472636699677","-0.17067472636699677"
"3265","-0.2367897778749466","-0.2367897778749466","-0.2367897778749466"
"3267","-0.2835432291030884","-0.2835432291030884","-0.2835432291030884"
"3269","-0.3029368221759796","-0.3029368221759796","-0.3029368221759796"
"3271","-0.28033769130706787","-0.28033769130706787","-0.28033769130706787"
"3273","-0.21133893728256226","-0.21133893728256226","-0.21133893728256226"
"3275","-0.14374378323554993","-0.14374378323554993","-0.14374378323554993"
"3277","-0.0031937577296048403","-0.0031937577296048403","-0.0031937577296048403"
"3279","0.05402178317308426","0.05402178317308426","0.05402178317308426"
"3281","0.011686057783663273","0.011686057783663273","0.011686057783663273"
"3283","-0.03112548589706421","-0.03112548589706421","-0.03112548589706421"
"3285","-0.04570423811674118","-0.04570423811674118","-0.04570423811674118"
"3287","-0.10886950045824051","-0.10886950045824051","-0.10886950045824051"
"3289","-0.20868869125843048","-0.20868869125843048","-0.20868869125843048"
"3291","0.033818162977695465","0.033818162977695465","0.033818162977695465"
"3293","-0.0017633589450269938","-0.0017633589450269938","-0.0017633589450269938"
"3295","-0.06174154952168465","-0.06174154952168465","-0.06174154952168465"
"3297","-0.11372637748718262","-0.11372637748718262","-0.11372637748718262"
"3299","-0.1604369878768921","-0.1604369878768921","-0.1604369878768921"
"3301","-0.20384924113750458","-0.20384924113750458","-0.20384924113750458"
"3303","-0.2458120435476303","-0.2458120435476303","-0.2458120435476303"
"3305","-0.27434730529785156","-0.27434730529785156","-0.27434730529785156"
"3307","-0.2641128897666931","-0.2641128897666931","-0.2641128897666931"
"3309","-0.2744675576686859","-0.2744675576686859","-0.2744675576686859"
"3311","-0.27272284030914307","-0.27272284030914307","-0.27272284030914307"
"3313","-0.24826236069202423","-0.24826236069202423","-0.24826236069202423"
"3315","-0.21114137768745422","-0.21114137768745422","-0.21114137768745422"
"3317","-0.18848972022533417","-0.18848972022533417","-0.18848972022533417"
"3319","-0.17289075255393982","-0.17289075255393982","-0.17289075255393982"
"3321","-0.17426379024982452","-0.17426379024982452","-0.17426379024982452"
"3323","-0.16392205655574799","-0.16392205655574799","-0.16392205655574799"
"3325","-0.13656774163246155","-0.13656774163246155","-0.13656774163246155"
"3327","-0.10126598179340363","-0.10126598179340363","-0.10126598179340363"
"3329","-0.06364435702562332","-0.06364435702562332","-0.06364435702562332"
"3331","-0.02611982263624668","-0.02611982263624668","-0.02611982263624668"
"3333","0.013753298670053482","0.013753298670053482","0.013753298670053482"
"3335","0.06454547494649887","0.06454547494649887","0.06454547494649887"
"3337","0.09028796851634979","0.09028796851634979","0.09028796851634979"
"3339","0.05326039716601372","0.05326039716601372","0.05326039716601372"
"3341","-0.03748072683811188","-0.03748072683811188","-0.03748072683811188"
"3343","-0.026338014751672745","-0.026338014751672745","-0.026338014751672745"
"3345","0.002467001788318157","0.002467001788318157","0.002467001788318157"
"3347","-0.0003855047398246825","-0.0003855047398246825","-0.0003855047398246825"
"3349","-0.016475163400173187","-0.016475163400173187","-0.016475163400173187"
"3351","-0.07988294959068298","-0.07988294959068298","-0.07988294959068298"
"3353","-0.11940017342567444","-0.11940017342567444","-0.11940017342567444"
"3355","-0.1358742117881775","-0.1358742117881775","-0.1358742117881775"
"3357","-0.12997226417064667","-0.12997226417064667","-0.12997226417064667"
"3359","-0.09548643976449966","-0.09548643976449966","-0.09548643976449966"
"3361","-0.042065463960170746","-0.042065463960170746","-0.042065463960170746"
"3363","-0.048141419887542725","-0.048141419887542725","-0.048141419887542725"
"3365","-0.024324234575033188","-0.024324234575033188","-0.024324234575033188"
"3367","-0.09247548878192902","-0.09247548878192902","-0.09247548878192902"
"3369","-0.0011403464013710618","-0.0011403464013710618","-0.0011403464013710618"
"3371","-0.004466921091079712","-0.004466921091079712","-0.004466921091079712"
"3373","0.023583440110087395","0.023583440110087395","0.023583440110087395"
"3375","0.008964147418737411","0.008964147418737411","0.008964147418737411"
"3377","-0.11269185692071915","-0.11269185692071915","-0.11269185692071915"
"3379","-0.23491275310516357","-0.23491275310516357","-0.23491275310516357"
"3381","0.0497291274368763","0.0497291274368763","0.0497291274368763"
"3383","-0.07488581538200378","-0.07488581538200378","-0.07488581538200378"
"3385","-0.1376505196094513","-0.1376505196094513","-0.1376505196094513"
"3387","-0.1811167299747467","-0.1811167299747467","-0.1811167299747467"
"3389","0.16909173130989075","0.16909173130989075","0.16909173130989075"
"3391","0.10938135534524918","0.10938135534524918","0.10938135534524918"
"3393","0.037133343517780304","0.037133343517780304","0.037133343517780304"
"3395","-0.012423415668308735","-0.012423415668308735","-0.012423415668308735"
"3397","-0.0448007732629776","-0.0448007732629776","-0.0448007732629776"
"3399","-0.039739370346069336","-0.039739370346069336","-0.039739370346069336"
"3401","-0.012370054610073566","-0.012370054610073566","-0.012370054610073566"
"3403","0.02463027834892273","0.02463027834892273","0.02463027834892273"
"3405","0.0691380500793457","0.0691380500793457","0.0691380500793457"
"3407","0.08190274238586426","0.08190274238586426","0.08190274238586426"
"3409","0.08087154477834702","0.08087154477834702","0.08087154477834702"
"3411","0.08504578471183777","0.08504578471183777","0.08504578471183777"
"3413","0.09729256480932236","0.09729256480932236","0.09729256480932236"
"3415","0.07833660393953323","0.07833660393953323","0.07833660393953323"
"3417","0.06224820390343666","0.06224820390343666","0.06224820390343666"
"3419","0.0524003729224205","0.0524003729224205","0.0524003729224205"
"3421","0.046877212822437286","0.046877212822437286","0.046877212822437286"
"3423","-0.03720032051205635","-0.03720032051205635","-0.03720032051205635"
"3425","-0.07436731457710266","-0.07436731457710266","-0.07436731457710266"
