"Step","restful-aardvark-1 - global_step","restful-aardvark-1 - global_step__MIN","restful-aardvark-1 - global_step__MAX"
"28391","3489792","3489792","3489792"
"28392","3506176","3506176","3506176"
"28393","3506176","3506176","3506176"
"28394","3506176","3506176","3506176"
"28702","3506176","3506176","3506176"
"28703","3522560","3522560","3522560"
"28704","3522560","3522560","3522560"
"28705","3522560","3522560","3522560"
"28706","3522560","3522560","3522560"
"28707","3538944","3538944","3538944"
"28708","3538944","3538944","3538944"
"28709","3538944","3538944","3538944"
"29019","3538944","3538944","3538944"
"29020","3555328","3555328","3555328"
"29021","3555328","3555328","3555328"
"29022","3555328","3555328","3555328"
"29023","3555328","3555328","3555328"
"29024","3571712","3571712","3571712"
"29025","3571712","3571712","3571712"
"29026","3571712","3571712","3571712"
"29304","3571712","3571712","3571712"
"29305","3588096","3588096","3588096"
"29306","3588096","3588096","3588096"
"29307","3588096","3588096","3588096"
"29308","3588096","3588096","3588096"
"29309","3604480","3604480","3604480"
"29310","3604480","3604480","3604480"
"29311","3604480","3604480","3604480"
"29343","3604480","3604480","3604480"
"29344","3620864","3620864","3620864"
"29345","3620864","3620864","3620864"
"29346","3620864","3620864","3620864"
"29656","3620864","3620864","3620864"
"29657","3637248","3637248","3637248"
"29658","3637248","3637248","3637248"
"29659","3637248","3637248","3637248"
"29660","3637248","3637248","3637248"
"29661","3653632","3653632","3653632"
"29662","3653632","3653632","3653632"
"29663","3653632","3653632","3653632"
"29966","3653632","3653632","3653632"
"29967","3670016","3670016","3670016"
"29968","3670016","3670016","3670016"
"29969","3670016","3670016","3670016"
"29970","3670016","3670016","3670016"
"29971","3686400","3686400","3686400"
"29972","3686400","3686400","3686400"
"29973","3686400","3686400","3686400"
"29982","3686400","3686400","3686400"
"29983","3702784","3702784","3702784"
"29984","3702784","3702784","3702784"
"29985","3702784","3702784","3702784"
"30294","3702784","3702784","3702784"
"30295","3719168","3719168","3719168"
"30296","3719168","3719168","3719168"
"30297","3719168","3719168","3719168"
"30298","3719168","3719168","3719168"
"30299","3735552","3735552","3735552"
"30300","3735552","3735552","3735552"
"30301","3735552","3735552","3735552"
"30612","3735552","3735552","3735552"
"30613","3751936","3751936","3751936"
"30614","3751936","3751936","3751936"
"30615","3751936","3751936","3751936"
"30616","3751936","3751936","3751936"
"30617","3768320","3768320","3768320"
"30618","3768320","3768320","3768320"
"30619","3768320","3768320","3768320"
"30889","3768320","3768320","3768320"
"30890","3784704","3784704","3784704"
"30891","3784704","3784704","3784704"
"30892","3784704","3784704","3784704"
"30893","3784704","3784704","3784704"
"30894","3801088","3801088","3801088"
"30895","3801088","3801088","3801088"
"30896","3801088","3801088","3801088"
"30936","3801088","3801088","3801088"
"30937","3817472","3817472","3817472"
"30938","3817472","3817472","3817472"
"30939","3817472","3817472","3817472"
"31247","3817472","3817472","3817472"
"31248","3833856","3833856","3833856"
"31249","3833856","3833856","3833856"
"31250","3833856","3833856","3833856"
"31251","3833856","3833856","3833856"
"31252","3850240","3850240","3850240"
"31253","3850240","3850240","3850240"
"31254","3850240","3850240","3850240"
"31551","3850240","3850240","3850240"
"31552","3866624","3866624","3866624"
"31553","3866624","3866624","3866624"
"31554","3866624","3866624","3866624"
"31555","3866624","3866624","3866624"
"31556","3883008","3883008","3883008"
"31557","3883008","3883008","3883008"
"31558","3883008","3883008","3883008"
"31572","3883008","3883008","3883008"
"31573","3899392","3899392","3899392"
"31574","3899392","3899392","3899392"
"31575","3899392","3899392","3899392"
"31886","3899392","3899392","3899392"
"31887","3915776","3915776","3915776"
"31888","3915776","3915776","3915776"
"31889","3915776","3915776","3915776"
"31890","3915776","3915776","3915776"
"31891","3932160","3932160","3932160"
"31892","3932160","3932160","3932160"
"31893","3932160","3932160","3932160"
"32203","3932160","3932160","3932160"
"32204","3948544","3948544","3948544"
"32205","3948544","3948544","3948544"
"32206","3948544","3948544","3948544"
"32207","3948544","3948544","3948544"
"32208","3964928","3964928","3964928"
"32209","3964928","3964928","3964928"
"32210","3964928","3964928","3964928"
"32475","3964928","3964928","3964928"
"32476","3981312","3981312","3981312"
"32477","3981312","3981312","3981312"
"32478","3981312","3981312","3981312"
"32479","3981312","3981312","3981312"
"32480","3997696","3997696","3997696"
"32481","3997696","3997696","3997696"
"32482","3997696","3997696","3997696"
"32527","3997696","3997696","3997696"
"32528","4014080","4014080","4014080"
"32529","4014080","4014080","4014080"
"32530","4014080","4014080","4014080"
"32840","4014080","4014080","4014080"
"32841","4030464","4030464","4030464"
"32842","4030464","4030464","4030464"
"32843","4030464","4030464","4030464"
"32844","4030464","4030464","4030464"
"32845","4046848","4046848","4046848"
"32846","4046848","4046848","4046848"
"32847","4046848","4046848","4046848"
"33109","4046848","4046848","4046848"
"33110","4063232","4063232","4063232"
"33111","4063232","4063232","4063232"
"33112","4063232","4063232","4063232"
"33113","4063232","4063232","4063232"
"33114","4079616","4079616","4079616"
"33115","4079616","4079616","4079616"
"33116","4079616","4079616","4079616"
"33117","4079616","4079616","4079616"
